
[00:00:00.000 --> 00:00:04.360]  好,謝謝敬拜隊帶我們一起唱詩
[00:00:04.360 --> 00:00:05.120]  敬拜時間
[00:00:05.120 --> 00:00:07.960]  剛才那首詩歌叫《近前來回》一首
[00:00:07.960 --> 00:00:10.320]  我們每個星期都會回來
[00:00:10.320 --> 00:00:13.440]  星期一九時半是崇拜,之後是小組
[00:00:13.440 --> 00:00:14.840]  其實每次我們回來
[00:00:14.840 --> 00:00:17.280]  不單只是回來一個聚會、一個活動
[00:00:17.280 --> 00:00:19.760]  《近前來回》說我們要去到上帝的面前
[00:00:19.760 --> 00:00:22.760]  所以我們看到12樓中間有十字
[00:00:22.760 --> 00:00:25.080]  我想提醒我們來到主的面前
[00:00:25.080 --> 00:00:28.280]  去聽聽祂對我們生命有什麼提醒和聲音
[00:00:28.280 --> 00:00:33.480]  今年度,其實今天有點特別
[00:00:33.480 --> 00:00:36.720]  今天會是教會一年一度的
[00:00:36.720 --> 00:00:38.520]  我們有一個叫「猜傳主日」
[00:00:38.520 --> 00:00:40.960]  猜傳是什麼意思呢?
[00:00:40.960 --> 00:00:43.320]  是說宣教、傳福音
[00:00:43.320 --> 00:00:47.360]  所以今年其實跟我們青少部的主題
[00:00:47.360 --> 00:00:48.880]  都是息息相關的
[00:00:48.880 --> 00:00:51.360]  還記得今年青少部的主題是什麼嗎?
[00:00:51.360 --> 00:00:53.080]  你們買了一件T-shirt
[00:00:53.080 --> 00:00:55.520]  還有之前青少主日都是叫這個口號
[00:00:55.520 --> 00:00:56.280]  有沒有記得?
[00:00:56.280 --> 00:00:57.760]  幾個英文字
[00:00:57.760 --> 00:01:00.480]  我聽到有一點點聲音
[00:01:00.480 --> 00:01:03.760]  就是「Alive in Christ, Let's go and shine」
[00:01:03.760 --> 00:01:05.480]  你們經常說「Let's go and shine」
[00:01:05.480 --> 00:01:06.960]  你們說就說很多
[00:01:06.960 --> 00:01:08.400]  其實「Let's go」是什麼呢?
[00:01:08.400 --> 00:01:09.880]  或者「Shine」是什麼呢?
[00:01:09.880 --> 00:01:11.840]  其實是說今年青少部
[00:01:11.840 --> 00:01:14.240]  很想大家去到體會一件事
[00:01:14.240 --> 00:01:16.600]  透過形式猜傳宣教
[00:01:16.600 --> 00:01:17.720]  或者我們還有什麼
[00:01:17.720 --> 00:01:20.320]  之前我們有一個大組的時間
[00:01:20.320 --> 00:01:22.000]  去聽聽宣教士
[00:01:22.000 --> 00:01:24.480]  或者他們生命的見證等等
[00:01:24.760 --> 00:01:26.560]  其實「Let's go」是說
[00:01:26.560 --> 00:01:28.320]  很想裝備我們的人
[00:01:28.320 --> 00:01:30.960]  能夠去體會世界不同的角落
[00:01:30.960 --> 00:01:32.880]  有很多人都為主去發光
[00:01:32.880 --> 00:01:34.480]  到了今天
[00:01:34.480 --> 00:01:35.920]  不要看你們自己很年輕
[00:01:35.920 --> 00:01:38.640]  原來你們都能夠成為見證
[00:01:38.640 --> 00:01:40.400]  為主去發光
[00:01:40.400 --> 00:01:43.280]  在開始今天先說到這裡
[00:01:43.280 --> 00:01:44.560]  有一張照片
[00:01:44.560 --> 00:01:46.840]  想讓大家了解一下
[00:01:46.840 --> 00:01:48.600]  話說兩個星期前
[00:01:48.600 --> 00:01:49.600]  我除了在初中
[00:01:49.600 --> 00:01:51.280]  還在高中服侍
[00:01:51.280 --> 00:01:52.840]  我們去了這個地方
[00:01:52.840 --> 00:01:54.840]  不知道大家有沒有覺得很眼熟
[00:01:54.840 --> 00:01:57.280]  我們有一個星期六
[00:01:57.280 --> 00:01:59.200]  我們去了有社關
[00:01:59.200 --> 00:02:00.200]  去接觸社區
[00:02:00.200 --> 00:02:01.560]  就在麗角邨
[00:02:01.560 --> 00:02:03.280]  不知道大家會不會住在那邊
[00:02:03.280 --> 00:02:04.400]  長沙灣那邊
[00:02:04.400 --> 00:02:07.520]  我們就在那裡
[00:02:07.520 --> 00:02:09.680]  打算進入遊樂場
[00:02:09.680 --> 00:02:11.320]  裡面跟小朋友玩
[00:02:11.320 --> 00:02:12.240]  透過玩的過程
[00:02:12.240 --> 00:02:13.800]  我們預備好一些禮物包
[00:02:13.800 --> 00:02:15.120]  裡面有零食
[00:02:15.120 --> 00:02:16.840]  也有一些福音的單張
[00:02:16.840 --> 00:02:19.000]  很想讓他們認識到教會
[00:02:19.000 --> 00:02:20.280]  認識到福音
[00:02:20.280 --> 00:02:21.480]  當初去到的時候
[00:02:21.480 --> 00:02:25.760]  想著會見到廣東話的小朋友
[00:02:25.760 --> 00:02:27.680]  誰知道我們去到的時候
[00:02:27.680 --> 00:02:31.000]  見到最多的是南亞裔的小朋友
[00:02:31.000 --> 00:02:33.160]  我們之前也去過一次
[00:02:33.160 --> 00:02:35.560]  但這次原來特別多南亞裔的小朋友
[00:02:35.560 --> 00:02:37.680]  他們是信奉伊斯蘭教的
[00:02:37.680 --> 00:02:40.080]  他們也不容易去聽福音
[00:02:40.080 --> 00:02:41.560]  或者去認識教會
[00:02:41.560 --> 00:02:43.560]  回教會的一群小朋友
[00:02:43.560 --> 00:02:45.280]  那一刻我們就立刻想
[00:02:45.280 --> 00:02:46.400]  呆在這裡
[00:02:46.400 --> 00:02:48.560]  我們本身預備了一些遊戲
[00:02:48.560 --> 00:02:49.400]  經典遊戲
[00:02:49.400 --> 00:02:51.400]  我們就立刻轉成頻道
[00:02:51.400 --> 00:02:54.680]  由廣東話頻道轉成英文頻道
[00:02:54.680 --> 00:02:56.920]  大家有沒有玩過Mr. Fox
[00:02:56.920 --> 00:02:59.120]  哦
[00:02:59.120 --> 00:03:00.120]  知道是什麼嗎
[00:03:00.120 --> 00:03:02.120]  沒錯
[00:03:02.120 --> 00:03:03.880]  你們還在玩這個經典遊戲
[00:03:03.880 --> 00:03:05.000]  我的年代也有
[00:03:05.000 --> 00:03:08.840]  我們就把Mr. Fox變成狐狸先生
[00:03:08.840 --> 00:03:09.800]  或者小姐
[00:03:09.800 --> 00:03:11.160]  看看那個是男還是女
[00:03:11.160 --> 00:03:12.880]  另外還有Wind Blow
[00:03:12.880 --> 00:03:14.880]  大風吹
[00:03:14.880 --> 00:03:15.640]  果然很厲害
[00:03:15.640 --> 00:03:17.240]  你們也可以去服侍
[00:03:17.360 --> 00:03:20.600]  我們就把這些經典遊戲轉成英文頻道
[00:03:20.600 --> 00:03:22.480]  用我們僅餘的英文
[00:03:22.480 --> 00:03:24.960]  另外這張照片也在玩一個遊戲
[00:03:24.960 --> 00:03:25.960]  你們猜得到嗎
[00:03:25.960 --> 00:03:28.120]  沒錯
[00:03:28.120 --> 00:03:29.360]  果然是經典遊戲
[00:03:29.360 --> 00:03:30.920]  每個年代都在玩這些
[00:03:30.920 --> 00:03:32.000]  都很好玩
[00:03:32.000 --> 00:03:34.320]  我們就玩這個「萬英足雞仔」
[00:03:34.320 --> 00:03:38.800]  我對著一個很高大的南亞裔小朋友
[00:03:38.800 --> 00:03:41.760]  但他說他是中一而已
[00:03:41.760 --> 00:03:43.280]  我玩到很累
[00:03:43.280 --> 00:03:44.920]  玩了一回合之後
[00:03:44.920 --> 00:03:47.160]  我記得時間到了
[00:03:47.160 --> 00:03:49.440]  我們玩了大概一個小時
[00:03:49.440 --> 00:03:50.480]  玩了幾個月的遊戲
[00:03:50.480 --> 00:03:52.840]  我們也要走了
[00:03:52.840 --> 00:03:55.200]  最後我們真的有派出封面單張
[00:03:55.200 --> 00:03:56.800]  勇敢地告訴他們
[00:03:56.800 --> 00:03:58.320]  我們是來自附近的教會
[00:03:58.320 --> 00:03:59.760]  我們是來自教會的
[00:03:59.760 --> 00:04:01.080]  如果他們有需要
[00:04:01.080 --> 00:04:03.160]  或者也可以聯絡我們
[00:04:03.160 --> 00:04:04.960]  到了結束後
[00:04:04.960 --> 00:04:06.560]  我們一群高中的弟兄姐妹
[00:04:06.560 --> 00:04:08.920]  導師和我一起有個Debriefing
[00:04:08.920 --> 00:04:11.880]  我覺得那一刻我有一個很深的體會
[00:04:11.880 --> 00:04:13.080]  有時候我們說
[00:04:13.080 --> 00:04:15.000]  猜拳宣教傳科音
[00:04:15.000 --> 00:04:16.680]  好像覺得距離我們很遠
[00:04:16.680 --> 00:04:17.960]  甚至你會覺得
[00:04:17.960 --> 00:04:19.960]  這個使命不是給我的
[00:04:19.960 --> 00:04:21.080]  給傳道人
[00:04:21.080 --> 00:04:22.000]  給宣教士
[00:04:22.000 --> 00:04:22.760]  給導師
[00:04:22.760 --> 00:04:23.640]  或者給我旁邊的人
[00:04:23.640 --> 00:04:25.080]  都不是我的
[00:04:25.080 --> 00:04:27.920]  但我在那一刻的體會就是
[00:04:27.920 --> 00:04:28.920]  有時候我們想
[00:04:28.920 --> 00:04:30.000]  想得很遙遠
[00:04:30.000 --> 00:04:32.080]  但其實可以發生得很簡單
[00:04:32.080 --> 00:04:33.920]  就是你去到外面
[00:04:33.920 --> 00:04:35.560]  例如國邨附近的地方
[00:04:35.560 --> 00:04:36.400]  去跟他們玩
[00:04:36.400 --> 00:04:39.480]  去派他們一張宣傳教會
[00:04:39.480 --> 00:04:40.640]  或者科音的單張
[00:04:40.640 --> 00:04:42.520]  都已經是可以的
[00:04:42.520 --> 00:04:45.360]  所以今天很想透過猜拳主人
[00:04:45.360 --> 00:04:46.880]  甚至有一句說話
[00:04:46.880 --> 00:04:48.680]  去認識猜拳宣教
[00:04:48.680 --> 00:04:51.320]  都是值得我們去了解
[00:04:51.320 --> 00:04:52.960]  這句說話是我自己很喜歡的
[00:04:52.960 --> 00:04:57.200]  他說到不是每個人都要成為宣教士
[00:04:57.200 --> 00:04:58.800]  不是每個人都要成為Missionary
[00:04:58.800 --> 00:05:01.760]  去到很遠的地方去服事
[00:05:01.760 --> 00:05:02.640]  但他說
[00:05:02.640 --> 00:05:06.440]  人人都應該參與宣教的事情
