
[00:00:00.000 --> 00:00:03.000]  我們一起先祈禱吧
[00:00:03.000 --> 00:00:08.000]  充滿憐憫慈愛的天父
[00:00:08.000 --> 00:00:09.000]  我們需要你
[00:00:09.000 --> 00:00:11.000]  因為我們軟弱
[00:00:11.000 --> 00:00:13.000]  主耶穌
[00:00:13.000 --> 00:00:14.000]  我們需要你的補血
[00:00:14.000 --> 00:00:16.000]  去遮蓋我們的罪
[00:00:16.000 --> 00:00:20.000]  以致我們有清潔的心靈
[00:00:20.000 --> 00:00:23.000]  來盛載你自己的教導
[00:00:23.000 --> 00:00:26.000]  聖靈我們需要你的囂觀
[00:00:26.000 --> 00:00:28.000]  掌管我們的心靈
[00:00:28.000 --> 00:00:30.000]  讓我們有信服
[00:00:30.000 --> 00:00:32.000]  而且願意跟隨你的心
[00:00:32.000 --> 00:00:35.000]  來聆聽你自己的教導
[00:00:35.000 --> 00:00:37.000]  求你帶領以下的時間
[00:00:37.000 --> 00:00:40.000]  幫助我們將你的話語聽得明白
[00:00:40.000 --> 00:00:43.000]  又願意行在生活裏
[00:00:43.000 --> 00:00:44.000]  感謝你
[00:00:44.000 --> 00:00:45.000]  祈禱交托仰望
[00:00:45.000 --> 00:00:47.000]  是奉主耶穌明子而求
[00:00:47.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:52.000]  丁姊妹
[00:00:52.000 --> 00:00:56.000]  你們羨慕服侍神的工作嗎?
[00:00:57.000 --> 00:01:00.000]  但是會否因著很多規矩
[00:01:00.000 --> 00:01:02.000]  或者要滿足很多要求
[00:01:02.000 --> 00:01:04.000]  而有些卻步呢?
[00:01:04.000 --> 00:01:08.000]  不知道你們會否好像我一樣
[00:01:08.000 --> 00:01:12.000]  心裏面都對守規矩或者規則
[00:01:12.000 --> 00:01:15.000]  有些抗拒
[00:01:15.000 --> 00:01:18.000]  我和很多年輕人一樣
[00:01:18.000 --> 00:01:21.000]  小時候都有少少反叛
[00:01:21.000 --> 00:01:23.000]  在中學的階段
[00:01:23.000 --> 00:01:25.000]  家人怕我學壞
[00:01:25.000 --> 00:01:28.000]  所以規定我放學後
[00:01:28.000 --> 00:01:30.000]  一定要馬上回家
[00:01:30.000 --> 00:01:32.000]  如果遲一分鐘
[00:01:32.000 --> 00:01:34.000]  第二天放學的時間
[00:01:34.000 --> 00:01:36.000]  家人就會站在學校門口
[00:01:36.000 --> 00:01:38.000]  接我放學
[00:01:38.000 --> 00:01:39.000]  讓我學會
[00:01:39.000 --> 00:01:41.000]  如果不想家長接放學
[00:01:41.000 --> 00:01:44.000]  就最好準時回家
[00:01:44.000 --> 00:01:46.000]  所以我小時候
[00:01:46.000 --> 00:01:50.000]  對於守規則都很反感
[00:01:50.000 --> 00:01:53.000]  但是到我長大後
[00:01:53.000 --> 00:01:56.000]  對規則有些改觀
[00:01:56.000 --> 00:02:01.000]  我發現規則其實有好有不好
[00:02:01.000 --> 00:02:05.000]  它是既安全又危險的東西
[00:02:05.000 --> 00:02:08.000]  規則之所以安全
[00:02:08.000 --> 00:02:12.000]  是因為它代表著一種行為規範
[00:02:12.000 --> 00:02:16.000]  能夠給人最穩妥的心理預期
[00:02:16.000 --> 00:02:20.000]  任何人只要按規矩去做事情
[00:02:20.000 --> 00:02:24.000]  就能得到相應的回報和結果
[00:02:24.000 --> 00:02:26.000]  但是它危險在
[00:02:26.000 --> 00:02:28.000]  一旦違反
[00:02:28.000 --> 00:02:31.000]  分分鐘就會受到相應的懲罰
[00:02:31.000 --> 00:02:33.000]  說得很深
[00:02:33.000 --> 00:02:35.000]  讓我舉個例子
[00:02:35.000 --> 00:02:36.000]  就像開車一樣
[00:02:36.000 --> 00:02:40.000]  每條公路上都有標註著的
[00:02:40.000 --> 00:02:42.000]  不同的車速限制
[00:02:42.000 --> 00:02:46.000]  只要我們按著那條車速限制去駕駛
[00:02:46.000 --> 00:02:50.000]  我們就可以安心地去到目的地
[00:02:50.000 --> 00:02:52.000]  但相反
[00:02:52.000 --> 00:02:54.000]  如果我們稍為不留意
[00:02:54.000 --> 00:02:55.000]  開快了一點
[00:02:55.000 --> 00:02:58.000]  我們就可能會被抄牌檢控
[00:02:58.000 --> 00:03:01.000]  甚至可能會遇上交通意外
[00:03:01.000 --> 00:03:04.000]  導致生命危險
[00:03:04.000 --> 00:03:05.000]  但姐妹
[00:03:05.000 --> 00:03:09.000]  你又怎樣看規則這件事呢?
[00:03:09.000 --> 00:03:13.000]  今天很想和大家看看利未記十章
[00:03:13.000 --> 00:03:16.000]  有人罔顧規則
[00:03:16.000 --> 00:03:20.000]  結果連命都沒有了
[00:03:20.000 --> 00:03:21.000]  經文一開始
[00:03:21.000 --> 00:03:24.000]  我們看到有一宗命案發生了
[00:03:24.000 --> 00:03:27.000]  就是大祭司亞倫的兩個兒子
[00:03:27.000 --> 00:03:30.000]  在憲制上犯錯
[00:03:30.000 --> 00:03:33.000]  當場被神擊殺
[00:03:33.000 --> 00:03:36.000]  究竟發生了什麼大事呢?
[00:03:36.000 --> 00:03:40.000]  我們先一起讀出利未記十章
[00:03:40.000 --> 00:03:42.000]  一至七節的經文
[00:03:42.000 --> 00:03:44.000]  準備起
[00:03:44.000 --> 00:03:48.000]  然後亞倫的兒子拿答和阿比胡
[00:03:48.000 --> 00:03:51.000]  各拿著自己的火鏟
[00:03:51.000 --> 00:03:53.000]  升上火炭
[00:03:53.000 --> 00:03:54.000]  加上香
[00:03:54.000 --> 00:03:58.000]  在耶和華面前獻上違規的火
[00:03:58.000 --> 00:04:01.000]  是沒有吩咐他們的
[00:04:01.000 --> 00:04:04.000]  有火從耶和華面前出來
[00:04:04.000 --> 00:04:06.000]  吞滅了他們
[00:04:06.000 --> 00:04:09.000]  他們就死在耶和華面前
[00:04:09.000 --> 00:04:11.000]  摩西對亞倫說
[00:04:11.000 --> 00:04:14.000]  這就是耶和華說的
[00:04:14.000 --> 00:04:17.000]  在走近我的人之中
[00:04:17.000 --> 00:04:19.000]  我要顯為聖
[00:04:19.000 --> 00:04:21.000]  在所有人民面前
[00:04:21.000 --> 00:04:23.000]  我要得榮耀
[00:04:23.000 --> 00:04:26.000]  亞倫就默然無語
[00:04:26.000 --> 00:04:29.000]  摩西召來亞倫叔父
[00:04:29.000 --> 00:04:34.000]  烏蝕的兒子米沙利和以利察反
[00:04:34.000 --> 00:04:35.000]  對他們說
[00:04:35.000 --> 00:04:37.000]  你們走近來
[00:04:37.000 --> 00:04:42.000]  把你們的兄弟從聖所前抬到營外去
[00:04:42.000 --> 00:04:45.000]  於是二人走近來
[00:04:45.000 --> 00:04:47.000]  照摩西的話
[00:04:47.000 --> 00:04:49.000]  找著他們的內袍
[00:04:49.000 --> 00:04:52.000]  把他們抬到營外去
[00:04:52.000 --> 00:04:58.000]  摩西對亞倫和他的兒子以利亞薩和以他罵說
