
[00:00:00.000 --> 00:00:02.000]  母親節快樂
[00:00:02.000 --> 00:00:05.000]  母親節實在是一個很值得慶祝的日子
[00:00:05.000 --> 00:00:07.000]  因為母愛很偉大
[00:00:07.000 --> 00:00:09.000]  我自己也是一個媽媽
[00:00:09.000 --> 00:00:12.000]  總是將最好的給我們的小朋友
[00:00:12.000 --> 00:00:14.000]  我就是一個這樣的媽媽
[00:00:14.000 --> 00:00:16.000]  我也很疼我的女兒
[00:00:16.000 --> 00:00:17.000]  我姐姐就說
[00:00:17.000 --> 00:00:19.000]  做媽媽做到你這樣
[00:00:19.000 --> 00:00:20.000]  真是很不可說
[00:00:20.000 --> 00:00:22.000]  我真的很不可說
[00:00:22.000 --> 00:00:24.000]  不過我女兒還不可說
[00:00:24.000 --> 00:00:26.000]  不讓我可說
[00:00:26.000 --> 00:00:28.000]  不可說
[00:00:28.000 --> 00:00:30.000]  我真的不可說
[00:00:30.000 --> 00:00:32.000]  我不知道弟兄姊妹
[00:00:32.000 --> 00:00:35.000]  你們是不是一個不可說的人
[00:00:35.000 --> 00:00:38.000]  你在這裡認識的弟兄姊妹
[00:00:38.000 --> 00:00:40.000]  他們說不說得呢
[00:00:40.000 --> 00:00:43.000]  今天我們繼續進入提摩太前書
[00:00:43.000 --> 00:00:46.000]  這本書是保羅寫給提摩太
[00:00:46.000 --> 00:00:49.000]  鼓勵也教導提摩太
[00:00:49.000 --> 00:00:52.000]  怎樣去牧養以弗所教會
[00:00:52.000 --> 00:00:56.000]  當時年輕的提摩太牧養得很辛苦
[00:00:56.000 --> 00:00:59.000]  因為當時以弗所教會有很多問題
[00:00:59.000 --> 00:01:01.000]  很多人的問題
[00:01:01.000 --> 00:01:03.000]  很多人不知道怎樣說他
[00:01:03.000 --> 00:01:05.000]  他們說不說得呢
[00:01:05.000 --> 00:01:07.000]  怎樣可以跟他們去談呢
[00:01:07.000 --> 00:01:09.000]  保羅就寫下這本書
[00:01:09.000 --> 00:01:15.000]  教導提摩太怎樣去說一班有問題的弟兄姊妹
[00:01:15.000 --> 00:01:21.000]  今天我們會進入書卷的五章一至十六節
[00:01:21.000 --> 00:01:23.000]  保羅在這段落裡面
[00:01:23.000 --> 00:01:27.000]  會處理當時要供養寡婦的問題
[00:01:27.000 --> 00:01:29.000]  首先第一第二節
[00:01:29.000 --> 00:01:32.000]  就是處理一個基本的牧養原則
[00:01:32.000 --> 00:01:35.000]  我們不如一起進入這段經文
[00:01:35.000 --> 00:01:37.000]  五章一至二節
[00:01:37.000 --> 00:01:41.000]  我邀請大家跟我一起慢慢去讀出來
[00:01:41.000 --> 00:01:44.000]  不要嚴厲責備老年人
[00:01:44.000 --> 00:01:48.000]  卻要勸他好像勸父親
[00:01:48.000 --> 00:01:51.000]  勸青年人好像勸弟兄
[00:01:51.000 --> 00:01:55.000]  勸年老的婦人好像勸母親
[00:01:55.000 --> 00:01:57.000]  全著純潔的心
[00:01:57.000 --> 00:02:02.000]  勸青年女子好像勸姐妹
[00:02:02.000 --> 00:02:05.000]  在這裡說到勸什麼人呢
[00:02:05.000 --> 00:02:10.000]  就是老年人青年人年老的婦人年青的姐妹
[00:02:10.000 --> 00:02:15.000]  即其實老老年年男男女女所有的人
[00:02:15.000 --> 00:02:18.000]  是怎樣對待他們
[00:02:18.000 --> 00:02:19.000]  就是勸
[00:02:19.000 --> 00:02:23.000]  在這裡不停出現勸這個字
[00:02:23.000 --> 00:02:25.000]  為什麼要勸呢
[00:02:25.000 --> 00:02:26.000]  其實如果他們沒有問題
[00:02:26.000 --> 00:02:27.000]  不需要勸他們
[00:02:27.000 --> 00:02:29.000]  正正就是當時有很多問題
[00:02:29.000 --> 00:02:32.000]  所以就要想想怎樣去勸他們
[00:02:32.000 --> 00:02:34.000]  有人的地方就有問題
[00:02:34.000 --> 00:02:36.000]  很多人的地方就有很多問題
[00:02:36.000 --> 00:02:39.000]  我們這間教會是Mega Church
[00:02:39.000 --> 00:02:41.000]  所以我們就有Mega的問題
[00:02:41.000 --> 00:02:44.000]  弟兄姐妹當看到我們教會裡面
[00:02:44.000 --> 00:02:47.000]  如果有弟兄姐妹他們有問題
[00:02:47.000 --> 00:02:49.000]  你會怎樣呢
[00:02:49.000 --> 00:02:51.000]  或者你現在隔離的弟兄
[00:02:51.000 --> 00:02:54.000]  原來他看手機不是看程序
[00:02:54.000 --> 00:02:56.000]  上網打機
[00:02:56.000 --> 00:02:57.000]  講電話
[00:02:57.000 --> 00:02:59.000]  你會怎樣呢
[00:02:59.000 --> 00:03:01.000]  教會的姐妹經常搞很多紛爭
[00:03:01.000 --> 00:03:03.000]  講很多是非
[00:03:03.000 --> 00:03:07.000]  你又會怎樣去面對弟兄姐妹的問題呢
[00:03:07.000 --> 00:03:09.000]  會不會罵他呢
[00:03:09.000 --> 00:03:12.000]  不行崇拜不可以這樣打機
[00:03:12.000 --> 00:03:14.000]  很少的
