
[00:00:00.000 --> 00:00:03.200]  我介紹一下自己,我是摩蘭牧師
[00:00:03.200 --> 00:00:06.560]  剛剛我還想繼續敬拜神
[00:00:06.560 --> 00:00:09.360]  但時間過得太快
[00:00:09.360 --> 00:00:12.160]  原來已經轉眼就敬拜完
[00:00:12.160 --> 00:00:14.440]  不過我們繼續用敬拜的心
[00:00:14.440 --> 00:00:17.920]  進入今天神的話語裏面
[00:00:17.920 --> 00:00:19.320]  我們一起禱告
[00:00:19.320 --> 00:00:20.640]  秋月天父多謝你
[00:00:20.640 --> 00:00:22.840]  讓我們有這份恩典
[00:00:22.840 --> 00:00:25.600]  可以回來神的家裏面敬拜你
[00:00:25.600 --> 00:00:29.400]  並且用你的話語成為我們的提醒
[00:00:29.400 --> 00:00:31.320]  成為我們的嚮導
[00:00:31.320 --> 00:00:32.680]  成為我們腳前的燈
[00:00:32.680 --> 00:00:33.440]  路上的光
[00:00:33.440 --> 00:00:34.720]  主我們多謝你
[00:00:34.720 --> 00:00:37.120]  讓我們一起聚集
[00:00:37.120 --> 00:00:38.680]  去侍奉你
[00:00:38.680 --> 00:00:39.960]  去聽你的話語
[00:00:39.960 --> 00:00:41.320]  多謝你聽禱告
[00:00:41.320 --> 00:00:42.440]  奉主明求
[00:00:42.440 --> 00:00:43.640]  阿門
[00:00:43.640 --> 00:00:47.320]  今天我講到之前
[00:00:47.320 --> 00:00:49.560]  我看到弟兄姊妹
[00:00:49.560 --> 00:00:51.720]  突然很開心地笑了出來
[00:00:51.720 --> 00:00:54.200]  因為大家先看看PowerPoint
[00:00:54.200 --> 00:00:57.600]  不知道這是否你的寫照呢
[00:00:57.600 --> 00:00:59.840]  努力不保證成功
[00:00:59.840 --> 00:01:03.120]  但偷懶就保證輕鬆
[00:01:03.120 --> 00:01:08.000]  你問問旁邊的同不同意
[00:01:08.000 --> 00:01:09.840]  我看到有些人立即指著
[00:01:09.840 --> 00:01:12.800]  你就是偷懶的那個
[00:01:12.800 --> 00:01:16.200]  其實我服侍的群體是甚麼呢
[00:01:16.200 --> 00:01:18.840]  我服侍的是一個即稱群體
[00:01:18.840 --> 00:01:22.400]  新朋友通常都是二十至三十多歲
[00:01:22.400 --> 00:01:25.040]  這個群體很忙
[00:01:25.040 --> 00:01:27.200]  其實每個群體都很忙
[00:01:27.200 --> 00:01:29.640]  這個群體更忙的就是
[00:01:29.640 --> 00:01:32.520]  因為他們可能要上班
[00:01:32.520 --> 00:01:33.560]  進修
[00:01:33.560 --> 00:01:35.400]  又想著拍拖
[00:01:35.400 --> 00:01:37.080]  很多事情
[00:01:37.080 --> 00:01:39.360]  有一段時間
[00:01:39.360 --> 00:01:41.160]  疫情之後
[00:01:41.160 --> 00:01:44.800]  我們的組長回來一起退休聚會
[00:01:44.800 --> 00:01:46.240]  你知不知道聽到一句
[00:01:46.240 --> 00:01:48.000]  我很責心
[00:01:48.000 --> 00:01:51.720]  你知道他們怎樣形容他們的狀態嗎
[00:01:51.720 --> 00:01:54.200]  他們說很心狠淚
[00:01:54.200 --> 00:01:55.120]  那怎麼辦
[00:01:55.120 --> 00:01:56.800]  連領袖都心狠淚
[00:01:56.800 --> 00:02:00.200]  不如把所有東西停掉好嗎
[00:02:00.200 --> 00:02:01.920]  又不行
[00:02:01.920 --> 00:02:03.440]  今天就很好
[00:02:03.440 --> 00:02:06.360]  我有神的話語支撐著我
[00:02:06.360 --> 00:02:08.640]  今天我給一個講題
[00:02:08.640 --> 00:02:12.160]  就是給我繼續跟隨主的理由
[00:02:12.160 --> 00:02:14.080]  其實我很想說
[00:02:14.080 --> 00:02:17.080]  給我繼續侍奉主的理由
[00:02:17.080 --> 00:02:18.920]  但如果放在程序表
[00:02:18.920 --> 00:02:20.000]  一說侍奉主
[00:02:20.000 --> 00:02:21.560]  大家就不理會了
[00:02:21.560 --> 00:02:23.080]  不關我的事
[00:02:23.080 --> 00:02:26.040]  跟隨主就有人回來
[00:02:26.040 --> 00:02:27.920]  今天我給一個講題
[00:02:27.920 --> 00:02:29.920]  就是給我繼續跟隨主的理由
[00:02:29.920 --> 00:02:32.120]  但侍奉主的理由
[00:02:32.120 --> 00:02:35.440]  就是來到《使徒行傳》的尾聲
[00:02:35.440 --> 00:02:38.240]  若果翻開《晚寒崇拜》
[00:02:38.240 --> 00:02:41.240]  我們一路的系列就是講《使徒行傳》
[00:02:41.240 --> 00:02:47.240]  是留散者給我們的訊息的原因
[00:02:47.240 --> 00:02:50.320]  今天其實去到尾聲
[00:02:50.320 --> 00:02:51.960]  我也有一點說
[00:02:51.960 --> 00:02:55.040]  《使徒行傳》是一本怎樣的書
[00:02:55.040 --> 00:02:57.920]  就是路加醫生寫的
[00:02:57.920 --> 00:02:59.920]  在路加福音之後的一本書
[00:02:59.920 --> 00:03:03.280]  就是耶穌基督已經釘十架
[00:03:03.280 --> 00:03:08.960]  已經為我們預備天堂的禮物
[00:03:08.960 --> 00:03:12.040]  一群在地上的信徒
[00:03:12.040 --> 00:03:13.520]  靠著聖靈
[00:03:13.520 --> 00:03:15.120]  就將福音傳開
[00:03:15.120 --> 00:03:19.320]  耶穌基督就將棚交給一群信徒
[00:03:19.320 --> 00:03:22.840]  若果我們看到《使徒行傳》一章八節
[00:03:22.840 --> 00:03:23.960]  有一個金句
[00:03:23.960 --> 00:03:26.640]  亦都是《使徒行傳》的大綱
[00:03:26.640 --> 00:03:27.840]  大家會不會背?
[00:03:27.840 --> 00:03:29.320]  就是一章八節
[00:03:29.320 --> 00:03:31.000]  不如我們大聲一點讀
[00:03:31.000 --> 00:03:31.600]  請
[00:03:31.600 --> 00:03:35.400]  「凡是聖人往往在耶路撒冷
[00:03:35.400 --> 00:03:37.680]  你們就必得著能力
[00:03:37.680 --> 00:03:39.800]  並要在耶路撒冷
[00:03:39.800 --> 00:03:42.520]  猶太全地和撒瑪利亞
[00:03:42.520 --> 00:03:45.480]  直到地極作我的見證」
[00:03:45.480 --> 00:03:46.840]  果然讀得很大聲
[00:03:46.840 --> 00:03:47.680]  很好
[00:03:47.680 --> 00:03:52.200]  「神吩咐門徒等待從上而來的聖靈
[00:03:52.200 --> 00:03:54.000]  並且加於我們能力
[00:03:54.000 --> 00:03:55.800]  我們就作主的見證
[00:03:55.800 --> 00:03:58.600]  由耶路撒冷、猶太全地、撒瑪利亞
[00:03:58.600 --> 00:04:01.040]  直到地極作他的見證」
[00:04:01.040 --> 00:04:03.920]  若果我們看到整段《使徒行傳》
[00:04:03.920 --> 00:04:05.000]  一至七章
[00:04:05.000 --> 00:04:09.320]  集中在耶路撒冷的福音工作
[00:04:09.320 --> 00:04:10.400]  八至十二章
[00:04:10.400 --> 00:04:14.480]  就是由猶太到撒瑪利亞地區的福音工作
[00:04:14.480 --> 00:04:16.720]  十三章到今天看的經文
[00:04:16.720 --> 00:04:19.160]  重點就是「邁向地極」
[00:04:19.160 --> 00:04:21.680]  即是一個外邦的地方
[00:04:21.680 --> 00:04:26.400]  保羅在耶路撒冷被猶太人捉拿了
[00:04:26.400 --> 00:04:27.680]  殺害了
[00:04:27.680 --> 00:04:28.880]  想殺害他
[00:04:28.880 --> 00:04:33.840]  因為保羅傳耶穌基督福音的道
[00:04:33.840 --> 00:04:37.920]  當時他被猶太人
[00:04:37.920 --> 00:04:40.560]  自己人想殺害他
[00:04:40.560 --> 00:04:43.000]  其實就好像耶穌一樣
[00:04:43.000 --> 00:04:47.840]  保羅居然被羅馬兵所救
[00:04:47.840 --> 00:04:50.760]  送他回到軍營裏面
[00:04:50.760 --> 00:04:53.120]  免於被殺害
[00:04:53.120 --> 00:04:56.880]  後來他再送去該撒利亞受審
[00:04:56.880 --> 00:04:58.080]  過了兩年之後
[00:04:58.080 --> 00:05:01.320]  他上訴再送去羅馬
[00:05:01.320 --> 00:05:03.520]  如果我們上星期有聽
[00:05:03.520 --> 00:05:04.720]  Bonnie傳說
[00:05:04.720 --> 00:05:07.360]  就知道他坐船去羅馬的時候
[00:05:07.360 --> 00:05:09.600]  發生了風浪
[00:05:09.600 --> 00:05:12.520]  前一章章節就是
[00:05:12.520 --> 00:05:14.680]  如何在驚險裏面
[00:05:14.680 --> 00:05:17.400]  暴風裏面沒有事給神保守
[00:05:17.400 --> 00:05:18.640]  最後怎樣呢?
[00:05:18.640 --> 00:05:20.800]  就是安全漂流
[00:05:20.800 --> 00:05:24.080]  或是擱淺在今天看的章節裏面
[00:05:24.080 --> 00:05:27.160]  去了馬爾他的地方
[00:05:27.160 --> 00:05:28.720]  和一些經過
[00:05:28.720 --> 00:05:30.640]  保羅之後上了這個案
[00:05:30.640 --> 00:05:32.640]  究竟他怎樣再去羅馬呢?
[00:05:32.640 --> 00:05:36.880]  第28章已經是使徒行傳最後一章
[00:05:36.880 --> 00:05:38.800]  但好像最後一章
[00:05:38.800 --> 00:05:40.160]  但不是結束
[00:05:40.160 --> 00:05:41.800]  是一個繼續
[00:05:41.800 --> 00:05:43.840]  當中有神的意思
[00:05:43.840 --> 00:05:45.720]  亦有神會繼續做工作
[00:05:45.720 --> 00:05:48.400]  當保羅是囚犯的生涯
[00:05:48.400 --> 00:05:50.160]  他又怎樣度過呢?
[00:05:50.160 --> 00:05:52.480]  不如我們一起讀了今天
[00:05:52.480 --> 00:05:55.280]  我們會看的經文
[00:05:55.280 --> 00:05:58.200]  就是使徒行傳28章
[00:05:58.200 --> 00:06:00.760]  我們會看完1至16節
[00:06:00.760 --> 00:06:02.400]  我們讀第一部分
[00:06:02.400 --> 00:06:04.400]  就是1至10節
[00:06:04.400 --> 00:06:05.760]  第一個powerpoint
[00:06:05.760 --> 00:06:08.680]  就請我們寶貴的弟兄讀出
[00:06:08.680 --> 00:06:09.960]  第二個powerpoint
[00:06:09.960 --> 00:06:12.560]  就請我們高貴的姐妹讀出
[00:07:59.720 --> 00:08:02.120]  保羅上船後
[00:08:02.120 --> 00:08:03.640]  脫險獲救
[00:08:03.640 --> 00:08:05.400]  登上了
[00:08:05.400 --> 00:08:06.880]  馬爾他島
[00:08:06.880 --> 00:08:08.120]  其實馬爾他島
[00:08:08.120 --> 00:08:09.080]  有人說
[00:08:09.080 --> 00:08:12.040]  翻譯為避難所的意思
[00:08:12.040 --> 00:08:14.120]  在島上停留了三個月
[00:08:14.120 --> 00:08:16.120]  然後才再去羅馬
[00:08:16.120 --> 00:08:18.680]  如果我們看到
[00:08:18.680 --> 00:08:20.480]  當中的經文
[00:08:20.480 --> 00:08:22.680]  我們不會想
[00:08:22.680 --> 00:08:26.200]  如果讓我選擇
[00:08:26.200 --> 00:08:27.240]  去港島
[00:08:27.240 --> 00:08:28.280]  我就未必會選擇
[00:08:28.280 --> 00:08:29.040]  28章
[00:08:29.040 --> 00:08:30.240]  今天的經文
[00:08:30.240 --> 00:08:31.760]  因為輪到我講
[00:08:31.760 --> 00:08:33.120]  所以我講
[00:08:33.120 --> 00:08:34.320]  但其實
[00:08:34.320 --> 00:08:35.840]  當中我發現
[00:08:35.840 --> 00:08:38.240]  真的不要小看神的話語
[00:08:38.240 --> 00:08:38.880]  就是
[00:08:38.880 --> 00:08:40.960]  很多提醒和反省的
[00:08:40.960 --> 00:08:43.240]  給我
[00:08:43.240 --> 00:08:45.160]  很多提醒和反省
[00:08:45.160 --> 00:08:46.160]  剛剛我們看到
[00:08:46.160 --> 00:08:47.080]  一至十節
[00:08:47.080 --> 00:08:49.080]  島上的人
[00:08:49.080 --> 00:08:56.600]  怎樣對落難的一班人
[00:08:56.600 --> 00:08:57.880]  很熱情
[00:08:57.880 --> 00:09:00.120]  十分友善地對待他們
[00:09:00.120 --> 00:09:03.120]  因為當時又冷又下雨
[00:09:03.120 --> 00:09:05.720]  他就為他們生火取暖
[00:09:05.720 --> 00:09:07.080]  但當時保羅怎樣呢
[00:09:07.080 --> 00:09:08.360]  想幫忙
[00:09:08.360 --> 00:09:09.880]  撿起柴枝
[00:09:09.880 --> 00:09:11.440]  發生什麼事呢
[00:09:11.440 --> 00:09:13.880]  就有石纏著他的手
[00:09:13.880 --> 00:09:16.400]  經文中沒有說咬他的手
[00:09:16.400 --> 00:09:17.680]  如果你看其他譯本
[00:09:17.680 --> 00:09:19.880]  譬如和學本來就說有咬他的
[00:09:19.880 --> 00:09:21.680]  那些土人
[00:09:21.680 --> 00:09:24.920]  馬上就轉態度
[00:09:24.920 --> 00:09:26.320]  初出款待
[00:09:26.320 --> 00:09:28.480]  他們有一個報應的
[00:09:28.480 --> 00:09:30.040]  異念觀念
[00:09:30.040 --> 00:09:33.200]  就是他一定是兇手
[00:09:33.200 --> 00:09:35.200]  雖然他在海難裡
[00:09:35.200 --> 00:09:36.600]  沒有發生事
[00:09:36.600 --> 00:09:39.560]  但天地都不容許活著
[00:09:39.560 --> 00:09:41.280]  他這次一定
[00:09:41.280 --> 00:09:43.720]  沒得不碰
[00:09:43.720 --> 00:09:46.280]  那些土人一定知道
[00:09:46.280 --> 00:09:48.280]  那條蛇是毒蛇
[00:09:48.280 --> 00:09:50.280]  不然他怎會這樣說
[00:09:50.280 --> 00:09:52.280]  怎知道發生什麼事呢
[00:09:52.280 --> 00:09:57.680]  保羅一點都沒事
[00:09:57.680 --> 00:10:00.280]  然後那些土人又怎樣說
[00:10:00.280 --> 00:10:03.080]  他是神來的
[00:10:03.080 --> 00:10:05.880]  即是說他有超越人的能力
[00:10:05.880 --> 00:10:07.480]  第七節那裡這樣說
[00:10:07.480 --> 00:10:08.880]  七至十節
[00:10:08.880 --> 00:10:11.280]  保羅之後是怎樣呢
[00:10:11.280 --> 00:10:13.480]  他就留在島上
[00:10:13.480 --> 00:10:17.080]  首先為島長的患病父親禱告
[00:10:17.080 --> 00:10:19.280]  然後使他得醫治
[00:10:19.280 --> 00:10:21.480]  後來其他島上
[00:10:21.480 --> 00:10:24.080]  患病的居民都慕名而來
[00:10:24.080 --> 00:10:25.680]  都得醫治
[00:10:25.680 --> 00:10:28.480]  之後那些土人對他們很好
[00:10:28.480 --> 00:10:30.080]  十分敬重
[00:10:30.080 --> 00:10:32.880]  並且送他們大量的用品
[00:10:32.880 --> 00:10:34.880]  即是他們什麼都沒有
[00:10:34.880 --> 00:10:37.680]  海難之後食物都丟掉了
[00:10:37.680 --> 00:10:38.880]  什麼都沒有
[00:10:38.880 --> 00:10:41.880]  但那些人對他們很好
[00:10:41.880 --> 00:10:44.280]  剛剛說了其實是使徒行傳
[00:10:44.280 --> 00:10:47.680]  今天到這裡是最後一章
[00:10:47.680 --> 00:10:49.480]  雖然不是結束
[00:10:49.480 --> 00:10:50.680]  是繼續
[00:10:50.680 --> 00:10:52.680]  繼續是什麼呢
[00:10:52.680 --> 00:10:56.080]  雖然保羅和一群人沒事
[00:10:56.080 --> 00:10:58.680]  但你可以想像到剛剛說
[00:10:58.680 --> 00:11:01.680]  他身上沒有什麼物資
[00:11:01.680 --> 00:11:04.280]  食物又全都丟到海裡
[00:11:04.280 --> 00:11:08.080]  雖然這個島在剛剛說的
[00:11:08.080 --> 00:11:12.080]  翻譯成亞太基的用語裡
[00:11:12.080 --> 00:11:13.280]  就是避難所
[00:11:13.280 --> 00:11:15.080]  但你想想
[00:11:15.080 --> 00:11:19.880]  剛剛經歷完海難
[00:11:19.880 --> 00:11:22.080]  身體是怎樣的呢
[00:11:22.080 --> 00:11:23.880]  濕透了
[00:11:23.880 --> 00:11:25.680]  由頭濕到腳
[00:11:25.680 --> 00:11:28.080]  由內濕到外
[00:11:28.080 --> 00:11:29.880]  一定是很累
[00:11:29.880 --> 00:11:30.680]  骯髒的
[00:11:30.680 --> 00:11:34.080]  可能還有很大股味道在身上
[00:11:34.080 --> 00:11:37.280]  保羅信主之後
[00:11:37.280 --> 00:11:40.680]  你覺得他生活是怎樣
[00:11:40.680 --> 00:11:42.280]  很慘吧
[00:11:42.280 --> 00:11:43.280]  很堅強
[00:11:43.280 --> 00:11:45.080]  很嚴峻
[00:11:45.080 --> 00:11:47.080]  雖然他是很愛主
[00:11:47.080 --> 00:11:50.680]  但他生命真的很堅強
[00:11:50.680 --> 00:11:52.480]  一波未平
[00:11:52.480 --> 00:11:54.080]  一波又起
[00:11:54.080 --> 00:11:55.280]  但這裡這樣說
[00:11:55.280 --> 00:11:56.680]  雖然未結束
[00:11:56.680 --> 00:11:57.680]  但繼續
[00:11:57.680 --> 00:11:58.480]  你聽下去
[00:11:58.480 --> 00:11:59.880]  神要繼續做事
[00:11:59.880 --> 00:12:01.680]  很榮耀
[00:12:01.680 --> 00:12:03.080]  如果是你
[00:12:03.080 --> 00:12:05.680]  你想不想做保羅
[00:12:05.680 --> 00:12:07.080]  大家立刻轉頭
[00:12:07.080 --> 00:12:07.880]  很榮耀
[00:12:07.880 --> 00:12:09.880]  神繼續做事
[00:12:09.880 --> 00:12:11.080]  如果你想想
[00:12:11.080 --> 00:12:11.880]  你是保羅
[00:12:11.880 --> 00:12:13.280]  你做不做保羅
[00:12:13.280 --> 00:12:14.880]  這麼辛苦
[00:12:14.880 --> 00:12:15.880]  繼續做事
[00:12:15.880 --> 00:12:16.280]  即是甚麼
[00:12:16.280 --> 00:12:17.880]  事情還未完
[00:12:17.880 --> 00:12:18.680]  未完即是甚麼
[00:12:18.680 --> 00:12:20.880]  要繼續辛苦
[00:12:20.880 --> 00:12:22.480]  我就問一下
[00:12:22.480 --> 00:12:25.680]  為甚麼我要繼續侍奉主
[00:12:25.680 --> 00:12:29.880]  或者保羅為甚麼要繼續侍奉主
[00:12:29.880 --> 00:12:32.280]  剛剛有個拋開號
[00:12:32.280 --> 00:12:35.680]  努力未必等於成功
[00:12:35.680 --> 00:12:39.080]  但偷懶就保證輕鬆
[00:12:39.080 --> 00:12:41.880]  其實我們都決志信主
[00:12:41.880 --> 00:12:46.880]  肯定已經有天堂的禮物
[00:12:46.880 --> 00:12:47.880]  是嗎
[00:12:47.880 --> 00:12:50.080]  為甚麼要這麼辛苦
[00:12:50.080 --> 00:12:54.280]  保羅又為甚麼要這麼辛苦
[00:12:54.280 --> 00:12:57.880]  是否他自己好好的不行
[00:12:57.880 --> 00:13:00.080]  要拿來
[00:13:00.080 --> 00:13:02.880]  甚麼的
[00:13:02.880 --> 00:13:04.080]  我們繼續看下去
[00:13:04.080 --> 00:13:06.680]  為甚麼有人這麼辛苦
[00:13:06.680 --> 00:13:09.680]  為甚麼我們又要繼續侍奉主
[00:13:09.680 --> 00:13:12.080]  等回天家就好了
[00:13:12.080 --> 00:13:14.280]  我們留意第28章
[00:13:14.280 --> 00:13:18.280]  他以第一人生的稱呼
[00:13:18.280 --> 00:13:18.880]  是甚麼
[00:13:18.880 --> 00:13:20.480]  去到「我們」
[00:13:20.480 --> 00:13:21.680]  用「我們」來形容
[00:13:21.680 --> 00:13:23.680]  用「我們」的角度去說
[00:13:23.680 --> 00:13:26.680]  就是作者路加
[00:13:26.680 --> 00:13:30.080]  好像身處其中
[00:13:30.080 --> 00:13:31.880]  他不只是描述這件事
[00:13:31.880 --> 00:13:34.280]  他直接參與其中
[00:13:34.280 --> 00:13:35.880]  所以今天的讀者也一樣
[00:13:35.880 --> 00:13:39.480]  你和我都要參與
[00:13:39.480 --> 00:13:42.680]  即是怎樣繼續侍奉
