
[00:00:00.000 --> 00:00:03.480]  在講道之先我們一同有一個禱告
[00:00:03.480 --> 00:00:08.560]  慈悲人愛天父
[00:00:08.560 --> 00:00:10.840]  你是掌管歷史的上帝
[00:00:10.840 --> 00:00:15.360]  同樣你也是拯救我們生命的耶穌基督
[00:00:15.360 --> 00:00:17.360]  主我們求你幫助我們
[00:00:17.360 --> 00:00:20.400]  而我們今天的眼目只是定睛於你
[00:00:20.400 --> 00:00:22.840]  不見一人 只見耶穌
[00:00:22.840 --> 00:00:25.400]  願聖靈你的大能
[00:00:25.400 --> 00:00:28.120]  將你的道囂貫在人心裡
[00:00:28.120 --> 00:00:31.600]  讓我們能夠抹除更多生命的果子
[00:00:31.600 --> 00:00:32.960]  榮耀主名
[00:00:32.960 --> 00:00:34.600]  禱告奉主耶穌
[00:00:34.600 --> 00:00:35.880]  得聖命治疑求
[00:00:35.880 --> 00:00:37.880]  阿們
[00:00:37.880 --> 00:00:40.640]  今天我的講題是
[00:00:40.640 --> 00:00:43.320]  幻變中靠主
[00:00:43.320 --> 00:00:45.640]  持守信仰
[00:00:45.640 --> 00:00:47.920]  我相信我們今天在這個世代裡
[00:00:47.920 --> 00:00:49.440]  我們都覺得好像是
[00:00:49.440 --> 00:00:53.720]  活在一個今天不知道明天的狀況
[00:00:53.720 --> 00:00:57.680]  無論是外面的政治環境
[00:00:57.680 --> 00:01:00.280]  或者我們香港的處境
[00:01:00.280 --> 00:01:02.680]  都總是覺得好像有一個隱隱
[00:01:02.680 --> 00:01:05.320]  覺得好像有一種很徬徨不安的感覺
[00:01:05.320 --> 00:01:07.840]  剛剛這個星期在努力中
[00:01:07.840 --> 00:01:10.040]  預備這篇講章的時候
[00:01:10.040 --> 00:01:11.360]  在一個社交平台裡面
[00:01:11.360 --> 00:01:12.360]  看到一個輔導員
[00:01:12.360 --> 00:01:14.120]  他有一段分享
[00:01:14.120 --> 00:01:14.840]  他分享到
[00:01:14.840 --> 00:01:16.840]  他說世界的無常
[00:01:16.840 --> 00:01:19.880]  亦令我們的生命變得不可預料
[00:01:19.880 --> 00:01:21.520]  世情的幻變
[00:01:21.520 --> 00:01:23.000]  令到關係不穩
[00:01:23.000 --> 00:01:24.840]  心碎不寧
[00:01:24.840 --> 00:01:26.280]  不知道這一句話
[00:01:26.280 --> 00:01:30.440]  是不是都是我們心底裡的一些感受
[00:01:30.440 --> 00:01:32.640]  他中間的帖子裡
[00:01:32.640 --> 00:01:35.640]  還有一首歌詞
[00:01:35.640 --> 00:01:38.920]  其實我不是很熟悉時代流行曲
[00:01:38.920 --> 00:01:44.080]  不過當他引用這個創作的歌手
[00:01:44.080 --> 00:01:46.320]  陳蕾的歌詞的時候
[00:01:46.320 --> 00:01:49.200]  那首歌名叫《世界與你無關》的時候
[00:01:49.200 --> 00:01:53.760]  我覺得他好像能夠說出我們內心的心情
[00:01:53.760 --> 00:01:54.720]  歌詞裡這樣說
[00:01:54.720 --> 00:01:56.720]  面對世界的變態
[00:01:56.720 --> 00:01:57.440]  病態
[00:01:57.440 --> 00:01:58.720]  沒錯
[00:01:58.720 --> 00:02:01.600]  每日變化怎去猜
[00:02:01.600 --> 00:02:03.600]  情緒沒處擺
[00:02:03.600 --> 00:02:05.720]  陷進戰鬥的狀態
[00:02:05.720 --> 00:02:08.200]  但愛裡卻已崩壞
[00:02:08.200 --> 00:02:10.200]  要怎麼拆解
[00:02:10.200 --> 00:02:12.560]  不知道是不是都是我們的心聲
[00:02:12.560 --> 00:02:16.520]  可能我們還覺得自己外表還可以
[00:02:16.520 --> 00:02:19.120]  還可以繼續如常的生活
[00:02:19.120 --> 00:02:20.360]  但是很多時候
[00:02:20.360 --> 00:02:23.080]  原來我們內心那種情緒
[00:02:23.080 --> 00:02:25.080]  很多人可能已經去到臨界點
[00:02:25.080 --> 00:02:27.080]  又或者已經好像
[00:02:27.080 --> 00:02:29.480]  這首詩歌後面所說到
[00:02:29.480 --> 00:02:30.280]  有一句歌詞
[00:02:30.280 --> 00:02:32.280]  怎麼進取玻璃心得
[00:02:32.280 --> 00:02:34.280]  講一句也會粉碎
[00:02:34.280 --> 00:02:37.280]  我們的心好像變了玻璃一樣
[00:02:37.280 --> 00:02:40.280]  很容易就會被粉碎
[00:02:40.280 --> 00:02:42.680]  或者無力讓你崩潰多次
[00:02:42.680 --> 00:02:43.680]  就快死去
[00:02:43.680 --> 00:02:44.680]  好像很灰
[00:02:44.680 --> 00:02:46.680]  整首歌的調子都很灰
[00:02:46.680 --> 00:02:48.680]  但是他的副歌卻是很有趣
[00:02:48.680 --> 00:02:52.680]  他的副歌其實是可以讓我們有一個正面的
[00:02:52.680 --> 00:02:54.680]  雖然他說到信心早已完飛
[00:02:54.680 --> 00:02:59.280]  但是原來當我們要去拋開那些標籤
[00:02:59.280 --> 00:03:00.880]  可以脫繭的時候
[00:03:00.880 --> 00:03:02.880]  能夠重拾快樂像蝴蝶
[00:03:02.880 --> 00:03:04.480]  喜歡花瓣
[00:03:04.480 --> 00:03:06.480]  他說世界與你無關
[00:03:06.480 --> 00:03:08.280]  願你學會舒坦
[00:03:08.280 --> 00:03:10.280]  能在節憶裡進化
[00:03:10.280 --> 00:03:12.280]  先將身心都休養好
[00:03:12.280 --> 00:03:13.280]  再出發
[00:03:13.280 --> 00:03:16.280]  再面對崩塌
[00:03:16.280 --> 00:03:18.280]  我相信
[00:03:18.280 --> 00:03:20.280]  我不知道這個歌手有沒有信仰背景
[00:03:20.280 --> 00:03:21.280]  但當我去看的時候
[00:03:21.280 --> 00:03:22.280]  我就會想
[00:03:22.280 --> 00:03:26.280]  我能夠在這個情緒去到臨界點
[00:03:26.280 --> 00:03:29.280]  或者我內心已經崩塌的狀況裡
[00:03:29.280 --> 00:03:31.280]  如果我不是投靠神
[00:03:31.280 --> 00:03:37.280]  我的內心就沒辦法可以舒坦去面對我生命的一切
[00:03:37.280 --> 00:03:41.280]  而我也沒辦法能夠在養好我的身心
[00:03:41.280 --> 00:03:45.280]  再一次去面對我每天生活上的挑戰
[00:03:45.280 --> 00:03:49.280]  所以我們要能夠回到神的裡面
[00:03:49.280 --> 00:03:51.280]  去看回在這個世代裡
[00:03:51.280 --> 00:03:55.280]  我們的生命如何仍然可以靠主站立得穩
[00:03:55.280 --> 00:03:58.280]  今天很想透過大義這個人物
[00:03:58.280 --> 00:04:00.280]  去和大家看看
[00:04:00.280 --> 00:04:03.280]  他在一個被擄的時候
[00:04:03.280 --> 00:04:04.280]  去到一個異地裡
[00:04:04.280 --> 00:04:07.280]  他如何去持守自己的信仰
[00:04:07.280 --> 00:04:10.280]  今天我們有個藝術作家
[00:04:10.280 --> 00:04:11.280]  今天大家回來一樓
[00:04:11.280 --> 00:04:13.280]  都會看到很多藝術品
[00:04:13.280 --> 00:04:16.280]  很高興我們今天有一個正式的創作人在中間
[00:04:16.280 --> 00:04:18.280]  稍後你會介紹
[00:04:18.280 --> 00:04:20.280]  他剛才告訴我們
[00:04:20.280 --> 00:04:23.280]  他正正有一幅作品就在下面一樓
[00:04:23.280 --> 00:04:24.280]  他的主題就是
[00:04:24.280 --> 00:04:26.280]  但義理那份信心
[00:04:26.280 --> 00:04:27.280]  即或不然
[00:04:27.280 --> 00:04:29.280]  稍後大家看完之後
[00:04:29.280 --> 00:04:30.280]  就可以下去看
[00:04:30.280 --> 00:04:31.280]  因為我怕我不說
[00:04:31.280 --> 00:04:32.280]  我稍後就會忘記了
[00:04:32.280 --> 00:04:35.280]  告訴大家有這幅作品的存在
[00:04:35.280 --> 00:04:37.280]  我相信但義理
[00:04:37.280 --> 00:04:40.280]  他作為一個以色列人
[00:04:40.280 --> 00:04:41.280]  猶太人
[00:04:41.280 --> 00:04:43.280]  去到外地巴比倫的時候
[00:04:43.280 --> 00:04:45.280]  究竟他面對一個什麼樣的狀態
[00:04:45.280 --> 00:04:47.280]  他心情是怎樣
[00:04:47.280 --> 00:04:49.280]  究竟他如何在一個異地裡
