
[00:00:00.000 --> 00:00:02.000]  我們先一起祈禱吧
[00:00:02.000 --> 00:00:06.000]  愛我們的天父
[00:00:06.000 --> 00:00:08.000]  我們懷著感恩的心
[00:00:08.000 --> 00:00:10.000]  來仰望你
[00:00:10.000 --> 00:00:12.000]  我們需要你的話語
[00:00:12.000 --> 00:00:14.000]  去甦醒我們的心靈
[00:00:14.000 --> 00:00:16.000]  求你賜下
[00:00:16.000 --> 00:00:18.000]  心靈誠實
[00:00:18.000 --> 00:00:20.000]  讓我們用心去聆聽
[00:00:20.000 --> 00:00:22.000]  看得見你在我們身上的作為
[00:00:22.000 --> 00:00:24.000]  聽得明白
[00:00:24.000 --> 00:00:26.000]  你的話語
[00:00:26.000 --> 00:00:28.000]  引導我們走每天的路
[00:00:28.000 --> 00:00:30.000]  我們恭敬將以下時間交上
[00:00:30.000 --> 00:00:32.000]  祈禱交託仰望
[00:00:32.000 --> 00:00:34.000]  是奉靠主耶穌基督
[00:00:34.000 --> 00:00:36.000]  得聖命致祈求
[00:00:36.000 --> 00:00:38.000]  阿們
[00:00:38.000 --> 00:00:42.000]  詩歌令我心很澎湃
[00:00:42.000 --> 00:00:46.000]  弟兄姊妹
[00:00:46.000 --> 00:00:48.000]  很想和你們分享
[00:00:48.000 --> 00:00:50.000]  我最近一個經歷中的體會
[00:00:50.000 --> 00:00:52.000]  在七月尾的時候
[00:00:52.000 --> 00:00:54.000]  我們團契就去了
[00:00:54.000 --> 00:00:56.000]  杜豐山
[00:00:56.000 --> 00:00:58.000]  一夜的退休
[00:00:58.000 --> 00:01:00.000]  我們有幾個人
[00:01:00.000 --> 00:01:02.000]  一起在山腳坐的士
[00:01:02.000 --> 00:01:04.000]  上杜豐山
[00:01:04.000 --> 00:01:06.000]  我們一上車的時候
[00:01:06.000 --> 00:01:08.000]  我就很明顯感受到
[00:01:08.000 --> 00:01:10.000]  司機不是很想載我們上去
[00:01:10.000 --> 00:01:14.000]  我就想
[00:01:14.000 --> 00:01:16.000]  可能是我們路程太短
[00:01:16.000 --> 00:01:18.000]  他賺得少
[00:01:18.000 --> 00:01:20.000]  所以不想賺我們錢
[00:01:20.000 --> 00:01:22.000]  但當我去到山腰的時候
[00:01:22.000 --> 00:01:24.000]  我就知道發生什麼事了
[00:01:24.000 --> 00:01:26.000]  原來
[00:01:26.000 --> 00:01:28.000]  上杜豐山的路很窄
[00:01:28.000 --> 00:01:30.000]  上下車
[00:01:30.000 --> 00:01:32.000]  大家都要遷就一下
[00:01:32.000 --> 00:01:34.000]  才能過路
[00:01:34.000 --> 00:01:36.000]  所以很多時候
[00:01:36.000 --> 00:01:38.000]  你看到對頭車的時候
