
[00:00:00.000 --> 00:00:11.000]  好,謝謝敬拜隊帶我們回到上帝的愛裡面,讓我們體會沒有東西可以隔了我們經歷上帝的愛
[00:00:11.000 --> 00:00:20.000]  我覺得很特別,今天敬拜的時候,我體會好像跟我所預備的信息有些echo,有些像
[00:00:20.000 --> 00:00:24.000]  稍後再經文的時候,看看上帝帶給我們有什麼提醒
[00:00:24.000 --> 00:00:35.000]  領主,今天到我講到,分享的題目叫做「成為基督的精兵和逃兵只是一線之差」
[00:00:35.000 --> 00:00:42.000]  過去兩個星期,科倫斯和阿君都藉著提摩太前後書,帶給我們很多的提醒
[00:00:42.000 --> 00:00:49.000]  帶給我們作為基督精兵要有什麼生命的要求,甚至我們怎樣可以有一個成熟的生命
[00:00:49.000 --> 00:00:55.000]  不過今天很想和大家分享精兵的反面,「逃兵」
[00:00:55.000 --> 00:00:59.000]  我上網去查一下,逃兵是什麼呢?
[00:00:59.000 --> 00:01:07.000]  它在一些軍事的術語裡面,逃兵原來是說一些善離職守的官兵
[00:01:07.000 --> 00:01:16.000]  也說那些士兵沒有經過政府或者上司的英文底下,他們自己離開了他們自己應有的崗位
[00:01:16.000 --> 00:01:22.000]  我又上網搜尋一下,原來在歷史裡面也發生了一些事情
[00:01:22.000 --> 00:01:24.000]  原來歷史裡面也有一些逃兵的出現
[00:01:24.000 --> 00:01:34.000]  它說到原來在第一次世界大戰裡面,有些英國的軍兵因為成為了逃兵,然後被人處死
[00:01:34.000 --> 00:01:43.000]  在第二次世界大戰裡面,也有一些美國的軍兵因為成為了逃兵之後,被人審判和被判有罪
[00:01:43.000 --> 00:01:51.000]  我看到這些歷史的時候,我會問的是,其實成為逃兵是會被人罰的,這麼嚴厲的
[00:01:51.000 --> 00:01:55.000]  那為什麼那些人仍然會成為逃兵呢?
[00:01:55.000 --> 00:02:01.000]  我上網搜尋,發現原來很多人成為逃兵,因為很多不同的原因
[00:02:01.000 --> 00:02:10.000]  曾經最近幾年有一個案件,有人會因為欠下巨債,所以要走路,所以他不會當兵,不會服兵役
[00:02:10.000 --> 00:02:18.000]  甚至有些人會拍影片上YouTube,說如何教大家成為一個逃兵,就不用服兵役了
[00:02:18.000 --> 00:02:23.000]  逃兵會因為很多不同的原因去善離職守
[00:02:23.000 --> 00:02:35.000]  我看到的時候,我在想一件事,回到信仰的部分,會不會其實我們有時候都成為了基督的逃兵
[00:02:35.000 --> 00:02:42.000]  又或者反過來問一個問題,就是我們應該如何堅持成為基督的精兵呢?
[00:02:42.000 --> 00:02:47.000]  作為基督的精兵,其中一個很重要的條件就是信心
[00:02:47.000 --> 00:02:50.000]  這個也是我們信仰的一個很重要的核心價值
[00:02:50.000 --> 00:02:57.000]  今天很想從信心這個題目出發,看看希伯來書帶給我們有什麼提醒
[00:02:57.000 --> 00:03:00.000]  希伯來書說信心是其中一個很重要的主題
[00:03:00.000 --> 00:03:06.000]  不過他說的信心很特別,他不只是說我們平時因為環境的影響,令我們小信,沒有信心
[00:03:06.000 --> 00:03:10.000]  而且是說我們對信仰的一個很重要的承諾
[00:03:10.000 --> 00:03:17.000]  我們先讀一讀今天的經文,是希伯來書的三章,12至19節
[00:03:17.000 --> 00:03:20.000]  好,請大家一起讀,準備起
[00:03:27.000 --> 00:03:30.000]  法永生神離氣了
[00:03:30.000 --> 00:03:48.000]  經常說
[00:03:48.000 --> 00:03:54.000]  人若見他的話,卻不可他一心,將其他法律給予使一將
[00:03:54.000 --> 00:03:57.000]  吾阿視,輕見哈華
[00:03:57.000 --> 00:04:09.000]  有厭乏誰呢?豈不是愛
[00:04:09.000 --> 00:04:12.000]  倒在鄺野的人馬
[00:04:13.000 --> 00:04:18.000]  和他們相入他
[00:04:18.000 --> 00:04:31.000]  我們一起討告,祝願你帶領我們,讓我們藉著你的話語成為我們的提醒
[00:04:31.000 --> 00:04:36.000]  讓我們學習在這個世代裡,我們如何堅持成為基督的精兵
