
[00:00:00.000 --> 00:00:03.760]  五堂崇拜是在說哪一卷書呢?
[00:00:03.760 --> 00:00:04.880]  記不記得?
[00:00:04.880 --> 00:00:05.680]  《士道行傳》
[00:00:05.680 --> 00:00:09.480]  是的,我們不知不覺就來到第九章
[00:00:09.480 --> 00:00:10.960]  我們這麼多新來賓
[00:00:10.960 --> 00:00:13.440]  要說一下《士道行傳》說些什麼
[00:00:13.440 --> 00:00:15.600]  先看一大章
[00:00:15.600 --> 00:00:20.880]  頭五章就說到福音在耶路撒冷
[00:00:20.880 --> 00:00:24.320]  耶穌從死裡復活了之後
[00:00:24.320 --> 00:00:26.000]  去升天之前
[00:00:26.000 --> 00:00:29.240]  有一個很重要的託付給了門徒
[00:00:29.240 --> 00:00:30.440]  就是在第一章八節
[00:00:30.440 --> 00:00:31.240]  很重要的
[00:00:31.240 --> 00:00:32.280]  耶穌這麼說
[00:00:32.280 --> 00:00:35.560]  「可使聖靈降臨在你們身上
[00:00:35.560 --> 00:00:38.080]  你們就必領受能力
[00:00:38.080 --> 00:00:39.880]  並且要在耶路撒冷
[00:00:39.880 --> 00:00:42.040]  猶太傳地撒瑪利亞
[00:00:42.040 --> 00:00:44.440]  直到地極作我的見證人」
[00:00:44.440 --> 00:00:46.720]  耶穌臨離開升天之前
[00:00:46.720 --> 00:00:50.040]  就給了這個託付給門徒
[00:00:50.040 --> 00:00:54.200]  就已經預告了整卷《士道行傳》的發展是怎樣
[00:00:54.200 --> 00:00:56.240]  耶路撒冷然後去到哪裡?
[00:00:56.240 --> 00:00:57.400]  撒瑪利亞
[00:00:57.400 --> 00:01:00.440]  所以第六章至十二章就到撒瑪利亞
[00:01:00.440 --> 00:01:03.080]  今天我說九到十一章
[00:01:03.080 --> 00:01:05.480]  就是說到彼得這個猶太人
[00:01:05.480 --> 00:01:08.120]  去外族人、外邦人傳福音
[00:01:08.120 --> 00:01:09.000]  其實是很困難的
[00:01:09.000 --> 00:01:10.520]  因為他是猶太人
[00:01:10.520 --> 00:01:12.640]  去到外國人傳福音
[00:01:12.640 --> 00:01:13.680]  說他的經歷
[00:01:13.680 --> 00:01:14.640]  是很特別的
[00:01:14.640 --> 00:01:17.040]  然後最後十三到二十八章
[00:01:17.040 --> 00:01:19.280]  就真的福音傳到地極了
[00:01:19.280 --> 00:01:21.760]  當然地極還有很遠的地方
[00:01:21.760 --> 00:01:22.960]  所以我們去參與
[00:01:22.960 --> 00:01:26.880]  所以今天我們一起去看這幾章
[00:01:26.880 --> 00:01:28.440]  我們看經文之前
[00:01:28.440 --> 00:01:30.360]  我們一起來祈禱
[00:01:30.360 --> 00:01:32.800]  七夕天父
[00:01:32.800 --> 00:01:38.120]  我們感謝祢賜給我們《士道行傳》這本寶貴的書卷
[00:01:38.120 --> 00:01:40.680]  求祢繼續向我們說話
[00:01:40.680 --> 00:01:42.800]  讓我們透過《士道行傳》
[00:01:42.800 --> 00:01:44.600]  看到聖靈的工作
[00:01:44.600 --> 00:01:46.560]  看到聖靈奇妙的作為
[00:01:46.560 --> 00:01:48.480]  求祢幫助我們明白祢的心意
[00:01:48.480 --> 00:01:50.440]  也都馴服祢的旨意
[00:01:50.440 --> 00:01:51.760]  祝福以下的時間
[00:01:51.760 --> 00:01:53.480]  奉耶穌基督的聖命祈求
[00:01:53.480 --> 00:01:54.640]  阿們
[00:01:54.640 --> 00:01:57.400]  剛才第一章八節已經說到
[00:01:57.400 --> 00:01:59.840]  聖靈會降臨在門徒身上
[00:01:59.840 --> 00:02:02.240]  所以一會兒看經文的時候
[00:02:02.240 --> 00:02:04.320]  其實有很多次出現聖靈
[00:02:04.320 --> 00:02:05.640]  聖靈會說話
[00:02:05.640 --> 00:02:07.160]  聖靈會做事
[00:02:07.160 --> 00:02:08.640]  會催促人
[00:02:08.640 --> 00:02:12.000]  所以我們《士道行傳》有另一個名
[00:02:12.000 --> 00:02:13.240]  知不知道叫什麼名字
[00:02:13.240 --> 00:02:14.880]  叫《聖靈行傳》
[00:02:14.880 --> 00:02:17.960]  所以為什麼《士道行傳》有能力到處去傳福音
[00:02:17.960 --> 00:02:19.160]  是聖靈給予能力
[00:02:19.160 --> 00:02:22.280]  所以我們今天可以
[00:02:22.280 --> 00:02:24.720]  看看聖靈做什麼工作
[00:02:24.720 --> 00:02:27.160]  我們看看《士道行傳》第九章
[00:02:27.160 --> 00:02:28.160]  到了第九章
[00:02:28.160 --> 00:02:31.440]  當時的教會是什麼情況呢
[00:02:31.440 --> 00:02:32.920]  我請大家一起讀
[00:02:32.920 --> 00:02:35.040]  PowerPoint上的這兩節經文
[00:02:35.040 --> 00:02:36.680]  預備起
[00:02:36.680 --> 00:02:41.840]  「特使同拜 嘉義 三合一教 多處教會
[00:02:41.840 --> 00:02:45.240]  好得道元漢 紀伊萬紀樂
[00:02:45.240 --> 00:02:48.440]  全聚紀位諸 深可深惡
[00:02:48.440 --> 00:02:51.120]  並且欣賞聖靈的奇怪
[00:02:51.120 --> 00:02:53.160]  人數增多幾萬
[00:02:53.160 --> 00:02:55.840]  彼得周遊各地去玩」
[00:02:55.840 --> 00:02:56.840]  謝謝
[00:02:56.840 --> 00:02:59.840]  這裡聖靈在做什麼呢
[00:02:59.840 --> 00:03:02.440]  聖靈的激勵
[00:03:02.440 --> 00:03:05.680]  所以人數增多
[00:03:05.680 --> 00:03:06.880]  所以我們知道
[00:03:06.880 --> 00:03:09.440]  教會不只是在耶路撒冷
[00:03:09.440 --> 00:03:11.680]  到了加利利、撒瑪利亞
[00:03:11.680 --> 00:03:15.280]  所以彼得周遊各地不是去玩
[00:03:15.280 --> 00:03:17.160]  不像我們周遊各地去玩
[00:03:17.160 --> 00:03:19.160]  而是去不同的地方
[00:03:19.160 --> 00:03:21.160]  去看看弟兄姊妹
[00:03:21.160 --> 00:03:22.160]  去探望他們
[00:03:22.160 --> 00:03:25.160]  所以就像一個斷宣一樣
[00:03:25.160 --> 00:03:29.920]  我們就看看九章32至35節
[00:03:29.920 --> 00:03:31.920]  看看彼得去到這個地方
[00:03:31.920 --> 00:03:33.920]  叫做呂大
[00:03:33.920 --> 00:03:35.920]  遇到什麼事呢
[00:03:35.920 --> 00:03:39.400]  這裡說到彼得周遊各地的時候
[00:03:39.400 --> 00:03:42.400]  也到了住在呂大的聖徒那裡
[00:03:42.400 --> 00:03:44.400]  彼得見到一個人
[00:03:44.400 --> 00:03:46.400]  叫做以利亞
[00:03:46.400 --> 00:03:48.400]  去癱瘓病
[00:03:48.400 --> 00:03:50.400]  就是癱了
[00:03:50.400 --> 00:03:53.400]  在床上躺餓了八年
[00:03:53.400 --> 00:03:57.400]  彼得對癱子說
[00:03:57.400 --> 00:04:03.400]  「以利亞,耶穌基督醫好你了,起來,收好你的玉子」
[00:04:03.400 --> 00:04:06.400]  這個人就馬上起來
[00:04:06.400 --> 00:04:09.400]  所有住在呂大和撒冷的人
[00:04:09.400 --> 00:04:12.400]  見到這個癱子都可以起來
[00:04:12.400 --> 00:04:14.400]  耶穌基督醫好了他
[00:04:14.400 --> 00:04:17.400]  呂大和撒冷的人又歸向主
[00:04:17.400 --> 00:04:20.400]  所以我們見到教會又發展
[00:04:20.400 --> 00:04:22.400]  又更加多人信主
[00:04:22.400 --> 00:04:23.400]  這裡就說到
[00:04:23.400 --> 00:04:25.400]  如果你有程序表
[00:04:25.400 --> 00:04:27.400]  就說到經文的內容1A那裡
[00:04:27.400 --> 00:04:30.400]  彼得向外族人傳福音
[00:04:30.400 --> 00:04:33.400]  去到呂大和撒冷那裡
[00:04:33.400 --> 00:04:36.400]  彼得就醫好了以利亞這個人
[00:04:36.400 --> 00:04:37.400]  是用新譯本
[00:04:37.400 --> 00:04:39.400]  所以是用外族人的
[00:04:39.400 --> 00:04:40.400]  如果你看看和學本
[00:04:40.400 --> 00:04:42.400]  就叫做外邦人
[00:04:42.400 --> 00:04:43.400]  其實都一樣
[00:04:43.400 --> 00:04:44.400]  外國人
[00:04:44.400 --> 00:04:46.400]  不是猶太族裔的人
[00:04:46.400 --> 00:04:49.400]  就叫做外族人、外邦人
[00:04:49.400 --> 00:04:53.400]  接著又有另一個事跡發生了
[00:04:53.400 --> 00:04:57.400]  記載在《史唐人傳》9章36至42節
[00:04:57.400 --> 00:04:59.400]  在約柏這個地方
[00:04:59.400 --> 00:05:01.400]  有一個女門徒
[00:05:01.400 --> 00:05:03.400]  名叫做大比沙
[00:05:03.400 --> 00:05:05.400]  希臘話叫多加
[00:05:05.400 --> 00:05:06.400]  其實意思都一樣
[00:05:06.400 --> 00:05:07.400]  叫靈陽
[00:05:07.400 --> 00:05:09.400]  所以希臘話就叫多加
[00:05:09.400 --> 00:05:13.400]  但是希伯來文就叫大比沙
[00:05:13.400 --> 00:05:17.400]  那個時候這個女子因為病死了
[00:05:17.400 --> 00:05:20.400]  呂大其實就很近約柏
[00:05:20.400 --> 00:05:23.400]  那裡的門徒聽見彼得其實在附近
[00:05:23.400 --> 00:05:26.400]  所以就派兩個人去求彼得來
[00:05:26.400 --> 00:05:29.400]  他們就帶彼得上樓
[00:05:29.400 --> 00:05:33.400]  所有的寡婦都站在彼得旁邊哭
[00:05:33.400 --> 00:05:35.400]  因為大比沙死了、多加死了
[00:05:35.400 --> 00:05:38.400]  彼得就叫大家出去
[00:05:38.400 --> 00:05:43.400]  然後彼得就跪下來禱告
[00:05:43.400 --> 00:05:46.400]  然後轉身對著屍體說
[00:05:46.400 --> 00:05:48.400]  經文很強調他已經死了
[00:05:48.400 --> 00:05:50.400]  是屍體
[00:05:50.400 --> 00:05:53.400]  彼得就說大比沙起來
[00:05:53.400 --> 00:05:56.400]  大比沙就睜開眼睛
[00:05:56.400 --> 00:05:59.400]  然後一看見彼得就像這張圖一樣
[00:05:59.400 --> 00:06:01.400]  就坐了起來
[00:06:01.400 --> 00:06:04.400]  彼得就伸手扶他起來
[00:06:04.400 --> 00:06:07.400]  叫聖徒們和寡婦都進來
[00:06:07.400 --> 00:06:10.400]  將多加活活地交給他們
[00:06:10.400 --> 00:06:13.400]  從一個死屍變成一個活人交給他們
[00:06:13.400 --> 00:06:17.400]  這件神蹟奇事就傳遍了約柏
[00:06:17.400 --> 00:06:20.400]  有很多人都信了主
[00:06:20.400 --> 00:06:24.400]  我們現在就看到1B
[00:06:24.400 --> 00:06:27.400]  彼得去到約柏
[00:06:27.400 --> 00:06:29.400]  死到多加復活
[00:06:29.400 --> 00:06:33.400]  他也是去約柏見證耶穌基督
[00:06:33.400 --> 00:06:35.400]  很多人都信了主
[00:06:35.400 --> 00:06:38.400]  這件事會否令你想起福音書裡面
[00:06:38.400 --> 00:06:41.400]  耶穌做過一個類似的神蹟
[00:06:41.400 --> 00:06:43.400]  耶穌也是治好了一個死了的女孩
[00:06:43.400 --> 00:06:45.400]  然後叫她起來
[00:06:45.400 --> 00:06:47.400]  然後用手拉著她
[00:06:47.400 --> 00:06:51.400]  所以彼得在這裡就是在做耶穌當時做的事
[00:06:51.400 --> 00:06:53.400]  在做神蹟奇事
[00:06:53.400 --> 00:06:55.400]  約柏是什麼地方呢?
[00:06:55.400 --> 00:07:00.400]  約柏就是今天在以色列亞發港的地方
[00:07:00.400 --> 00:07:03.400]  是一個沿海的城市
[00:07:03.400 --> 00:07:07.400]  因為彼得在那裡做過一個偉大的神蹟
[00:07:07.400 --> 00:07:12.400]  所以今天你去這裡就會見到聖彼得教堂
[00:07:12.400 --> 00:07:13.400]  但是現在打仗
[00:07:13.400 --> 00:07:16.400]  打完仗你才去以色列
[00:07:16.400 --> 00:07:20.400]  除了彼得在那裡做了一個神蹟之外
[00:07:20.400 --> 00:07:24.400]  9章43字都說到彼得在約柏這個地方
[00:07:24.400 --> 00:07:26.400]  住了一段日子
[00:07:26.400 --> 00:07:30.400]  他住在一個祭陪工人西門的家裡
[00:07:30.400 --> 00:07:31.400]  住了很多日子
[00:07:31.400 --> 00:07:36.400]  所以這個教堂證實彼得真的去過這個地方
[00:07:36.400 --> 00:07:37.400]  走過神蹟
[00:07:37.400 --> 00:07:40.400]  接著帶大家去另一個沿海的城市
[00:07:40.400 --> 00:07:43.400]  這個沿海的城市叫做該薩尼亞
[00:07:43.400 --> 00:07:47.400]  是羅馬一個行政的中心
[00:07:47.400 --> 00:07:49.400]  都是很重要的地方
[00:07:49.400 --> 00:07:51.400]  在該薩尼亞有一個人
[00:07:51.400 --> 00:07:53.400]  名叫做哥利留
[00:07:53.400 --> 00:07:55.400]  是意大利型的白夫將
[00:07:55.400 --> 00:07:58.400]  統領100個士兵
[00:07:58.400 --> 00:08:00.400]  他是一個很虔誠的人
[00:08:00.400 --> 00:08:03.400]  他和他全家都敬畏神
[00:08:03.400 --> 00:08:06.400]  也都對人民行過很多善事
[00:08:06.400 --> 00:08:08.400]  也都常常向神禱告
[00:08:08.400 --> 00:08:10.400]  雖然他是一個意大利人
[00:08:10.400 --> 00:08:12.400]  是一個外族人
[00:08:12.400 --> 00:08:18.400]  但是他很相信猶太人的神是獨一的真神
[00:08:18.400 --> 00:08:20.400]  雖然他沒有行過國禮
[00:08:20.400 --> 00:08:22.400]  但是他經常去禱告
[00:08:22.400 --> 00:08:23.400]  但是沒有行過國禮
[00:08:23.400 --> 00:08:25.400]  算不算是猶太教的人呢
[00:08:25.400 --> 00:08:27.400]  當時是不算的
[00:08:27.400 --> 00:08:28.400]  一定要行國禮
[00:08:28.400 --> 00:08:31.400]  所以他仍然是外邦人
[00:08:31.400 --> 00:08:32.400]  沒有受過國禮
[00:08:32.400 --> 00:08:34.400]  發生什麼事呢
[00:08:34.400 --> 00:08:36.400]  第十章三節就說到
[00:08:36.400 --> 00:08:39.400]  有一天大約下午三點鐘
[00:08:39.400 --> 00:08:41.400]  他就在異象裡面
[00:08:41.400 --> 00:08:45.400]  清清楚楚看見有一位神的天使
[00:08:45.400 --> 00:08:47.400]  來到他那裡
[00:08:47.400 --> 00:08:48.400]  就對他說
[00:08:48.400 --> 00:08:49.400]  哥利留
[00:08:49.400 --> 00:08:51.400]  哥利留就定睜一看
[00:08:51.400 --> 00:08:52.400]  就很害怕
[00:08:52.400 --> 00:08:55.400]  為什麼無端端會看到一個天使呢
[00:08:55.400 --> 00:08:57.400]  就說主啊 什麼事啊
[00:08:57.400 --> 00:08:58.400]  天使就說
[00:08:58.400 --> 00:09:02.400]  你的禱告和善行已經達到神面前
[00:09:02.400 --> 00:09:04.400]  蒙神紀念了
[00:09:04.400 --> 00:09:06.400]  第五節天使就繼續說
[00:09:06.400 --> 00:09:09.400]  現在你要派人去約柏那裡
[00:09:09.400 --> 00:09:13.400]  請那位叫彼得的西門來你這裡
[00:09:13.400 --> 00:09:19.400]  彼得是在一個製皮工人西門的家裡作客
[00:09:19.400 --> 00:09:20.400]  在那裡住
[00:09:20.400 --> 00:09:24.400]  於是哥利留就叫了兩個家僕
[00:09:24.400 --> 00:09:27.400]  和侍候他一個虔誠的士兵
[00:09:27.400 --> 00:09:31.400]  派了三個人去約柏那裡找彼得
[00:09:31.400 --> 00:09:35.400]  第九節第二天大約正午的時間
[00:09:35.400 --> 00:09:40.400]  彼得就上了房頂禱告祈禱
[00:09:40.400 --> 00:09:42.400]  彼得就覺得餓了
[00:09:42.400 --> 00:09:43.400]  中午了
[00:09:43.400 --> 00:09:45.400]  不知道你現在這個時間你餓不餓
[00:09:45.400 --> 00:09:48.400]  中午覺得餓是很正常的
[00:09:48.400 --> 00:09:50.400]  彼得就很想吃飯
[00:09:50.400 --> 00:09:53.400]  這個時候他就渾游障礙
[00:09:53.400 --> 00:09:56.400]  應該不關他餓到渾游障礙的事
[00:09:56.400 --> 00:09:58.400]  真的在祈禱
[00:09:58.400 --> 00:10:00.400]  神給他看到一個異象
[00:10:00.400 --> 00:10:01.400]  神一節看到什麼異象呢
[00:10:01.400 --> 00:10:03.400]  看到天開了
[00:10:03.400 --> 00:10:04.400]  就有一件東西
[00:10:04.400 --> 00:10:06.400]  好像一塊大布
[00:10:06.400 --> 00:10:08.400]  就好像這個圖一樣
[00:10:08.400 --> 00:10:10.400]  當他在祈禱的時候
[00:10:10.400 --> 00:10:12.400]  就看到一塊大布
[00:10:12.400 --> 00:10:13.400]  就綁著四隻角
[00:10:13.400 --> 00:10:15.400]  降落在地上
[00:10:15.400 --> 00:10:19.400]  裡面就有地上各樣的四足生畜
[00:10:19.400 --> 00:10:22.400]  如果你看到圖就有豬
[00:10:22.400 --> 00:10:29.400]  然後又有鱷魚
[00:10:29.400 --> 00:10:30.400]  又有白鷺
[00:10:30.400 --> 00:10:32.400]  好像很多東西吃
[00:10:32.400 --> 00:10:34.400]  然後經文還說還有昆蟲
[00:10:34.400 --> 00:10:36.400]  還有天空的飛鳥
[00:10:36.400 --> 00:10:39.400]  這些都是野地的東西
[00:10:39.400 --> 00:10:43.400]  然後就有聲音對彼得這樣說
[00:10:43.400 --> 00:10:46.400]  彼得起來宰了吃
[00:10:46.400 --> 00:10:47.400]  你起來宰了他們吃
[00:10:47.400 --> 00:10:48.400]  你肚餓嘛
[00:10:48.400 --> 00:10:49.400]  宰了他們吃
[00:10:49.400 --> 00:10:52.400]  彼得就說主啊千萬不可
[00:10:52.400 --> 00:10:55.400]  我從來不吃俗物和不潔的東西
[00:10:55.400 --> 00:10:58.400]  就算我現在多餓
[00:10:58.400 --> 00:11:00.400]  我都不會吃這些不潔的食物
[00:11:00.400 --> 00:11:01.400]  為什麼呢
[00:11:01.400 --> 00:11:04.400]  因為根據摩西律法
[00:11:04.400 --> 00:11:06.400]  利未記也好
[00:11:06.400 --> 00:11:08.400]  生命記也好
[00:11:08.400 --> 00:11:11.400]  說到猶太人他們飲食的習慣
[00:11:11.400 --> 00:11:13.400]  是不同外邦人和外族人的
[00:11:13.400 --> 00:11:15.400]  很多東西他們不能吃
[00:11:15.400 --> 00:11:18.400]  利未記十一章說到
[00:11:18.400 --> 00:11:21.400]  你們猶太人不能吃下列的東西
[00:11:21.400 --> 00:11:23.400]  就是反初的東西
[00:11:23.400 --> 00:11:25.400]  即是胃反初的東西
[00:11:25.400 --> 00:11:27.400]  即是豬
[00:11:27.400 --> 00:11:30.400]  分體的走獸動物
[00:11:30.400 --> 00:11:32.400]  即是腳趾
[00:11:32.400 --> 00:11:33.400]  你見到那個圖
[00:11:33.400 --> 00:11:34.400]  腳趾彈了出來
[00:11:34.400 --> 00:11:36.400]  那些你都不能吃
[00:11:36.400 --> 00:11:37.400]  兔子
[00:11:37.400 --> 00:11:39.400]  豬是不潔的
[00:11:39.400 --> 00:11:41.400]  鷹貓頭鷹白鷺都是不潔的
[00:11:41.400 --> 00:11:43.400]  這些東西你是不能吃的
[00:11:43.400 --> 00:11:45.400]  所以彼得身為猶太人
[00:11:45.400 --> 00:11:48.400]  他見到這些動物
[00:11:48.400 --> 00:11:50.400]  平時我們就燒豬
[00:11:50.400 --> 00:11:52.400]  什麼我們都吃的
[00:11:52.400 --> 00:11:55.400]  中國人雀仔百甲什麼都燒
[00:11:55.400 --> 00:11:57.400]  但是猶太人就不行了
[00:11:57.400 --> 00:11:59.400]  多餓都不可以吃
[00:11:59.400 --> 00:12:02.400]  因為是違反摩西的律法
[00:12:02.400 --> 00:12:04.400]  好,去到十五節
[00:12:04.400 --> 00:12:05.400]  在這個時候
[00:12:05.400 --> 00:12:09.400]  有第二次又有聲音對彼得這樣說
[00:12:09.400 --> 00:12:11.400]  神所潔淨的
[00:12:11.400 --> 00:12:13.400]  你不可當作俗物
[00:12:13.400 --> 00:12:14.400]  給他一個命令
[00:12:14.400 --> 00:12:17.400]  神已經潔淨了這些動物
[00:12:17.400 --> 00:12:19.400]  你不可以當他是泛族
[00:12:19.400 --> 00:12:21.400]  就是這樣的命令
[00:12:21.400 --> 00:12:23.400]  十六節一連三次
[00:12:23.400 --> 00:12:27.400]  那件東西立刻收回天上
[00:12:27.400 --> 00:12:29.400]  彼得猶疑不定
[00:12:29.400 --> 00:12:32.400]  不明白所見到的異象是什麼意思
[00:12:32.400 --> 00:12:33.400]  他不明白
[00:12:33.400 --> 00:12:36.400]  但是神就會告訴他
[00:12:36.400 --> 00:12:37.400]  去到十九節
[00:12:37.400 --> 00:12:40.400]  彼得還在思量這個異象的時候
[00:12:40.400 --> 00:12:41.400]  聖靈對他說
[00:12:41.400 --> 00:12:44.400]  你看看有三個人來找你
[00:12:44.400 --> 00:12:45.400]  起身下去
[00:12:45.400 --> 00:12:47.400]  跟他們一起去
[00:12:47.400 --> 00:12:48.400]  不要疑惑
[00:12:48.400 --> 00:12:53.400]  因為是我聖靈猜他們來找你的
[00:12:53.400 --> 00:12:56.400]  所以當彼得很不明白這個異象是什麼意思
[00:12:56.400 --> 00:12:58.400]  聖靈其實在解釋
[00:12:58.400 --> 00:12:59.400]  有人來找你
