
[00:00:00.000 --> 00:00:02.000]  頂截梅唔安
[00:00:02.000 --> 00:00:05.000]  不知道要上線上去敬拜
[00:00:05.000 --> 00:00:07.000]  你們有什麼感覺
[00:00:07.000 --> 00:00:11.000]  不過我相信師哥裏面再次提醒我們
[00:00:11.000 --> 00:00:14.000]  或者藉著師哥我們學習去宣告
[00:00:14.000 --> 00:00:16.000]  其實上帝在我們裏面
[00:00:16.000 --> 00:00:19.000]  我們藉著師哥去求上帝的
[00:00:19.000 --> 00:00:21.000]  就是在我們這塊土地裏面
[00:00:21.000 --> 00:00:24.000]  去彰顯自己
[00:00:24.000 --> 00:00:26.000]  因爲我們科技發達
[00:00:26.000 --> 00:00:28.000]  縱然應付了
[00:00:28.000 --> 00:00:31.000]  其實都阻礙不了我們去敬拜祂
[00:00:31.000 --> 00:00:34.000]  去一切這樣形式的聚會
[00:00:34.000 --> 00:00:36.000]  相信這也是上帝在我們當中
[00:00:36.000 --> 00:00:38.000]  給我們的恩典
[00:00:38.000 --> 00:00:40.000]  講到之前我們有個討告
[00:00:40.000 --> 00:00:44.000]  七天父我們感謝你
[00:00:44.000 --> 00:00:47.000]  就算疫情好像
[00:00:47.000 --> 00:00:49.000]  不是我們預料之外
[00:00:49.000 --> 00:00:50.000]  繼續去好
[00:00:50.000 --> 00:00:52.000]  或者不是我們預料之外
[00:00:52.000 --> 00:00:55.000]  我們可以繼續去實體見面
[00:00:55.000 --> 00:00:58.000]  但是我們還是學習在這些困難裏面
[00:00:58.000 --> 00:00:59.000]  我們去感謝你
[00:00:59.000 --> 00:01:02.000]  感謝的我們真的還能夠在這裏
[00:01:02.000 --> 00:01:04.000]  去公開的敬拜你
[00:01:04.000 --> 00:01:07.000]  還能夠開口去到師哥去敬拜你
[00:01:07.000 --> 00:01:11.000]  願意我們信奉在你給我們的警方下面
[00:01:11.000 --> 00:01:13.000]  我們依然去敬拜
[00:01:13.000 --> 00:01:15.000]  去聆聽你的說話
[00:01:15.000 --> 00:01:17.000]  學習在你給我們的環境當中
[00:01:17.000 --> 00:01:19.000]  去活一個你喜悅的信徒
[00:01:19.000 --> 00:01:20.000]  幫助我們
[00:01:20.000 --> 00:01:22.000]  給我們今天的說話
[00:01:22.000 --> 00:01:26.000]  讓你今天的說話去鼓勵我們
[00:01:26.000 --> 00:01:28.000]  認定我們是一班跟從你的人
[00:01:28.000 --> 00:01:29.000]  縱使多困難都好
[00:01:29.000 --> 00:01:31.000]  我們學習去跟從你
[00:01:31.000 --> 00:01:32.000]  我們要上個討告
[00:01:32.000 --> 00:01:33.000]  奉主名求
[00:01:33.000 --> 00:01:34.000]  門
[00:01:34.000 --> 00:01:39.000]  我們就進入講道
[00:01:39.000 --> 00:01:42.000]  剛才有人看到我講道的第一句
[00:01:42.000 --> 00:01:43.000]  就已經說
[00:01:43.000 --> 00:01:45.000]  這一句就能夠去告訴別人
[00:01:45.000 --> 00:01:47.000]  我是什麼年代
[00:01:47.000 --> 00:01:50.000]  我相信不是因為這句話才知道
[00:01:50.000 --> 00:01:52.000]  我開始想說什麼呢
[00:01:52.000 --> 00:01:54.000]  就是說我以前小學的時候
[00:01:54.000 --> 00:01:58.000]  有幾套教育電視是我現在都很記得的
[00:01:58.000 --> 00:02:01.000]  其中一套
[00:02:01.000 --> 00:02:04.000]  甚至之後何理會都拍成了片
[00:02:04.000 --> 00:02:07.000]  所以我相信故事的情節
[00:02:07.000 --> 00:02:08.000]  應該是經典
[00:02:08.000 --> 00:02:10.000]  不過我嘗試過去搜尋它
[00:02:10.000 --> 00:02:12.000]  我找不到典故
[00:02:12.000 --> 00:02:13.000]  不過不要緊
[00:02:13.000 --> 00:02:17.000]  根據何理會那個電影的演講
[00:02:17.000 --> 00:02:24.000]  何理會那個電影的演繹
[00:02:24.000 --> 00:02:25.000]  故事是這樣講的
[00:02:25.000 --> 00:02:28.000]  男主角是一個結婚
[00:02:28.000 --> 00:02:30.000]  有子女
[00:02:30.000 --> 00:02:34.000]  不過是一個很忙的專業人士
[00:02:34.000 --> 00:02:37.000]  他很想他的事業能夠更上一層樓
[00:02:37.000 --> 00:02:40.000]  所以他就放很多時間在他工作上
[00:02:40.000 --> 00:02:43.000]  他覺得家裡的責任是很繁瑣的
[00:02:43.000 --> 00:02:44.000]  很厭煩的
[00:02:44.000 --> 00:02:45.000]  是一個麻煩
[00:02:45.000 --> 00:02:48.000]  他不想面對處理一切
[00:02:48.000 --> 00:02:51.000]  他很想生活完全沒有麻煩
[00:02:51.000 --> 00:02:52.000]  沒有困難的
[00:02:52.000 --> 00:02:56.000]  令他可以很舒服去追求他想追求的東西
[00:02:56.000 --> 00:02:58.000]  很神奇地有一天
[00:02:58.000 --> 00:03:02.000]  他居然得到一個好像電視機的遙控器
[00:03:02.000 --> 00:03:04.000]  遙控裝置
[00:03:04.000 --> 00:03:05.000]  不過這個遙控裝置
[00:03:05.000 --> 00:03:08.000]  不是控制電視機的
[00:03:08.000 --> 00:03:11.000]  而是控制時間的
[00:03:11.000 --> 00:03:14.000]  他可以把時間調快
[00:03:14.000 --> 00:03:16.000]  也可以停頓時間
[00:03:16.000 --> 00:03:19.000]  不過他不能夠把時間調後
[00:03:19.000 --> 00:03:21.000]  調回退後
[00:03:21.000 --> 00:03:22.000]  即是回復
[00:03:22.000 --> 00:03:24.000]  男主角有了這個遙控裝置
[00:03:24.000 --> 00:03:25.000]  當然很開心
[00:03:25.000 --> 00:03:26.000]  有了這個遙控裝置
[00:03:26.000 --> 00:03:29.000]  他就可以把他不想要的時間
[00:03:29.000 --> 00:03:30.000]  跳過
[00:03:30.000 --> 00:03:31.000]  快速前進
[00:03:31.000 --> 00:03:35.000]  最初他也是純粹調教一些很大的事情
[00:03:35.000 --> 00:03:36.000]  很大的麻煩
[00:03:36.000 --> 00:03:37.000]  他把他調快
[00:03:37.000 --> 00:03:39.000]  也調教時間也是短的
[00:03:39.000 --> 00:03:41.000]  不過慢慢的
[00:03:41.000 --> 00:03:43.000]  他越調就越開心
[00:03:43.000 --> 00:03:47.000]  他越來越多的大小壞的困難
[00:03:47.000 --> 00:03:48.000]  他也會調快
[00:03:48.000 --> 00:03:51.000]  越調的時間就越來越快
[00:03:51.000 --> 00:03:54.000]  甚至他覺得生活上很繁瑣
[00:03:54.000 --> 00:03:56.000]  很日常很悶
[00:03:56.000 --> 00:03:57.000]  很平平無奇的
[00:03:57.000 --> 00:03:58.000]  例如刷牙
[00:03:58.000 --> 00:03:59.000]  穿衣服
[00:03:59.000 --> 00:04:00.000]  這些所有事情
[00:04:00.000 --> 00:04:02.000]  他也會調快
[00:04:02.000 --> 00:04:03.000]  變相的
[00:04:03.000 --> 00:04:05.000]  其實他只是想過一些開心
[00:04:05.000 --> 00:04:06.000]  快樂
[00:04:06.000 --> 00:04:07.000]  刺激
[00:04:07.000 --> 00:04:09.000]  容易的時間
[00:04:09.000 --> 00:04:11.000]  不過他越按越多
[00:04:11.000 --> 00:04:13.000]  越按越長的時候
[00:04:13.000 --> 00:04:15.000]  很快的他就發現
[00:04:15.000 --> 00:04:17.000]  自己已經到了老年
[00:04:17.000 --> 00:04:20.000]  發現他身邊的老婆已經老了
[00:04:20.000 --> 00:04:22.000]  他的子女都長大了
[00:04:22.000 --> 00:04:27.000]  但是他完全沒有跟他們相處成長的片段
[00:04:27.000 --> 00:04:30.000]  當然最後他真的很後悔
[00:04:30.000 --> 00:04:32.000]  故事想帶出的
[00:04:32.000 --> 00:04:34.000]  就是在生命裏面的困難
[00:04:34.000 --> 00:04:36.000]  其實是有他的慰憤
[00:04:36.000 --> 00:04:38.000]  是有他的重要性
[00:04:38.000 --> 00:04:42.000]  相信每一個人都認同
[00:04:42.000 --> 00:04:45.000]  逆境自強這個道理
[00:04:45.000 --> 00:04:47.000]  我認識一個人
[00:04:47.000 --> 00:04:49.000]  他在很多很多困難裏面
[00:04:49.000 --> 00:04:51.000]  他就寫這個訊息
[00:04:51.000 --> 00:04:52.000]  他說
