
[00:00:00.000 --> 00:00:02.180]  開始先讓我們一起去祈禱
[00:00:02.180 --> 00:00:08.100]  天上的父神
[00:00:08.100 --> 00:00:11.120]  先感謝您呼召我們每一個人
[00:00:11.120 --> 00:00:13.140]  成為您的兒女
[00:00:13.140 --> 00:00:15.420]  成為您國度的子民
[00:00:15.420 --> 00:00:18.080]  成為您的祭司
[00:00:18.080 --> 00:00:20.440]  成為您的代言人
[00:00:20.440 --> 00:00:22.820]  以致我們的生命
[00:00:22.820 --> 00:00:24.940]  可以被您使用
[00:00:24.940 --> 00:00:27.700]  以致您可以透過我們的生命
[00:00:28.060 --> 00:00:30.160]  讓人看到祢的作為
[00:00:30.160 --> 00:00:31.420]  祢的榮耀
[00:00:31.420 --> 00:00:33.900]  雖然我們每一個人都很不配
[00:00:33.900 --> 00:00:35.880]  但是帕瑪神
[00:00:35.880 --> 00:00:39.200]  祢都不斷的更新我們的生命
[00:00:39.200 --> 00:00:41.260]  幫助我們
[00:00:41.260 --> 00:00:44.660]  可以成為祢那個真是合用的器皿
[00:00:44.660 --> 00:00:47.620]  我們感謝神來聽我們的祈禱
[00:00:47.620 --> 00:00:50.120]  透過祂奉主耶穌特性的名球
[00:00:50.120 --> 00:00:57.540]  不知道在座這裡有沒有一些是父母的
[00:00:58.060 --> 00:01:01.620]  也有不少是父母的
[00:01:01.620 --> 00:01:02.120]  OK
[00:01:02.120 --> 00:01:05.180]  我想問問你
[00:01:05.180 --> 00:01:10.700]  通常你們和子女改名是怎樣改的
[00:01:10.700 --> 00:01:12.980]  根據什麼原則的
[00:01:12.980 --> 00:01:18.140]  有很多不同的
[00:01:18.140 --> 00:01:18.840]  OK
[00:01:18.840 --> 00:01:20.300]  大家都知道
[00:01:20.300 --> 00:01:24.460]  中國人就喜歡跟著一些自輩的
[00:01:24.460 --> 00:01:25.860]  可能當中也會有
[00:01:25.860 --> 00:01:27.260]  你們會用自輩
[00:01:27.260 --> 00:01:30.220]  就是家族裡面的輩分
[00:01:30.220 --> 00:01:33.180]  通常是放在名字的中間
[00:01:33.180 --> 00:01:36.660]  但是我也知道有些人是放在名字最尾的那一部
[00:01:36.660 --> 00:01:39.940]  而在舊約時代的猶太人
[00:01:39.940 --> 00:01:43.460]  他們通常喜歡用弟弟的名字
[00:01:43.460 --> 00:01:46.300]  來帶出一些屬靈的寓意
[00:01:46.300 --> 00:01:50.820]  例如去紀念弟弟出生的處境
[00:01:50.820 --> 00:01:53.460]  就好像薩姆爾的名字
[00:01:53.460 --> 00:01:54.580]  就代表什麼呢
[00:01:55.420 --> 00:01:57.580]  向神求利的
[00:01:57.580 --> 00:02:01.980]  有一些名字是為了要反映神的屬性
[00:02:01.980 --> 00:02:04.420]  例如約書亞的名字
[00:02:04.420 --> 00:02:08.900]  就是代表耶和華是拯救者
[00:02:08.900 --> 00:02:11.260]  而最後一類
[00:02:11.260 --> 00:02:13.620]  就是用名字來告訴別人
[00:02:13.620 --> 00:02:16.420]  弟弟的人生使命
[00:02:16.420 --> 00:02:22.140]  就像今天我們基督徒很喜歡說的「召命」
[00:02:23.180 --> 00:02:26.980]  而我們今天所研讀的耶利米書的作者
[00:02:26.980 --> 00:02:28.300]  耶利米
[00:02:28.300 --> 00:02:32.860]  原來祂的名字的意思就是屬於第三類的
[00:02:32.860 --> 00:02:34.780]  在希伯來文
[00:02:34.780 --> 00:02:37.100]  耶利米可以翻譯為
[00:02:37.100 --> 00:02:39.620]  「耶和華高舉」
[00:02:39.620 --> 00:02:41.980]  或者是「耶和華高升」
[00:02:41.980 --> 00:02:44.460]  所以耶利米的爸爸媽媽
[00:02:44.460 --> 00:02:46.460]  是希望用祂
[00:02:46.460 --> 00:02:49.500]  去高舉耶和華神
[00:02:49.500 --> 00:02:52.140]  為祂一生的使命
[00:02:52.860 --> 00:02:56.780]  就是讓神在人的心目中的地位可以高升
[00:02:56.780 --> 00:02:59.300]  今天我們的經文
[00:02:59.300 --> 00:03:01.180]  是讓我們可以看到
[00:03:01.180 --> 00:03:04.460]  耶和華神是怎樣呼召耶利米
[00:03:04.460 --> 00:03:06.580]  幫助祂認定
[00:03:06.580 --> 00:03:10.220]  可以怎樣在祂們的世代
[00:03:10.220 --> 00:03:14.860]  去落實祂這個名所寓意的
[00:03:14.860 --> 00:03:16.700]  也都盼望
[00:03:16.700 --> 00:03:20.740]  透過耶利米複述祂這一次遇見神的經過
[00:03:20.900 --> 00:03:23.340]  幫助我們一眾的基督徒
[00:03:23.340 --> 00:03:27.100]  明白我們可以怎樣在現世代
[00:03:27.100 --> 00:03:28.780]  回應神的呼召
[00:03:28.780 --> 00:03:30.780]  去落實神給我們
[00:03:30.780 --> 00:03:34.780]  基督徒這個名的意義
[00:03:34.780 --> 00:03:37.780]  讓我們就開始先讀一下
[00:03:37.780 --> 00:03:40.580]  耶利米書第一章一至十節
[00:03:40.580 --> 00:03:41.820]  讓我們一起開始
[00:03:41.820 --> 00:03:42.940]  一二三
[00:03:43.340 --> 00:03:52.220]  文彼亞 這一位祭司希律加的兒子耶利米的話記載下
[00:03:52.220 --> 00:03:58.020]  猶大王阿滿的兒子約西亞作王第十三年
[00:03:58.020 --> 00:04:01.340]  耶和華的話臨到耶利米
[00:04:01.340 --> 00:04:06.740]  從猶大王約西亞的兒子約亞竟年間
[00:04:06.740 --> 00:04:11.740]  直到猶大王約西亞的兒子西底加末年
[00:04:11.940 --> 00:04:14.420]  就是第十一年五月
[00:04:14.420 --> 00:04:17.700]  耶路撒冷人被擄的時候
[00:04:17.700 --> 00:04:21.620]  耶和華的話也常臨到耶利米
[00:04:21.620 --> 00:04:24.740]  耶和華的話臨到我說
[00:04:24.740 --> 00:04:28.660]  我使你在母胎中成形已先
[00:04:28.660 --> 00:04:30.300]  就認識你
[00:04:30.300 --> 00:04:32.500]  你還未出母胎
[00:04:32.500 --> 00:04:35.220]  我已把你分別為性
[00:04:35.220 --> 00:04:38.020]  立你作列國的先知
[00:04:38.140 --> 00:04:42.940]  我就說耶和華 我不曉得說話
[00:04:42.940 --> 00:04:44.980]  因為我年輕
[00:04:44.980 --> 00:04:46.980]  耶和華對我說
