
[00:00:00.000 --> 00:00:02.000]  影子妹早安
[00:00:02.000 --> 00:00:06.000]  我是恩福北區堂的建禮牧師
[00:00:06.000 --> 00:00:08.000]  我太太是二名牧師
[00:00:08.000 --> 00:00:11.000]  今天很開心來到大家的中間
[00:00:11.000 --> 00:00:14.000]  不知道大家知不知道
[00:00:14.000 --> 00:00:20.000]  恩福北區堂將會在哪裏成為堂祠呢?
[00:00:20.000 --> 00:00:22.000]  有些知道有些不知道
[00:00:22.000 --> 00:00:25.000]  待會我們會播放一條短片
[00:00:25.000 --> 00:00:27.000]  嘉喬牧師講到之前
[00:00:27.000 --> 00:00:30.000]  大家留心看一看這條短片
[00:00:31.000 --> 00:00:33.000]  詩篇第十六篇
[00:00:33.000 --> 00:00:36.000]  詩人說神用乘涼給他的地界
[00:00:36.000 --> 00:00:38.000]  坐落在皆美之地
[00:00:38.000 --> 00:00:39.000]  我們很感謝神
[00:00:39.000 --> 00:00:41.000]  恩福的第四間寺堂
[00:00:41.000 --> 00:00:44.000]  終於落實在粉嶺的牽扯間
[00:00:44.000 --> 00:00:47.000]  並且命名為恩福北區堂
[00:00:47.000 --> 00:00:50.000]  接下來我們會有大步走的籌款活動
[00:00:50.000 --> 00:00:52.000]  希望凝聚大家
[00:00:52.000 --> 00:00:55.000]  一起為這個城市來土告
[00:00:55.000 --> 00:00:58.000]  紀念到北區福音的宿命
[00:00:58.000 --> 00:01:01.000]  紀念到北區福音的需要
[00:01:01.000 --> 00:01:04.000]  願意我們一起走入北區
[00:01:04.000 --> 00:01:08.000]  北區大步走建堂馬拉松及步行籌款
[00:01:08.000 --> 00:01:11.000]  北區大步走是為恩福家北區第四子
[00:01:11.000 --> 00:01:14.000]  籌募建堂經費而進行的活動
[00:01:14.000 --> 00:01:17.000]  我們好像基督的精兵整裝待發
[00:01:17.000 --> 00:01:19.000]  從恩福母堂出發
[00:01:19.000 --> 00:01:20.000]  邁向北區
[00:01:20.000 --> 00:01:23.000]  齊心實踐本地宣教
[00:01:23.000 --> 00:01:24.000]  共建神教
[00:01:24.000 --> 00:01:26.000]  宣提北區議長
[00:01:26.000 --> 00:01:28.000]  支持本地宣教
[00:01:28.000 --> 00:01:30.000]  建立第四子堂
[00:01:30.000 --> 00:01:35.000]  在2025年3月22日
[00:01:35.000 --> 00:01:38.000]  兩位牧者和一班第四子堂的核心成員
[00:01:38.000 --> 00:01:40.000]  以及康體部的同工
[00:01:40.000 --> 00:01:43.000]  已經由荔枝角恩福母堂
[00:01:43.000 --> 00:01:45.000]  步行到城門水塘
[00:01:45.000 --> 00:01:48.000]  象徵著建堂籌款旅程的開始
[00:01:48.000 --> 00:01:52.000]  感恩當日天父賜給我們
[00:01:52.000 --> 00:01:53.000]  有晴朗的天氣
[00:01:53.000 --> 00:01:55.000]  微風相伴
[00:01:55.000 --> 00:01:58.000]  大家一邊欣賞神創造的風景
[00:01:58.000 --> 00:01:59.000]  一邊昂首闊步
[00:01:59.000 --> 00:02:00.000]  彼此分享
[00:02:00.000 --> 00:02:02.000]  士氣非常高昂
[00:02:02.000 --> 00:02:05.000]  我們已經由恩福來到九龍水塘的入口
[00:02:05.000 --> 00:02:08.000]  表示我們已經邁向新界的進程
[00:02:08.000 --> 00:02:11.000]  乾杯
[00:02:11.000 --> 00:02:13.000]  建堂議長
[00:02:13.000 --> 00:02:15.000]  你我同行
[00:02:15.000 --> 00:02:17.000]  這次北區大步走籌款
[00:02:17.000 --> 00:02:20.000]  不單是金錢上的奉獻
[00:02:20.000 --> 00:02:22.000]  更是全教會之體
[00:02:22.000 --> 00:02:24.000]  同心參與的見證
[00:02:24.000 --> 00:02:26.000]  無論你是參加跑步
[00:02:26.000 --> 00:02:27.000]  還是步行
[00:02:27.000 --> 00:02:29.000]  或者是金錢奉獻
[00:02:29.000 --> 00:02:30.000]  每個弟兄姊妹
[00:02:30.000 --> 00:02:33.000]  都能成為北區建堂的一份子
[00:02:33.000 --> 00:02:35.000]  建立第四子
[00:02:35.000 --> 00:02:36.000]  你我都有份
[00:02:36.000 --> 00:02:39.000]  讓我們繼續以信心和行動
[00:02:39.000 --> 00:02:41.000]  回應神的呼召
[00:02:41.000 --> 00:02:45.000]  弟兄姊妹和我們一起
[00:02:45.000 --> 00:02:48.000]  一樣都預備了整裝待發
[00:02:48.000 --> 00:02:49.000]  不過我記得一個片段
[00:02:49.000 --> 00:02:50.000]  就是建立牧師
[00:02:50.000 --> 00:02:51.000]  是一個很能跑的牧師
[00:02:51.000 --> 00:02:53.000]  有一次他約我一起
[00:02:53.000 --> 00:02:54.000]  跑到大埔
[00:02:54.000 --> 00:02:56.000]  我覺得是一個很美好的經歷
[00:02:56.000 --> 00:02:58.000]  不過很期望不是單我們兩個跑
[00:02:58.000 --> 00:03:00.000]  而是因福眾弟兄姊妹一起跑
[00:03:00.000 --> 00:03:03.000]  因為第四子都會有我們的家人
[00:03:03.000 --> 00:03:04.000]  在北區裏面住
[00:03:04.000 --> 00:03:06.000]  都會有我們的親戚朋友
[00:03:06.000 --> 00:03:08.000]  在北區裏面住
[00:03:08.000 --> 00:03:09.000]  很期望大家一起藉著
[00:03:09.000 --> 00:03:10.000]  接下來的籌款活動
[00:03:10.000 --> 00:03:11.000]  一起參與
[00:03:11.000 --> 00:03:13.000]  我們可能或行或跑
[00:03:13.000 --> 00:03:15.000]  你做好我好像這樣
[00:03:15.000 --> 00:03:16.000]  做好全身的裝備
[00:03:16.000 --> 00:03:17.000]  隨時來到的時候
[00:03:17.000 --> 00:03:18.000]  就可以一起參與
[00:03:18.000 --> 00:03:20.000]  成為我們一起擁抱的
[00:03:20.000 --> 00:03:21.000]  彼此的服侍
[00:03:21.000 --> 00:03:23.000]  很想大家一起去參與
[00:03:23.000 --> 00:03:24.000]  去支持我們
[00:03:24.000 --> 00:03:27.000]  因福北區堂大步走需要你
[00:03:27.000 --> 00:03:30.000]  因福北區堂大步走需要你
[00:03:30.000 --> 00:03:45.000]  我想大家給點掌聲
[00:03:45.000 --> 00:03:47.000]  Iman和建良
[00:03:50.000 --> 00:03:53.000]  因為是一個很不容易的時間
[00:03:53.000 --> 00:03:55.000]  他們願意承擔上帝的使命
[00:03:55.000 --> 00:03:56.000]  今天進來的時候
[00:03:56.000 --> 00:04:00.000]  他們將一個明燈的徽章
[00:04:00.000 --> 00:04:03.000]  放在我的衣襟上
[00:04:03.000 --> 00:04:06.000]  我發覺在北區堂的籌備裏面
[00:04:06.000 --> 00:04:08.000]  有很多很多的挑戰
[00:04:08.000 --> 00:04:10.000]  因為是一個很
[00:04:10.000 --> 00:04:13.000]  用明燈我覺得是一個很好的表達
[00:04:13.000 --> 00:04:15.000]  因為在過去的日子
[00:04:15.000 --> 00:04:17.000]  是一個很黑暗的日子
[00:04:17.000 --> 00:04:19.000]  所以今天我選了一段經文
[00:04:19.000 --> 00:04:23.000]  在視頻轉的一段經文
[00:04:23.000 --> 00:04:24.000]  去和大家分享
[00:04:24.000 --> 00:04:28.000]  我們北區堂的一個意象
[00:04:28.000 --> 00:04:29.000]  首先說一下
[00:04:29.000 --> 00:04:31.000]  我們北區堂成立的一些經過
[00:04:31.000 --> 00:04:33.000]  我發覺在成立的時候
[00:04:33.000 --> 00:04:36.000]  他們選擇了成為明燈照耀
[00:04:36.000 --> 00:04:38.000]  一個最好的表達
[00:04:38.000 --> 00:04:40.000]  因為在我們籌備的時候
[00:04:40.000 --> 00:04:41.000]  五年之前我們籌備
[00:04:41.000 --> 00:04:43.000]  是經歷著一個很艱難的時候
[00:04:43.000 --> 00:04:45.000]  我們有兩個最大的艱難
[00:04:45.000 --> 00:04:46.000]  就是時代的艱難
[00:04:46.000 --> 00:04:50.000]  第二個就是在我們找堂址上的艱難
[00:04:50.000 --> 00:04:52.000]  我們在元朗堂直堂之後
[00:04:52.000 --> 00:04:54.000]  我們立刻面對社會
[00:04:54.000 --> 00:04:55.000]  面對社會的撕裂
[00:04:55.000 --> 00:04:59.000]  跟著我們面對了人心惶惶的移民的高潮
[00:04:59.000 --> 00:05:01.000]  在那一刻我們還在問
[00:05:01.000 --> 00:05:03.000]  我們還是不是需要有直堂
[00:05:03.000 --> 00:05:06.000]  或者我們還是不是有能力去直堂
[00:05:06.000 --> 00:05:08.000]  這個我們當時很擔心的事情
[00:05:08.000 --> 00:05:11.000]  很多香港的教會都面對很多的挑戰
[00:05:11.000 --> 00:05:12.000]  但是很感謝神
[00:05:12.000 --> 00:05:15.000]  仍然讓我們堅持著這個意象
[00:05:15.000 --> 00:05:18.000]  仍然沒有放下我們作為一間教會
[00:05:18.000 --> 00:05:21.000]  我們繼續向外展望的心志
[00:05:21.000 --> 00:05:23.000]  以致我們今天能夠看到
[00:05:23.000 --> 00:05:27.000]  上帝繼續在祝福我們所選擇的路
[00:05:27.000 --> 00:05:29.000]  在堂址上我們選擇了北區之後
[00:05:29.000 --> 00:05:31.000]  我們發覺原來打開地圖
[00:05:31.000 --> 00:05:34.000]  能夠揀選的地方是很有限
[00:05:34.000 --> 00:05:36.000]  很少很少
[00:05:36.000 --> 00:05:38.000]  兼此我們在選擇的時候
[00:05:38.000 --> 00:05:42.000]  我們在一個交上文件的時間
[00:05:42.000 --> 00:05:43.000]  和租紙堂的時間
[00:05:43.000 --> 00:05:45.000]  兩者之間的配合
[00:05:45.000 --> 00:05:47.000]  我們都有不同的看法
[00:05:47.000 --> 00:05:50.000]  我們當時變得相當之困難
[00:05:50.000 --> 00:05:52.000]  但是就在這個等待的時候
[00:05:52.000 --> 00:05:54.000]  我覺得神很大的憐憫
[00:05:54.000 --> 00:05:57.000]  祂讓建量牧師和二妹牧師
[00:05:57.000 --> 00:05:59.000]  在等待裡面成熟
[00:05:59.000 --> 00:06:00.000]  也在等待裡面
[00:06:00.000 --> 00:06:02.000]  他們建立了一個成熟的團隊
[00:06:02.000 --> 00:06:05.000]  他們在十四樓已經進行了很多日子
[00:06:05.000 --> 00:06:06.000]  一個兩年的
[00:06:06.000 --> 00:06:08.000]  一年多兩年的崇拜
[00:06:08.000 --> 00:06:10.000]  他們好像在等待紅海的開路
[00:06:10.000 --> 00:06:12.000]  終於在今年九月的時候
[00:06:12.000 --> 00:06:13.000]  我們終於找到一個地方
[00:06:13.000 --> 00:06:17.000]  可以完全符合我們所有期望的規條
[00:06:17.000 --> 00:06:19.000]  以致我們能夠租用這個地方
[00:06:19.000 --> 00:06:21.000]  成為北區堂址
[00:06:21.000 --> 00:06:22.000]  走到另一個關口
[00:06:22.000 --> 00:06:24.000]  但是當這個關口出現的時候
[00:06:24.000 --> 00:06:26.000]  我們發覺原來後面已經有一個
[00:06:26.000 --> 00:06:28.000]  等待成熟的對公
[00:06:28.000 --> 00:06:29.000]  所以在暗黑的時候
[00:06:29.000 --> 00:06:32.000]  上帝往往將祂最明亮的光輝展示出來
[00:06:32.000 --> 00:06:34.000]  今天我想和大家藉著
[00:06:34.000 --> 00:06:36.000]  《仕途行傳》十一章和十三章
[00:06:36.000 --> 00:06:38.000]  講到的安提柯教會
[00:06:38.000 --> 00:06:40.000]  就是看得見當時
[00:06:40.000 --> 00:06:41.000]  即使說多暗黑的日子
[00:06:41.000 --> 00:06:43.000]  我們都看見上帝能夠在裡面
[00:06:43.000 --> 00:06:45.000]  顯出祂的明光
[00:06:45.000 --> 00:06:47.000]  我們一起讀出這兩段經文好不好
[00:06:47.000 --> 00:06:50.000]  好我們一起來
[00:06:50.000 --> 00:06:52.000]  好一二三
[00:06:52.000 --> 00:06:55.000]  那些因事提反的事
[00:06:55.000 --> 00:06:59.000]  遭患難而四處分散的悶倒
[00:06:59.000 --> 00:07:01.000]  直走到菲利基
[00:07:01.000 --> 00:07:04.000]  塞浦路斯和安提柯
[00:07:04.000 --> 00:07:07.000]  他們不向別人講道
[00:07:07.000 --> 00:07:09.000]  只向猶太人講
[00:07:09.000 --> 00:07:14.000]  但內中有塞浦路斯和古利內人
[00:07:14.000 --> 00:07:16.000]  他們到了安提柯
[00:07:16.000 --> 00:07:21.000]  也向希臘人傳講主耶穌的福音
[00:07:21.000 --> 00:07:24.000]  主的手與他們同在
[00:07:24.000 --> 00:07:27.000]  信而歸主的人數很多
[00:07:27.000 --> 00:07:32.000]  這風聲傳到耶路撒冷教會的人耳中
[00:07:32.000 --> 00:07:37.000]  他們就打發巴拿巴到安提柯去
[00:07:37.000 --> 00:07:39.000]  他到了那裡
[00:07:39.000 --> 00:07:43.000]  看見神所賜的恩就歡喜
[00:07:43.000 --> 00:07:46.000]  勸勉眾人要立定心志
[00:07:46.000 --> 00:07:48.000]  恆久靠主
[00:07:48.000 --> 00:07:51.000]  這巴拿巴原是個好人
[00:07:51.000 --> 00:07:54.000]  滿有聖靈和信心
[00:07:54.000 --> 00:07:58.000]  於是有許多人歸服了主
[00:07:58.000 --> 00:08:02.000]  他又往大掃去找掃羅
[00:08:02.000 --> 00:08:07.000]  找著了就帶他到安提柯去
[00:08:07.000 --> 00:08:11.000]  他們足有一年和教會一同聚集
[00:08:11.000 --> 00:08:13.000]  教導了許多人
[00:08:13.000 --> 00:08:16.000]  門徒稱為基督徒
[00:08:16.000 --> 00:08:19.000]  是從安提柯開始的
[00:08:19.000 --> 00:08:21.000]  當那些日子
[00:08:21.000 --> 00:08:26.000]  有幾位先知從耶路撒冷下到安提柯
[00:08:26.000 --> 00:08:31.000]  內中有一位名叫阿基伯
[00:08:31.000 --> 00:08:32.000]  站起來
[00:08:32.000 --> 00:08:38.000]  藉著聖靈指示普天下將有大饑荒
[00:08:38.000 --> 00:08:43.000]  這是在克魯底年間果然實現了
[00:08:43.000 --> 00:08:49.000]  於是門徒決定照各人的力量捐錢
[00:08:49.000 --> 00:08:53.000]  送去供給住在猶太的弟兄
[00:08:53.000 --> 00:08:56.000]  他們就這樣做了
[00:08:56.000 --> 00:09:02.000]  托巴拿巴和掃羅的手送到眾長老那裡
[00:09:02.000 --> 00:09:04.000]  然後在十三章我們繼續讀
[00:09:04.000 --> 00:09:07.000]  在安提柯的教會中
[00:09:07.000 --> 00:09:10.000]  有幾位先知和教師
[00:09:10.000 --> 00:09:15.000]  就是巴拿巴和稱為利潔的西面
[00:09:15.000 --> 00:09:17.000]  古利內人路求
[00:09:17.000 --> 00:09:23.000]  與希律分封王一起長大的瑪念和掃羅
[00:09:23.000 --> 00:09:28.000]  他們在侍奉主和禁食的時候
[00:09:28.000 --> 00:09:29.000]  聖靈說
[00:09:29.000 --> 00:09:33.000]  要為我分派巴拿巴和掃羅
[00:09:33.000 --> 00:09:37.000]  去做我召他們做的工作
[00:09:37.000 --> 00:09:40.000]  於是他們禁食禱告後
[00:09:40.000 --> 00:09:44.000]  給巴拿巴和掃羅按手
[00:09:44.000 --> 00:09:47.000]  然後派遣他們走了
[00:09:47.000 --> 00:09:50.000]  我們是一起禱告的
[00:09:50.000 --> 00:09:52.000]  我們在克靜脈的時間
[00:09:52.000 --> 00:09:59.000]  將聖經的話語沉在我們的心底
[00:09:59.000 --> 00:10:03.000]  七位主當日在饑荒的時候
[00:10:03.000 --> 00:10:04.000]  在迫不得已的時候
[00:10:04.000 --> 00:10:07.000]  你興起安提柯教會
[00:10:07.000 --> 00:10:13.000]  成為了在亞洲甚至日後歐洲的明燈
[00:10:13.000 --> 00:10:17.000]  至於今天我們在最困境的時候
[00:10:17.000 --> 00:10:20.000]  我們仍然相信上帝你要興起教會
[00:10:20.000 --> 00:10:26.000]  成為香港成為大灣區成為中國的明燈
[00:10:26.000 --> 00:10:28.000]  求主給我們一份廣闊的心智
[00:10:28.000 --> 00:10:32.000]  將眼目看到極遠不可限制之地
[00:10:32.000 --> 00:10:36.000]  我們這樣禱告奉耶穌基督的名義求
[00:10:36.000 --> 00:10:41.000]  恩福堂有一個使命
