
[00:00:00.000 --> 00:00:03.000]  在今天清晨的時候
[00:00:03.000 --> 00:00:07.000]  不知道你有沒有在神的面前
[00:00:07.000 --> 00:00:09.000]  去想一想
[00:00:09.000 --> 00:00:13.000]  你回恩福的日子有多久呢?
[00:00:13.000 --> 00:00:19.000]  你回恩福的日子有多久呢?
[00:00:19.000 --> 00:00:22.000]  去想一想
[00:00:22.000 --> 00:00:26.000]  有多少人是五年以下的?
[00:00:26.000 --> 00:00:28.000]  五年以下的
[00:00:28.000 --> 00:00:30.000]  這裡有五年以下的
[00:00:30.000 --> 00:00:33.000]  有多少人是十年以下的呢?
[00:00:33.000 --> 00:00:35.000]  也不少
[00:00:35.000 --> 00:00:40.000]  有多少人是十五年以下的呢?
[00:00:40.000 --> 00:00:43.000]  也很多,越來越多
[00:00:43.000 --> 00:00:49.000]  有多少人是二十到二十五年之間的呢?
[00:00:49.000 --> 00:00:52.000]  也很多
[00:00:52.000 --> 00:00:56.000]  有多少人是三十年以上
[00:00:56.000 --> 00:00:58.000]  或者三十六年以上
[00:00:58.000 --> 00:01:02.000]  在方方年代已經參加
[00:01:02.000 --> 00:01:06.000]  這裡也有很多恩福之心
[00:01:06.000 --> 00:01:10.000]  甚至是執事的弟兄姊妹
[00:01:10.000 --> 00:01:11.000]  在這些日子裡
[00:01:11.000 --> 00:01:13.000]  你回恩福很多年
[00:01:13.000 --> 00:01:16.000]  在崇拜每一個星期你都來
[00:01:16.000 --> 00:01:18.000]  但是你心中
[00:01:18.000 --> 00:01:22.000]  心中除了每個星期來崇拜之外
[00:01:22.000 --> 00:01:26.000]  你心中有沒有一些確信
[00:01:26.000 --> 00:01:33.000]  有沒有一些你心中很肯定的信念
[00:01:33.000 --> 00:01:36.000]  因為會很影響我們敬拜的質素
[00:01:36.000 --> 00:01:39.000]  有幾個問題我想你思想一下
[00:01:39.000 --> 00:01:41.000]  在你心中
[00:01:41.000 --> 00:01:46.000]  你是否確信神是無所不在?
[00:01:48.000 --> 00:01:52.000]  有多少人確信神是無所不在?
[00:01:52.000 --> 00:01:58.000]  有多少人確信神是無所不能
[00:01:58.000 --> 00:02:00.000]  無所不知的?
[00:02:00.000 --> 00:02:06.000]  若然你是相信神是無所不在
[00:02:06.000 --> 00:02:08.000]  無所不知,無所不能的話
[00:02:08.000 --> 00:02:11.000]  以下請你以一分鐘的時間
[00:02:11.000 --> 00:02:13.000]  向神禱告
[00:02:13.000 --> 00:02:15.000]  在今天的崇拜
[00:02:15.000 --> 00:02:17.000]  你的心準備好了嗎?
[00:02:17.000 --> 00:02:19.000]  你的心準備好了嗎?
[00:02:19.000 --> 00:02:22.000]  以下一分鐘的時間請你先向神禱告
[00:02:22.000 --> 00:02:24.000]  因為神的靈在你心中
[00:02:24.000 --> 00:02:26.000]  祂聽到你禱告
[00:02:26.000 --> 00:02:28.000]  神在你心中
[00:02:28.000 --> 00:02:30.000]  亦都在你身邊
[00:02:30.000 --> 00:02:32.000]  請你先禱告
[00:02:32.000 --> 00:02:38.000]  以一分鐘的時間向神禱告
[00:02:38.000 --> 00:02:40.000]  (神禱)
[00:02:40.000 --> 00:02:42.000]  (神禱)
[00:02:42.000 --> 00:02:44.000]  (神禱)
[00:02:44.000 --> 00:02:46.000]  (神禱)
[00:02:47.000 --> 00:02:49.000]  (神禱)
[00:02:50.000 --> 00:02:52.000]  (神禱)
[00:02:53.000 --> 00:02:55.000]  (神禱)
[00:02:55.000 --> 00:02:57.000]  (神禱)
[00:02:57.000 --> 00:02:59.000]  (神禱)
[00:02:59.000 --> 00:03:01.000]  (神禱)
[00:03:02.000 --> 00:03:04.000]  (神禱)
[00:03:30.000 --> 00:03:32.000]  切愛天父上帝
[00:03:32.000 --> 00:03:36.000]  懇求聖靈引導我們進入真理
[00:03:36.000 --> 00:03:38.000]  願意你透過自己的說話
[00:03:38.000 --> 00:03:41.000]  去建立我們生命,提升我們生命
[00:03:41.000 --> 00:03:44.000]  以致我們的生命能夠得蒙神喜悅
[00:03:44.000 --> 00:03:47.000]  求祢帶領我們以下時間
[00:03:47.000 --> 00:03:49.000]  能夠親近祢
[00:03:49.000 --> 00:03:51.000]  能夠蒙祢月亮
[00:03:51.000 --> 00:03:53.000]  禱告交託
[00:03:53.000 --> 00:03:55.000]  是靠主耶穌基督得聖命求
[00:03:55.000 --> 00:03:57.000]  阿們
[00:03:57.000 --> 00:04:02.000]  在你自己祈禱的一分鐘裡
[00:04:02.000 --> 00:04:05.000]  能否發覺到
[00:04:05.000 --> 00:04:07.000]  可以跟神聊天
[00:04:07.000 --> 00:04:09.000]  說幾句話
[00:04:09.000 --> 00:04:11.000]  短短的幾句
[00:04:11.000 --> 00:04:13.000]  你剛才說的
[00:04:13.000 --> 00:04:15.000]  有多少人都可以
[00:04:15.000 --> 00:04:19.000]  雖然是一分鐘
[00:04:19.000 --> 00:04:22.000]  但不是每個人都那麼容易
[00:04:22.000 --> 00:04:24.000]  因為這一分鐘
[00:04:24.000 --> 00:04:28.000]  是要有意識和願意
[00:04:28.000 --> 00:04:30.000]  在日常崇拜和日常生活裡
[00:04:30.000 --> 00:04:32.000]  隨著日常生活裡
[00:04:32.000 --> 00:04:33.000]  我們都很忙碌
[00:04:33.000 --> 00:04:36.000]  要能夠向上帝說幾句話
[00:04:36.000 --> 00:04:39.000]  向上帝表達自己的心聲意願
[00:04:39.000 --> 00:04:40.000]  是不容易的
[00:04:40.000 --> 00:04:42.000]  因為在我們人生裡
[00:04:42.000 --> 00:04:44.000]  在我們生活節奏裡
[00:04:44.000 --> 00:04:46.000]  是很忙碌的
[00:04:46.000 --> 00:04:47.000]  有時回到崇拜
[00:04:47.000 --> 00:04:50.000]  我們心裡都會
[00:04:50.000 --> 00:04:52.000]  持續可以是
[00:04:52.000 --> 00:04:54.000]  在聽詩歌、聽訊息
[00:04:54.000 --> 00:04:57.000]  但我們可以很平面的
[00:04:57.000 --> 00:05:00.000]  即是這裡你夢到我,我夢到你
[00:05:00.000 --> 00:05:02.000]  未必很立體
[00:05:02.000 --> 00:05:05.000]  跟上帝、跟天父有一個連繫
[00:05:05.000 --> 00:05:08.000]  這個連繫是需要你有意識
[00:05:08.000 --> 00:05:10.000]  有意願、有心靈
[00:05:10.000 --> 00:05:12.000]  甚至跟祂說話、對話
[00:05:12.000 --> 00:05:15.000]  若然你能夠有這種
[00:05:15.000 --> 00:05:19.000]  立體跟上帝溝通的角度
[00:05:19.000 --> 00:05:22.000]  思維和關係的話
[00:05:22.000 --> 00:05:24.000]  在日常生活裡
[00:05:24.000 --> 00:05:26.000]  離開了禮拜堂之後
[00:05:26.000 --> 00:05:29.000]  你可以持續地跟神保持一個聯繫
[00:05:29.000 --> 00:05:31.000]  在崇拜我們可以透過
[00:05:31.000 --> 00:05:33.000]  詩歌神的話語跟神連繫
[00:05:33.000 --> 00:05:35.000]  亦有些弟兄姐妹
[00:05:35.000 --> 00:05:38.000]  透過之後上恩福的YouTube
[00:05:38.000 --> 00:05:40.000]  或者是現在網絡線上的
[00:05:40.000 --> 00:05:42.000]  YouTube頻道
[00:05:42.000 --> 00:05:43.000]  在神的話語裡
[00:05:43.000 --> 00:05:45.000]  透過聖靈和你心靈
[00:05:45.000 --> 00:05:47.000]  跟祂的一個連結
[00:05:47.000 --> 00:05:49.000]  你敬拜以真理
[00:05:49.000 --> 00:05:51.000]  以真誠的心
[00:05:51.000 --> 00:05:54.000]  神就可以在臨場跟你說話
[00:05:54.000 --> 00:05:56.000]  亦都可以你何時
[00:05:56.000 --> 00:05:58.000]  現在網絡線上
[00:05:58.000 --> 00:06:00.000]  甚至到恩福有時說完道
[00:06:00.000 --> 00:06:01.000]  隔了一段時間
[00:06:01.000 --> 00:06:04.000]  有些人說聽了我的講道
[00:06:04.000 --> 00:06:06.000]  接著又會有些回應
[00:06:06.000 --> 00:06:08.000]  原來神是無所不在
[00:06:08.000 --> 00:06:10.000]  無所不知、無所不能
[00:06:10.000 --> 00:06:12.000]  任何時間可以跟我們說話
[00:06:12.000 --> 00:06:14.000]  而我們自己有沒有準備好
[00:06:14.000 --> 00:06:18.000]  以一個跟上帝聊天說話的心
[00:06:18.000 --> 00:06:20.000]  當你預備到的時候
[00:06:20.000 --> 00:06:23.000]  神就隨時跟你說話
[00:06:23.000 --> 00:06:24.000]  所以剛才那分鐘
[00:06:24.000 --> 00:06:26.000]  若然你有困難
[00:06:26.000 --> 00:06:27.000]  日常生活你祈禱
[00:06:27.000 --> 00:06:28.000]  若然有困難
[00:06:28.000 --> 00:06:30.000]  我鼓勵你今天聽完訊息之後
[00:06:30.000 --> 00:06:32.000]  你可以培養一種
[00:06:32.000 --> 00:06:37.000]  立體三角形的思維、角度
[00:06:37.000 --> 00:06:40.000]  不只是平面日常生活
[00:06:40.000 --> 00:06:42.000]  並且隨時隨地
[00:06:42.000 --> 00:06:46.000]  與神溝通、禱告、聯繫
[00:06:46.000 --> 00:06:48.000]  在不同的日子
[00:06:48.000 --> 00:06:50.000]  我們可以從不同的角度
[00:06:50.000 --> 00:06:52.000]  去看人、事物
[00:06:52.000 --> 00:06:54.000]  你們恩福可能不同時間
[00:06:54.000 --> 00:06:56.000]  可能有些36年以上
[00:06:56.000 --> 00:06:57.000]  在方方年代已經在
[00:06:57.000 --> 00:07:00.000]  有些是25年
[00:07:00.000 --> 00:07:02.000]  有些是20年
[00:07:02.000 --> 00:07:04.000]  有人說
[00:07:04.000 --> 00:07:06.000]  特別受三福訓練的小隊
[00:07:06.000 --> 00:07:08.000]  都要學一個提問
[00:07:08.000 --> 00:07:10.000]  這個提問就是
[00:07:10.000 --> 00:07:13.000]  若然今天你離開世界
[00:07:13.000 --> 00:07:15.000]  你有沒有把握
[00:07:15.000 --> 00:07:18.000]  上天堂有永生?
[00:07:18.000 --> 00:07:20.000]  如果你有把握的話
[00:07:20.000 --> 00:07:21.000]  天使問你
[00:07:21.000 --> 00:07:23.000]  為什麼你有把握?
[00:07:23.000 --> 00:07:24.000]  這兩個問題
[00:07:24.000 --> 00:07:26.000]  有時在三福訓練的時候都會問
[00:07:26.000 --> 00:07:28.000]  又或者我們在新人組
[00:07:28.000 --> 00:07:29.000]  福音聖言經的時候
[00:07:29.000 --> 00:07:31.000]  我經常都在一課裡
[00:07:31.000 --> 00:07:32.000]  其中一課
[00:07:32.000 --> 00:07:34.000]  在末後的日子
[00:07:34.000 --> 00:07:37.000]  這個世界會有完結
[00:07:37.000 --> 00:07:39.000]  地球會有污染、地震
[00:07:39.000 --> 00:07:40.000]  會有完結
[00:07:40.000 --> 00:07:41.000]  有多少人會認知
[00:07:41.000 --> 00:07:45.000]  相信這個世界會有終局
[00:07:45.000 --> 00:07:47.000]  即是地球會有完結
[00:07:47.000 --> 00:07:48.000]  世界會有末日
[00:07:48.000 --> 00:07:50.000]  當我每次這樣問
[00:07:50.000 --> 00:07:52.000]  新人組的朋友的時候
[00:07:52.000 --> 00:07:54.000]  無論信不信
[00:07:54.000 --> 00:07:55.000]  絕大部分都相信
[00:07:55.000 --> 00:07:58.000]  這個世界會有完結
[00:07:58.000 --> 00:08:00.000]  如果人生裡
[00:08:00.000 --> 00:08:04.000]  今天是最後一天
[00:08:04.000 --> 00:08:07.000]  你的心情是怎樣的呢?
[00:08:07.000 --> 00:08:10.000]  如果今天是你最後的一天
[00:08:10.000 --> 00:08:13.000]  最近我都有兩位朋友
[00:08:13.000 --> 00:08:15.000]  一位是年長的姐妹
[00:08:15.000 --> 00:08:16.000]  夜間被接去
[00:08:16.000 --> 00:08:18.000]  一位是前恩福的教母同工
[00:08:18.000 --> 00:08:20.000]  都是夜晚被接去
[00:08:20.000 --> 00:08:22.000]  她年齡都不算很大
[00:08:22.000 --> 00:08:25.000]  但是人生就是可以
[00:08:25.000 --> 00:08:27.000]  天賦夜間就接去
[00:08:27.000 --> 00:08:28.000]  未必有心理準備
[00:08:28.000 --> 00:08:29.000]  家人和親友
[00:08:29.000 --> 00:08:31.000]  但是我們人生
[00:08:31.000 --> 00:08:33.000]  有沒有一個異國
