
[00:00:00.000 --> 00:00:04.160]  可否給掌聲今天的侍奉人員
[00:00:04.160 --> 00:00:07.560]  包括敬拜隊、史詩隊、AV team
[00:00:07.560 --> 00:00:09.160]  多謝他們的預備
[00:00:09.160 --> 00:00:10.760]  他們的服侍
[00:00:10.760 --> 00:00:12.600]  讓我們有一個很好的崇拜
[00:00:12.600 --> 00:00:16.200]  我不知道剛才在敬拜裏面有甚麼體會
[00:00:16.200 --> 00:00:17.800]  我覺得很被感動
[00:00:17.800 --> 00:00:21.160]  因為我們都是一個迷失的小弱
[00:00:21.160 --> 00:00:24.840]  但耶穌基督從來沒有放棄過我們
[00:00:24.840 --> 00:00:26.480]  祂尋找我們
[00:00:26.480 --> 00:00:29.560]  但願我們的生命都是主動一點
[00:00:29.560 --> 00:00:31.800]  不要等上帝來尋找我們
[00:00:31.800 --> 00:00:34.480]  我們主動一點去捉緊上帝
[00:00:34.480 --> 00:00:36.600]  主動一點去捉緊這份救恩
[00:00:36.600 --> 00:00:38.520]  主動一點去捉緊我們的救主
[00:00:38.520 --> 00:00:42.360]  讓我們的生命繼續成為一個榮耀上帝的生命
[00:00:42.360 --> 00:00:44.920]  榮耀耶穌基督的生命
[00:00:44.920 --> 00:00:45.920]  還有弟兄姊妹
[00:00:45.920 --> 00:00:47.040]  又一個新學年
[00:00:47.040 --> 00:00:49.000]  你長大了
[00:00:49.000 --> 00:00:50.640]  所以你跟隔壁說
[00:00:50.640 --> 00:00:52.120]  你長大了
[00:00:52.120 --> 00:00:54.200]  你要去找耶穌
[00:00:54.200 --> 00:00:56.880]  不要常常在這裡等耶穌去找你
[00:00:56.880 --> 00:00:59.080]  不要做那隻迷羊
[00:00:59.080 --> 00:01:00.080]  OK
[00:01:00.080 --> 00:01:05.360]  我今天講到
[00:01:05.360 --> 00:01:08.120]  我的講題叫「心裡了」
[00:01:08.120 --> 00:01:10.200]  我相信暑假的過程中
[00:01:10.200 --> 00:01:12.120]  大家都有很多成長
[00:01:12.120 --> 00:01:14.000]  你覺得你隔壁的老了嗎
[00:01:14.000 --> 00:01:16.200]  (笑)
[00:01:16.200 --> 00:01:17.960]  我的意思是成熟了
[00:01:17.960 --> 00:01:21.360]  不好意思,我用詞用得不太好
[00:01:21.360 --> 00:01:24.360]  我相信大家都成長了
[00:01:24.360 --> 00:01:27.160]  經歷了不少天賦
