
[00:00:00.000 --> 00:00:03.000]  各位平安
[00:00:03.000 --> 00:00:06.000]  今天是11月3日
[00:00:06.000 --> 00:00:11.000]  11月標誌著2024年進入尾聲
[00:00:11.000 --> 00:00:13.000]  我們恩福家的中堂
[00:00:13.000 --> 00:00:15.000]  自從今年的第一個主日
[00:00:15.000 --> 00:00:17.000]  開始講創世紀這個系列
[00:00:17.000 --> 00:00:20.000]  到今天也進入了尾聲
[00:00:20.000 --> 00:00:21.000]  尾二一講
[00:00:21.000 --> 00:00:25.000]  下個星期Erica牧師會和我們去做最後的總結
[00:00:25.000 --> 00:00:29.000]  上次James傳道和我們在創世紀39到41章
[00:00:29.000 --> 00:00:33.000]  從約瑟被哥哥賣去埃及
[00:00:33.000 --> 00:00:35.000]  被家人遺忘
[00:00:35.000 --> 00:00:38.000]  再被主母無辜受屈坐監
[00:00:38.000 --> 00:00:40.000]  最後又被酒精忘記
[00:00:40.000 --> 00:00:44.000]  帶出逆境患難見真信
[00:00:44.000 --> 00:00:47.000]  約瑟之後為法老去解夢
[00:00:47.000 --> 00:00:50.000]  一夜之間從奸下囚
[00:00:50.000 --> 00:00:53.000]  變成了一個在埃及治理全地的宰相
[00:00:53.000 --> 00:00:56.000]  接下來的42到45章
[00:00:56.000 --> 00:00:58.000]  是很多人聽過的情節
[00:00:58.000 --> 00:01:02.000]  約瑟和被賣去的兄弟相認
[00:01:02.000 --> 00:01:06.000]  然後重遇他最掛念的弟弟Benjamin Benaman
[00:01:06.000 --> 00:01:08.000]  約瑟如何再有智慧
[00:01:08.000 --> 00:01:11.000]  一步一步通過幾個測試
[00:01:11.000 --> 00:01:12.000]  去試驗哥哥
[00:01:12.000 --> 00:01:14.000]  讓他們良心發現
[00:01:14.000 --> 00:01:18.000]  之後引起他們去想自己也得罪神
[00:01:18.000 --> 00:01:20.000]  最後他又給機會哥哥
[00:01:20.000 --> 00:01:22.000]  他們去表達自己是否真的改變了
[00:01:22.000 --> 00:01:26.000]  這幾章裏我數過約瑟是哭了四次
[00:01:26.000 --> 00:01:28.000]  在42 43 45章都有
[00:01:28.000 --> 00:01:30.000]  是很動人的記載
[00:01:30.000 --> 00:01:33.000]  我鼓勵大家一會兒回家自己看
[00:01:33.000 --> 00:01:37.000]  最少在一個星期裏讀下42至45章
[00:01:37.000 --> 00:01:40.000]  你就可以原汁原味去細味這些經文
[00:01:40.000 --> 00:01:43.000]  交了42至45章給大家
[00:01:43.000 --> 00:01:48.000]  我今天就想和大家說接下來的46和47章
[00:01:48.000 --> 00:01:51.000]  上一次我站在這裏和大家分享的時候
[00:01:51.000 --> 00:01:52.000]  就已經是創世紀29章
