
[00:00:00.000 --> 00:00:08.000]  今日的講題是
[00:00:08.000 --> 00:00:12.000]  「把口是我的,誰可以管?」
[00:00:12.000 --> 00:00:16.000]  我們在講道之前,讓我們一起有個禱告
[00:00:16.000 --> 00:00:18.000]  參加主義,多謝你
[00:00:18.000 --> 00:00:21.000]  讓我們進入你的聖殿的時候
[00:00:21.000 --> 00:00:24.000]  讓我們的心心靈都在這裡
[00:00:24.000 --> 00:00:28.000]  讓我們能夠聽得懂你所說的話
[00:00:28.000 --> 00:00:32.000]  奉主耶穌的名求,阿們
[00:00:32.000 --> 00:00:36.000]  大家有看新聞
[00:00:36.000 --> 00:00:39.000]  有看新聞的時候有沒有留意到
[00:00:39.000 --> 00:00:43.000]  有些罪案是和金錢有關的
[00:00:43.000 --> 00:00:45.000]  有吧?
[00:00:45.000 --> 00:00:48.000]  但是除了金錢罪案有關
[00:00:48.000 --> 00:00:50.000]  你有沒有想到
[00:00:50.000 --> 00:00:55.000]  原來有些罪案是和我們的口有關
[00:00:55.000 --> 00:00:59.000]  曾經在2018年8月
[00:00:59.000 --> 00:01:05.000]  有一宗新聞是曾經轟動香港的
[00:01:05.000 --> 00:01:15.000]  就是某某大學的副教授
[00:01:15.000 --> 00:01:17.000]  他在大學的宿舍裡
[00:01:17.000 --> 00:01:20.000]  用電線勒死了他太太
[00:01:20.000 --> 00:01:25.000]  然後把屍體放在辦公室裡
[00:01:25.000 --> 00:01:28.000]  被告否認不是謀殺
[00:01:28.000 --> 00:01:31.000]  只是誤殺了太太
[00:01:31.000 --> 00:01:36.000]  被告說是因為對方和他爭執
[00:01:36.000 --> 00:01:40.000]  他的說話刺激到他,令他犯罪
[00:01:40.000 --> 00:01:44.000]  而他長期受到太太的言語暴力
[00:01:44.000 --> 00:01:47.000]  令他患有嚴重抑鬱
[00:01:47.000 --> 00:01:50.000]  看到這裡我會想想
[00:01:50.000 --> 00:01:52.000]  我對Sam的傳遞是怎樣的呢?
[00:01:52.000 --> 00:01:55.000]  我也要自己反省
[00:01:55.000 --> 00:01:57.000]  這個被告說
[00:01:57.000 --> 00:02:00.000]  他在被言語挑逗下
[00:02:00.000 --> 00:02:04.000]  失去了判斷力和自制力
[00:02:04.000 --> 00:02:08.000]  造成了一個無法挽回的過錯
[00:02:08.000 --> 00:02:12.000]  我不評論他的理由是否充分
[00:02:12.000 --> 00:02:15.000]  但是從這個案件裡我們看到
[00:02:15.000 --> 00:02:19.000]  竊竊私密真的可以帶來可大可小的禍害
[00:02:19.000 --> 00:02:22.000]  聖經說
[00:02:22.000 --> 00:02:26.000]  生死在竊竊私密的權下
[00:02:26.000 --> 00:02:30.000]  喜愛他的,必是他所結的果子
[00:02:30.000 --> 00:02:33.000]  原來一句話可以建立人
[00:02:33.000 --> 00:02:36.000]  同樣也可以摧毀人
[00:02:36.000 --> 00:02:39.000]  真的關乎生死的事
[00:02:39.000 --> 00:02:43.000]  今天教會亞國書講道的系列
[00:02:43.000 --> 00:02:46.000]  第3章1至12節
[00:02:46.000 --> 00:02:48.000]  也是講到舌頭的問題
[00:02:48.000 --> 00:02:52.000]  我們一起先讀1至6節的經文
[00:02:52.000 --> 00:02:54.000]  我們一起讀,1,2,3
[00:02:54.000 --> 00:02:59.000]  我的弟兄,不要許多人做教師
[00:02:59.000 --> 00:03:01.000]  因為你們知道
[00:03:01.000 --> 00:03:05.000]  我們做教師的要接受更嚴厲的審判
[00:03:05.000 --> 00:03:09.000]  原來我們在許多事上都有過失
[00:03:09.000 --> 00:03:12.000]  若有人在言語上沒有過失
[00:03:12.000 --> 00:03:14.000]  他就是完全的人
[00:03:14.000 --> 00:03:17.000]  也能勒住自己的全身
[00:03:17.000 --> 00:03:22.000]  我們若把嘴環放在馬嘴裡使他們馴服
[00:03:22.000 --> 00:03:26.000]  他就控制他們的全身
[00:03:26.000 --> 00:03:28.000]  再看船隻
[00:03:28.000 --> 00:03:32.000]  雖然甚大,又被強風猛吹
[00:03:32.000 --> 00:03:34.000]  只用少少的舵
[00:03:34.000 --> 00:03:37.000]  就隨著掌舵的意思轉動
[00:03:37.000 --> 00:03:40.000]  同樣舌頭是小肢體
[00:03:40.000 --> 00:03:42.000]  卻能說大話
[00:03:42.000 --> 00:03:47.000]  看,最小的火能點燃最大的樹林
[00:03:47.000 --> 00:03:49.000]  舌頭就是火
[00:03:49.000 --> 00:03:51.000]  在我們百體中
[00:03:51.000 --> 00:03:54.000]  舌頭是個不義的世界
[00:03:54.000 --> 00:03:56.000]  能玷污全身
[00:03:56.000 --> 00:03:59.000]  也能燒毀生命的輪子
[00:03:59.000 --> 00:04:03.000]  而且是被地獄的火炎點著
[00:04:03.000 --> 00:04:05.000]  在第一節裡
[00:04:05.000 --> 00:04:09.000]  雅各面對木會的會眾裡
[00:04:09.000 --> 00:04:11.000]  他們想做教師
