
[00:00:00.000 --> 00:00:02.000]  首先我們一起祈禱
[00:00:30.000 --> 00:00:54.000]  其中一件香港人很懂得如何在當中風險管理
[00:00:54.000 --> 00:01:05.000]  我們會買保險,不只是買人壽的保險,也會買打風滯流會否包的保險
[00:01:05.000 --> 00:01:10.000]  最好是包含24小時的全球緊急救援服務
[00:01:10.000 --> 00:01:15.000]  以至我們去到哪裡,有什麼需要的時候都可以得到幫助
[00:01:15.000 --> 00:01:21.000]  不單止這樣,我們還會在很精明的時候去到不同地方去格價
[00:01:21.000 --> 00:01:28.000]  找工作的時候我們希望能夠得到最大的保障
[00:01:28.000 --> 00:01:33.000]  而MPF又如何配合,如何去選擇哪些公司
[00:01:33.000 --> 00:01:37.000]  通通都是很想我們能夠得到最好的保障
[00:01:37.000 --> 00:01:41.000]  所以今天我們看到我們很多時候在人生當中
[00:01:41.000 --> 00:01:46.000]  我們可能覺得這些計劃好像都是跳天衣無縫
[00:01:46.000 --> 00:01:49.000]  但其實我們最重要的是什麼呢?
[00:01:49.000 --> 00:01:54.000]  今天經文裡面都有一個好像香港人那麼精明的以色列王
[00:01:54.000 --> 00:01:56.000]  名叫阿哈
[00:01:56.000 --> 00:02:00.000]  今天讓我們一起繼續透過獵王記上最後一講
[00:02:00.000 --> 00:02:03.000]  繼續有關阿哈的故事
[00:02:03.000 --> 00:02:09.000]  如果大家還記得阿哈在聖經裡面是一個名聲極度之差的一位皇帝
[00:02:09.000 --> 00:02:13.000]  他娶了耶洗別,引進了巴黎的敬拜
[00:02:13.000 --> 00:02:21.000]  並且提到他強奪了拿伯的葡萄園,殺了無辜人的血
[00:02:21.000 --> 00:02:26.000]  但他在政治和軍事上阿哈是一個很精明的領袖
[00:02:26.000 --> 00:02:29.000]  並不是一個無能之輩
[00:02:29.000 --> 00:02:36.000]  當時阿蘭即是今天的敘利亞與以色列之間有一個很長期的衝突
[00:02:36.000 --> 00:02:39.000]  但因為面對外敵亞述的威脅
[00:02:39.000 --> 00:02:42.000]  他們曾經有短暫的結盟
[00:02:42.000 --> 00:02:45.000]  然而當外在威脅稍為緩和的時候
[00:02:45.000 --> 00:02:49.000]  阿哈就看中了拉末這個地方
[00:02:49.000 --> 00:02:52.000]  這個是一個很戰略的重鎮
[00:02:52.000 --> 00:02:56.000]  本來是屬於以色列,卻一直被阿蘭控制
[00:02:56.000 --> 00:02:59.000]  這次阿哈為了奪取這個地方
[00:02:59.000 --> 00:03:04.000]  究竟阿哈用什麼方法去說服猶大王一起去奪取呢?
[00:03:04.000 --> 00:03:08.000]  究竟他用的方法是精明還是愚蠢呢?
[00:03:08.000 --> 00:03:16.000]  今天很想和大家一起對讀《列王記》上22章1到12節的經文
[00:03:16.000 --> 00:03:19.000]  如果大家看到的時候我們一起讀
[00:03:38.000 --> 00:03:41.000]  那他從阿蘭王手裡奪回來呢?
[00:03:41.000 --> 00:03:48.000]  阿哈問約沙伐說:你肯和我去攻打拉末嗎?
[00:03:48.000 --> 00:03:53.000]  約沙伐對以色列王說:你不分彼此
[00:03:53.000 --> 00:03:56.000]  我的軍隊就是你的軍隊
[00:03:56.000 --> 00:03:58.000]  我的馬就是你的馬
[00:03:58.000 --> 00:04:04.000]  約沙伐對以色列王說:請你先求問耶和華的話
[00:04:04.000 --> 00:04:09.000]  這次以色列王召集先知約有四百人
[00:04:09.000 --> 00:04:14.000]  問他們說:我可以上去攻打激烈的拉末嗎?
[00:04:14.000 --> 00:04:16.000]  還是不要上去呢?
[00:04:16.000 --> 00:04:18.000]  他們說可以上去
[00:04:18.000 --> 00:04:23.000]  因為主必將那城交在王的手裡
[00:04:23.000 --> 00:04:28.000]  約沙伐說:這裡還有沒有耶和華的先知
[00:04:28.000 --> 00:04:30.000]  我們好求問他呢?
[00:04:30.000 --> 00:04:37.000]  以色列王對約沙伐說:還有一個人是欽拉的兒子米蓋亞
[00:04:37.000 --> 00:04:40.000]  我們可以託他求問耶和華
[00:04:40.000 --> 00:04:43.000]  此次我真的很恨他
[00:04:43.000 --> 00:04:45.000]  因為他對我說預言
[00:04:45.000 --> 00:04:47.000]  從不說吉語
[00:04:47.000 --> 00:04:49.000]  總是說空進
[00:04:49.000 --> 00:04:53.000]  約沙伐說:請王不要這樣說
[00:04:53.000 --> 00:04:56.000]  以色列王召了一個官員來說
[00:04:56.000 --> 00:05:01.000]  你快去把欽拉的兒子米蓋亞召來
[00:05:01.000 --> 00:05:07.000]  以色列王和猶大王約沙伐在撒瑪利亞城門職和場
[00:05:07.000 --> 00:05:09.000]  各村朝服
[00:05:09.000 --> 00:05:11.000]  坐在寶座上
[00:05:11.000 --> 00:05:15.000]  所有的先知都在他們面前說預言
[00:05:15.000 --> 00:05:19.000]  基拉那的兒子西底加造了鐵桿說
[00:05:19.000 --> 00:05:21.000]  耶和華如此說
[00:05:21.000 --> 00:05:27.000]  你要用這些國抵觸阿蘭人直到將他們滅盡
[00:05:27.000 --> 00:05:31.000]  所有的先知也都這樣預言說
[00:05:31.000 --> 00:05:33.000]  可以上激烈的拉沒去
[00:05:33.000 --> 00:05:35.000]  必然得勝
[00:05:35.000 --> 00:05:39.000]  因為耶和華必將那城交在王的手中
[00:05:39.000 --> 00:05:43.000]  經文一開始就說到南國的猶大王和
[00:05:43.000 --> 00:05:49.000]  南國的猶大王約沙伐下去見以色列王的客客
[00:05:49.000 --> 00:05:52.000]  約沙伐在聖經裏面是一個很好的皇帝
[00:05:52.000 --> 00:05:55.000]  但他都有弱點就是很喜歡妥協
[00:05:55.000 --> 00:05:58.000]  缺乏屬靈的政治原則
[00:05:58.000 --> 00:06:01.000]  而阿哈當時就大排筵席去款待他
[00:06:01.000 --> 00:06:05.000]  然後就提出一個軍事行動的提議
[00:06:05.000 --> 00:06:09.000]  我們一起去收復失地奪回激烈的拉沒
[00:06:09.000 --> 00:06:10.000]  好不好
[00:06:10.000 --> 00:06:12.000]  約沙伐一口答應
[00:06:12.000 --> 00:06:14.000]  甚至很豪爽的回應
[00:06:14.000 --> 00:06:16.000]  你我不分彼此
[00:06:16.000 --> 00:06:18.000]  讓我的軍隊就是你的軍隊
[00:06:18.000 --> 00:06:20.000]  我的馬就是你的馬
[00:06:20.000 --> 00:06:24.000]  但約沙伐畢竟是一個敬畏耶和華的人
[00:06:24.000 --> 00:06:26.000]  他很想尋求神的心意
[00:06:26.000 --> 00:06:28.000]  於是他提出一個要求
[00:06:28.000 --> 00:06:31.000]  請你先求問耶和華的話
[00:06:31.000 --> 00:06:33.000]  阿哈有沒有拒絕
[00:06:33.000 --> 00:06:34.000]  沒有
[00:06:34.000 --> 00:06:36.000]  他沒有拒絕到他的要求
[00:06:36.000 --> 00:06:39.000]  阿哈馬上召集了四百個先知
[00:06:39.000 --> 00:06:42.000]  經文沒有交代這四百個先知從何而來
[00:06:42.000 --> 00:06:48.000]  但四百個先知很容易令人聯想起巴力四百五十位先知
[00:06:48.000 --> 00:06:53.000]  如何在加密山上與以利亞對決的場面
[00:06:53.000 --> 00:06:57.000]  無論如何他們異口同聲在當中去講
[00:06:57.000 --> 00:07:02.000]  可以上去因為主必將城交在王的手裏
[00:07:02.000 --> 00:07:06.000]  試想一下四百個先知異口同聲
[00:07:06.000 --> 00:07:11.000]  甚至基拿拿的兒子西底加都用鐵角做了一個角
[00:07:11.000 --> 00:07:14.000]  在台上做一個道具示範
[00:07:14.000 --> 00:07:20.000]  說如此說你要用這隻角來抵觸阿蘭人直到將他們滅盡
[00:07:20.000 --> 00:07:25.000]  你可以想像大家當時的士氣非常高昂
[00:07:25.000 --> 00:07:29.000]  充滿正能量認定這場仗是必勝的
[00:07:29.000 --> 00:07:31.000]  有神的同在
[00:07:31.000 --> 00:07:34.000]  如果你在他們中間你會不會相信
[00:07:34.000 --> 00:07:36.000]  有多少人會相信
[00:07:36.000 --> 00:07:38.000]  都會有
[00:07:38.000 --> 00:07:40.000]  我相信每個人聽見的時候
[00:07:40.000 --> 00:07:42.000]  都會相信因為太多
[00:07:42.000 --> 00:07:46.000]  太多人在當中異口同聲去贊成去打這場仗
[00:07:46.000 --> 00:07:50.000]  但是約瑟法是一個敬畏神的王
