
[00:00:00.000 --> 00:00:03.000]  我們先開心,一起祈禱
[00:00:03.000 --> 00:00:05.000]  七天父求你幫助我們
[00:00:05.000 --> 00:00:07.000]  在上帝的說話裏
[00:00:07.000 --> 00:00:09.000]  在你自己的靈魂運行裏
[00:00:09.000 --> 00:00:12.000]  我們所說的,你自己的使用
[00:00:12.000 --> 00:00:14.000]  以致我們每一個人都得到從神而來的益處
[00:00:14.000 --> 00:00:17.000]  我們禱告奉耶穌基督的名而求
[00:00:17.000 --> 00:00:20.000]  我想問有多少位頂姐妹
[00:00:20.000 --> 00:00:23.000]  參加了星期五晚的壽苦節的默想會?
[00:00:23.000 --> 00:00:26.000]  都很多,我們五堂都真的相當之
[00:00:26.000 --> 00:00:28.000]  有一部分的頂姐妹
[00:00:28.000 --> 00:00:30.000]  去了四五晚的默禱會
[00:00:30.000 --> 00:00:32.000]  我們今年的默禱會
[00:00:32.000 --> 00:00:34.000]  就用忍耐到底作為一個主題
[00:00:34.000 --> 00:00:36.000]  我們選擇這個主題
[00:00:36.000 --> 00:00:38.000]  是因為感受到我們這幾年都
[00:00:38.000 --> 00:00:40.000]  不是忍耐到底
[00:00:40.000 --> 00:00:42.000]  我們這幾年忍了很久
[00:00:42.000 --> 00:00:44.000]  忍了很多東西很久
[00:00:44.000 --> 00:00:46.000]  包括我們近來
[00:00:46.000 --> 00:00:48.000]  我覺得自己心情裏面很多的忍耐
[00:00:48.000 --> 00:00:52.000]  就是很多年輕的家庭移民
[00:00:52.000 --> 00:00:54.000]  見到其實很多時候他們的孩子
[00:00:54.000 --> 00:00:56.000]  一起玩,突然間幾個玩的小朋友
[00:00:56.000 --> 00:00:58.000]  就有幾個走了
[00:00:58.000 --> 00:01:01.000]  有時候覺得原來真的很難去適應
[00:01:01.000 --> 00:01:04.000]  可能這些孩子
[00:01:04.000 --> 00:01:06.000]  我自己見到相熟的頂姐妹
[00:01:06.000 --> 00:01:08.000]  甚至有時候有同工
[00:01:08.000 --> 00:01:09.000]  他們移居的時候
[00:01:09.000 --> 00:01:11.000]  我自己心裏面都很難過
[00:01:11.000 --> 00:01:15.000]  好像有一部分的自己拿走了
[00:01:15.000 --> 00:01:16.000]  有時候真的有這個感覺
[00:01:16.000 --> 00:01:18.000]  如果甚至是你的親人移居的話
[00:01:18.000 --> 00:01:20.000]  可能你這個感受會更加強
[00:01:20.000 --> 00:01:22.000]  特別很多年輕的一輩
[00:01:22.000 --> 00:01:24.000]  他們一路走的時候
[00:01:24.000 --> 00:01:27.000]  我們都一直忍受這些挑戰和難處
[00:01:27.000 --> 00:01:31.000]  這些都不是我們近來忍的其中一部分
[00:01:31.000 --> 00:01:33.000]  我們可能近來都忍很多東西
[00:01:33.000 --> 00:01:35.000]  或者是早前一點的
[00:01:35.000 --> 00:01:37.000]  我們忍耐的可能是社會事件
[00:01:37.000 --> 00:01:39.000]  原來同一個小組,同一個家庭
[00:01:39.000 --> 00:01:42.000]  因為聊天,因為看法不同
[00:01:42.000 --> 00:01:44.000]  最後不能做朋友
[00:01:44.000 --> 00:01:46.000]  是退組了
[00:01:46.000 --> 00:01:48.000]  我們那時候很激氣
[00:01:48.000 --> 00:01:50.000]  但又不知道怎麼忍,又在忍
[00:01:50.000 --> 00:01:52.000]  疫症可能也忍很多東西
[00:01:52.000 --> 00:01:54.000]  在醫院的時候我們又忍著
[00:01:54.000 --> 00:01:55.000]  不知道什麼時候輪到自己了
[00:01:55.000 --> 00:01:57.000]  輪到自己是否受得了
[00:01:57.000 --> 00:01:59.000]  可能我們的年長一輩
[00:01:59.000 --> 00:02:01.000]  要很短的時間要入院
[00:02:01.000 --> 00:02:02.000]  在老人院又探不到
[00:02:02.000 --> 00:02:04.000]  在醫院又探不到
[00:02:04.000 --> 00:02:08.000]  我們發覺過去幾年都忍耐了很多警方
[00:02:08.000 --> 00:02:10.000]  當然聖經說
[00:02:10.000 --> 00:02:12.000]  患難在裏面生忍耐
[00:02:12.000 --> 00:02:14.000]  忍耐就令我們老練
[00:02:14.000 --> 00:02:16.000]  我不知道這幾年大家是不是老練了
[00:02:16.000 --> 00:02:17.000]  老練了有沒有盼望呢?
[00:02:17.000 --> 00:02:19.000]  這些都是聖經教導我們的
[00:02:19.000 --> 00:02:21.000]  在星期五晚我覺得很好
[00:02:21.000 --> 00:02:24.000]  我記得Roger牧師幫我們去到神的面前
[00:02:24.000 --> 00:02:27.000]  去想原來真的被罪人的頂撞
[00:02:27.000 --> 00:02:31.000]  被人的誤解
[00:02:31.000 --> 00:02:34.000]  但耶穌仍然將自己的軟弱獻呈
[00:02:34.000 --> 00:02:38.000]  仍然將和神的關係重新重拾
[00:02:38.000 --> 00:02:40.000]  和神的計劃重新一次的完成
[00:02:40.000 --> 00:02:42.000]  聽見Macy牧師說到
[00:02:42.000 --> 00:02:46.000]  在病痛裏面每一次回來侍奉
[00:02:46.000 --> 00:02:50.000]  可能我們在當中很多人都有痛症或病症
[00:02:50.000 --> 00:02:52.000]  特別我在抗禮團的時候
[00:02:52.000 --> 00:02:54.000]  見到很多弟兄姊妹都有很多不同的病患
[00:02:54.000 --> 00:02:56.000]  我們亦有親友的童工
[00:02:56.000 --> 00:02:59.000]  在遠方有重機毛力症
[00:02:59.000 --> 00:03:02.000]  亦有一些我們正在經歷癌症的醫治
[00:03:02.000 --> 00:03:05.000]  很多這些病患可能這些都比較嚴重
[00:03:05.000 --> 00:03:07.000]  例如膝蓋、白內障
[00:03:07.000 --> 00:03:09.000]  我們都經常在團契聽見
[00:03:09.000 --> 00:03:11.000]  我們有很多忍耐、忍受
[00:03:11.000 --> 00:03:15.000]  但我又很感恩聽見那晚何丹傳到
[00:03:15.000 --> 00:03:18.000]  很期望我們心靈裏面的孤單
[00:03:18.000 --> 00:03:21.000]  教會能夠我們一起承托到
[00:03:21.000 --> 00:03:25.000]  身心靈裏面我們怎樣能夠在忍耐裏面得著盼望呢?
[00:03:25.000 --> 00:03:27.000]  Frank 跟我說忍耐到底
[00:03:27.000 --> 00:03:29.000]  今天就要講必然得救
[00:03:29.000 --> 00:03:33.000]  到底到底那個甚麼底我們才得救呢?
[00:03:33.000 --> 00:03:36.000]  今天就很想藉著聖經和大家分享
[00:03:36.000 --> 00:03:39.000]  今天的經文是來自《勞駕福音》
[00:03:39.000 --> 00:03:42.000]  一段在福音書裏面
[00:03:42.000 --> 00:03:44.000]  在《婦女福音》裏面最短
[00:03:44.000 --> 00:03:46.000]  耶穌講到關於末世的一段經文
[00:03:46.000 --> 00:03:51.000]  但在裏面卻有很多我們看見耶穌怎樣展現、展示
[00:03:51.000 --> 00:03:54.000]  在祂復活之後我們門徒的忍耐
[00:03:54.000 --> 00:03:56.000]  我們一起讀這幾節經文
[00:03:56.000 --> 00:03:58.000]  有三張投影片我們一起讀
[00:03:58.000 --> 00:04:00.000]  1、2、3
