
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹、各位朋友,早安
[00:00:03.000 --> 00:00:05.000]  很感恩能夠回到神的家
[00:00:05.000 --> 00:00:07.000]  去宣講上帝的說話
[00:00:07.000 --> 00:00:11.000]  我們開始的時候一起去禱告
[00:00:11.000 --> 00:00:15.000]  差天父可能在剛才開始的禱告裡
[00:00:15.000 --> 00:00:18.000]  很多親愛的面孔
[00:00:18.000 --> 00:00:21.000]  或許眼淚、難過的面孔
[00:00:21.000 --> 00:00:23.000]  流過我們的心中
[00:00:23.000 --> 00:00:25.000]  主啊,求祢自己親自幫助我們
[00:00:25.000 --> 00:00:28.000]  記得,姐妹們、父女們
[00:00:28.000 --> 00:00:32.000]  是我們家中在教會裡所擺上的一切
[00:00:32.000 --> 00:00:34.000]  主啊,求祢也幫助我們
[00:00:34.000 --> 00:00:36.000]  在一個紛亂的世界
[00:00:36.000 --> 00:00:39.000]  我們更加持守上帝給我們的初心
[00:00:39.000 --> 00:00:41.000]  我們今天藉著上帝祢自己的話語
[00:00:41.000 --> 00:00:44.000]  求主祢給我們顯明人生的軌跡
[00:00:44.000 --> 00:00:46.000]  我們要怎樣去跟從祢
[00:00:46.000 --> 00:00:48.000]  求主就幫助引領我們
[00:00:48.000 --> 00:00:50.000]  我們禱告奉耶穌基督的名
[00:00:50.000 --> 00:00:56.000]  可能近來最厲害的新聞
[00:00:56.000 --> 00:00:57.000]  莫過於八天前
[00:00:57.000 --> 00:00:59.000]  只不過是八天前
[00:00:59.000 --> 00:01:05.000]  伊朗遭到以色列和美國斬首式的攻擊
[00:01:05.000 --> 00:01:07.000]  可能大家看見這個新聞
[00:01:07.000 --> 00:01:08.000]  很多人都會問
[00:01:08.000 --> 00:01:11.000]  是不是末日即將來到呢?
[00:01:11.000 --> 00:01:14.000]  隨即我們見到伊朗的革命衛隊
[00:01:14.000 --> 00:01:17.000]  攻擊中東七個國家
[00:01:17.000 --> 00:01:18.000]  去到昨天
[00:01:18.000 --> 00:01:21.000]  他們向其中六個國家道歉
[00:01:21.000 --> 00:01:23.000]  說我不再打你們了
[00:01:23.000 --> 00:01:26.000]  可能他們的政治取態有所轉變
[00:01:26.000 --> 00:01:30.000]  但是這場戰爭已經是不能逆轉
[00:01:30.000 --> 00:01:32.000]  我們在過去的一兩個月見到
[00:01:32.000 --> 00:01:35.000]  美國首先去委內瑞拉抓了他的總統
[00:01:35.000 --> 00:01:38.000]  然後都影響到香港
[00:01:38.000 --> 00:01:42.000]  取消了李嘉誠在巴拿馬運河的經營權
[00:01:42.000 --> 00:01:47.000]  然後他說要接收古巴再攻擊伊朗
[00:01:47.000 --> 00:01:50.000]  不過我們看見舊的國際秩序
[00:01:50.000 --> 00:01:53.000]  已經好像不再起到作用
[00:01:53.000 --> 00:01:57.000]  我們看見這種想法不單在特朗普的心裏
[00:01:57.000 --> 00:02:00.000]  說他在俄羅斯的總統普京的心裏一樣
[00:02:00.000 --> 00:02:04.000]  他覺得附近的以前的加盟共和國
[00:02:04.000 --> 00:02:07.000]  都要成為他勢力控制的範圍
[00:02:07.000 --> 00:02:11.000]  所以不斷出兵攻打附近的加盟共和國
[00:02:11.000 --> 00:02:16.000]  我們看見兩者都是奉行一種新的帝國主義的思維
[00:02:16.000 --> 00:02:20.000]  在人類的歷史裏我們彷彿回到過去
[00:02:20.000 --> 00:02:23.000]  凱撒擁有他的羅馬軍團
[00:02:23.000 --> 00:02:26.000]  可以攻擊每一個他軍團所到達的地方
[00:02:26.000 --> 00:02:28.000]  然後掠奪資源
[00:02:28.000 --> 00:02:31.000]  在那一刻力量就是秩序
[00:02:31.000 --> 00:02:34.000]  又或者回到成吉思汗的騎兵
[00:02:34.000 --> 00:02:36.000]  可以郵輪整個亞洲和歐洲
[00:02:36.000 --> 00:02:40.000]  同樣回歸力量即是秩序
[00:02:40.000 --> 00:02:42.000]  這個思維
[00:02:42.000 --> 00:02:44.000]  如果不是基督教的文明
[00:02:44.000 --> 00:02:49.000]  我想世界已經陷入了一個不可復傑的境況
[00:02:49.000 --> 00:02:51.000]  所以適逢這一刻
[00:02:51.000 --> 00:02:53.000]  很想跟大家分享啟示錄
[00:02:53.000 --> 00:02:57.000]  特別藉著七教會去思想今天正發生的事情
[00:02:57.000 --> 00:02:59.000]  今天是第一間的教會
[00:02:59.000 --> 00:03:01.000]  啟示錄第一章第一節
[00:03:01.000 --> 00:03:03.000]  講明這本書的本質
[00:03:03.000 --> 00:03:07.000]  他講了這本書叫《Apocalypse》
[00:03:07.000 --> 00:03:11.000]  這個字就是英文apocalyptic這個字的來源
[00:03:11.000 --> 00:03:15.000]  apocalyptic在英文來說是大災難
[00:03:15.000 --> 00:03:18.000]  但是希臘文卻不是大災難
[00:03:18.000 --> 00:03:21.000]  希臘文只不過這個字是指啟示
[00:03:21.000 --> 00:03:23.000]  兼且是單數
[00:03:23.000 --> 00:03:26.000]  啟示在聖經的文學裏面
[00:03:26.000 --> 00:03:28.000]  是將一個大家見不到
[00:03:28.000 --> 00:03:32.000]  不過卻是實在發生的屬靈的境況顯示出來
[00:03:32.000 --> 00:03:35.000]  他不是隱藏他要啟示出來
[00:03:35.000 --> 00:03:38.000]  啟示出來就正是讓我們在這個世代上
[00:03:38.000 --> 00:03:40.000]  活得迷茫的人
[00:03:40.000 --> 00:03:43.000]  能夠有一個方向
[00:03:43.000 --> 00:03:48.000]  昨晚和太太去看一個伊朗的目者分享
[00:03:48.000 --> 00:03:51.000]  他說在伊朗這一刻的境況
[00:03:51.000 --> 00:03:54.000]  猶如在看一張伊朗的波斯
[00:03:54.000 --> 00:03:57.000]  即是波斯的伊朗即是古時的波斯的地氈
[00:03:57.000 --> 00:03:59.000]  地氈的背面好像很混亂
[00:03:59.000 --> 00:04:00.000]  在人類的歷史好像很混亂
[00:04:00.000 --> 00:04:02.000]  看不到很多結很多成結
[00:04:02.000 --> 00:04:05.000]  但是將地氈反轉看回正面的時候
[00:04:05.000 --> 00:04:08.000]  它是一幅很美麗的圖畫
[00:04:08.000 --> 00:04:12.000]  啟示錄就正如一張波斯的地氈
[00:04:12.000 --> 00:04:16.000]  活在歷史裡我們看見很多的恐懼和混亂
[00:04:16.000 --> 00:04:19.000]  但是反轉看見啟示錄的時候
[00:04:19.000 --> 00:04:23.000]  卻是看得到一個很美麗上帝的心意
[00:04:23.000 --> 00:04:25.000]  啟示錄也不是最難讀的一卷書
[00:04:25.000 --> 00:04:28.000]  啟示錄反而應該是新約裡最容易讀的一卷書
[00:04:28.000 --> 00:04:31.000]  因為它引用了大量舊約的意念
[00:04:31.000 --> 00:04:34.000]  所以最能夠是用來以經解經
[00:04:34.000 --> 00:04:36.000]  幫助我們明白的一卷書卷
[00:04:36.000 --> 00:04:43.000]  第二十章第七至九節啟示錄也預言了一場終末撒旦開啟的大戰
[00:04:43.000 --> 00:04:44.000]  七至九節這樣寫
[00:04:44.000 --> 00:04:46.000]  那一千年滿了
[00:04:46.000 --> 00:04:49.000]  撒旦會從監牢裡被釋放
[00:04:49.000 --> 00:04:51.000]  出來要迷惑地上四方的列國
[00:04:51.000 --> 00:04:54.000]  就是哥格形著這個字和馬國
[00:04:54.000 --> 00:04:56.000]  使他們聚集爭戰
[00:04:56.000 --> 00:04:58.000]  他們的人數多如海沙
[00:04:58.000 --> 00:05:00.000]  他們上來遍滿了全地
[00:05:00.000 --> 00:05:02.000]  圍住聖徒的營和夢愛的城
[00:05:02.000 --> 00:05:05.000]  就有火從天降下消滅了他們
[00:05:05.000 --> 00:05:07.000]  這一場也是另一場終末的
[00:05:07.000 --> 00:05:09.000]  卻是一場閃電戰
[00:05:09.000 --> 00:05:13.000]  魔鬼帶著列國的軍隊從哥格來到
[00:05:13.000 --> 00:05:16.000]  然後被上帝迅即打敗
[00:05:16.000 --> 00:05:18.000]  哥格是一個什麼地方呢?
[00:05:18.000 --> 00:05:20.000]  在《釋經》裡面
[00:05:20.000 --> 00:05:22.000]  很多時候都認同這個地方
[00:05:22.000 --> 00:05:25.000]  是高加索地區一段福地
[00:05:25.000 --> 00:05:28.000]  也是黑海和里海中間的一段地方
[00:05:28.000 --> 00:05:29.000]  如果大家對地理有認識
[00:05:29.000 --> 00:05:30.000]  這段地方
[00:05:30.000 --> 00:05:31.000]  哥格這個地方
[00:05:31.000 --> 00:05:33.000]  高加索這個地方
[00:05:33.000 --> 00:05:36.000]  北面就是俄羅斯
