
[00:00:00.000 --> 00:00:03.000]  讓我們先聽到禱告
[00:00:03.000 --> 00:00:05.000]  讓我們低頭禱告
[00:00:05.000 --> 00:00:13.000]  慈愛天父,我們感謝讚美祢,多謝祢帶領我們平安的腳步來到祢的殿裏,一同敬拜祢
[00:00:13.000 --> 00:00:20.000]  求主打開我們心靈的眼睛,讓我們讀祢的話語的時候能夠明白
[00:00:20.000 --> 00:00:25.000]  也讓我們聽的時候能夠聽得清楚
[00:00:25.000 --> 00:00:33.000]  求主,你親切地帶領以下時間,聽我們的禱告,奉主耶穌基督,明知如求,阿們
[00:00:33.000 --> 00:00:45.000]  在這個花花世界裏,有各式各樣的試探和誘惑
[00:00:45.000 --> 00:00:51.000]  這些試探誘惑,小至一粒細細的巧克力
[00:00:51.000 --> 00:00:58.000]  就算是減肥,或血糖高的人士也無法抗拒
[00:00:58.000 --> 00:01:03.000]  就像那隻金色包裝的巧克力
[00:01:03.000 --> 00:01:12.000]  在1988年和1993年的廣告結尾,也用了金聲的吸引力,凡人沒法擋
[00:01:12.000 --> 00:01:18.000]  我不知道大家對這顆巧克力會不會也是沒法擋
[00:01:18.000 --> 00:01:26.000]  這些誘惑、試探,小至一粒巧克力,也成為我們的誘惑
[00:01:26.000 --> 00:01:35.000]  也有些試探誘惑,大到動輒就會令人損失很多金錢
[00:01:35.000 --> 00:01:42.000]  甚至陷入罪裏,就像一些傳銷的騙局
[00:01:42.000 --> 00:01:49.000]  騙徒會合理化他們所做的事,為了騙人加入他們的計劃
[00:01:49.000 --> 00:01:58.000]  他們會混淆視聽,在騙局裏面,他們包裝得像正當的傳銷
[00:01:58.000 --> 00:02:02.000]  或者是一些很適合的投資計劃
[00:02:02.000 --> 00:02:08.000]  如果大家一不小心的時候,就會被騙徒愚弄擺佈
[00:02:08.000 --> 00:02:14.000]  甚至淪為他們的合夥人,和他們同樓合污
[00:02:14.000 --> 00:02:19.000]  我以上所講的,都只是冰山一角的事件
[00:02:19.000 --> 00:02:25.000]  相信大家會想起很多很多其他這樣的例子
[00:02:25.000 --> 00:02:32.000]  今天講到的主題是「要為正邪定分解」
