
[00:00:00.000 --> 00:00:02.000]  鄧英姐妹早安
[00:00:02.000 --> 00:00:04.000]  早安
[00:00:04.000 --> 00:00:08.000]  有沒有鄧英姐妹平時很喜歡去行山的
[00:00:08.000 --> 00:00:10.000]  可不可以舉手
[00:00:10.000 --> 00:00:13.000]  不少喔
[00:00:13.000 --> 00:00:15.000]  我們可以組一些行山團
[00:00:15.000 --> 00:00:19.000]  我記起有一次行山的經歷
[00:00:19.000 --> 00:00:21.000]  我也很深刻的
[00:00:21.000 --> 00:00:23.000]  幾年前我一家和另一個家庭
[00:00:23.000 --> 00:00:24.000]  一起去行山
[00:00:24.000 --> 00:00:27.000]  帶著三個初小的小朋友
[00:00:27.000 --> 00:00:33.000]  行一條網上建議是親子初級的山徑
[00:00:33.000 --> 00:00:36.000]  由馬鞍山走上去
[00:00:36.000 --> 00:00:39.000]  目標就是昂坪的大草原
[00:00:39.000 --> 00:00:42.000]  我以為是一個初級
[00:00:42.000 --> 00:00:45.000]  輕鬆合家歡的行程
[00:00:45.000 --> 00:00:47.000]  小朋友一開始都很興奮的
[00:00:47.000 --> 00:00:48.000]  跳跳跳的
[00:00:48.000 --> 00:00:51.000]  一邊說笑一邊看小朋友
[00:00:51.000 --> 00:00:52.000]  但走了一會兒
[00:00:52.000 --> 00:00:54.000]  小朋友開始累了
[00:00:54.000 --> 00:00:59.000]  會說到沒有
[00:00:59.000 --> 00:01:02.000]  還要走多久
[00:01:02.000 --> 00:01:06.000]  有些就蹲下不肯走了
[00:01:06.000 --> 00:01:08.000]  垂頭喪氣
[00:01:08.000 --> 00:01:10.000]  看著他們這麼累的樣子
[00:01:10.000 --> 00:01:12.000]  我們大人心裡也很掙扎
[00:01:12.000 --> 00:01:18.000]  究竟繼續還是回頭呢
[00:01:18.000 --> 00:01:21.000]  沿途我們也不斷鼓勵小朋友
[00:01:21.000 --> 00:01:22.000]  不要看太遠
[00:01:22.000 --> 00:01:24.000]  那裡山太高了
[00:01:24.000 --> 00:01:25.000]  看前面的路
[00:01:25.000 --> 00:01:28.000]  其實走一小段就行了
