
[00:00:00.000 --> 00:00:01.600]  想問問大家
[00:00:01.600 --> 00:00:04.800]  不知道記不記得去年的事
[00:00:04.800 --> 00:00:06.400]  六月的事
[00:00:06.400 --> 00:00:09.800]  在金鐘的海面對開
[00:00:09.800 --> 00:00:12.400]  有些什麼在海面上出現呢
[00:00:12.400 --> 00:00:13.600]  有沒有印象
[00:00:13.600 --> 00:00:16.000]  很記得
[00:00:16.000 --> 00:00:18.000]  大家有沒有去看
[00:00:18.000 --> 00:00:20.000]  有沒有去看
[00:00:20.000 --> 00:00:22.000]  我來不及去看
[00:00:22.000 --> 00:00:23.600]  因為我知道很多人去看
[00:00:23.600 --> 00:00:26.600]  它在海面上展出了
[00:00:26.600 --> 00:00:27.600]  有沒有人看過
[00:00:27.600 --> 00:00:29.000]  有沒有人來得及看
[00:00:29.000 --> 00:00:30.200]  為什麼我說來不及看
[00:00:30.200 --> 00:00:31.000]  大家知不知道
[00:00:31.000 --> 00:00:32.000]  很快之後
[00:00:32.000 --> 00:00:33.400]  它好像展出了
[00:00:33.400 --> 00:00:34.200]  不到一天之後
[00:00:34.200 --> 00:00:35.400]  知不知道發生什麼事
[00:00:35.400 --> 00:00:36.800]  是啊
[00:00:36.800 --> 00:00:38.600]  原來大家都很記得
[00:00:38.600 --> 00:00:39.600]  對了
[00:00:39.600 --> 00:00:40.400]  什麼事
[00:00:40.400 --> 00:00:44.000]  我印象好像不到一天
[00:00:44.000 --> 00:00:45.600]  因為我來不及去
[00:00:45.600 --> 00:00:47.600]  突然之間
[00:00:47.600 --> 00:00:50.200]  有兩隻鴨子一起展覽
[00:00:50.200 --> 00:00:52.000]  其中一隻
[00:00:52.000 --> 00:00:57.400]  由橡皮鴨變成扁皮鴨
[00:00:58.400 --> 00:01:01.800]  為什麼會漏氣
[00:01:01.800 --> 00:01:06.400]  因為主辦機構這樣解釋
[00:01:06.400 --> 00:01:08.600]  就說進行例行檢查的時候
[00:01:08.600 --> 00:01:10.000]  因為六月
[00:01:10.000 --> 00:01:11.200]  去年這個時候
[00:01:11.200 --> 00:01:12.600]  一樣都是
[00:01:12.600 --> 00:01:13.800]  天氣是怎樣的
[00:01:13.800 --> 00:01:16.000]  很熱很熱
[00:01:16.000 --> 00:01:19.600]  這個鴨子在太陽曝曬之下
[00:01:19.600 --> 00:01:22.000]  它是膠來的
[00:01:22.000 --> 00:01:23.400]  很吸熱的
[00:01:23.400 --> 00:01:27.800]  所以無論裡面和外面的溫度
[00:01:27.800 --> 00:01:29.800]  和氣壓都是上升
[00:01:29.800 --> 00:01:31.200]  上升之後
[00:01:31.200 --> 00:01:33.400]  那些膠就繃緊了
[00:01:33.400 --> 00:01:35.200]  有一個機會
[00:01:35.200 --> 00:01:36.800]  就是如果出現裂痕
[00:01:36.800 --> 00:01:38.400]  它就會爆
[00:01:38.400 --> 00:01:40.400]  那麼大隻的
[00:01:40.400 --> 00:01:41.600]  如果爆的話
[00:01:41.600 --> 00:01:42.400]  會怎樣
[00:01:42.400 --> 00:01:44.800]  大家有沒有怕不怕爆氣球
[00:01:44.800 --> 00:01:47.400]  氣球我們都會有點怕的
[00:01:47.400 --> 00:01:49.000]  何況是這一隻
[00:01:49.000 --> 00:01:51.400]  巨型的黃色橡皮鴨
[00:01:51.400 --> 00:01:53.000]  所以為了安全
[00:01:53.000 --> 00:01:54.400]  不知道它會有什麼影響
[00:01:54.400 --> 00:01:55.600]  萬一它爆了
[00:01:55.800 --> 00:01:58.200]  所以就決定即時
[00:01:58.200 --> 00:02:00.000]  將它怎樣做
[00:02:00.000 --> 00:02:00.600]  知不知道
[00:02:00.600 --> 00:02:03.600]  將它放棄
[00:02:03.600 --> 00:02:04.000]  是的
[00:02:04.000 --> 00:02:04.800]  真的放棄
[00:02:04.800 --> 00:02:07.600]  就用船帶回它
[00:02:07.600 --> 00:02:08.400]  帶走了
[00:02:08.400 --> 00:02:10.800]  就是回去才再修補得到
[00:02:10.800 --> 00:02:15.400]  其實這個漏氣的放棄事件
[00:02:15.400 --> 00:02:17.000]  不是第一次發生的
[00:02:17.000 --> 00:02:19.000]  大家有沒有印象
[00:02:19.000 --> 00:02:20.800]  這隻鴨子
[00:02:20.800 --> 00:02:22.600]  它去年不是第一次來的
[00:02:22.600 --> 00:02:23.800]  其實
[00:02:23.800 --> 00:02:25.400]  什麼時候來過
[00:02:26.600 --> 00:02:27.400]  十年前
[00:02:27.400 --> 00:02:29.600]  十年前這隻鴨子
[00:02:29.600 --> 00:02:32.400]  已經來訪了香港
[00:02:32.400 --> 00:02:35.800]  同樣都是在展出期間
[00:02:35.800 --> 00:02:37.000]  知不知道
[00:02:37.000 --> 00:02:37.800]  那次十年前
[00:02:37.800 --> 00:02:38.400]  不記得了吧
[00:02:38.400 --> 00:02:41.800]  都是被放棄的
[00:02:41.800 --> 00:02:42.400]  為什麼
[00:02:42.400 --> 00:02:43.400]  因為那次
[00:02:43.400 --> 00:02:47.600]  那段時間的天氣就是連日的暴雨
[00:02:47.600 --> 00:02:48.800]  下大雨
[00:02:48.800 --> 00:02:50.800]  就是曬
[00:02:50.800 --> 00:02:53.000]  或者暴雨
[00:02:53.000 --> 00:02:54.800]  一些天氣很大的變化
[00:02:55.200 --> 00:02:58.200]  都對橡皮鴨影響了
[00:02:58.200 --> 00:03:01.000]  吸收它的成熟
[00:03:01.000 --> 00:03:02.000]  十年前那一次
[00:03:02.000 --> 00:03:04.800]  所以同樣都是收回去檢查
[00:03:04.800 --> 00:03:06.000]  不過那一次
[00:03:06.000 --> 00:03:07.600]  就可以在檢查完
[00:03:07.600 --> 00:03:09.200]  修補了之後
[00:03:09.200 --> 00:03:10.400]  再展出
[00:03:10.400 --> 00:03:11.000]  所以
[00:03:11.000 --> 00:03:12.600]  可能你們找回
[00:03:12.600 --> 00:03:14.800]  可能也有拍過照也不奇怪
