
[00:00:00.000 --> 00:00:01.560]  今天是母親節
[00:00:01.560 --> 00:00:05.640]  所以我特別想說關於母親這個主題
[00:00:05.640 --> 00:00:08.080]  我的講題定了是
[00:00:08.080 --> 00:00:11.280]  史上第一位信主的媽媽
[00:00:11.280 --> 00:00:13.040]  你知不知道歷史上
[00:00:13.040 --> 00:00:17.280]  哪一位是第一位信主耶穌的媽媽呢?
[00:00:17.280 --> 00:00:18.760]  是的 你們也猜到了
[00:00:18.760 --> 00:00:21.920]  所以我們稍後會看《路加福音》第一章的經文
[00:00:21.920 --> 00:00:26.320]  我們看經文之前一起去祈禱吧
[00:00:26.320 --> 00:00:28.320]  親愛的天父 我們感謝祢
[00:00:28.320 --> 00:00:31.640]  感謝祢讓我們母親節這個時間
[00:00:31.640 --> 00:00:33.920]  我們一起去看祢的話語
[00:00:33.920 --> 00:00:36.600]  去看這位母親
[00:00:36.600 --> 00:00:38.520]  史上第一位信主的母親
[00:00:38.520 --> 00:00:42.160]  也藉著瑪利亞的經歷
[00:00:42.160 --> 00:00:44.960]  我們更加認識我們的主耶穌基督
[00:00:44.960 --> 00:00:46.560]  求祢開我們的眼睛
[00:00:46.560 --> 00:00:47.880]  祝福以下的時間
[00:00:47.880 --> 00:00:49.680]  祈禱奉耶穌基督的聖名祈求
[00:00:49.680 --> 00:00:50.680]  阿們
[00:00:50.680 --> 00:00:55.960]  好 今天我會用新漢語譯本
[00:00:55.960 --> 00:01:01.920]  經文就是在《路加福音》一章二十六至三十節
[00:01:01.920 --> 00:01:05.960]  這裡講到天使去找瑪利亞
[00:01:05.960 --> 00:01:08.800]  去預報耶穌的誕生
[00:01:08.800 --> 00:01:11.760]  聽我讀出經文就可以了
[00:01:11.760 --> 00:01:15.840]  天使加伯列就奉神的差遣
[00:01:15.840 --> 00:01:19.800]  往加利利的一座名叫拿撒勒的城那裏去
[00:01:19.800 --> 00:01:21.600]  到了一個處女那裏
[00:01:21.600 --> 00:01:24.760]  這個處女已經和大衛家族裏面
[00:01:24.760 --> 00:01:28.920]  一個名叫約瑟Joseph的男子訂婚了
[00:01:28.920 --> 00:01:33.600]  這個處女的名字就是Mary 瑪利亞
[00:01:33.600 --> 00:01:37.440]  天使就進去對瑪利亞說
[00:01:37.440 --> 00:01:39.560]  蒙大恩的女子
[00:01:39.560 --> 00:01:42.400]  你好 主與你同在
[00:01:42.400 --> 00:01:47.960]  我們在這裏見到天使加伯列去找瑪利亞
[00:01:47.960 --> 00:01:51.760]  這個年輕女子有什麼特徵呢
[00:01:51.760 --> 00:01:54.000]  瑪利亞 經文講到
[00:01:54.000 --> 00:01:55.800]  她是一個處女
[00:01:55.800 --> 00:01:59.600]  Virgin 或者和合本叫做童女
[00:01:59.600 --> 00:02:02.720]  是未結婚的少女就是這樣形容的
