
[00:00:00.000 --> 00:00:02.000]  親愛的弟兄姊妹
[00:00:02.000 --> 00:00:05.000]  在座當中有我媽媽
[00:00:05.000 --> 00:00:07.000]  我姐姐
[00:00:07.000 --> 00:00:09.000]  我大姑奶
[00:00:09.000 --> 00:00:11.000]  很感恩
[00:00:11.000 --> 00:00:16.000]  今天我在這裡可以和大家再一次宣講
[00:00:16.000 --> 00:00:18.000]  在宣講之先
[00:00:18.000 --> 00:00:20.000]  我們一同禱告
[00:00:20.000 --> 00:00:23.000]  慈悲仁愛父神
[00:00:23.000 --> 00:00:25.000]  我們感謝你
[00:00:25.000 --> 00:00:28.000]  因為你的慈愛
[00:00:28.000 --> 00:00:32.000]  使我們得稱為神的兒女
[00:00:32.000 --> 00:00:35.000]  求聖靈幫助我們
[00:00:35.000 --> 00:00:37.000]  感動我們
[00:00:37.000 --> 00:00:39.000]  激勵我們
[00:00:39.000 --> 00:00:42.000]  今天能夠當機立斷
[00:00:42.000 --> 00:00:45.000]  決定選擇愛神
[00:00:45.000 --> 00:00:47.000]  不愛世界
[00:00:47.000 --> 00:00:50.000]  以下的時間交給你
[00:00:50.000 --> 00:00:52.000]  我這樣祈禱
[00:00:52.000 --> 00:00:55.000]  奉靠主耶穌基督得聖名字
[00:00:55.000 --> 00:00:58.000]  阿門
[00:00:58.000 --> 00:01:03.000]  大家如果有程序表可以拿出來
[00:01:03.000 --> 00:01:24.000]  我的第一份工作是教書
[00:01:24.000 --> 00:01:26.000]  我很喜歡接觸人
[00:01:26.000 --> 00:01:28.000]  也很喜歡教導
[00:01:28.000 --> 00:01:31.000]  所以我每天都很開心地上班
[00:01:31.000 --> 00:01:33.000]  很開心地備課
[00:01:33.000 --> 00:01:34.000]  教導
[00:01:34.000 --> 00:01:36.000]  小息和放學
[00:01:36.000 --> 00:01:38.000]  也會和不同的學生聊天
[00:01:38.000 --> 00:01:42.000]  有時候學生還會找我一起唱文歌
[00:01:42.000 --> 00:01:45.000]  好像那些青春校園片的老師
[00:01:45.000 --> 00:01:48.000]  什麼中四丁班那些
[00:01:48.000 --> 00:01:52.000]  但伴隨著教學而來的兩件苦差事
[00:01:52.000 --> 00:01:55.000]  是我最不想做的
[00:01:55.000 --> 00:01:58.000]  其中一樣就是追功課
[00:01:58.000 --> 00:02:01.000]  第二追了就要改
[00:02:01.000 --> 00:02:03.000]  就是改功課
[00:02:03.000 --> 00:02:05.000]  我是教英文的
[00:02:05.000 --> 00:02:08.000]  所以功課的種類特別多
[00:02:08.000 --> 00:02:11.000]  我想問問在座有多少人
[00:02:11.000 --> 00:02:15.000]  你讀書的時候是試過欠交功課的
[00:02:15.000 --> 00:02:17.000]  真的要舉手了這一次
[00:02:17.000 --> 00:02:21.000]  哦幾乎全場都有
[00:02:21.000 --> 00:02:24.000]  我想你們應該能夠諒解
[00:02:24.000 --> 00:02:28.000]  為什麼後來我轉行了
[00:02:28.000 --> 00:02:31.000]  改作文是苦差事
[00:02:31.000 --> 00:02:35.000]  其實追學生功課我覺得比追巴士更慘
[00:02:35.000 --> 00:02:38.000]  曾經有一個學生他什麼都辭教
