
[00:00:00.000 --> 00:00:03.540]  介紹多一次自己,我叫邵玉陽,Adrian
[00:00:03.540 --> 00:00:05.740]  我正在回React團期
[00:00:05.740 --> 00:00:08.440]  我現在是全職的爸爸
[00:00:08.440 --> 00:00:12.540]  伴著我太太照顧一個九個月大的兒子
[00:00:12.540 --> 00:00:15.740]  他們現在在嬰兒房看直播
[00:00:15.740 --> 00:00:18.740]  待會看看會不會有機會見到他們
[00:00:18.740 --> 00:00:20.740]  我們開始講道
[00:00:20.740 --> 00:00:22.740]  我首先想問問大家
[00:00:22.740 --> 00:00:25.740]  如果講創世紀的耳塞
[00:00:25.740 --> 00:00:27.740]  你有什麼印象呢?
[00:00:29.740 --> 00:00:33.740]  是一個差點被爸爸所欠的乖乖仔?
[00:00:33.740 --> 00:00:36.740]  還是一個老眼昏花
[00:00:36.740 --> 00:00:40.740]  被小孩用野味騙走長子名分的老伯?
[00:00:40.740 --> 00:00:46.740]  耳塞的故事似乎在聖經裡都不太耀眼
[00:00:46.740 --> 00:00:49.740]  甚至他每次出場的時候
[00:00:49.740 --> 00:00:53.740]  都在其他人的舞台上做一些配角
[00:00:53.740 --> 00:00:58.740]  快速說,到了出埃及記
[00:00:58.740 --> 00:01:00.740]  他在荷列山跟摩西說
[00:01:00.740 --> 00:01:04.740]  我是你父親的神,是阿伯拉罕的神
[00:01:04.740 --> 00:01:07.740]  是耳塞的神,是雅各的神
[00:01:07.740 --> 00:01:13.740]  如此暗淡無光的耳塞竟然出現在神的自我介紹當中?
[00:01:13.740 --> 00:01:17.740]  更加成為以色列人世世代代的核心記憶
[00:01:17.740 --> 00:01:20.740]  究竟耳塞經歷了什麼?
[00:01:20.740 --> 00:01:24.740]  他對耶和華的信仰是怎樣建立的呢?
[00:01:24.740 --> 00:01:29.740]  今晚的講題是中年耳塞奇幻漂流
[00:01:29.740 --> 00:01:32.740]  原來耳塞有一段日子
[00:01:32.740 --> 00:01:35.740]  是用寄居者的身份去過漂泊的生活
[00:01:35.740 --> 00:01:39.740]  不如我們都進入經文去看看中間發生什麼事
[00:01:39.740 --> 00:01:43.740]  我們都會讀完這麼多節的一至三節
[00:01:43.740 --> 00:01:46.740]  都比較長,請看節目都忍耐
[00:01:46.740 --> 00:01:48.740]  我們下一頁,麻煩
[00:01:48.740 --> 00:01:50.740]  看不看得到?
[00:01:50.740 --> 00:01:52.740]  如果看不到就我讀吧
[00:01:53.740 --> 00:01:55.740]  我們可以去
[00:01:55.740 --> 00:01:56.740]  1,2,3,開始
[00:01:56.740 --> 00:02:00.740]  等一下,我先說這個環球聖經的譯本
[00:02:00.740 --> 00:02:02.740]  比較新的譯本,一起讀
[00:02:02.740 --> 00:02:03.740]  1,2,3
[00:02:03.740 --> 00:02:06.740]  後來那地發生饑荒
[00:02:06.740 --> 00:02:11.740]  不是從前在亞伯拉罕的日子那次饑荒
[00:02:11.740 --> 00:02:14.740]  耳塞就往那裡而去
[00:02:14.740 --> 00:02:17.740]  到菲律賓人亞比米勒那裡
[00:02:17.740 --> 00:02:21.740]  那是耶和華向耳塞顯然說
[00:02:21.740 --> 00:02:23.740]  你不要下到埃及去
[00:02:23.740 --> 00:02:26.740]  而要住在我告訴你的地
[00:02:26.740 --> 00:02:29.740]  你要寄居在這地
[00:02:29.740 --> 00:02:31.740]  我會與你同在
[00:02:31.740 --> 00:02:33.740]  並且賜福給你
[00:02:33.740 --> 00:02:38.740]  因為我要把這些地都賜給你和你的後裔
[00:02:38.740 --> 00:02:43.740]  你行我給你父親亞伯拉罕所起的誓
[00:02:43.740 --> 00:02:45.740]  我要增多你的後裔
[00:02:45.740 --> 00:02:47.740]  像天上的繁星
[00:02:47.740 --> 00:02:51.740]  我要把所有這些地都賜給你的後裔
[00:02:51.740 --> 00:02:54.740]  地上萬國都會藉著你的後裔
[00:02:54.740 --> 00:02:56.740]  說自己蒙福
[00:02:56.740 --> 00:03:00.740]  因為亞伯拉罕聽從我的話
[00:03:00.740 --> 00:03:05.740]  遵守我的訓示,誡明,規定和指示
[00:03:05.740 --> 00:03:08.740]  於是耳塞住在基利爾
[00:03:08.740 --> 00:03:12.740]  那個地方的人問起他的妻子
[00:03:12.740 --> 00:03:14.740]  他就說她是我妹妹
[00:03:14.740 --> 00:03:18.740]  因為不敢說她是我的妻子
[00:03:18.740 --> 00:03:24.740]  他想恐怕這個地方的人為了利伯加而殺我
[00:03:24.740 --> 00:03:26.740]  因為她容貌美麗
[00:03:26.740 --> 00:03:29.740]  耳塞在那裡住了很久
