
[00:00:00.000 --> 00:00:02.000]  今天和大家分享一個題目
[00:00:02.000 --> 00:00:03.000]  這個題目叫做
[00:00:03.000 --> 00:00:07.000]  你基於什麼來敬拜上帝呢?
[00:00:07.000 --> 00:00:09.000]  不如我想先問一個問題
[00:00:09.000 --> 00:00:12.000]  不如你先回答一下這個問題
[00:00:12.000 --> 00:00:16.000]  我認真問的
[00:00:16.000 --> 00:00:17.000]  我今天講約伯記
[00:00:17.000 --> 00:00:19.000]  看我怎樣說
[00:00:19.000 --> 00:00:20.000]  但我想說
[00:00:20.000 --> 00:00:22.000]  想你未聽到之前
[00:00:22.000 --> 00:00:23.000]  你先想一下
[00:00:23.000 --> 00:00:25.000]  其實你基於什麼去敬拜上帝呢?
[00:00:25.000 --> 00:00:27.000]  真誠問一下自己的心
[00:00:27.000 --> 00:00:28.000]  問一下你自己
[00:00:28.000 --> 00:00:29.000]  就算全台人都問一下
[00:00:29.000 --> 00:00:31.000]  為什麼要敬拜?
[00:00:31.000 --> 00:00:33.000]  講基於什麼?
[00:00:33.000 --> 00:00:35.000]  你基於什麼來敬拜呢?
[00:00:35.000 --> 00:00:47.000]  我想每個人都有不同的答案
[00:00:47.000 --> 00:00:49.000]  應該這樣說
[00:00:49.000 --> 00:00:51.000]  可能因為你的經歷
[00:00:51.000 --> 00:00:53.000]  因為你要聖經的理解
[00:00:53.000 --> 00:00:56.000]  又可能你在教會裏面被分逃
[00:00:56.000 --> 00:00:58.000]  如何去理解敬拜是一件什麼事
[00:00:58.000 --> 00:01:01.000]  所以你會有一個獨特的答案
[00:01:01.000 --> 00:01:03.000]  去回答這個問題
[00:01:03.000 --> 00:01:05.000]  你基於什麼去敬拜上帝?
[00:01:05.000 --> 00:01:07.000]  當然有些可能答案很闊
[00:01:07.000 --> 00:01:08.000]  上帝就是上帝
[00:01:08.000 --> 00:01:10.000]  這也是一個答案
[00:01:10.000 --> 00:01:12.000]  這堂講道我不能夠
[00:01:12.000 --> 00:01:13.000]  一篇講道完結
[00:01:13.000 --> 00:01:15.000]  可以將這個答案告訴你
[00:01:15.000 --> 00:01:17.000]  不過我想透過約伯記
[00:01:17.000 --> 00:01:19.000]  作者約伯記
[00:01:19.000 --> 00:01:22.000]  和我們討論一個很重要的問題
[00:01:22.000 --> 00:01:23.000]  究竟在我們生命裏
[00:01:23.000 --> 00:01:25.000]  特別是信上帝的人
[00:01:25.000 --> 00:01:27.000]  究竟你以一個什麼的看法
[00:01:27.000 --> 00:01:29.000]  基於一個什麼的基礎
[00:01:29.000 --> 00:01:31.000]  我們去敬拜上帝
[00:01:31.000 --> 00:01:32.000]  這個很重要
[00:01:32.000 --> 00:01:34.000]  這是我今天這篇講道
[00:01:34.000 --> 00:01:36.000]  我今天打破傳統
[00:01:36.000 --> 00:01:37.000]  是一個點的講道
[00:01:37.000 --> 00:01:38.000]  只有一個點
[00:01:38.000 --> 00:01:40.000]  我沒有二、三個分題
[00:01:40.000 --> 00:01:42.000]  有些人喜歡拍攝
[00:01:42.000 --> 00:01:43.000]  有多少個點
[00:01:43.000 --> 00:01:44.000]  我知道有些人抄下來
[00:01:44.000 --> 00:01:45.000]  知道頭幾行的很厲害
[00:01:45.000 --> 00:01:46.000]  無論如何
[00:01:46.000 --> 00:01:48.000]  不過今天和大家看一個題目
[00:01:48.000 --> 00:01:49.000]  很簡單
[00:01:49.000 --> 00:01:51.000]  不過當我準備的時候
[00:01:51.000 --> 00:01:53.000]  其實對我來說是一個很大的學習
