
[00:00:00.000 --> 00:00:01.800]  我曾經聽過一首歌
[00:00:01.800 --> 00:00:03.720]  這首歌可以堪稱為
[00:00:03.720 --> 00:00:06.720]  「繪席人口」是殿堂級的經典金曲
[00:00:06.720 --> 00:00:08.480]  我讀首兩句歌詞給你聽
[00:00:08.480 --> 00:00:10.920]  看你能否猜到這首是什麼歌
[00:00:10.920 --> 00:00:13.040]  這首歌的歌詞是這樣說的
[00:00:13.040 --> 00:00:17.280]  「知否世事常變」
[00:00:17.280 --> 00:00:18.560]  已經聽到下一句
[00:00:18.560 --> 00:00:20.480]  「變幻元兆永恆」
[00:00:20.480 --> 00:00:23.000]  大家知不知道這首是什麼歌
[00:00:23.000 --> 00:00:24.920]  大家都很熟悉
[00:00:24.920 --> 00:00:27.920]  這首歌是由顧家輝作曲
[00:00:27.920 --> 00:00:30.800]  黃沾田慈羅文主唱的
[00:00:30.800 --> 00:00:33.680]  在1977年有一套電視劇集
[00:00:33.680 --> 00:00:35.720]  叫做《家變》的主題曲
[00:00:35.720 --> 00:00:38.200]  我真的查過來的
[00:00:38.200 --> 00:00:41.480]  這首歌雖然年紀比我大一點
[00:00:41.480 --> 00:00:43.880]  但實際上的歌詞
[00:00:43.880 --> 00:00:47.440]  我覺得至今有些都是識切的
[00:00:47.440 --> 00:00:49.480]  今天正想跟大家分享的
[00:00:49.480 --> 00:00:52.640]  就是一個我們很尊敬
[00:00:52.640 --> 00:00:54.280]  可以堪稱在聖經裡
[00:00:54.280 --> 00:00:56.840]  我們稱他為信心之父的人
[00:00:56.840 --> 00:01:01.840]  他如何經歷在神給他很多的轉變、艱難
[00:01:01.840 --> 00:01:03.560]  甚至不似預期裡
[00:01:03.560 --> 00:01:06.640]  他如何能夠持守著神給他的呼召
[00:01:06.640 --> 00:01:10.520]  以致可以三心一意地向前走
[00:01:10.520 --> 00:01:12.440]  今天會跟大家讀的經文
[00:01:12.440 --> 00:01:16.920]  是記載在《創世紀》第12章4-9節
[00:01:16.920 --> 00:01:18.680]  我給了今天講道的標題
[00:01:18.680 --> 00:01:21.200]  叫做「三心一意向前行」
[00:01:21.200 --> 00:01:23.920]  到底是怎樣的三心一意法呢
[00:01:23.920 --> 00:01:26.680]  我想大家先讀出經文
[00:01:26.680 --> 00:01:27.880]  請大家幫我讀出
[00:01:27.880 --> 00:01:29.880]  無論是你手上的程序表
[00:01:29.880 --> 00:01:31.600]  或者是螢幕的經文
[00:01:31.600 --> 00:01:33.120]  是和本版本的
[00:01:33.120 --> 00:01:34.880]  請大家一起讀出
[00:01:34.880 --> 00:01:36.320]  1、2、3
[00:01:36.440 --> 00:01:40.640]  阿伯人出於聖地和我們的坤伯去了
[00:01:40.640 --> 00:01:43.080]  我們也和伯伯們去
[00:01:43.080 --> 00:01:47.560]  阿伯人出伯來的時候已是心傷
[00:01:47.560 --> 00:01:50.640]  阿伯人出於大西至十何國
[00:01:50.640 --> 00:01:52.000]  就是天國特
[00:01:52.000 --> 00:01:55.720]  而他們在伯來所接觸的傳聞
[00:01:55.720 --> 00:01:59.720]  所有的人口都來往伯來地去
[00:01:59.720 --> 00:02:02.480]  他們走到了那裡
[00:02:02.480 --> 00:02:04.920]  阿伯人經過那裡
[00:02:04.920 --> 00:02:07.040]  到了歷史的地方
[00:02:07.040 --> 00:02:09.320]  我們就住那裡
[00:02:09.320 --> 00:02:12.320]  但是伯來人住在那裡
[00:02:12.320 --> 00:02:15.520]  他們說向伯伯們預言說
[00:02:15.520 --> 00:02:17.040]  我要下這地
[00:02:17.040 --> 00:02:18.880]  此刻你們要後退
[00:02:18.880 --> 00:02:20.880]  阿伯人就在那裡
[00:02:20.880 --> 00:02:23.080]  向伯伯們預言的希望
[00:02:23.080 --> 00:02:25.320]  做出了這樣的作策
[00:02:25.320 --> 00:02:29.160]  從那裡就有了千古伯伯的靈魂
[00:02:29.160 --> 00:02:46.280]  (阿伯人傳)
[00:02:46.280 --> 00:02:47.440]  讀完這段經文
[00:02:47.440 --> 00:02:49.880]  可能大家覺得好像很平凡
[00:02:49.880 --> 00:02:51.640]  其實一點都不平凡
[00:02:51.640 --> 00:02:53.560]  因為經文裡面流露著
[00:02:53.560 --> 00:02:55.640]  阿伯人他三個心
[00:02:55.640 --> 00:02:57.280]  一個意向前
[00:02:57.280 --> 00:03:00.680]  邁向上帝給他呼召的應許之地
[00:03:00.680 --> 00:03:04.000]  在詳細講解這段經文之前
[00:03:04.000 --> 00:03:05.600]  想給大家一個心理準備
[00:03:05.600 --> 00:03:07.520]  你的程序表都看到了
[00:03:07.520 --> 00:03:10.000]  將會將這段經文分為三個部分
[00:03:10.000 --> 00:03:12.120]  有三個心一個意
[00:03:12.120 --> 00:03:12.840]  到底是怎樣呢
[00:03:12.840 --> 00:03:14.480]  先來看第一個心
[00:03:14.480 --> 00:03:17.120]  第一個心和第一個意一起出
[00:03:17.120 --> 00:03:19.360]  這個心和意是怎樣的呢
[00:03:19.360 --> 00:03:21.160]  就是我們從經文看到
[00:03:21.160 --> 00:03:23.640]  阿伯人他全心順服
[00:03:23.640 --> 00:03:25.360]  遵主旨意
[00:03:25.360 --> 00:03:27.480]  怎樣全心順服遵主旨意法呢
[00:03:27.480 --> 00:03:29.200]  主要我們來看第四節
[00:03:29.200 --> 00:03:31.280]  和第五節的上半節
[00:03:31.280 --> 00:03:32.880]  經文一開始告訴我們
[00:03:32.880 --> 00:03:36.120]  阿伯人他照著耶和華的說話去了
[00:03:36.120 --> 00:03:37.760]  一個很簡單的敘述
[00:03:37.760 --> 00:03:39.160]  但原來殊不簡單
[00:03:39.160 --> 00:03:40.920]  無端端阿伯人去哪了
[00:03:40.920 --> 00:03:42.480]  我們就要看看上文
[00:03:42.480 --> 00:03:44.880]  上文是十二章一至三節
[00:03:44.880 --> 00:03:46.960]  在第一至三節裡面
[00:03:46.960 --> 00:03:48.640]  我讀給大家聽
[00:03:48.640 --> 00:03:49.600]  經文這樣說
[00:03:49.600 --> 00:03:51.200]  耶和華對阿伯人說
[00:03:51.200 --> 00:03:53.720]  你要離開本地本族父家
[00:03:53.720 --> 00:03:56.080]  往我將要指示你的地方去
[00:03:56.080 --> 00:03:58.000]  我必叫你成為大國
[00:03:58.000 --> 00:03:59.440]  我必賜福給你
[00:03:59.440 --> 00:04:00.720]  叫你的名為大
[00:04:00.720 --> 00:04:02.280]  你也要叫別人得福
[00:04:02.280 --> 00:04:04.800]  為你祝福的我必賜福於他
[00:04:04.800 --> 00:04:06.200]  那就助你的
[00:04:06.200 --> 00:04:07.520]  我必就助他
[00:04:07.520 --> 00:04:10.800]  地上的萬族都要因你得福
[00:04:10.800 --> 00:04:14.400]  很明顯這個就是上帝給阿伯人的呼召
[00:04:14.400 --> 00:04:15.800]  而這個呼召裡面
[00:04:15.800 --> 00:04:16.600]  你會看到
[00:04:16.600 --> 00:04:18.400]  神很清楚一個命令
[00:04:18.400 --> 00:04:19.280]  叫他做什麼
[00:04:19.280 --> 00:04:23.120]  就是去
[00:04:23.120 --> 00:04:24.200]  往
[00:04:24.200 --> 00:04:26.280]  如果你留意一下第一節
[00:04:26.280 --> 00:04:28.320]  那個往的原文
[00:04:28.320 --> 00:04:29.240]  其實你看一看
[00:04:29.240 --> 00:04:32.760]  我特意拼一拼第四節的去了
[00:04:32.760 --> 00:04:33.800]  在原文裡面
[00:04:33.800 --> 00:04:37.120]  是完全一模一樣的字眼
[00:04:37.120 --> 00:04:38.080]  而第四節
[00:04:38.080 --> 00:04:39.960]  就用一個類似英文的想法
[00:04:39.960 --> 00:04:42.520]  就是過去式來表達
[00:04:42.520 --> 00:04:43.640]  換言之
[00:04:43.640 --> 00:04:45.560]  阿伯人基本上
[00:04:45.560 --> 00:04:48.120]  上帝怎麼叫他就怎麼做
[00:04:48.120 --> 00:04:51.880]  事實上上帝這裡的吩咐是不簡單的
[00:04:51.880 --> 00:04:53.720]  因為不單要去
[00:04:53.720 --> 00:04:55.040]  他去得來
[00:04:55.040 --> 00:04:58.200]  還要是從三個向度
[00:04:58.200 --> 00:04:58.960]  你會看到
[00:04:58.960 --> 00:05:01.520]  從他的本地
[00:05:01.520 --> 00:05:03.080]  從他的宗族
[00:05:03.080 --> 00:05:05.080]  和從他的父家
[00:05:05.080 --> 00:05:06.320]  離開這一切
[00:05:06.320 --> 00:05:08.400]  去往一個上帝將要指示
[00:05:08.400 --> 00:05:10.440]  但還沒指示的地方
[00:05:10.440 --> 00:05:12.360]  其實就這樣看
[00:05:12.360 --> 00:05:14.000]  好像很簡單
[00:05:14.000 --> 00:05:15.440]  其實一點都不簡單
[00:05:15.440 --> 00:05:17.120]  你看一下我紫色highlight了
[00:05:17.120 --> 00:05:19.920]  還不單只看到他的全心信服
[00:05:19.920 --> 00:05:24.760]  還看到他完全照著耶和華吩咐去做
[00:05:24.760 --> 00:05:27.200]  是完全的遵主旨意
[00:05:27.200 --> 00:05:29.120]  為什麼說不簡單呢
[00:05:29.120 --> 00:05:30.480]  首先先來看
[00:05:30.480 --> 00:05:32.000]  有五點我想告訴大家
[00:05:32.000 --> 00:05:32.800]  第一
[00:05:32.800 --> 00:05:34.920]  就是阿伯人離開他的本地
[00:05:34.920 --> 00:05:38.280]  知道當時他的本地在哪裡嗎?
[00:05:38.280 --> 00:05:40.560]  大家唱過《恩著信》
[00:05:40.560 --> 00:05:42.320]  《彭信》距離哪裡?
[00:05:42.320 --> 00:05:43.160]  吾爾
[00:05:43.160 --> 00:05:44.640]  其實這裡的本地
[00:05:44.640 --> 00:05:45.960]  就不是吾爾
[00:05:45.960 --> 00:05:49.920]  因為阿伯人早就跟著他父親哈拉
[00:05:49.920 --> 00:05:53.040]  由吾爾遷到哈蘭
[00:05:53.040 --> 00:05:54.080]  而當時
[00:05:54.080 --> 00:05:57.840]  他父親哈拉就在哈蘭寄居了一段日子
[00:05:57.840 --> 00:05:59.800]  直到他父親離世
[00:05:59.800 --> 00:06:06.040]  所以當阿伯人拿到上帝在這裡寄在英許和呼召的時候
[00:06:06.040 --> 00:06:09.760]  其實他是身在哈蘭的
[00:06:09.760 --> 00:06:12.040]  身在哈蘭有什麼特別呢?
[00:06:12.040 --> 00:06:13.480]  其實無論哈蘭也好
[00:06:13.480 --> 00:06:14.440]  吾爾也好
[00:06:14.440 --> 00:06:16.960]  他們都是屬於美索不達米亞的地方
[00:06:16.960 --> 00:06:18.800]  而這個地方有什麼特色呢?
[00:06:18.800 --> 00:06:22.160]  就是原來他們是一個蓬勃的城市
[00:06:22.160 --> 00:06:24.720]  可以說他們擁有一流的氣候
[00:06:24.720 --> 00:06:26.200]  很好的資源
[00:06:26.200 --> 00:06:27.680]  他們水源充足
[00:06:27.680 --> 00:06:29.400]  所以在這個地方裡面
[00:06:29.400 --> 00:06:33.200]  可以說春天固然綠草如茵
[00:06:33.200 --> 00:06:35.640]  但原來即使到了乾旱的季節
[00:06:35.640 --> 00:06:37.880]  因為他們有河流灌溉
[00:06:37.880 --> 00:06:43.080]  所以仍然是非常好的一個城市
[00:06:43.080 --> 00:06:44.200]  既然如此
[00:06:44.200 --> 00:06:45.800]  要離開本地不簡單
[00:06:45.800 --> 00:06:48.920]  但離開本族和父家就更困難
[00:06:48.920 --> 00:06:49.960]  剛才我提過
[00:06:49.960 --> 00:06:52.240]  當阿伯人離開哈蘭的時候
[00:06:52.240 --> 00:06:54.600]  發生了什麼事呢?
[00:06:54.600 --> 00:06:56.920]  就是他父親塔拉怎麼樣呢?
[00:06:56.920 --> 00:06:58.240]  死了
[00:06:58.240 --> 00:07:00.480]  父親的離世意味著
[00:07:00.480 --> 00:07:05.160]  留在哈蘭的所有地業或者產業
[00:07:05.160 --> 00:07:07.760]  基本上就會屬於阿伯人
[00:07:07.760 --> 00:07:09.680]  因此當他要邁步向前
[00:07:09.680 --> 00:07:12.160]  按著上帝的呼召向前走
[00:07:12.160 --> 00:07:16.400]  他不僅放棄了他的美好的城市本地
[00:07:16.400 --> 00:07:20.400]  也放棄了可以承繼父業的宗族父家
[00:07:20.400 --> 00:07:21.680]  不過也不僅如此
[00:07:21.680 --> 00:07:23.000]  剛才提到
[00:07:23.000 --> 00:07:24.400]  第一節裡面
[00:07:24.400 --> 00:07:27.160]  神呼召摩西
[00:07:27.160 --> 00:07:29.800]  叫他去哪裡?
[00:07:29.800 --> 00:07:31.520]  似乎沒有說去哪裡
[00:07:31.520 --> 00:07:33.760]  只是說神要指示他
[00:07:33.760 --> 00:07:35.600]  但還沒有指示他的地方
[00:07:35.600 --> 00:07:39.280]  因此如果我們參考《新約》的話
[00:07:39.280 --> 00:07:40.320]  你就會看到
[00:07:40.320 --> 00:07:42.160]  希伯來書11章第8節
[00:07:42.160 --> 00:07:44.280]  我只讀了highlight的字眼
[00:07:44.280 --> 00:07:47.200]  就是當時阿伯人出去
[00:07:47.200 --> 00:07:48.760]  遵命出去了
[00:07:48.760 --> 00:07:50.480]  其實他去的時候
[00:07:50.480 --> 00:07:51.920]  怎麼樣呢?
[00:07:51.920 --> 00:07:55.120]  還不知道往哪裡去
[00:07:55.120 --> 00:07:56.760]  其實一點也不簡單
[00:07:56.760 --> 00:07:59.160]  當你不知道自己去哪裡
[00:07:59.160 --> 00:08:01.360]  而又在街上
[00:08:01.360 --> 00:08:03.880]  當然你有空當然好好守
[00:08:03.880 --> 00:08:08.400]  但是當環境不是任由你隨意走的時候
[00:08:08.400 --> 00:08:09.880]  其實一點也不簡單
[00:08:09.880 --> 00:08:12.800]  不過還有一樣東西我想大家留意
[00:08:12.800 --> 00:08:14.960]  在第4和第5節裡面
[00:08:14.960 --> 00:08:16.720]  敘事者刻意記載
[00:08:16.720 --> 00:08:20.160]  阿伯人離開哈蘭的時候
[00:08:20.160 --> 00:08:22.040]  幾多歲?
[00:08:22.040 --> 00:08:23.920]  請問在座裡面有沒有
[00:08:23.920 --> 00:08:27.720]  75歲或以上的弟兄姐妹?
[00:08:27.720 --> 00:08:28.720]  很欣賞你們
[00:08:28.720 --> 00:08:30.240]  給點掌聲
[00:08:30.240 --> 00:08:33.120]  又多謝你們願意舉手
[00:08:33.120 --> 00:08:36.480]  能夠擁有75歲這個年紀
[00:08:36.480 --> 00:08:38.040]  還可以見步如飛
[00:08:38.040 --> 00:08:40.160]  還能看到大家靜靜靜靜坐著聽
[00:08:40.160 --> 00:08:41.840]  其實很感恩
[00:08:41.840 --> 00:08:43.440]  阿伯人當時75歲
[00:08:43.440 --> 00:08:45.040]  但是他面對的不簡單
[00:08:45.040 --> 00:08:48.520]  因為他還有第4樣東西要大家注意
[00:08:48.520 --> 00:08:49.880]  就是第5節
[00:08:49.880 --> 00:08:51.200]  他不是自己一個人
[00:08:51.200 --> 00:08:53.840]  75歲自己離開家鄉
[00:08:53.840 --> 00:08:55.760]  他是怎麼離開的?
[00:08:55.760 --> 00:08:57.400]  第5節說得很詳細
[00:08:57.400 --> 00:08:59.520]  就是帶著他當時小他10年
[00:08:59.520 --> 00:09:02.640]  就是65歲的太太薩萊
[00:09:02.640 --> 00:09:04.200]  還有他的侄兒羅德
[00:09:04.200 --> 00:09:08.560]  還有一些他隨身很寶貴的人口
[00:09:08.560 --> 00:09:10.200]  財物生畜
[00:09:10.200 --> 00:09:12.760]  很大棚的離開
[00:09:12.760 --> 00:09:15.920]  可以說你見到這樣離開
[00:09:15.920 --> 00:09:18.360]  是一個徹底誓不回頭
[00:09:18.360 --> 00:09:20.920]  義無反顧的徹底離開
[00:09:20.920 --> 00:09:21.920]  可以見到
[00:09:21.920 --> 00:09:24.080]  阿伯人他對上帝那份呼召
[00:09:24.080 --> 00:09:25.520]  縱然不知去哪
[00:09:25.520 --> 00:09:27.000]  縱然他年紀大
[00:09:27.000 --> 00:09:30.120]  但是他仍然全心信服
[00:09:30.120 --> 00:09:32.160]  遵主旨意
[00:09:32.160 --> 00:09:36.880]  在這裡我特別嘗試找一些資料
[00:09:36.880 --> 00:09:38.640]  阿伯人當時離開的地方
[00:09:38.640 --> 00:09:39.640]  考考大家記性
[00:09:39.640 --> 00:09:41.040]  記不記得在哪?
[00:09:41.040 --> 00:09:41.920]  哈蘭
