
[00:00:00.000 --> 00:00:02.000]  靈姐妹平安
[00:00:02.000 --> 00:00:04.000]  (安)
[00:00:04.000 --> 00:00:07.000]  可以在這裡和大家分享神的話語
[00:00:07.000 --> 00:00:11.000]  剛才的詩歌令我很感動
[00:00:11.000 --> 00:00:14.000]  還哭了
[00:00:14.000 --> 00:00:19.000]  因為過去一段時間我受傷
[00:00:19.000 --> 00:00:21.000]  又做白內障手術
[00:00:21.000 --> 00:00:23.000]  所以有一段時間
[00:00:23.000 --> 00:00:25.000]  原來侍奉都不是必然的事
[00:00:25.000 --> 00:00:27.000]  亦是全是神的恩典
[00:00:27.000 --> 00:00:30.000]  上星期主日
[00:00:30.000 --> 00:00:36.000]  本港錄得首宗兒童感染流感個案
[00:00:36.000 --> 00:00:39.000]  一個年僅13歲的女童失去寶貴生命
[00:00:39.000 --> 00:00:41.000]  不期而來的噩耗
[00:00:41.000 --> 00:00:45.000]  亦驚醒了我們注重健康的重要
[00:00:45.000 --> 00:00:48.000]  本港正值流感高峰期
[00:00:48.000 --> 00:00:53.000]  流感對高危人士可以引致嚴重疾病
[00:00:53.000 --> 00:00:55.000]  健康人士亦會受影響
[00:00:55.000 --> 00:00:59.000]  記住要接種流感疫苗
[00:00:59.000 --> 00:01:04.000]  這是其中一個有效的預防季節性流感和併發症的方法
[00:01:04.000 --> 00:01:07.000]  但今天我不是「谷針」
[00:01:07.000 --> 00:01:12.000]  過去兩個星期
[00:01:12.000 --> 00:01:15.000]  我的家人亦因為感染流感
[00:01:15.000 --> 00:01:17.000]  要緊急入院接受治療
[00:01:17.000 --> 00:01:19.000]  80多歲的岳母
[00:01:19.000 --> 00:01:23.000]  感恩得到醫護的保守和照顧
[00:01:23.000 --> 00:01:25.000]  對症下藥
[00:01:25.000 --> 00:01:28.000]  老人家可以很快出院回家休養
[00:01:28.000 --> 00:01:30.000]  當時我們都很擔心
[00:01:30.000 --> 00:01:34.000]  擔心會否受很大傷害
[00:01:34.000 --> 00:01:36.000]  我們身體生病時
[00:01:36.000 --> 00:01:38.000]  都會有各種病徵
[00:01:38.000 --> 00:01:39.000]  同意吧
[00:01:39.000 --> 00:01:43.000]  你會發燒、咳嗽、疼痛
[00:01:43.000 --> 00:01:45.000]  這些病徵提醒了我們
[00:01:45.000 --> 00:01:48.000]  我們身體內部出現問題
[00:01:48.000 --> 00:01:50.000]  需要醫生接受治療
[00:01:50.000 --> 00:01:52.000]  同樣地
[00:01:52.000 --> 00:01:56.000]  我們的屬靈生命亦會生病
[00:01:56.000 --> 00:02:02.000]  這些病徵往往都會發生在我們的生命當中
[00:02:02.000 --> 00:02:04.000]  會有什麼病徵呢?
[00:02:04.000 --> 00:02:07.000]  例如貪婪、嫉妒、暴力
[00:02:07.000 --> 00:02:10.000]  而這些病徵往往都歸納一點
[00:02:10.000 --> 00:02:13.000]  在我們的屬靈關係上
[00:02:13.000 --> 00:02:16.000]  究竟我們和人的關係會怎樣呢?
[00:02:16.000 --> 00:02:18.000]  就反映了我們這些病徵
[00:02:18.000 --> 00:02:20.000]  我想問問大家
[00:02:20.000 --> 00:02:22.000]  過去一個月
[00:02:22.000 --> 00:02:25.000]  你和人的關係不和的話
[00:02:25.000 --> 00:02:28.000]  如果你又和人的關係不和的話
[00:02:28.000 --> 00:02:30.000]  我想請你舉手
[00:02:30.000 --> 00:02:31.000]  過去一個月
[00:02:31.000 --> 00:02:33.000]  咦?這麼少?
[00:02:33.000 --> 00:02:36.000]  我轉個問題
[00:02:36.000 --> 00:02:39.000]  由你出生到現在
[00:02:39.000 --> 00:02:43.000]  你曾經和人的關係不和
[00:02:43.000 --> 00:02:45.000]  請舉手
[00:02:45.000 --> 00:02:47.000]  嘩!你真是
[00:02:47.000 --> 00:02:51.000]  你舉手的話
[00:02:51.000 --> 00:02:53.000]  我並不好奇
[00:02:53.000 --> 00:02:54.000]  你沒有舉手的話
[00:02:54.000 --> 00:02:56.000]  我就奇怪了
[00:02:56.000 --> 00:03:00.000]  怎麼可以做到與世無爭呢?
[00:03:00.000 --> 00:03:02.000]  或者我們自己感覺良好
[00:03:02.000 --> 00:03:04.000]  得罪了別人都不知道
[00:03:04.000 --> 00:03:06.000]  是嗎?
[00:03:06.000 --> 00:03:08.000]  我看見有人點頭
[00:03:08.000 --> 00:03:10.000]  我們每個人或多或少
[00:03:10.000 --> 00:03:12.000]  都曾經和人不和
[00:03:12.000 --> 00:03:14.000]  可能還未到出手打人
[00:03:14.000 --> 00:03:16.000]  又或者
[00:03:16.000 --> 00:03:19.000]  我們只是在心裡對人不滿
[00:03:19.000 --> 00:03:21.000]  就罵人
[00:03:21.000 --> 00:03:23.000]  或者是批評
[00:03:23.000 --> 00:03:25.000]  在心裡
[00:03:25.000 --> 00:03:26.000]  有沒有想過
[00:03:26.000 --> 00:03:28.000]  這些表現其實很可能
[00:03:28.000 --> 00:03:32.000]  是我們屬靈生命上出現了問題
[00:03:32.000 --> 00:03:33.000]  我們的價值觀
[00:03:33.000 --> 00:03:34.000]  人生觀
[00:03:34.000 --> 00:03:35.000]  道德觀
[00:03:35.000 --> 00:03:37.000]  生病
[00:03:37.000 --> 00:03:39.000]  影響了我們和人相處
[00:03:39.000 --> 00:03:43.000]  如果這些屬靈關係的病徵
[00:03:43.000 --> 00:03:45.000]  不及早醫治
[00:03:45.000 --> 00:03:48.000]  會影響感染到你身邊的人
[00:03:48.000 --> 00:03:51.000]  甚至你的家人朋友
[00:03:51.000 --> 00:03:53.000]  破壞了我們的關係
[00:03:53.000 --> 00:03:55.000]  今天的經文是在
[00:03:55.000 --> 00:03:58.000]  《雅各書》第四章四到十二節
[00:03:58.000 --> 00:04:01.000]  雅各就像一位醫生一樣
[00:04:01.000 --> 00:04:02.000]  醫治我們
[00:04:02.000 --> 00:04:04.000]  和我們做深入的檢查
[00:04:04.000 --> 00:04:06.000]  他不單單
[00:04:06.000 --> 00:04:07.000]  告訴我們
[00:04:07.000 --> 00:04:09.000]  屬靈生命的病徵
[00:04:09.000 --> 00:04:11.000]  更加一針見血地
[00:04:11.000 --> 00:04:14.000]  這樣指出我們致命的病因
[00:04:14.000 --> 00:04:16.000]  從而更加開出一個
[00:04:16.000 --> 00:04:18.000]  從神而來的生命良方
[00:04:18.000 --> 00:04:20.000]  醫治我們
[00:04:20.000 --> 00:04:22.000]  現在就讓我們來領受
[00:04:22.000 --> 00:04:26.000]  這一份關乎我們生命的健康信息
[00:04:26.000 --> 00:04:28.000]  讓我們同心討告
[00:04:28.000 --> 00:04:31.000]  慈悲仁愛天父
[00:04:31.000 --> 00:04:33.000]  願你賜福以下時間
[00:04:33.000 --> 00:04:36.000]  幫助我們明白你的教導
[00:04:36.000 --> 00:04:38.000]  認清我們的生命病因
[00:04:38.000 --> 00:04:39.000]  醫治我們
[00:04:39.000 --> 00:04:42.000]  使我們活出真正健康的人生
[00:04:42.000 --> 00:04:43.000]  討告
[00:04:43.000 --> 00:04:45.000]  奉救主耶穌基督之名祈求
[00:04:45.000 --> 00:04:46.000]  阿們
[00:04:46.000 --> 00:04:50.000]  我們先重讀今天的經文
[00:04:50.000 --> 00:04:52.000]  經文是記載在
[00:04:52.000 --> 00:04:55.000]  《雅各書》第四章四到十二節
[00:04:55.000 --> 00:04:59.000]  我會先邀請弟兄讀第四到五節
[00:04:59.000 --> 00:05:03.000]  之後我邀請姐妹讀第六到十節
[00:05:03.000 --> 00:05:06.000]  我會讀第十一到十二節
[00:05:06.000 --> 00:05:09.000]  我先請弟兄讀第四到五節
[00:05:09.000 --> 00:05:10.000]  弟兄請
[00:05:10.000 --> 00:05:13.000]  你們這些淫亂的人
[00:05:13.000 --> 00:05:16.000]  豈不以世俗為由
[00:05:16.000 --> 00:05:18.000]  就視以神為敵嗎?
[00:05:18.000 --> 00:05:22.000]  所以凡要以世俗為由的
[00:05:22.000 --> 00:05:24.000]  就視以神為敵
[00:05:24.000 --> 00:05:26.000]  經上說
[00:05:26.000 --> 00:05:29.000]  神愛安置在我們裡面的靈
[00:05:29.000 --> 00:05:31.000]  愛到嫉妒的地步
[00:05:31.000 --> 00:05:35.000]  你們以為這話是徒然的嗎?
[00:05:35.000 --> 00:05:36.000]  請姐妹
[00:05:36.000 --> 00:05:39.000]  但是以下是各個人的言論
[00:05:39.000 --> 00:05:41.000]  正如經上說
[00:05:41.000 --> 00:05:43.000]  神是當天我的人
[00:05:43.000 --> 00:05:46.000]  但是因合卿的地位
[00:05:46.000 --> 00:05:48.000]  所以要信徒神
[00:05:48.000 --> 00:05:50.000]  要禮安康貴
[00:05:50.000 --> 00:05:52.000]  康貴就應當給你們
[00:05:52.000 --> 00:05:54.000]  要親近神
[00:05:54.000 --> 00:05:56.000]  神就可以親近你們
[00:05:56.000 --> 00:05:58.000]  有罪的人
[00:05:58.000 --> 00:06:00.000]  要以誠令我們接受
[00:06:00.000 --> 00:06:02.000]  心愛義義的人
[00:06:02.000 --> 00:06:04.000]  要聖潔令我們接受
[00:06:04.000 --> 00:06:06.000]  豈會要仇苦
[00:06:06.000 --> 00:06:08.000]  悲哀不安
[00:06:08.000 --> 00:06:10.000]  要將苦笑變為悲哀
[00:06:10.000 --> 00:06:12.000]  歡樂變為仇
[00:06:12.000 --> 00:06:15.000]  要在主面前顯明
[00:06:15.000 --> 00:06:18.000]  下咒使你們不甘心
[00:06:18.000 --> 00:06:21.000]  請聽我讀出第十一到十二節
[00:06:21.000 --> 00:06:22.000]  弟兄們
[00:06:22.000 --> 00:06:24.000]  不可彼此詆毀
