
[00:00:00.000 --> 00:00:01.000]  各位電影姐妹早安
[00:00:01.000 --> 00:00:04.320]  11月是一個很特別的月份
[00:00:04.320 --> 00:00:05.120]  知不知道為什麼
[00:00:05.120 --> 00:00:07.240]  在座如果你是打工仔
[00:00:07.240 --> 00:00:10.360]  有沒有留意11月是一個怎樣的月份
[00:00:10.360 --> 00:00:12.200]  很聰明
[00:00:12.200 --> 00:00:13.920]  沒有公眾假期
[00:00:13.920 --> 00:00:17.480]  不過雖然11月是沒有公眾假期
[00:00:17.480 --> 00:00:20.240]  但是11月是有一些對信徒來說
[00:00:20.240 --> 00:00:24.400]  很重要很有意義的節日
[00:00:24.400 --> 00:00:27.400]  撇開感恩節不說最近期
[00:00:27.400 --> 00:00:29.560]  1111是什麼節日
[00:00:30.560 --> 00:00:34.960]  麻煩AV同工幫我展示這張照片
[00:00:34.960 --> 00:00:36.840]  大家應該記得
[00:00:36.840 --> 00:00:38.960]  就是剛剛星期二發生的
[00:00:38.960 --> 00:00:41.880]  由活水抗禦團契和加工部
[00:00:41.880 --> 00:00:44.080]  一起合辦的珍惜眼前人
[00:00:44.080 --> 00:00:45.480]  有沒有電影姐妹舉手
[00:00:45.480 --> 00:00:46.160]  先看看
[00:00:46.160 --> 00:00:48.600]  不是很多吧
[00:00:48.600 --> 00:00:50.200]  我當晚沒有空
[00:00:50.200 --> 00:00:54.360]  不過我也有回應教會提供很好
[00:00:54.360 --> 00:00:57.520]  因為教會每一年都會在夫妻節裡面
[00:00:57.920 --> 00:00:59.680]  藉著不同的活動
[00:00:59.680 --> 00:01:03.240]  讓我們提升守護我們夫婦之間
[00:01:03.240 --> 00:01:05.240]  一生一世一夫一妻的婚姻
[00:01:05.240 --> 00:01:06.960]  猜猜我怎樣響應
[00:01:06.960 --> 00:01:09.560]  如果你看看螢幕
[00:01:09.560 --> 00:01:12.280]  那張照片你應該會有印象
[00:01:12.280 --> 00:01:15.000]  就是我們有一張情話卡
[00:01:15.000 --> 00:01:16.480]  有沒有人有寄情話卡
[00:01:16.480 --> 00:01:18.480]  也不多
[00:01:18.480 --> 00:01:20.560]  我老公收到的時候很開心很sweet
[00:01:20.560 --> 00:01:23.200]  鼓勵大家如果教會再有這些機會的時候
[00:01:23.200 --> 00:01:25.040]  就把握機會
[00:01:25.040 --> 00:01:27.800]  當然我們不單很開心
[00:01:27.920 --> 00:01:30.840]  守護我們夫妻之間一生一世的愛
[00:01:30.840 --> 00:01:32.120]  今天是主日
[00:01:32.120 --> 00:01:35.560]  很想將這一生一世的愛
[00:01:35.560 --> 00:01:39.080]  從頭回歸到我們上主的當中
[00:01:39.080 --> 00:01:41.840]  今天很想和你透過一篇詩篇
[00:01:41.840 --> 00:01:43.440]  我覺得這篇詩篇
[00:01:43.440 --> 00:01:47.320]  可以說是大衛寫給上帝的情話卡
[00:01:47.320 --> 00:01:50.040]  一樣來藉著神的話語
