
[00:00:00.000 --> 00:00:04.000]  (待續)
[00:00:04.000 --> 00:00:08.680]  好,很感謝勁拜隊帶領我們由唱詩到當中
[00:00:08.680 --> 00:00:12.160]  看到上帝除了是那位高高在上
[00:00:12.160 --> 00:00:14.000]  很有能力的同時
[00:00:14.000 --> 00:00:15.840]  他願意來到這個地上
[00:00:15.840 --> 00:00:17.280]  就是耶穌基督
[00:00:17.280 --> 00:00:20.000]  成為我們與我們同在的上帝
[00:00:20.000 --> 00:00:22.480]  然後也繼續讓我們學習
[00:00:22.480 --> 00:00:26.440]  看到上帝是那位以馬內利與我們同在的上帝
[00:00:26.440 --> 00:00:28.280]  好,今天很開心
[00:00:28.280 --> 00:00:31.640]  再一次跟大家分享上帝的說話
[00:00:31.640 --> 00:00:33.760]  不知道大家有沒有印象
[00:00:33.760 --> 00:00:36.760]  上次我跟大家分享哪位人物
[00:00:36.760 --> 00:00:39.720]  藥室,我聽到有人說藥室
[00:00:39.720 --> 00:00:43.400]  今天我們也會繼續看藥室的故事
[00:00:43.400 --> 00:00:47.920]  因為這個年度我們也會透過一些聖經人物的生命
[00:00:47.920 --> 00:00:50.320]  給我們一些提醒
[00:00:50.320 --> 00:00:54.800]  今天很想跟大家看40至41章
[00:00:54.800 --> 00:00:57.880]  不過在開始之前,我想問你們一個問題
[00:00:57.880 --> 00:00:59.520]  這個說話說到
[00:00:59.520 --> 00:01:04.080]  人很容易被環境的好與壞影響
[00:01:04.080 --> 00:01:07.240]  不知道你們是否同意這句說話
[00:01:07.240 --> 00:01:09.240]  其實我很同意
[00:01:09.240 --> 00:01:12.760]  可能在在座的當中也有些人會覺得是
[00:01:12.760 --> 00:01:14.920]  因為當我們遇到困難
[00:01:14.920 --> 00:01:19.120]  或者當我們覺得事情沒有預期發生的時候
[00:01:19.120 --> 00:01:22.440]  我們很自然會有情緒反應
[00:01:22.440 --> 00:01:25.560]  可能你會覺得失望、沮喪
[00:01:25.560 --> 00:01:28.920]  否則我們現在很流行說
[00:01:28.920 --> 00:01:30.560]  不要期望太多
[00:01:30.560 --> 00:01:32.640]  因為希望越大,失望越大
[00:01:32.640 --> 00:01:33.880]  很多時候會覺得
[00:01:33.880 --> 00:01:36.000]  我把我的期望放到最低
[00:01:36.000 --> 00:01:40.400]  對我的心理傷害就減到最少
[00:01:40.400 --> 00:01:43.480]  我們很多時候都很想控制環境
[00:01:43.480 --> 00:01:46.640]  令自己過得開心一點
[00:01:46.640 --> 00:01:48.480]  但很實質的就是
[00:01:48.480 --> 00:01:50.480]  有一句說話可能大家都聽過
[00:01:50.480 --> 00:01:54.040]  就是人生不如意事是十常八九
[00:01:54.040 --> 00:01:58.880]  很多困難或者不如意的事情會出現
[00:01:58.880 --> 00:02:00.800]  是我們人生避不過的
[00:02:00.800 --> 00:02:03.480]  可能少的困難是
[00:02:03.480 --> 00:02:05.600]  你可能在考試
[00:02:05.600 --> 00:02:07.480]  或者在學業上遇到壓力
[00:02:07.480 --> 00:02:09.480]  或者跟朋友吵架
[00:02:09.480 --> 00:02:12.520]  這些看似是一件小事
[00:02:12.520 --> 00:02:14.520]  但每天你想像的時候
[00:02:14.520 --> 00:02:15.160]  你都會覺得
[00:02:15.160 --> 00:02:17.600]  撩起的時候你都會覺得有情緒
[00:02:17.600 --> 00:02:20.080]  覺得不開心,不知道該怎麼辦
[00:02:20.080 --> 00:02:21.480]  如果是大一點的事情
[00:02:21.480 --> 00:02:24.240]  可能你最近打開報紙、IG
[00:02:24.240 --> 00:02:25.520]  你會看到很多
[00:02:25.520 --> 00:02:27.920]  可能在世界上發生很多
[00:02:27.920 --> 00:02:29.800]  令人覺得很不開心的事情
[00:02:29.800 --> 00:02:31.600]  有很多無辜的人去傷亡
[00:02:31.600 --> 00:02:32.880]  可能就是戰爭
[00:02:32.880 --> 00:02:35.200]  或者是天災人禍等等
[00:02:35.200 --> 00:02:37.080]  其實在人的角度
[00:02:37.080 --> 00:02:39.120]  我們的確控制不了很多事情
[00:02:39.120 --> 00:02:40.880]  甚至當我們看到這些事情的時候
[00:02:40.880 --> 00:02:43.040]  會覺得很無奈
