
[00:00:00.000 --> 00:00:03.640]  就是敬拜隊,帶領我們去敬拜
[00:00:03.640 --> 00:00:06.720]  我很想跟大家分享一個體會
[00:00:06.720 --> 00:00:08.720]  剛才敬拜的時候
[00:00:08.720 --> 00:00:11.720]  我想說,我半年前坐在這裡的時候
[00:00:11.720 --> 00:00:14.720]  敬拜的時候,有一種感覺
[00:00:14.720 --> 00:00:16.720]  就是我覺得很孤單
[00:00:16.720 --> 00:00:19.720]  因為感覺是我後面好像沒有人出聲
[00:00:19.720 --> 00:00:22.720]  但是我很欣賞大家
[00:00:22.720 --> 00:00:25.720]  我剛才看到後面,我很欣賞後面那幾個男生
[00:00:25.720 --> 00:00:28.720]  他剛才唱歌比我大聲
[00:00:28.720 --> 00:00:30.720]  所以我真的很感受到
[00:00:30.720 --> 00:00:32.720]  確實可能大家唱了一些歌
[00:00:32.720 --> 00:00:34.720]  又開始熟悉得多一點
[00:00:34.720 --> 00:00:36.720]  但是我真的很欣賞大家的是
[00:00:36.720 --> 00:00:38.720]  你願意去嘗試,可能去唱一下
[00:00:38.720 --> 00:00:40.720]  你又會體會到
[00:00:40.720 --> 00:00:42.720]  你所唱的歌詞和你有什麼關係
[00:00:42.720 --> 00:00:44.720]  所以鼓勵等於姐妹繼續努力
[00:00:44.720 --> 00:00:48.720]  我們在信仰上多點去嘗試
[00:00:48.720 --> 00:00:49.720]  多點體會
[00:00:49.720 --> 00:00:52.720]  今天我去和大家分享訊息
[00:00:52.720 --> 00:00:54.720]  如果大家有印象
[00:00:54.720 --> 00:00:58.720]  大家記得我們今年每兩個月
[00:00:58.720 --> 00:01:00.720]  我們會有一個港獨的月題
[00:01:00.720 --> 00:01:04.720]  1、2月我們是說轉化
[00:01:04.720 --> 00:01:08.720]  說我們生命要如何被神轉化我們的生命
[00:01:08.720 --> 00:01:12.720]  3月開始我們轉了一個新的月題
[00:01:12.720 --> 00:01:14.720]  叫做眼界
[00:01:14.720 --> 00:01:17.720]  如果大家有記得,我們今年的年題是
[00:01:17.720 --> 00:01:20.720]  Alive in Christ, Let's Go and Shine
[00:01:20.720 --> 00:01:22.720]  過了半年我們集中在
[00:01:22.720 --> 00:01:24.720]  我們生命如何被神改變
[00:01:24.720 --> 00:01:27.720]  我們如何活生生的基督徒
[00:01:27.720 --> 00:01:29.720]  3月開始,接下來的半年
[00:01:29.720 --> 00:01:33.720]  真的想專注在Let's Go and Shine這件事
[00:01:33.720 --> 00:01:38.720]  原來我們基督徒不是只說自己的命
[00:01:38.720 --> 00:01:40.720]  原來我們是要出去的
[00:01:40.720 --> 00:01:43.720]  我們要在信仰上多點實踐
[00:01:43.720 --> 00:01:45.720]  今天和大家分享一個字
[00:01:45.720 --> 00:01:47.720]  我不知道大家有沒有聽過這個字
[00:01:47.720 --> 00:01:49.720]  同溫層,大家有沒有聽過
[00:01:49.720 --> 00:01:52.720]  可能初中少一點吧
[00:01:52.720 --> 00:01:54.720]  這個字,如果要說這個字
[00:01:54.720 --> 00:01:56.720]  其實要說另一個字
[00:01:56.720 --> 00:01:59.720]  那個字是什麼呢?就是演算法
[00:01:59.720 --> 00:02:00.720]  大家有沒有聽過?
[00:02:00.720 --> 00:02:04.720]  應該可能有些有,有些沒有
[00:02:04.720 --> 00:02:06.720]  演算法是什麼呢?
[00:02:06.720 --> 00:02:09.720]  其實是一個互聯網的一個term
[00:02:09.720 --> 00:02:13.720]  就是我們很多時候去看一些IG
[00:02:13.720 --> 00:02:15.720]  看一些YouTube
[00:02:15.720 --> 00:02:16.720]  我不知道你有沒有發現
[00:02:16.720 --> 00:02:18.720]  當你搜尋一些東西的時候
[00:02:18.720 --> 00:02:20.720]  那些YouTube、IG
[00:02:20.720 --> 00:02:23.720]  就會不停推介一些相類似的東西給你
[00:02:23.720 --> 00:02:24.720]  舉個例子
[00:02:24.720 --> 00:02:26.720]  大家都知道我喜歡看球賽
[00:02:26.720 --> 00:02:30.720]  最近曼聯,我之前的球隊成績非常低微
[00:02:30.720 --> 00:02:32.720]  快要跌下去,要去降班的領域
[00:02:32.720 --> 00:02:37.720]  當我去看曼聯的新聞的時候
[00:02:37.720 --> 00:02:39.720]  開始有很多不同的post
[00:02:39.720 --> 00:02:41.720]  就說曼聯有多差
[00:02:41.720 --> 00:02:44.720]  曼聯的問題有多不行
[00:02:44.720 --> 00:02:47.720]  當我慢慢去看這些新聞的時候
[00:02:47.720 --> 00:02:48.720]  很特別
[00:02:48.720 --> 00:02:53.720]  IG、YouTube就會推介了很多相類似的東西
[00:02:53.720 --> 00:02:55.720]  就說曼聯真的有問題
[00:02:55.720 --> 00:02:57.720]  曼聯的球隊是一個joke
[00:02:57.720 --> 00:03:00.720]  那些東西是我沒有follow開的
[00:03:00.720 --> 00:03:05.720]  但是YouTube、IG就會不停推介相類似的東西給我
[00:03:05.720 --> 00:03:08.720]  慢慢我就覺得那個人說得很有道理
[00:03:08.720 --> 00:03:09.720]  我就會follow
[00:03:09.720 --> 00:03:11.720]  我們就會再聽
[00:03:11.720 --> 00:03:13.720]  然後YouTube又再推介一些類似的東西給我
[00:03:13.720 --> 00:03:17.720]  慢慢慢慢這些資訊帶給我的就是
[00:03:17.720 --> 00:03:20.720]  其實我都慢慢開始認同曼聯這隊球隊是很有問題的
[00:03:20.720 --> 00:03:22.720]  是廢的
[00:03:22.720 --> 00:03:25.720]  然後最慘的是什麼
[00:03:25.720 --> 00:03:28.720]  當我慢慢慢慢潛移默化影響了的時候
[00:03:28.720 --> 00:03:30.720]  突然間有一些另類的post就說
[00:03:30.720 --> 00:03:33.720]  有些球迷就說其實曼聯都很好
[00:03:33.720 --> 00:03:34.720]  怎樣的
[00:03:34.720 --> 00:03:39.720]  我就會覺得那些post是在盲撐這隊球隊
[00:03:39.720 --> 00:03:42.720]  這個演算法帶給你影響
[00:03:42.720 --> 00:03:44.720]  怎樣跟同溫層有關係呢
[00:03:44.720 --> 00:03:48.720]  我猜當這個模式開始影響我們的生活
[00:03:48.720 --> 00:03:50.720]  特別是我們跟別人相處的時候
[00:03:50.720 --> 00:03:52.720]  我們會有一種情況
[00:03:52.720 --> 00:03:55.720]  就是那些跟我們同聲同氣
[00:03:55.720 --> 00:03:56.720]  跟我們同一個style的人
[00:03:56.720 --> 00:03:58.720]  我們就會選擇走在一起
[00:03:58.720 --> 00:04:04.720]  這個圈就是我們的同溫層
[00:04:04.720 --> 00:04:07.720]  但是如果一些跟我們不同vibe的
[00:04:07.720 --> 00:04:09.720]  跟我們不同style的
[00:04:09.720 --> 00:04:12.720]  那些人就好像不是我們圈裡面
[00:04:12.720 --> 00:04:15.720]  我們就不會怎樣跟他相處
[00:04:15.720 --> 00:04:19.720]  確實同溫層的群體會帶給我們舒服的感覺
[00:04:19.720 --> 00:04:21.720]  帶給我們安全感
[00:04:21.720 --> 00:04:23.720]  不過這個同溫層帶來的影響
[00:04:23.720 --> 00:04:27.720]  其實會令我們生命上可能有一些限制
[00:04:27.720 --> 00:04:30.720]  今天我想透過一個故事
[00:04:30.720 --> 00:04:32.720]  可能大家有聽過一個巴別塔的故事
