
[00:00:00.000 --> 00:00:02.720]  剛才如果你有來六點到七點
[00:00:02.720 --> 00:00:08.380]  這個聖周六特別的安靜的禱告會
[00:00:08.380 --> 00:00:11.280]  你會發現有一個字常常出現
[00:00:11.280 --> 00:00:13.940]  不知道今天做什麼
[00:00:13.940 --> 00:00:17.240]  我們看看這個表
[00:00:17.240 --> 00:00:19.020]  很特別的
[00:00:19.020 --> 00:00:20.940]  我們福音派教會
[00:00:20.940 --> 00:00:22.540]  我們有如虎騎
[00:00:22.540 --> 00:00:25.400]  四十天的默想
[00:00:25.400 --> 00:00:28.120]  讓我們信徒個人安靜去默想
[00:00:28.120 --> 00:00:32.140]  有壽苦節就像昨晚我們集體一齊默想禱告
[00:00:32.140 --> 00:00:34.640]  然後等到星期日復活節
[00:00:34.640 --> 00:00:37.360]  我們信徒聚集一齊宣告耶穌的復活
[00:00:37.360 --> 00:00:39.700]  但星期六呢?
[00:00:39.700 --> 00:00:45.760]  我想起我自己做了幾十年的基督徒
[00:00:45.760 --> 00:00:49.240]  原來從來都沒有留意過星期六做什麼
[00:00:49.240 --> 00:00:52.760]  因為我以前的舞會星期六是沒有聚會的
[00:00:52.760 --> 00:00:55.300]  所以星期五完了壽苦節
[00:00:56.040 --> 00:00:58.120]  星期六當然要做自己的事
[00:00:58.120 --> 00:01:01.000]  去玩去吃東西休息
[00:01:01.000 --> 00:01:04.040]  星期日就是復活節的崇拜
[00:01:04.040 --> 00:01:07.980]  所以這次我要去預備的時候
[00:01:07.980 --> 00:01:09.620]  我都問自己一條問題
[00:01:09.620 --> 00:01:12.900]  那天
[00:01:12.900 --> 00:01:16.000]  那天星期六是什麼事?
[00:01:16.000 --> 00:01:17.360]  發生什麼事?
[00:01:17.360 --> 00:01:19.660]  我們來看看當天發生了什麼事
[00:01:19.660 --> 00:01:23.340]  耶穌被釘死那天就是在安息日的前夕
[00:01:23.340 --> 00:01:25.600]  剛才你六點到七點有來的時候
[00:01:25.600 --> 00:01:26.760]  你會聽到
[00:01:26.760 --> 00:01:28.840]  說到亞利馬泰
[00:01:28.840 --> 00:01:31.500]  他不忍心見到耶穌就這樣掛在十字架上
[00:01:31.500 --> 00:01:33.580]  所以他大膽去找比拉多
[00:01:33.580 --> 00:01:35.820]  問他拿了耶穌的身體
[00:01:35.820 --> 00:01:38.180]  然後就埋葬了
[00:01:38.180 --> 00:01:41.620]  用細麻布用香料來包著放在墳墓裡
[00:01:41.620 --> 00:01:45.780]  那班婦女就一直追蹤著
[00:01:45.780 --> 00:01:49.080]  一直跟著想知道耶穌的身體最後去了哪裡
[00:01:49.080 --> 00:01:52.400]  那班士兵就很無奈
[00:01:53.300 --> 00:01:55.900]  因為被吩咐一定要守著墳墓
[00:01:55.900 --> 00:01:58.200]  怕那些瞞徒偷走了耶穌的身體
[00:01:58.200 --> 00:02:02.120]  那班瞞徒就躲起來
[00:02:02.120 --> 00:02:04.060]  自己在房子裡鎖起來
[00:02:04.060 --> 00:02:05.540]  不敢出來
[00:02:05.540 --> 00:02:08.340]  他怕被人抓了
[00:02:08.340 --> 00:02:13.940]  然後聖經一跳就跳到七天的第一天
[00:02:13.940 --> 00:02:17.100]  安息日本來太陽下山完的時候
[00:02:17.100 --> 00:02:19.980]  那班婦女就很想去找耶穌
[00:02:19.980 --> 00:02:21.540]  去勾耶穌的身體
[00:02:21.540 --> 00:02:24.820]  但是因為太黑了,所以等到天亮才再去
[00:02:24.820 --> 00:02:28.620]  但是去到,你發現發生了什麼事?
[00:02:28.620 --> 00:02:31.340]  看不到耶穌的身體
[00:02:31.340 --> 00:02:36.420]  然後聖經再記載,耶穌就向瞞徒顯現
[00:02:36.420 --> 00:02:40.940]  中間安息日那一天發生了什麼事?
[00:02:40.940 --> 00:02:42.540]  耶穌去了哪裡?
[00:02:42.540 --> 00:02:48.460]  我們今天會試一下從幾段的經文
[00:02:48.460 --> 00:02:50.460]  因為有六段經文這麼多
[00:02:50.460 --> 00:02:53.340]  我不會逐段去讀,你可以看程序表
[00:02:53.340 --> 00:02:56.580]  都可以看得到的,我有很多解釋在這裡
[00:02:56.580 --> 00:02:59.380]  你可以一邊看著,一邊去明白整個過程
[00:02:59.380 --> 00:03:01.860]  有六段經文是講到亞利馬泰
[00:03:01.860 --> 00:03:03.660]  剛才講過的,種婦女
[00:03:03.660 --> 00:03:05.140]  講到士兵
[00:03:05.140 --> 00:03:06.660]  講到瞞徒
[00:03:06.660 --> 00:03:10.100]  最後會講到以馬五思路那兩個瞞徒
[00:03:10.100 --> 00:03:13.980]  然後最後約翰福音21章就講到彼得
[00:03:13.980 --> 00:03:17.100]  我們試一下從這六組的人
[00:03:17.100 --> 00:03:20.020]  去看看那天發生了什麼事
[00:03:20.020 --> 00:03:24.060]  我們今天又如何看待
[00:03:24.060 --> 00:03:28.860]  或者我們如何過受苦節之後的這個星期六
[00:03:28.860 --> 00:03:30.140]  這個聖周六
[00:03:30.140 --> 00:03:32.140]  也是當日的安息日
[00:03:32.140 --> 00:03:35.700]  我們試一下看看剛才講過的那四個人
[00:03:35.700 --> 00:03:38.780]  究竟他們那四組人的心情究竟是怎樣的
[00:03:38.780 --> 00:03:43.260]  亞利馬泰其實他為了要按照猶太的傳統
[00:03:43.260 --> 00:03:46.300]  幫耶穌舉行一個有體面的安葬
[00:03:46.300 --> 00:03:48.300]  他是信耶穌,他很尊重耶穌
[00:03:48.300 --> 00:03:51.060]  他相信有天國,相信有永生
[00:03:51.060 --> 00:03:53.940]  但是他不敢走出來,光明正大
[00:03:53.940 --> 00:03:55.940]  做一個瞞徒
[00:03:55.940 --> 00:03:57.940]  他唯有等時間過
[00:03:57.940 --> 00:04:01.420]  他覺得他有一天可以做到基督徒
[00:04:01.420 --> 00:04:05.020]  他面對著自己這些固有的框框
[00:04:05.020 --> 00:04:07.020]  或者社會給他的一些壓力
[00:04:07.020 --> 00:04:10.020]  他唯有暗暗地為耶穌做了這件事
[00:04:10.020 --> 00:04:13.740]  他等待,他等待什麼
[00:04:13.740 --> 00:04:15.740]  等待終有一日
[00:04:15.740 --> 00:04:18.060]  他可以放下這些負擔
[00:04:18.060 --> 00:04:20.060]  放下這些框框,放下這些壓力
[00:04:20.060 --> 00:04:22.900]  公開做一個基督徒
[00:04:22.900 --> 00:04:24.900]  這個是亞利馬泰
[00:04:24.900 --> 00:04:26.900]  他暗中有這個希望
[00:04:26.900 --> 00:04:30.340]  而一班婦女她們的狀況是怎樣
[00:04:30.340 --> 00:04:32.340]  其實她們一直跟著耶穌
[00:04:32.340 --> 00:04:34.340]  其實她們很想馬上去告耶穌
[00:04:34.340 --> 00:04:37.700]  但無奈
[00:04:37.700 --> 00:04:39.700]  安息日來到了
[00:04:39.700 --> 00:04:41.700]  她們唯有等24小時
[00:04:41.700 --> 00:04:43.700]  太陽落山已經開始了
[00:04:43.700 --> 00:04:47.500]  安息日,唯有等到第二天的太陽落山安息日完的時候
[00:04:47.500 --> 00:04:49.500]  她們才可以找耶穌
[00:04:49.500 --> 00:04:51.500]  不過太黑了
[00:04:51.500 --> 00:04:54.300]  她們出不去,唯有再等多12個小時
[00:04:54.300 --> 00:04:57.620]  等到太陽出來,她們就去告耶穌
[00:04:57.620 --> 00:04:59.620]  她們準備了這些香膏、香料
[00:04:59.620 --> 00:05:02.860]  等待足足36個小時
[00:05:02.860 --> 00:05:04.860]  為了就是
[00:05:04.860 --> 00:05:07.700]  向耶穌有最後這個告別的儀式
[00:05:07.700 --> 00:05:12.260]  你想想她們面對著自己沉痛的悲傷
[00:05:12.260 --> 00:05:14.260]  極度的失落
[00:05:14.260 --> 00:05:16.260]  因為耶穌是她們三年一直跟著的
[00:05:16.260 --> 00:05:18.260]  現在很傷心、很悲痛
[00:05:18.260 --> 00:05:20.260]  她們期望
[00:05:20.260 --> 00:05:22.260]  她們在這裏等36小時
[00:05:22.260 --> 00:05:24.980]  就是為了見到耶穌的身體
[00:05:24.980 --> 00:05:30.260]  她們是悲痛的絕望
[00:05:30.260 --> 00:05:34.260]  一班士兵又怎樣
[00:05:34.260 --> 00:05:36.260]  上面有命令一定要做
[00:05:36.260 --> 00:05:38.260]  可能是增派人手
[00:05:38.260 --> 00:05:41.260]  可能上面取消所有的休假
[00:05:41.260 --> 00:05:43.260]  多些士兵來到
[00:05:43.260 --> 00:05:45.260]  嚴守三天,不要被門徒偷走
[00:05:47.260 --> 00:05:49.260]  耶穌的身體
[00:05:49.260 --> 00:05:51.260]  她們心裏在想什麼
[00:05:51.260 --> 00:05:53.260]  最好這幾天不要有事發生
[00:05:53.260 --> 00:05:55.260]  一切平安無事就好了,門徒不要來
[00:05:55.260 --> 00:05:57.260]  過三天我就可以回家了
[00:05:57.260 --> 00:06:01.260]  她們其實沒有什麼期望
[00:06:01.260 --> 00:06:04.260]  人生無所謂,總之快點過了今天
[00:06:04.260 --> 00:06:06.260]  等時間過就好了
[00:06:06.260 --> 00:06:10.260]  接著一班門徒
[00:06:10.260 --> 00:06:12.260]  其實如果你記得聖經說
[00:06:12.260 --> 00:06:14.260]  耶穌被捉拿的時候
[00:06:14.260 --> 00:06:16.260]  其實她們已經四散
[00:06:16.260 --> 00:06:18.260]  躲起來
[00:06:18.260 --> 00:06:20.260]  她們跟了耶穌這麼多年
[00:06:20.260 --> 00:06:22.260]  現在耶穌不在身邊
[00:06:22.260 --> 00:06:24.260]  她們很難接受
[00:06:24.260 --> 00:06:26.260]  但又怕宗教領袖抓她們
[00:06:26.260 --> 00:06:28.260]  所以躲在屋裏
[00:06:28.260 --> 00:06:30.260]  不敢和外界接觸
[00:06:30.260 --> 00:06:32.260]  耶穌是她們唯一的指望
[00:06:32.260 --> 00:06:34.260]  人生的指望
[00:06:34.260 --> 00:06:36.260]  以為可以一輩子跟著耶穌
[00:06:36.260 --> 00:06:38.260]  但現在沒有盼望
[00:06:38.260 --> 00:06:40.260]  失去了指望
[00:06:40.260 --> 00:06:42.260]  她們很失落
[00:06:42.260 --> 00:06:44.260]  預言的那個彌賽亞
[00:06:44.260 --> 00:06:46.260]  誰知現在看著她
[00:06:46.260 --> 00:06:48.260]  眼睜睜看著她
[00:06:48.260 --> 00:06:50.260]  被她猶太人自己處死了
[00:06:50.260 --> 00:06:54.260]  她們唯有
[00:06:54.260 --> 00:06:56.260]  等待下一個耶穌的出現
[00:06:56.260 --> 00:06:58.260]  等待下一個神蹟
[00:06:58.260 --> 00:07:04.260]  我們又再想想當日
[00:07:04.260 --> 00:07:06.260]  耶穌釘死後那個的安息日
[00:07:06.260 --> 00:07:08.260]  其實是歷史上
[00:07:08.260 --> 00:07:10.260]  最黑暗的一天
[00:07:10.260 --> 00:07:12.260]  耶穌的身體
[00:07:12.260 --> 00:07:14.260]  在墳墓裏
[00:07:14.260 --> 00:07:16.260]  那耶穌的靈去哪了
[00:07:16.260 --> 00:07:18.260]  那天好像沒有事情發生
[00:07:18.260 --> 00:07:20.260]  神好像沉默無聲
[00:07:20.260 --> 00:07:22.260]  人全部都在黑暗中
[00:07:22.260 --> 00:07:24.260]  在等待
[00:07:24.260 --> 00:07:26.260]  雖然
[00:07:26.260 --> 00:07:28.260]  耶穌說過祂三天復活
[00:07:28.260 --> 00:07:30.260]  但似乎沒有一個門徒記得
[00:07:30.260 --> 00:07:32.260]  她們就落在一個很絕望
[00:07:32.260 --> 00:07:34.260]  很恐懼
[00:07:34.260 --> 00:07:36.260]  被迫要在這裏等
[00:07:36.260 --> 00:07:38.260]  沒有出路
[00:07:38.260 --> 00:07:40.260]  她們忘記了耶穌說過
[00:07:40.260 --> 00:07:42.260]  祂會復活
[00:07:42.260 --> 00:07:44.260]  現在耶穌死了,沒有盼望,沒有方向
[00:07:44.260 --> 00:07:46.260]  這一天
[00:07:46.260 --> 00:07:48.260]  這一天安息日
[00:07:48.260 --> 00:07:50.260]  似乎什麼都停了
[00:07:50.260 --> 00:07:52.260]  沒有神蹟
[00:07:52.260 --> 00:07:54.260]  沒有神的話
[00:07:54.260 --> 00:07:56.260]  沒有顯現
[00:07:56.260 --> 00:07:58.260]  沒有盼望
[00:07:58.260 --> 00:08:00.260]  聽不到耶穌的聲音
[00:08:00.260 --> 00:08:02.260]  沉默的一天
[00:08:02.260 --> 00:08:06.260]  這班人帶著很多疑惑
[00:08:06.260 --> 00:08:08.260]  一直跟著耶穌
[00:08:08.260 --> 00:08:10.260]  現在沒有了耶穌
[00:08:10.260 --> 00:08:12.260]  那班門徒可能會問
[00:08:12.260 --> 00:08:14.260]  不是祂跟我們一起復興以色列國嗎
[00:08:14.260 --> 00:08:16.260]  現在人都死了
[00:08:16.260 --> 00:08:18.260]  很疑惑
[00:08:18.260 --> 00:08:20.260]  婦女呢
[00:08:20.260 --> 00:08:22.260]  我們多年期望的
[00:08:22.260 --> 00:08:24.260]  耶穌走了
[00:08:24.260 --> 00:08:26.260]  我們是不是信錯了人
[00:08:26.260 --> 00:08:28.260]  這麼快死了
[00:08:28.260 --> 00:08:32.260]  彼得更慘
[00:08:32.260 --> 00:08:34.260]  我想他兩行眼淚
[00:08:34.260 --> 00:08:36.260]  哭著
[00:08:36.260 --> 00:08:38.260]  耶穌生前我三次不認祂
[00:08:38.260 --> 00:08:40.260]  我本來想跟祂道歉
[00:08:40.260 --> 00:08:42.260]  誰知現在死了
[00:08:42.260 --> 00:08:44.260]  我想跟祂道歉
[00:08:44.260 --> 00:08:46.260]  也沒有機會
[00:08:46.260 --> 00:08:48.260]  很傷心,很絕望
