
[00:00:00.000 --> 00:00:04.220]  很感恩今天能夠在當中跟大家分享神的話
[00:00:04.220 --> 00:00:09.220]  回顧我自己過去三年多在恩福的侍奉
[00:00:09.220 --> 00:00:12.720]  我不單止經歷身邊很親愛的童宮
[00:00:12.720 --> 00:00:16.820]  包括梅士牧師、Tammy和斯諾傳道
[00:00:16.820 --> 00:00:20.120]  他們突然間都在我身邊身患重病
[00:00:20.120 --> 00:00:23.320]  要接受標靶、化療、電療
[00:00:23.320 --> 00:00:27.720]  而當中Tammy傳道已經回到天父的身邊
[00:00:28.220 --> 00:00:30.520]  而在我自己服侍的團契裡
[00:00:30.520 --> 00:00:33.720]  我們共同的經歷都相當不少
[00:00:33.720 --> 00:00:37.020]  有原本一直很健康的弟兄
[00:00:37.020 --> 00:00:40.320]  他突然間發現患上血癌
[00:00:40.320 --> 00:00:43.720]  最後要接受自身的治療
[00:00:43.720 --> 00:00:46.020]  另外有一個年輕的媽媽
[00:00:46.020 --> 00:00:48.420]  突然間因為心臟病
[00:00:48.420 --> 00:00:52.420]  要送入醫院接受一個很緊急的踏橋手術
[00:00:52.420 --> 00:00:57.920]  現在回望每一幕都依然是記憶猶新
[00:00:58.320 --> 00:01:01.920]  而當中最深刻、最動魄驚心的
[00:01:01.920 --> 00:01:03.720]  就是一對中年夫婦
[00:01:03.720 --> 00:01:07.620]  他們經歷了突如其來的生離死別
[00:01:07.620 --> 00:01:10.820]  這件事突發的苦難
[00:01:10.820 --> 00:01:14.420]  正正是在我們團契剛剛查完《約伯記》
[00:01:14.420 --> 00:01:16.720]  這一課的查經之後
[00:01:16.720 --> 00:01:19.720]  我們都深深覺得是滿有恩典的神
[00:01:19.720 --> 00:01:22.720]  刻意早有預備和安排
[00:01:22.720 --> 00:01:25.920]  讓我們有祂寶貴的說話打定底
[00:01:25.920 --> 00:01:30.920]  來和肢體一起迎接生命裏的風暴
[00:01:30.920 --> 00:01:34.320]  上星期宋牧師帶領我們
[00:01:34.320 --> 00:01:38.120]  看到從小經歷苦難到大的約瑟
[00:01:38.120 --> 00:01:42.720]  如何在苦難裏看到神背後的美意
[00:01:42.720 --> 00:01:45.920]  今天我們一起來看《約伯》
[00:01:45.920 --> 00:01:48.620]  在《約伯記》第一至第二章
[00:01:48.620 --> 00:01:51.820]  作者很詳細地記述了約伯
[00:01:51.820 --> 00:01:54.120]  他當中所遇到的突發性
[00:01:54.120 --> 00:01:56.920]  又接二連三的一些苦難
[00:01:56.920 --> 00:02:00.920]  約伯他原本是城中的首富
[00:02:00.920 --> 00:02:02.820]  兒女滿堂
[00:02:02.820 --> 00:02:05.920]  但是他淪落到一無所有
[00:02:05.920 --> 00:02:09.720]  白頭人送十幾個子女黑頭人
[00:02:09.720 --> 00:02:13.720]  約伯他最重要就是在最落魄潦倒的時候
[00:02:13.720 --> 00:02:17.520]  連身邊唯一的太太都奚落他
[00:02:17.520 --> 00:02:22.920]  又被最好的朋友冤屈他、誣衊他
[00:02:22.920 --> 00:02:26.320]  說他等於是他或者他的子女得罪神
[00:02:26.320 --> 00:02:29.120]  所以才有今天這樣的下場
[00:02:29.120 --> 00:02:33.320]  但是我們在經文裏面都發現約伯他一個什麼人
[00:02:33.320 --> 00:02:35.920]  他說他一個完全正直
[00:02:35.920 --> 00:02:37.820]  一生都敬畏神
[00:02:37.820 --> 00:02:39.820]  遠離惡事
[00:02:39.820 --> 00:02:42.320]  讓我們了解到其實苦難
[00:02:42.320 --> 00:02:45.920]  未必是和罪有關係的
[00:02:45.920 --> 00:02:50.120]  聽到這裡不知道我們的內心會不會覺得害怕
[00:02:50.120 --> 00:02:52.220]  或者灰灰的
[00:02:52.220 --> 00:02:55.620]  其實苦難的確有時好像洪水猛獸一樣
[00:02:55.620 --> 00:02:57.020]  一殺過來
[00:02:57.020 --> 00:02:59.920]  令到我們都措手不及
[00:02:59.920 --> 00:03:01.920]  就算好像約伯那麼完全
[00:03:01.920 --> 00:03:04.220]  都不能夠去免疫
[00:03:04.220 --> 00:03:05.620]  這樣面對苦難
[00:03:05.620 --> 00:03:08.320]  我們是不是真的沒有出路呢?
[00:03:08.320 --> 00:03:09.620]  當然不是
[00:03:09.620 --> 00:03:11.820]  因為我們有神的說話
[00:03:11.820 --> 00:03:14.420]  就讓我們繼續從約伯的身上
[00:03:14.420 --> 00:03:19.620]  掌握面對苦難的KFC求生包
[00:03:19.620 --> 00:03:25.020]  這個包不是K字快餐店最新推出的包
[00:03:25.020 --> 00:03:29.820]  而是可以幫我們去掌握和面對到苦難的
[00:03:29.820 --> 00:03:33.620]  救我們出苦難的求生包
[00:03:33.620 --> 00:03:37.020]  讓我們看看苦難KFC求生包
[00:03:37.020 --> 00:03:40.220]  第一個的K字是什麼
[00:03:40.220 --> 00:03:42.720]  第一個K字就是knowing
[00:03:42.720 --> 00:03:47.220]  指我們需要追求深刻地去認識我們的神
[00:03:47.220 --> 00:03:49.220]  從頭腦上的認識
[00:03:49.220 --> 00:03:51.220]  到親眼的看見
[00:03:51.220 --> 00:03:52.920]  我想邀請弟兄姊妹
[00:03:52.920 --> 00:03:58.220]  和我們一起看螢光幕讀出一章18到21節
[00:03:58.220 --> 00:04:00.020]  1、2、3
[00:04:00.020 --> 00:04:02.120]  他還說話的時候
[00:04:02.120 --> 00:04:03.920]  有人來說
[00:04:03.920 --> 00:04:09.220]  你的兒女正在他們長輕的家裡吃飯喝酒
[00:04:09.220 --> 00:04:10.120]  看啊
[00:04:10.120 --> 00:04:13.020]  有狂風從幹野刮來
[00:04:13.020 --> 00:04:15.520]  襲擊房屋的四角
[00:04:15.520 --> 00:04:18.920]  房屋倒塌在年輕人身上
[00:04:18.920 --> 00:04:21.020]  他們就都死了
[00:04:21.020 --> 00:04:23.520]  唯有我一人逃脫
[00:04:23.520 --> 00:04:25.920]  來報信給你
[00:04:25.920 --> 00:04:29.220]  若白袖起來撕裂外袍
[00:04:29.220 --> 00:04:30.720]  剃了頭
[00:04:30.720 --> 00:04:33.320]  苦獲在地敬拜
[00:04:33.320 --> 00:04:35.720]  我赤身出於母胎
[00:04:35.720 --> 00:04:37.820]  也必赤身歸回
[00:04:37.820 --> 00:04:40.120]  賞賜的是耶和華
[00:04:40.120 --> 00:04:42.620]  收取的也是耶和華
[00:04:42.620 --> 00:04:46.120]  耶和華的名是應當稱重的
[00:04:46.120 --> 00:04:47.820]  謝謝
[00:04:47.820 --> 00:04:50.420]  不知道換轉你是若白
[00:04:50.420 --> 00:04:53.220]  經歷完失去所有財產
[00:04:53.220 --> 00:04:55.820]  即是牠的牛羊駱駝
[00:04:55.820 --> 00:04:58.120]  就好像當我們現在思想像下
[00:04:58.120 --> 00:04:59.420]  一夜之間
[00:04:59.420 --> 00:05:00.820]  你的銀行存款
[00:05:00.820 --> 00:05:02.620]  你的樓你的車
[00:05:02.620 --> 00:05:04.420]  你的基金你的股票
[00:05:04.420 --> 00:05:05.820]  全部沒有了
[00:05:05.820 --> 00:05:07.020]  是怎樣呢
[00:05:07.020 --> 00:05:10.420]  還要是失去最心愛的子女
[00:05:10.420 --> 00:05:13.220]  你會有什麼反應呢
[00:05:13.220 --> 00:05:14.120]  坦白說
[00:05:14.120 --> 00:05:15.820]  換轉是我
[00:05:15.820 --> 00:05:17.720]  我一定會崩潰
[00:05:17.720 --> 00:05:19.620]  我一定會扯著問神
[00:05:19.620 --> 00:05:23.020]  何必偏偏選中我呢
[00:05:23.020 --> 00:05:24.620]  但是為什麼
[00:05:24.620 --> 00:05:26.120]  這麼敬畏神的若白
[00:05:26.120 --> 00:05:28.220]  都會飛離橫禍
[00:05:28.220 --> 00:05:30.420]  我們看看若白的反應是怎樣
[00:05:30.420 --> 00:05:32.120]  在經文裏面我們看到
[00:05:32.120 --> 00:05:33.920]  寫到若白站起來
[00:05:33.920 --> 00:05:35.520]  撕裂外袍
[00:05:35.520 --> 00:05:36.820]  剃了頭
[00:05:36.820 --> 00:05:39.020]  這些都是舊約的時候
[00:05:39.020 --> 00:05:40.920]  舉哀的一些反應
[00:05:40.920 --> 00:05:43.720]  若白他為了自己死去的子女
[00:05:43.720 --> 00:05:44.620]  獨人
[00:05:44.620 --> 00:05:45.820]  他很哀傷
[00:05:45.820 --> 00:05:47.320]  他很難過
[00:05:47.320 --> 00:05:48.220]  接著
[00:05:48.220 --> 00:05:50.320]  若白他的行動就是
[00:05:50.320 --> 00:05:52.120]  俯伏在地
[00:05:52.120 --> 00:05:54.920]  向神來敬拜
[00:05:54.920 --> 00:05:56.120]  表達到一種
[00:05:56.120 --> 00:05:58.620]  他對神的那種降伏
[00:05:58.620 --> 00:06:00.020]  接下來
[00:06:00.020 --> 00:06:03.020]  才是若白他經歷了一連串
[00:06:03.020 --> 00:06:04.820]  不斷升級的苦難
[00:06:04.820 --> 00:06:06.320]  第一句說話
[00:06:06.320 --> 00:06:09.320]  經歷了這麼多苦難的第一句說話是什麼呢
[00:06:09.320 --> 00:06:10.220]  他就是說
[00:06:10.220 --> 00:06:12.220]  我赤身出於母胎
[00:06:12.220 --> 00:06:14.220]  也必赤身歸回
[00:06:14.220 --> 00:06:15.920]  賞賜的是耶和華
[00:06:15.920 --> 00:06:17.620]  收取的也是耶和華
[00:06:17.620 --> 00:06:21.020]  耶和華的名是應當稱重的
[00:06:21.020 --> 00:06:22.020]  哇
[00:06:22.020 --> 00:06:24.120]  我們從若白的口裏面
[00:06:24.120 --> 00:06:26.620]  是否看不到絲毫的埋怨
[00:06:26.620 --> 00:06:28.320]  或者責怪
[00:06:28.320 --> 00:06:30.820]  遷怒在天災人禍裏面
[00:06:30.820 --> 00:06:31.920]  反之
[00:06:31.920 --> 00:06:33.220]  他認為自己
[00:06:33.220 --> 00:06:35.820]  我是兩手空空地來到這個世界
[00:06:35.820 --> 00:06:38.220]  之後兩手空空地離開
[00:06:38.220 --> 00:06:39.320]  也是
[00:06:39.320 --> 00:06:40.620]  不必然
[00:06:40.620 --> 00:06:42.020]  他也沒有
[00:06:42.020 --> 00:06:43.620]  他覺得這樣的光景
[00:06:43.620 --> 00:06:44.720]  他沒有忘記
[00:06:44.720 --> 00:06:46.920]  神過往對他的祝福
[00:06:46.920 --> 00:06:48.420]  他也沒有盲目地
[00:06:48.420 --> 00:06:50.520]  否定他現在什麼都沒有了
[00:06:50.520 --> 00:06:52.020]  這個事實
[00:06:52.020 --> 00:06:52.920]  若白
[00:06:52.920 --> 00:06:53.920]  我們看到他
[00:06:53.920 --> 00:06:55.720]  心悅誠服地
[00:06:55.720 --> 00:06:58.020]  將主權交回神那裏
[00:06:58.020 --> 00:06:59.220]  無論如何
[00:06:59.220 --> 00:07:01.920]  都是開口讚美
[00:07:01.920 --> 00:07:03.620]  他對神的信心
[00:07:03.620 --> 00:07:06.020]  特別是在經文裏面我們看到
[00:07:06.020 --> 00:07:08.320]  他由腳掌到頭頂
[00:07:08.320 --> 00:07:10.920]  都長滿了毒瘡
[00:07:10.920 --> 00:07:13.420]  他坐在垃圾堆裏面
[00:07:13.420 --> 00:07:14.420]  很潦倒
[00:07:14.420 --> 00:07:17.520]  用牙片刮自己的瘡
[00:07:17.520 --> 00:07:19.620]  希望沒有那麼癢的時候
[00:07:19.620 --> 00:07:20.420]  嘩
[00:07:20.420 --> 00:07:22.020]  竟然他身邊
[00:07:22.020 --> 00:07:23.620]  唯一剩下的妻子
[00:07:23.620 --> 00:07:24.720]  怎麼叫他
[00:07:24.720 --> 00:07:26.120]  叫他利欺神
[00:07:26.120 --> 00:07:28.320]  叫他死掉吧
[00:07:28.320 --> 00:07:30.220]  我們看到若白
[00:07:30.220 --> 00:07:32.220]  他怎麼回應他妻子
[00:07:32.220 --> 00:07:33.220]  他就說
[00:07:33.220 --> 00:07:34.320]  「你說話
[00:07:34.320 --> 00:07:36.320]  正如如幻的婦人
[00:07:36.320 --> 00:07:39.120]  難道我們從神手裏得福
[00:07:39.120 --> 00:07:42.020]  不也愁禍嗎?」
[00:07:42.020 --> 00:07:43.720]  若白到這一刻
[00:07:43.720 --> 00:07:46.020]  他依然沒有給他妻子
[00:07:46.020 --> 00:07:47.420]  對神失去信心
[00:07:47.420 --> 00:07:49.120]  而影響到他自己
[00:07:49.120 --> 00:07:51.320]  他覺得禍福的主權
[00:07:51.320 --> 00:07:53.720]  都在神的手裏面
[00:07:53.720 --> 00:07:55.120]  雖然苦難
[00:07:55.120 --> 00:07:56.920]  未見到曙光
[00:07:56.920 --> 00:07:59.520]  他的內心可能都有點疑惑
[00:07:59.520 --> 00:08:01.020]  有些不明白
[00:08:01.020 --> 00:08:03.220]  有些是冤屈
[00:08:03.220 --> 00:08:04.620]  但是我看到經文
[00:08:04.620 --> 00:08:08.120]  在十九章二十五到二十六節
[00:08:08.120 --> 00:08:11.220]  剛才主席和我們去默想這段經文
[00:08:11.220 --> 00:08:11.820]  他就說
[00:08:11.820 --> 00:08:14.120]  「我知道我的救贖主活著
[00:08:14.120 --> 00:08:17.720]  我活了必站在塵土上
[00:08:17.720 --> 00:08:19.120]  皮肉滅絕之後
[00:08:19.120 --> 00:08:23.220]  祂必定可以在肉體之外得見神」
[00:08:23.220 --> 00:08:27.020]  他知道縱然他在這個苦難裏面
[00:08:27.020 --> 00:08:29.020]  他可能會死
[00:08:29.020 --> 00:08:30.020]  但是他有信心
[00:08:30.020 --> 00:08:32.420]  他仍然可以見到神
