
[00:00:00.000 --> 00:00:06.000]  我做了母親已經有二十年了
[00:00:06.000 --> 00:00:09.000]  在兒子不同的階段裏面
[00:00:09.000 --> 00:00:13.000]  都會有擔心他的學業
[00:00:13.000 --> 00:00:15.000]  他的健康
[00:00:15.000 --> 00:00:17.000]  他的性情
[00:00:17.000 --> 00:00:20.000]  他的信主
[00:00:20.000 --> 00:00:22.000]  很多東西
[00:00:22.000 --> 00:00:25.000]  我們作為信主的母親
[00:00:25.000 --> 00:00:30.000]  如何面對這些煩惱呢?
[00:00:30.000 --> 00:00:35.000]  我常常聽到
[00:00:35.000 --> 00:00:38.000]  有人說很受苦的時候
[00:00:38.000 --> 00:00:40.000]  會借酒消愁
[00:00:40.000 --> 00:00:43.000]  不知道你有沒有聽過這句話呢?
[00:00:43.000 --> 00:00:46.000]  我後來上網看了一下
[00:00:46.000 --> 00:00:48.000]  其實這首詩我是不懂得唸的
[00:00:48.000 --> 00:00:54.000]  但我知道李白是一個很出名的唐代詩人
[00:00:54.000 --> 00:00:58.000]  其中有一句是這麼說的
[00:00:58.000 --> 00:01:01.000]  在尾二那行
[00:01:01.000 --> 00:01:09.000]  「抽刀斷水水近流,舉杯消愁愁近愁」
[00:01:09.000 --> 00:01:13.000]  有時候想,是不是真的借酒消愁呢?
[00:01:13.000 --> 00:01:17.000]  原來這裏說到李白在當時來說
[00:01:17.000 --> 00:01:20.000]  他很失意,很不開心
[00:01:20.000 --> 00:01:24.000]  他很不開心到想拿出一把刀
[00:01:24.000 --> 00:01:29.000]  去斬斷那條流動的河流
[00:01:29.000 --> 00:01:37.000]  但你想,刀其實是一個利器
[00:01:37.000 --> 00:01:42.000]  我們斬東西,或者媽媽小時候用來剁肉餅
[00:01:42.000 --> 00:01:43.000]  就常常聽到
[00:01:43.000 --> 00:01:48.000]  但發覺李白是一個詩人,不是一個武士
[00:01:48.000 --> 00:01:51.000]  但他也會用刀來形容
[00:01:51.000 --> 00:01:53.000]  他很煩惱,很失意的時候
[00:01:53.000 --> 00:01:57.000]  很想拿一把刀去斬斷水
[00:01:57.000 --> 00:02:01.000]  意思是,就算一把寶刀多鋒利也好
[00:02:01.000 --> 00:02:03.000]  他用這個比喻
[00:02:03.000 --> 00:02:07.000]  就是斬斷流水是不可能的
[00:02:07.000 --> 00:02:09.000]  水不但會被斬斷
[00:02:09.000 --> 00:02:15.000]  反而那條河流可能更加的湍急
[00:02:15.000 --> 00:02:19.000]  他再用另一個表達
[00:02:19.000 --> 00:02:24.000]  就算他和他的朋友拿起酒杯痛喝
[00:02:24.000 --> 00:02:27.000]  想借酒消愁
[00:02:27.000 --> 00:02:31.000]  結果是愁上加愁
[00:02:31.000 --> 00:02:35.000]  不單止詩人有這樣的想法
[00:02:35.000 --> 00:02:39.000]  今天有時我和一些年青人聊天的時候
[00:02:39.000 --> 00:02:47.000]  他們也很喜歡去酒吧或其他地方喝酒
[00:02:47.000 --> 00:02:49.000]  聊天
[00:02:49.000 --> 00:02:55.000]  去排遣心裡不開心的事
[00:02:55.000 --> 00:02:59.000]  但在我自己的處境中
[00:02:59.000 --> 00:03:04.000]  一方面因為我對酒精有敏感
[00:03:04.000 --> 00:03:07.000]  所以我從來沒有喝過酒
[00:03:07.000 --> 00:03:13.000]  二來就算身邊有朋友用酒去解愁或消愁
[00:03:13.000 --> 00:03:17.000]  其實喝完酒後可能更加愁
[00:03:17.000 --> 00:03:23.000]  正如詩中的形容一樣
[00:03:23.000 --> 00:03:30.000]  喝完更多酒,是否更加愁上加愁呢?
[00:03:30.000 --> 00:03:32.000]  很想和大家一起看看
[00:03:32.000 --> 00:03:38.000]  哈拿又如何面對他人生的愁煩
[00:03:38.000 --> 00:03:40.000]  在舊約聖經裡
[00:03:40.000 --> 00:03:47.000]  撒姆爾記上一章1至18節記述了哈拿的故事
[00:03:47.000 --> 00:03:50.000]  我們一起看看螢光幕
[00:03:50.000 --> 00:03:55.000]  讀出1至18節
[00:03:55.000 --> 00:03:57.000]  預備起
[00:03:57.000 --> 00:04:01.000]  以法連山地的拉瑪所飛
[00:04:01.000 --> 00:04:03.000]  有一個以法連人
[00:04:03.000 --> 00:04:05.000]  名叫爾利加拿
[00:04:05.000 --> 00:04:07.000]  是蘇忽的元孫
[00:04:07.000 --> 00:04:09.000]  托戶的曾孫
[00:04:09.000 --> 00:04:12.000]  爾利戶的孫子
[00:04:12.000 --> 00:04:14.000]  耶羅漢的兒子
[00:04:14.000 --> 00:04:16.000]  他有兩個妻子
[00:04:16.000 --> 00:04:20.000]  一名哈拿,一名比利拿
[00:04:20.000 --> 00:04:22.000]  比利拿有兒女
[00:04:22.000 --> 00:04:24.000]  哈拿沒有兒女
[00:04:24.000 --> 00:04:28.000]  這人每年從會城上到侍羅
[00:04:28.000 --> 00:04:32.000]  敬拜祭祀萬君子耶和華
[00:04:32.000 --> 00:04:35.000]  在那裡有二利的兩個兒子
[00:04:35.000 --> 00:04:41.000]  何忽利,菲利哈當耶和華的祭師
[00:04:41.000 --> 00:04:44.000]  爾利加拿每逢獻祭的日子
[00:04:44.000 --> 00:04:52.000]  將祭肉分給他的比利拿和比利拿所生的兒女
[00:04:52.000 --> 00:04:55.000]  給哈拿的卻是傷份
[00:04:55.000 --> 00:04:58.000]  因為他愛哈拿
[00:04:58.000 --> 00:05:02.000]  無奈耶和華不是哈拿的生育
[00:05:02.000 --> 00:05:08.000]  比利拿見耶和華不是哈拿的生育
[00:05:08.000 --> 00:05:10.000]  就作他的對頭
[00:05:10.000 --> 00:05:12.000]  大大激動他
[00:05:12.000 --> 00:05:14.000]  要使他生氣
[00:05:14.000 --> 00:05:18.000]  每年上耶和華殿的時候
[00:05:18.000 --> 00:05:22.000]  爾利加拿都以傷份給哈拿
[00:05:22.000 --> 00:05:25.000]  比利拿仍是激動他
[00:05:25.000 --> 00:05:28.000]  以致他哭泣不吃飯
[00:05:28.000 --> 00:05:31.000]  他丈夫爾利加拿對他說
[00:05:31.000 --> 00:05:36.000]  哈拿,你為何哭泣不吃飯
[00:05:36.000 --> 00:05:38.000]  心裡愁悶呢
[00:05:38.000 --> 00:05:42.000]  有我不比十個兒子還好嗎
[00:05:42.000 --> 00:05:45.000]  他們在侍羅吃殼完了
[00:05:45.000 --> 00:05:47.000]  哈拿就站起來
[00:05:47.000 --> 00:05:52.000]  祭師爾利在耶和華殿的門框旁邊
[00:05:52.000 --> 00:05:55.000]  坐在自己的位上
[00:05:55.000 --> 00:05:58.000]  哈拿心裡受苦
[00:05:58.000 --> 00:06:00.000]  就痛痛哭泣
[00:06:00.000 --> 00:06:02.000]  祈禱耶和華
[00:06:02.000 --> 00:06:05.000]  許願說萬君知耶和華
[00:06:05.000 --> 00:06:09.000]  你若垂聽比利的苦情
[00:06:09.000 --> 00:06:11.000]  眷念不忘比利
[00:06:11.000 --> 00:06:13.000]  賜我一個兒子
[00:06:13.000 --> 00:06:17.000]  我別使他轉身歸去耶和華
[00:06:17.000 --> 00:06:20.000]  不用剃頭刀剃他的頭
[00:06:20.000 --> 00:06:25.000]  哈拿在耶和華面前不住的祈禱
[00:06:25.000 --> 00:06:28.000]  爾利定睜看他的嘴
[00:06:28.000 --> 00:06:31.000]  原來哈拿心中蜜桃
[00:06:31.000 --> 00:06:34.000]  只動嘴唇不出聲音
[00:06:34.000 --> 00:06:38.000]  因此爾利以為他喝醉了
[00:06:38.000 --> 00:06:42.000]  爾利對他說
[00:06:42.000 --> 00:06:45.000]  你要醉到幾時呢
[00:06:45.000 --> 00:06:47.000]  你不應喝酒
[00:06:47.000 --> 00:06:49.000]  哈拿回答說
[00:06:49.000 --> 00:06:51.000]  主啊不是這樣
[00:06:51.000 --> 00:06:54.000]  我是心裡受苦的婦人
[00:06:54.000 --> 00:06:57.000]  清酒濃酒都沒有喝
[00:06:57.000 --> 00:07:02.000]  但有耶和華面前傾心討義
[00:07:02.000 --> 00:07:06.000]  不要將比利看作不正經的女子
[00:07:06.000 --> 00:07:10.000]  我因被人激動受苦太多
[00:07:10.000 --> 00:07:13.000]  所以祈禱到如今
[00:07:13.000 --> 00:07:18.000]  爾利說你可以平平安安的回去
[00:07:18.000 --> 00:07:20.000]  願以色列的神
[00:07:20.000 --> 00:07:23.000]  允許你向他所祈求的
[00:07:23.000 --> 00:07:25.000]  哈拿說
[00:07:25.000 --> 00:07:28.000]  願比利在你眼前蒙恩
[00:07:28.000 --> 00:07:31.000]  於是婦人走去吃飯
[00:07:31.000 --> 00:07:35.000]  面上再不戴愁容了
[00:07:35.000 --> 00:07:37.000]  我們先讀到這裡
[00:07:38.000 --> 00:07:42.000]  這裡的講述
[00:07:42.000 --> 00:07:46.000]  從前有一個人叫爾利加拿
[00:07:46.000 --> 00:07:48.000]  他有兩位太太
[00:07:48.000 --> 00:07:51.000]  一位是哈拿一位是比利拿
[00:07:51.000 --> 00:07:54.000]  剛才我們讀到經文裡
[00:07:54.000 --> 00:07:57.000]  哈拿的對頭比利拿
[00:07:57.000 --> 00:07:59.000]  大大地激動他
[00:07:59.000 --> 00:08:00.000]  激他
[00:08:00.000 --> 00:08:02.000]  用說話激他
[00:08:02.000 --> 00:08:06.000]  比利拿在第七節繼續形容
[00:08:06.000 --> 00:08:10.000]  無論如何他仍要激怒
[00:08:10.000 --> 00:08:14.000]  另一個太太
[00:08:14.000 --> 00:08:16.000]  這裡是哈拿
[00:08:16.000 --> 00:08:20.000]  哈拿很不開心
[00:08:20.000 --> 00:08:22.000]  他經常哭
[00:08:22.000 --> 00:08:24.000]  也不願意吃飯
[00:08:24.000 --> 00:08:26.000]  心裡愁悶
[00:08:26.000 --> 00:08:28.000]  第十節說到
[00:08:28.000 --> 00:08:32.000]  他心裡愁苦痛痛哭泣
[00:08:32.000 --> 00:08:34.000]  在剛才的經文裡
[00:08:34.000 --> 00:08:38.000]  我們看到有幾個詞語重複出現
[00:08:38.000 --> 00:08:39.000]  有激動
[00:08:39.000 --> 00:08:41.000]  有哭泣
[00:08:41.000 --> 00:08:42.000]  愁悶
[00:08:42.000 --> 00:08:44.000]  和愁苦
[00:08:44.000 --> 00:08:46.000]  代表著哈拿
[00:08:46.000 --> 00:08:47.000]  當時來說
[00:08:47.000 --> 00:08:52.000]  他有很多負面的情緒
[00:08:52.000 --> 00:08:53.000]  這裡說到
[00:08:53.000 --> 00:08:56.000]  雖然哈拿得到的制慾
[00:08:56.000 --> 00:08:58.000]  有兩份
[00:08:58.000 --> 00:09:00.000]  即是雙倍
[00:09:00.000 --> 00:09:02.000]  丈夫也表達
[00:09:02.000 --> 00:09:06.000]  他很愛哈拿這個太太
[00:09:06.000 --> 00:09:08.000]  第七節有一個字
[00:09:08.000 --> 00:09:10.000]  有一個提示
[00:09:10.000 --> 00:09:11.000]  這裡說到
[00:09:11.000 --> 00:09:14.000]  每年上到耶和華的時候
[00:09:14.000 --> 00:09:19.000]  以利加拿都以雙份給哈拿
[00:09:19.000 --> 00:09:21.000]  可惜的是
[00:09:21.000 --> 00:09:25.000]  年復一年
[00:09:25.000 --> 00:09:26.000]  這裡的提示
[00:09:26.000 --> 00:09:28.000]  每年說到不知道有多少年
[00:09:28.000 --> 00:09:30.000]  但是年復一年
[00:09:30.000 --> 00:09:33.000]  他都得到雙份
[00:09:33.000 --> 00:09:34.000]  這個每年
[00:09:34.000 --> 00:09:36.000]  說到他已經不單止一年
[00:09:36.000 --> 00:09:38.000]  或者兩年
[00:09:38.000 --> 00:09:40.000]  可能很長的日子
[00:09:40.000 --> 00:09:42.000]  他已經真的
[00:09:42.000 --> 00:09:44.000]  每次收到雙份的制慾
[00:09:44.000 --> 00:09:50.000]  更加令他激動和難過
[00:09:50.000 --> 00:09:52.000]  加上他的對頭比利拿
[00:09:52.000 --> 00:09:56.000]  用說話去激他的時候
[00:09:56.000 --> 00:09:58.000]  他曾經記載
[00:09:58.000 --> 00:10:01.000]  他是痛痛的哭泣
[00:10:01.000 --> 00:10:02.000]  不知道在座各位
[00:10:02.000 --> 00:10:07.000]  有沒有試過被人激到哭呢
[00:10:07.000 --> 00:10:10.000]  令到你沒有心機
[00:10:10.000 --> 00:10:12.000]  飯也吃不下
[00:10:12.000 --> 00:10:16.000]  究竟怎樣才可以排遣
[00:10:16.000 --> 00:10:18.000]  內心那份的鬱結
[00:10:18.000 --> 00:10:22.000]  和那份的哀傷呢
[00:10:22.000 --> 00:10:24.000]  是不是正如
[00:10:24.000 --> 00:10:26.000]  我們身邊有朋友說
[00:10:26.000 --> 00:10:29.000]  不如借酒消愁
[00:10:29.000 --> 00:10:32.000]  還是我去瘋狂購物
[00:10:32.000 --> 00:10:35.000]  還是我會不小心
[00:10:35.000 --> 00:10:37.000]  發洩在我家人身上
[00:10:37.000 --> 00:10:39.000]  罵人呢
[00:10:39.000 --> 00:10:40.000]  又或者我選擇
[00:10:40.000 --> 00:10:41.000]  躲進山洞裡
[00:10:41.000 --> 00:10:43.000]  藏起自己
[00:10:43.000 --> 00:10:47.000]  不想見人呢
[00:10:47.000 --> 00:10:48.000]  雖然哈拿
[00:10:48.000 --> 00:10:50.000]  他心裡受苦
[00:10:50.000 --> 00:10:54.000]  痛痛的哭泣
[00:10:54.000 --> 00:10:59.000]  但是在第十一節記載
[00:10:59.000 --> 00:11:01.000]  他不是喝酒
[00:11:01.000 --> 00:11:03.000]  他也不是罵人
[00:11:03.000 --> 00:11:06.000]  他也不是躲起來
[00:11:06.000 --> 00:11:08.000]  聖經記載哈拿
[00:11:08.000 --> 00:11:11.000]  祈禱耶和華
[00:11:11.000 --> 00:11:14.000]  並且向耶和華許願
[00:11:14.000 --> 00:11:17.000]  他本來很受苦
[00:11:17.000 --> 00:11:19.000]  哭得很厲害
[00:11:19.000 --> 00:11:20.000]  在他很傷心
[00:11:20.000 --> 00:11:23.000]  很負面的時候
[00:11:23.000 --> 00:11:25.000]  他選擇祈禱
[00:11:25.000 --> 00:11:28.000]  向神許願
[00:11:28.000 --> 00:11:32.000]  他許了一個什麼願呢
[00:11:32.000 --> 00:11:34.000]  他這樣說
[00:11:34.000 --> 00:11:36.000]  萬君知耶和華
[00:11:36.000 --> 00:11:40.000]  你若誰顧婢女的苦情
[00:11:40.000 --> 00:11:42.000]  眷念不忘婢女
[00:11:42.000 --> 00:11:44.000]  賜我一個兒子
[00:11:44.000 --> 00:11:48.000]  我必使他終身歸於耶和華
[00:11:48.000 --> 00:11:52.000]  不用剃頭刀剃他的頭
[00:11:52.000 --> 00:11:54.000]  哈拿選擇的是
[00:11:54.000 --> 00:11:57.000]  他在耶和華面前許願
[00:11:57.000 --> 00:12:00.000]  不住的祈禱
[00:12:00.000 --> 00:12:03.000]  如果大家還有印象的話
[00:12:03.000 --> 00:12:06.000]  在舊約聖經裡記載過
[00:12:06.000 --> 00:12:10.000]  亞伯拉罕信心偉人
[00:12:10.000 --> 00:12:13.000]  他也有兩個太太
[00:12:13.000 --> 00:12:16.000]  在這裡哈拿不像下甲
[00:12:16.000 --> 00:12:18.000]  這個太太
[00:12:18.000 --> 00:12:21.000]  她
[00:12:21.000 --> 00:12:22.000]  比利拿
[00:12:22.000 --> 00:12:24.000]  另一個太太
[00:12:24.000 --> 00:12:27.000]  她就像下甲一樣
[00:12:27.000 --> 00:12:32.000]  經常下甲欺負主母撒拉
[00:12:32.000 --> 00:12:35.000]  在這裡比利拿常常用說話
[00:12:35.000 --> 00:12:37.000]  去刺激哈拿
[00:12:37.000 --> 00:12:39.000]  因為耶和華
[00:12:39.000 --> 00:12:45.000]  令哈拿不能生育小孩
[00:12:45.000 --> 00:12:48.000]  第六至第七節記載
[00:12:48.000 --> 00:12:52.000]  比利拿見耶和華不使哈拿生育
[00:12:52.000 --> 00:12:54.000]  就做他的對頭
[00:12:54.000 --> 00:12:56.000]  大大激動他
[00:12:56.000 --> 00:12:58.000]  要使他生氣
[00:12:58.000 --> 00:13:01.000]  我們試想像一下
[00:13:01.000 --> 00:13:05.000]  比利拿可能這樣對哈拿說
[00:13:05.000 --> 00:13:06.000]  哈拿
[00:13:06.000 --> 00:13:10.000]  你真是令人羨慕
[00:13:10.000 --> 00:13:11.000]  哈拿就問
[00:13:11.000 --> 00:13:13.000]  比利拿
[00:13:13.000 --> 00:13:16.000]  你這番話是什麼意思?
[00:13:16.000 --> 00:13:18.000]  比利拿就說
[00:13:18.000 --> 00:13:21.000]  你沒有小孩
[00:13:21.000 --> 00:13:23.000]  但是伊利加拿
[00:13:23.000 --> 00:13:26.000]  仍然給你兩份制育
[00:13:26.000 --> 00:13:27.000]  難為我
[00:13:27.000 --> 00:13:29.000]  我幫他生了小孩
[00:13:29.000 --> 00:13:32.000]  也只有一份制育
[00:13:32.000 --> 00:13:35.000]  哈拿聽到這番話
[00:13:35.000 --> 00:13:37.000]  心裡很激動
[00:13:37.000 --> 00:13:40.000]  不斷地哭泣
[00:13:40.000 --> 00:13:42.000]  我們看到哈拿的反應
[00:13:42.000 --> 00:13:47.000]  他不像《舊約聖經》所記載的撒拉
[00:13:47.000 --> 00:13:50.000]  哈拿沒有還擊比利拿
[00:13:50.000 --> 00:13:54.000]  他選擇找神傾訴
[00:13:54.000 --> 00:13:59.000]  他馬上轉向耶和華
[00:13:59.000 --> 00:14:03.000]  我們知道哈拿這個故事的結局
[00:14:03.000 --> 00:14:05.000]  是主聽了他的禱告
[00:14:05.000 --> 00:14:08.000]  給他一個兒子
[00:14:08.000 --> 00:14:11.000]  他的兒子叫撒姆爾
[00:14:11.000 --> 00:14:15.000]  也是將來建立以色列王國的
[00:14:15.000 --> 00:14:19.000]  開創了國家先知這個系列
[00:14:19.000 --> 00:14:23.000]  並且與摩西有同等地位
[00:14:23.000 --> 00:14:27.000]  成為上帝與子民之間的橋樑
[00:14:27.000 --> 00:14:29.000]  透過祈禱
[00:14:29.000 --> 00:14:32.000]  哈拿生了一個孩子
[00:14:32.000 --> 00:14:36.000]  這個孩子拯救了以色列國
[00:14:36.000 --> 00:14:40.000]  今天我們作為母親
[00:14:40.000 --> 00:14:43.000]  可以在哈拿這個禱告中
[00:14:43.000 --> 00:14:46.000]  學到什麼呢?
[00:14:46.000 --> 00:14:51.000]  哈拿多年來不能懷孕
[00:14:51.000 --> 00:14:55.000]  加上比利拿的嘲笑
[00:14:55.000 --> 00:14:57.000]  哈拿的悲傷
[00:14:57.000 --> 00:15:01.000]  就像一個提罷決堤的時候
[00:15:01.000 --> 00:15:05.000]  洪水淹沒了他的心
[00:15:05.000 --> 00:15:10.000]  他內心的悲哀無法收藏
[00:15:10.000 --> 00:15:15.000]  以致他經常哭泣不肯吃東西
[00:15:15.000 --> 00:15:21.000]  聖經記載是他非常憂傷難過
[00:15:21.000 --> 00:15:25.000]  但正正哈拿這兩行淚水
[00:15:25.000 --> 00:15:31.000]  令他跪在神的面前禱告
[00:15:31.000 --> 00:15:37.000]  當一家人去示羅吃飽喝飽之後
[00:15:37.000 --> 00:15:39.000]  他就立即起身
[00:15:39.000 --> 00:15:46.000]  去到耶和華的面前祈禱並且痛哭
[00:15:46.000 --> 00:15:48.000]  在聖經裡我們不知道
