
[00:00:00.000 --> 00:00:03.520]  我們在講道之先我們一起禱告好嗎
[00:00:30.000 --> 00:00:35.000]  我教好咪先
[00:00:35.000 --> 00:00:43.000]  唔知最近大家有啲咩節目或者鍾意睇啲咩電視節目嘅呢
[00:00:43.000 --> 00:00:44.000]  世界盃
[00:00:44.000 --> 00:00:45.000]  世界盃係咪呀
[00:00:45.000 --> 00:00:47.000]  好清晰呀我聽到呀
[00:00:47.000 --> 00:00:50.000]  咁我就唔係好叻睇波嘅
[00:00:50.000 --> 00:00:52.000]  咁我都會睇下嘅四年一次
[00:00:52.000 --> 00:00:57.000]  咁但係最近有一個好hit嘅劇又上咗喎
[00:00:57.000 --> 00:01:00.000]  就係韓劇黎嘅大家有冇留意呀
[00:01:00.000 --> 00:01:02.000]  六月先上嘅
[00:01:02.000 --> 00:01:04.000]  咁佢叫做鐵拳教育呀
[00:01:04.000 --> 00:01:07.000]  係啦teach you a lesson
[00:01:07.000 --> 00:01:09.000]  即係等你學一課咁樣
[00:01:09.000 --> 00:01:11.000]  咁你點解咁大迴響呢
[00:01:11.000 --> 00:01:14.000]  其實佢係改編自呢一個漫畫嘅
[00:01:14.000 --> 00:01:17.000]  咁裏面呢所以啲打鬥場面呢好誇張嘅咁樣
[00:01:17.000 --> 00:01:19.000]  點解佢爆紅呀
[00:01:19.000 --> 00:01:22.000]  因為呢佢有句標語呢就話我門內保護你呀
[00:01:22.000 --> 00:01:26.000]  其實呢就係講一個呢環繞學校嘅故事
[00:01:26.000 --> 00:01:31.000]  並且可能都涉及欺凌呀等等呀
[00:01:31.000 --> 00:01:34.000]  咁但係點解咁大迴響呢
[00:01:34.000 --> 00:01:39.000]  因為裏面呢有好多觀眾對正義嘅渴望呀
[00:01:39.000 --> 00:01:42.000]  係啦咁惡人呢被修理呀
[00:01:42.000 --> 00:01:44.000]  所以呢好爽嘅睇得
[00:01:44.000 --> 00:01:49.000]  因為呢佢每一集係一個鐘內呢正義就會出現㗎啦
[00:01:49.000 --> 00:01:52.000]  係啦一個鐘內一集裏面就會出現
[00:01:52.000 --> 00:01:58.000]  咁因為呢佢背後呢班人呢即係啱啱睇到嘅有四個人啦
[00:01:58.000 --> 00:02:01.000]  咁佢哋呢背後有一個意念同信念
[00:02:01.000 --> 00:02:04.000]  並且呢佢哋有個好強大嘅後台嘅
[00:02:04.000 --> 00:02:09.000]  因為佢哋呢政府要成立呢個教權保護局呀
[00:02:09.000 --> 00:02:12.000]  要處理呢失控嘅校園案件啦
[00:02:12.000 --> 00:02:19.000]  所以呢呢四位專員呢就有十個故事處理十個呢事件嘅
[00:02:19.000 --> 00:02:26.000]  今日呢其實都係關於呢一啲關於意義啦同埋信念嘅事喎
[00:02:26.000 --> 00:02:32.000]  咁今日我哋呢就係會睇緊呢一個教會嘅統一系列呢
[00:02:32.000 --> 00:02:35.000]  我哋係睇約書亞記嘅
[00:02:35.000 --> 00:02:37.000]  今日呢已經嚟到第十四章㗎啦
[00:02:37.000 --> 00:02:43.000]  咁今日呢我畀佢題目呢就係給我專心跟隨主嘅理由呀
[00:02:43.000 --> 00:02:44.000]  迦勒嘅見證
[00:02:44.000 --> 00:02:47.000]  即係點解我要專心跟隨呢咁樣
[00:02:47.000 --> 00:02:53.000]  咁不如呢我哋就一齊呢睇下呢段經文呀
[00:02:53.000 --> 00:02:59.000]  我哋分三個投影片嘅咁我哋一齊讀出好唔好呀請
[00:03:18.000 --> 00:03:26.000]  耶和華的僕人摩西從嘉士尼亞差安門窺探謝地的時候
[00:03:26.000 --> 00:03:28.000]  我方四十歲
[00:03:28.000 --> 00:03:31.000]  我把心裡嘅話向他報告
[00:03:31.000 --> 00:03:37.000]  雖然我同上去的眾弟兄使百姓膽戰心驚
[00:03:37.000 --> 00:03:41.000]  我仍然專心跟從耶和華我的上帝
[00:03:41.000 --> 00:03:48.000]  哪日摩西起細雪你腳所踏之地必歸
[00:03:48.000 --> 00:03:50.000]  子孫與為業
[00:03:50.000 --> 00:03:55.000]  因為你專心跟隨耶和華我的上帝
[00:03:55.000 --> 00:04:13.000]  現在看啊耶和華四十五年在曠野飄流的時候耶和華對摩西說了這話現在看啊我已經八十五歲
[00:04:13.000 --> 00:04:27.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:04:27.000 --> 00:04:39.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:04:39.000 --> 00:04:50.000]  看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:04:50.000 --> 00:04:57.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:04:57.000 --> 00:05:04.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:05:04.000 --> 00:05:09.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:05:09.000 --> 00:05:16.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:05:16.000 --> 00:05:22.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:05:22.000 --> 00:05:28.000]  現在看啊耶和華對摩西說了這話現在看啊我已經八十五歲
[00:05:28.000 --> 00:05:35.000]  現在看啊耶和華對摩西說了這話現在看啊耶和華對摩西說了這話現在看啊
[00:05:58.000 --> 00:06:02.000]  這件事很明顯是吉甲進行的
[00:06:02.000 --> 00:06:07.000]  約書亞是其中分地的權柄代表
[00:06:07.000 --> 00:06:13.000]  我們如果看第十五章猶太人開始分地的伏筆
[00:06:13.000 --> 00:06:16.000]  今天我們看十四章五至十六節
[00:06:16.000 --> 00:06:19.000]  之前一至五節我們沒有看到
[00:06:19.000 --> 00:06:21.000]  那裡是關於分地的原則
[00:06:21.000 --> 00:06:23.000]  今天我們看五至十六節
[00:06:23.000 --> 00:06:27.000]  就是迦勒所得之地是哪裡
[00:06:27.000 --> 00:06:32.000]  我們今天很專心的會看關於迦勒和認識迦勒這個人
[00:06:32.000 --> 00:06:35.000]  我們剛剛讀完關於迦勒的一些東西
[00:06:35.000 --> 00:06:38.000]  我又想問一下大家的問題
[00:06:38.000 --> 00:06:41.000]  迦勒是什麼年紀?
[00:06:41.000 --> 00:06:44.000]  第十節他已經八十五歲
[00:06:44.000 --> 00:06:48.000]  他的狀態如何呢?
[00:06:48.000 --> 00:06:51.000]  第十一節他說我仍然肯見狀
[00:06:51.000 --> 00:06:56.000]  就好像摩西差派我出去那天一樣
[00:06:56.000 --> 00:06:58.000]  能力和力量都一樣
[00:06:58.000 --> 00:07:02.000]  他見狀成怎樣?
[00:07:02.000 --> 00:07:05.000]  好像四十歲的時候一樣
[00:07:05.000 --> 00:07:07.000]  四十五年前一樣
[00:07:07.000 --> 00:07:09.000]  所以你覺得他狀態好不好呢?
[00:07:09.000 --> 00:07:11.000]  很好啊,是不是?
[00:07:11.000 --> 00:07:16.000]  今天我不是研究迦勒如何逆齡或者動齡
[00:07:16.000 --> 00:07:21.000]  也不是他吃了什麼寶劍品才可以這麼有力量
[00:07:21.000 --> 00:07:25.000]  今天我們很想了解迦勒這麼有力量的原因
[00:07:25.000 --> 00:07:27.000]  大家想不想知道?
[00:07:27.000 --> 00:07:28.000]  都想啊
[00:07:28.000 --> 00:07:31.000]  大家回應我都很安慰,很感動
[00:07:31.000 --> 00:07:33.000]  我們一起看看吧
[00:07:33.000 --> 00:07:38.000]  迦勒所得之地在哪裡呢?
[00:07:38.000 --> 00:07:39.000]  希伯倫,是不是?
[00:07:39.000 --> 00:07:41.000]  他是請約書亞
[00:07:41.000 --> 00:07:46.000]  因為約書亞是負責分地的人
[00:07:46.000 --> 00:07:53.000]  所以他請約書亞將哪一天山區給我
[00:07:53.000 --> 00:07:56.000]  耶和華哪日所說的哪山區給我
[00:07:56.000 --> 00:07:58.000]  這個地方就是希伯倫
[00:07:58.000 --> 00:08:01.000]  迦勒要這個地的時候
[00:08:01.000 --> 00:08:03.000]  他為了什麼呢?
[00:08:03.000 --> 00:08:07.000]  我們看到十二節那裡說到
[00:08:07.000 --> 00:08:09.000]  有些什麼人在裡面?
