
[00:00:00.000 --> 00:00:02.000]  大景姐妹早安
[00:00:02.000 --> 00:00:05.000]  今天天氣真好,正在打風
[00:00:05.000 --> 00:00:09.000]  我們一起祈禱
[00:00:09.000 --> 00:00:12.000]  七位天父多謝你
[00:00:12.000 --> 00:00:14.000]  雖然在打風的日子
[00:00:14.000 --> 00:00:17.000]  但我們今天早上天氣真好
[00:00:17.000 --> 00:00:19.000]  讓我們可以回到主的殿裡
[00:00:19.000 --> 00:00:21.000]  一起去敬拜,聽你的話語
[00:00:21.000 --> 00:00:24.000]  求你幫助我們,聽你的話語
[00:00:24.000 --> 00:00:27.000]  讓我們在當中,聖靈感動我們
[00:00:27.000 --> 00:00:29.000]  讓我們更加愛主
[00:00:29.000 --> 00:00:31.000]  讓我們這份愛化作行動
[00:00:31.000 --> 00:00:34.000]  去服侍主,去實踐使命
[00:00:34.000 --> 00:00:36.000]  多謝你聽我們禱告
[00:00:36.000 --> 00:00:40.000]  祈禱奉主耶穌基督名求,阿門
[00:00:40.000 --> 00:00:45.000]  大家有沒有人認得這件是什麼衣服?
[00:00:45.000 --> 00:00:47.000]  這件橙色的衣服
[00:00:47.000 --> 00:00:51.000]  太遠看不到吧?
[00:00:51.000 --> 00:00:53.000]  可以看看螢光幕
[00:00:57.000 --> 00:00:59.000]  螢光幕
[00:00:59.000 --> 00:01:01.000]  螢光幕也只有我
[00:01:01.000 --> 00:01:06.000]  能不能看得出來?
[00:01:06.000 --> 00:01:08.000]  不要緊
[00:01:08.000 --> 00:01:10.000]  這件衣服很有歷史
[00:01:10.000 --> 00:01:11.000]  十幾年前
[00:01:11.000 --> 00:01:14.000]  是三福栽培使命主日的衣服
[00:01:14.000 --> 00:01:17.000]  當年我也在讀三福
[00:01:17.000 --> 00:01:19.000]  當時使命主日
[00:01:19.000 --> 00:01:21.000]  很多大景姐妹
[00:01:21.000 --> 00:01:24.000]  穿著這件橙色衣服在台上領詩
[00:01:24.000 --> 00:01:27.000]  在會中當中做私事
[00:01:27.000 --> 00:01:29.000]  做了一段時間
[00:01:29.000 --> 00:01:31.000]  在衣櫃裡找回這件衣服
[00:01:31.000 --> 00:01:34.000]  好像發現寶物一樣
[00:01:34.000 --> 00:01:36.000]  看著這件衣服
[00:01:36.000 --> 00:01:38.000]  也有些感觸
[00:01:38.000 --> 00:01:42.000]  原來這件衣服出現了
[00:01:42.000 --> 00:01:46.000]  原來這件衣服有十幾年了
[00:01:46.000 --> 00:01:50.000]  我看著這件衣服也有三個發現
[00:01:50.000 --> 00:01:51.000]  第一就是
[00:01:51.000 --> 00:01:53.000]  原來十幾年裡
[00:01:53.000 --> 00:01:58.000]  很多人事物都變了
[00:01:58.000 --> 00:02:00.000]  但有些人也沒有變
[00:02:00.000 --> 00:02:04.000]  而這幾年裡變得最多最快
[00:02:04.000 --> 00:02:07.000]  所以更加要珍惜身邊的人
[00:02:07.000 --> 00:02:09.000]  第二個發現就是
[00:02:09.000 --> 00:02:10.000]  很感恩
[00:02:10.000 --> 00:02:13.000]  竟然十幾年我還合穿這件衣服
[00:02:13.000 --> 00:02:18.000]  第三個發現就是
[00:02:18.000 --> 00:02:22.000]  好像很多年都沒有使命主日
[00:02:23.000 --> 00:02:26.000]  剛好七月是三福的招募
[00:02:26.000 --> 00:02:29.000]  所以藉著這個機會
[00:02:29.000 --> 00:02:31.000]  我自製一個使命主日
[00:02:31.000 --> 00:02:33.000]  大家可能發現
[00:02:33.000 --> 00:02:34.000]  三福招募
[00:02:34.000 --> 00:02:36.000]  那栽培為什麼不見招募呢?
[00:02:36.000 --> 00:02:38.000]  我們沒有吵架
[00:02:38.000 --> 00:02:42.000]  因為栽培這期他們轉課程
[00:02:42.000 --> 00:02:46.000]  想有一個內部的招募
[00:02:46.000 --> 00:02:48.000]  找回舊的栽培員
[00:02:48.000 --> 00:02:51.000]  所以就沒有公開向弟兄姊妹招募
[00:02:52.000 --> 00:02:54.000]  在分散的時代
[00:02:54.000 --> 00:02:55.000]  作主們圖
[00:02:55.000 --> 00:02:58.000]  我們如何在實踐使命裡
[00:02:58.000 --> 00:03:00.000]  得到美好的果效呢?
[00:03:00.000 --> 00:03:03.000]  當中又遇到什麼難處呢?
[00:03:03.000 --> 00:03:05.000]  我們可以如何面對呢?
[00:03:05.000 --> 00:03:07.000]  我們一起讀一讀傳道書
[00:03:07.000 --> 00:03:09.000]  四章九至十二節
[00:03:09.000 --> 00:03:10.000]  我們一起慢慢讀
[00:03:11.000 --> 00:03:12.000]  
[00:03:12.000 --> 00:03:13.000]  
[00:03:13.000 --> 00:03:14.000]  
[00:03:15.000 --> 00:03:16.000]  
[00:03:17.000 --> 00:03:18.000]  
[00:03:18.000 --> 00:03:47.000]  
[00:03:47.000 --> 00:03:49.000]  經文是說到
[00:03:49.000 --> 00:03:52.000]  兩個人的夥伴和合作
[00:03:52.000 --> 00:03:56.000]  比單獨一個人行動更加好
[00:03:56.000 --> 00:03:57.000]  更加有果效
[00:03:57.000 --> 00:04:00.000]  我們試試把這個合作夥伴的場景
[00:04:00.000 --> 00:04:03.000]  放在實踐主的使命上
[00:04:03.000 --> 00:04:04.000]  第九節
[00:04:04.000 --> 00:04:06.000]  經文很肯定
[00:04:06.000 --> 00:04:08.000]  兩個人比一個人好
[00:04:08.000 --> 00:04:10.000]  會有美好的結果
[00:04:10.000 --> 00:04:12.000]  好和美好
[00:04:12.000 --> 00:04:14.000]  在原文都是同一種字
[00:04:14.000 --> 00:04:16.000]  都是很正面
[00:04:16.000 --> 00:04:17.000]  滿意
[00:04:17.000 --> 00:04:18.000]  是沒有缺點的
[00:04:18.000 --> 00:04:22.000]  所以我們夥伴同心一起努力
[00:04:22.000 --> 00:04:24.000]  合作實踐主的使命
[00:04:24.000 --> 00:04:26.000]  也比單獨一個人好
[00:04:26.000 --> 00:04:27.000]  更加理想
[00:04:27.000 --> 00:04:30.000]  為什麼會更好更理想呢?
[00:04:30.000 --> 00:04:32.000]  第十節開始
[00:04:32.000 --> 00:04:33.000]  有個連接詞
[00:04:33.000 --> 00:04:34.000]  因為
[00:04:34.000 --> 00:04:37.000]  中文四經沒有翻譯出來
[00:04:37.000 --> 00:04:39.000]  接著十至十二節
[00:04:39.000 --> 00:04:40.000]  說到三個原因
[00:04:40.000 --> 00:04:42.000]  我們先看第一個原因
[00:04:42.000 --> 00:04:44.000]  在第十節
[00:04:44.000 --> 00:04:45.000]  若是跌倒
[00:04:45.000 --> 00:04:48.000]  這人可以扶起他的同伴
[00:04:48.000 --> 00:04:50.000]  倘若孤身跌倒
[00:04:50.000 --> 00:04:52.000]  沒有別人扶起他來
[00:04:52.000 --> 00:04:53.000]  這人就有禍了
[00:04:53.000 --> 00:04:56.000]  前半節大家都很容易明白
[00:04:56.000 --> 00:04:57.000]  跌倒
[00:04:57.000 --> 00:04:59.000]  有同伴在旁扶起你
[00:04:59.000 --> 00:05:01.000]  一定是好事
[00:05:01.000 --> 00:05:04.000]  兩個人比一個人好的原因
[00:05:04.000 --> 00:05:07.000]  就是同伴可以彼此幫助彼此激勵
[00:05:07.000 --> 00:05:09.000]  失敗跌倒的時候
[00:05:09.000 --> 00:05:12.000]  也有人在旁邊扶起你
[00:05:12.000 --> 00:05:14.000]  而後半節
[00:05:14.000 --> 00:05:15.000]  經文說到
[00:05:15.000 --> 00:05:16.000]  跌倒了
[00:05:16.000 --> 00:05:17.000]  沒有人扶起
[00:05:17.000 --> 00:05:18.000]  就會有禍了
[00:05:18.000 --> 00:05:21.000]  似乎不是很明白
[00:05:21.000 --> 00:05:22.000]  跌倒
[00:05:22.000 --> 00:05:23.000]  沒有人扶起
[00:05:23.000 --> 00:05:25.000]  大家會怎樣做呢?
[00:05:25.000 --> 00:05:27.000]  自己起來吧
[00:05:27.000 --> 00:05:29.000]  就算我們教小朋友也是
[00:05:29.000 --> 00:05:30.000]  要不叫他
[00:05:30.000 --> 00:05:32.000]  要不走過去扶他起來
[00:05:32.000 --> 00:05:33.000]  要不就說
[00:05:33.000 --> 00:05:34.000]  起來起來
[00:05:34.000 --> 00:05:35.000]  沒事
[00:05:35.000 --> 00:05:36.000]  拍拍屁股
[00:05:36.000 --> 00:05:38.000]  小朋友我們也是這樣教
[00:05:38.000 --> 00:05:40.000]  為什麼會有禍呢?
[00:05:40.000 --> 00:05:42.000]  我們試試幻想一下
[00:05:42.000 --> 00:05:44.000]  自己是耶穌的鄉里
[00:05:44.000 --> 00:05:46.000]  耶穌在哪裡長大的?
[00:05:46.000 --> 00:05:48.000]  在拿撒勒
[00:05:48.000 --> 00:05:50.000]  我們從拿撒勒
[00:05:50.000 --> 00:05:53.000]  去到耶路撒冷
[00:05:53.000 --> 00:05:54.000]  因為是如月節
[00:05:54.000 --> 00:05:56.000]  去到耶路撒冷過節
[00:05:56.000 --> 00:05:58.000]  我們可以看看地圖
[00:05:58.000 --> 00:06:00.000]  從北面紅圈
[00:06:00.000 --> 00:06:02.000]  在加利利的拿撒勒
[00:06:02.000 --> 00:06:05.000]  經過綠色線
[00:06:05.000 --> 00:06:07.000]  6號路線
[00:06:07.000 --> 00:06:10.000]  穿過底加玻利的地區
[00:06:10.000 --> 00:06:12.000]  沿著約旦河
[00:06:12.000 --> 00:06:14.000]  一直到南面
[00:06:14.000 --> 00:06:16.000]  到南圈
[00:06:16.000 --> 00:06:19.000]  在猶太地區的耶路撒冷
[00:06:19.000 --> 00:06:21.000]  這麼長的路程
[00:06:21.000 --> 00:06:23.000]  如果一聲砰
[00:06:23.000 --> 00:06:24.000]  你不小心
[00:06:24.000 --> 00:06:26.000]  踢到一個半腳石
[00:06:26.000 --> 00:06:27.000]  滾到山坡
[00:06:27.000 --> 00:06:30.000]  或者掉進山坑裡
[00:06:30.000 --> 00:06:32.000]  在一個礦物裡
[00:06:32.000 --> 00:06:34.000]  只有你一個人
[00:06:34.000 --> 00:06:35.000]  又受了傷
[00:06:35.000 --> 00:06:36.000]  不動
[00:06:36.000 --> 00:06:37.000]  叫天不應
[00:06:37.000 --> 00:06:39.000]  叫地不聞
[00:06:39.000 --> 00:06:40.000]  這時候
[00:06:40.000 --> 00:06:42.000]  真的很無助
[00:06:42.000 --> 00:06:45.000]  可能有生命危險
[00:06:45.000 --> 00:06:47.000]  所以經文也說到
[00:06:47.000 --> 00:06:49.000]  一個孤單的客女
[00:06:49.000 --> 00:06:51.000]  在旅途上遇到危險
[00:06:51.000 --> 00:06:52.000]  跌倒
[00:06:52.000 --> 00:06:53.000]  沒有人幫助
[00:06:53.000 --> 00:06:55.000]  後果真的很嚴重
[00:06:55.000 --> 00:06:56.000]  真的有禍了
[00:06:56.000 --> 00:07:00.000]  聖經裡有好撒瑪利人故事
[00:07:00.000 --> 00:07:01.000]  也提過
[00:07:01.000 --> 00:07:03.000]  有一個人遇到強盜
[00:07:03.000 --> 00:07:04.000]  打到半死
[00:07:04.000 --> 00:07:06.000]  他也不會自己去旅館
[00:07:06.000 --> 00:07:10.000]  也是有撒瑪利人幫助他
[00:07:10.000 --> 00:07:12.000]  我們又可以想想
[00:07:12.000 --> 00:07:14.000]  我們遠足
[00:07:14.000 --> 00:07:17.000]  有沒有人會自己一個人遠足?
[00:07:17.000 --> 00:07:20.000]  沒有
[00:07:20.000 --> 00:07:21.000]  大家會說
[00:07:21.000 --> 00:07:22.000]  有一位
[00:07:22.000 --> 00:07:23.000]  要小心一點
[00:07:23.000 --> 00:07:26.000]  不過大部分人的安全意識都很好
[00:07:26.000 --> 00:07:30.000]  原來聖經在幾千年前已經告誡我們
[00:07:30.000 --> 00:07:33.000]  一個人遠足沒有同伴是很危險的
[00:07:33.000 --> 00:07:35.000]  所以要有同伴
[00:07:35.000 --> 00:07:36.000]  有同行
[00:07:36.000 --> 00:07:37.000]  一起遠足
[00:07:37.000 --> 00:07:39.000]  彼此幫助
[00:07:39.000 --> 00:07:42.000]  彼此扶持
[00:07:42.000 --> 00:07:44.000]  都是很重要的
[00:07:44.000 --> 00:07:47.000]  旅途上要結伴同行
[00:07:47.000 --> 00:07:49.000]  其實同樣我們全方位的時候
[00:07:49.000 --> 00:07:51.000]  我們也很需要同行者
[00:07:51.000 --> 00:07:54.000]  一個共同目標的群體
[00:07:54.000 --> 00:07:55.000]  當中可以彼此支持
[00:07:55.000 --> 00:07:57.000]  真的很重要
[00:07:57.000 --> 00:07:58.000]  單打獨鬥
[00:07:58.000 --> 00:07:59.000]  不是不行
[00:07:59.000 --> 00:08:02.000]  不過很難持久
[00:08:02.000 --> 00:08:04.000]  有一個弟兄
[00:08:04.000 --> 00:08:06.000]  他講到自己
[00:08:06.000 --> 00:08:08.000]  信主幾十年了
[00:08:08.000 --> 00:08:10.000]  他回顧的時候發現
[00:08:10.000 --> 00:08:12.000]  頭三十年
[00:08:12.000 --> 00:08:14.000]  他全方位的次數
[00:08:14.000 --> 00:08:15.000]  十隻手指數完
[00:08:15.000 --> 00:08:17.000]  就是十次
[00:08:17.000 --> 00:08:19.000]  但最近十年
[00:08:19.000 --> 00:08:22.000]  他已經向超過三百人傳福音了
[00:08:22.000 --> 00:08:23.000]  我問他
[00:08:23.000 --> 00:08:25.000]  為什麼相差這麼遠?
[00:08:25.000 --> 00:08:26.000]  三十年十個
[00:08:26.000 --> 00:08:28.000]  十年有三百個這麼多
[00:08:28.000 --> 00:08:29.000]  他說
[00:08:29.000 --> 00:08:32.000]  參加了三福
[00:08:32.000 --> 00:08:33.000]  有一個群體
[00:08:33.000 --> 00:08:35.000]  我們可以彼此幫助
[00:08:35.000 --> 00:08:37.000]  彼此鼓勵
[00:08:37.000 --> 00:08:38.000]  我們向人傳福音
[00:08:38.000 --> 00:08:40.000]  都會遇到很多困難
[00:08:40.000 --> 00:08:42.000]  如果一個人的話
[00:08:42.000 --> 00:08:44.000]  其實未必知道如何處理
[00:08:44.000 --> 00:08:46.000]  很快就會放棄
[00:08:46.000 --> 00:08:48.000]  例如找不到福音對象
[00:08:48.000 --> 00:08:50.000]  沒有就不用傳
[00:08:50.000 --> 00:08:51.000]  不錯
[00:08:51.000 --> 00:08:54.000]  又不知道如何轉入福音的話題
[00:08:54.000 --> 00:08:58.000]  又不知道如何回應信仰的難題
[00:08:58.000 --> 00:08:59.000]  或者
[00:08:59.000 --> 00:09:01.000]  他說想信
[00:09:01.000 --> 00:09:03.000]  那如何帶他信主?
[00:09:03.000 --> 00:09:06.000]  所以其實很感謝主
[00:09:06.000 --> 00:09:08.000]  三福裡面有很多老師
[00:09:08.000 --> 00:09:10.000]  資深的隊長
