
[00:00:00.000 --> 00:00:03.280]  我今日嘅講題係懶有道理
[00:00:03.280 --> 00:00:07.600]  十四年前我生完第一個仔之後
[00:00:07.600 --> 00:00:09.840]  我就立志做咩呢
[00:00:09.840 --> 00:00:10.960]  我要減肥
[00:00:10.960 --> 00:00:13.960]  但係呢個口號跟咗十四年
[00:00:13.960 --> 00:00:16.880]  到今日我都仲未開始減肥
[00:00:16.880 --> 00:00:19.360]  但係我琴日執衫嘅時候
[00:00:19.360 --> 00:00:21.520]  我已經清咗一季嘅衫
[00:00:21.520 --> 00:00:23.120]  其實我已經著唔落啦
[00:00:23.120 --> 00:00:29.240]  原來懶係好多藉口同埋好多道理係咪呀
[00:00:29.800 --> 00:00:37.440]  2025年嘅8月3號係全民運動日
[00:00:37.440 --> 00:00:40.640]  大家有冇參加過
[00:00:40.640 --> 00:00:43.360]  有冇參加過
[00:00:43.360 --> 00:00:46.320]  全民運動日嘅目的係咩呀
[00:00:46.320 --> 00:00:48.480]  要提倡日日運動
[00:00:48.480 --> 00:00:49.520]  佢有個口號嘅
[00:00:49.520 --> 00:00:52.160]  就係日日運動半個鐘
[00:00:52.160 --> 00:00:53.040]  跟住呢
[00:00:53.040 --> 00:00:54.800]  唔記得啦
[00:00:54.800 --> 00:00:56.880]  即係冇參加過係咪
[00:00:57.000 --> 00:00:59.840]  健康快樂人輕鬆
[00:00:59.840 --> 00:01:01.600]  呢個咁嘅精神呢
[00:01:01.600 --> 00:01:04.160]  鼓勵我哋唔同嘅年齡階層嘅人
[00:01:04.160 --> 00:01:05.720]  能夠有能力
[00:01:05.720 --> 00:01:07.200]  讓市民呢能夠呢
[00:01:07.200 --> 00:01:10.120]  恆常去參加一啲體能活動
[00:01:10.120 --> 00:01:12.240]  同埋呢一啲體育嘅運動
[00:01:12.240 --> 00:01:16.720]  傳遞呢個做運動有益身心嘅訊息
[00:01:16.720 --> 00:01:20.200]  咁大家知唔知道
[00:01:20.200 --> 00:01:23.480]  運動日入到去嗰啲康文泉
[00:01:23.480 --> 00:01:24.440]  使唔使畀錢㗎
[00:01:24.440 --> 00:01:26.880]  抽到呢唔使畀錢㗎
[00:01:27.040 --> 00:01:29.560]  咁所以佢鼓勵你去做運動啦咁樣
[00:01:29.560 --> 00:01:34.000]  8月10號原來係國際懶惰日喎
[00:01:34.000 --> 00:01:34.880]  大家知唔知呀
[00:01:34.880 --> 00:01:39.000]  大家係咪唔知呀
[00:01:39.000 --> 00:01:43.600]  原來呢一個呢係國際懶惰日呢
[00:01:43.600 --> 00:01:44.800]  係根據一群呢
[00:01:44.800 --> 00:01:48.360]  嚟自呢哥倫比亞嘅年青人發起嘅喎
[00:01:48.360 --> 00:01:52.440]  佢嘅作為呢係反思一個資本主義
[00:01:52.440 --> 00:01:55.760]  一個社會嘅過度嘅壓榨
[00:01:56.640 --> 00:01:59.720]  呼籲人民搵自己嘅生活節奏
[00:01:59.720 --> 00:02:01.560]  同埋自己嘅行動
[00:02:01.560 --> 00:02:07.200]  佢嘅號召係大號召大家呢就放低一啲乜嘢呀
[00:02:07.200 --> 00:02:09.080]  工作啦
[00:02:09.080 --> 00:02:10.600]  例行嘅工事啦
[00:02:10.600 --> 00:02:14.480]  用一日嘅時間嚟到練習懶惰嘅藝術
[00:02:14.480 --> 00:02:19.440]  而且呢慢慢呢呢個概念呢就蔓延到全球啦
[00:02:19.440 --> 00:02:21.360]  但係仲未蔓延到香港呀
[00:02:21.360 --> 00:02:23.520]  咁呢就呢
[00:02:23.520 --> 00:02:26.520]  雖然懶惰日呢又冇花車巡遊
[00:02:26.520 --> 00:02:29.320]  亦都呢冇好似嗰啲
[00:02:29.320 --> 00:02:31.200]  情人節咁樣呢
[00:02:31.200 --> 00:02:32.760]  訂滿曬枱
[00:02:32.760 --> 00:02:34.640]  去嗰啲餐廳咁樣
[00:02:34.640 --> 00:02:36.560]  但係呢佢卻象徵住呢
[00:02:36.560 --> 00:02:39.520]  係一場對抗過度
[00:02:39.520 --> 00:02:41.200]  即係過勞呀
[00:02:41.200 --> 00:02:44.280]  對抗過勞時代嘅小型革命
[00:02:44.280 --> 00:02:47.320]  唔好意思我今日有少少唔舒服
[00:02:47.320 --> 00:02:52.000]  咁佢話呢現代人嘅時間表呢係排到好悶嘅
[00:02:52.200 --> 00:02:58.800]  密密麻麻忙到忘記畀一啲空間同埋時間畀自己
[00:02:58.800 --> 00:03:00.760]  所以國際懶惰日呢
[00:03:00.760 --> 00:03:04.640]  並唔係吹即係鼓吹你躺平呀
[00:03:04.640 --> 00:03:06.920]  亦都唔係叫你唔做嘢
[00:03:06.920 --> 00:03:11.600]  叫你係為你生命為你嘅生活留白嘅啫
[00:03:11.600 --> 00:03:15.560]  咁樣重新焦點
[00:03:15.560 --> 00:03:17.160]  焦點返我哋嘅生命
[00:03:17.160 --> 00:03:19.560]  放鬆並唔係逃避喎
[00:03:19.560 --> 00:03:22.720]  而且呢係重新整理我哋嘅起點咁樣樣
[00:03:22.720 --> 00:03:25.760]  咁所以呢有啲層出不窮嘅懶惰方法
[00:03:25.760 --> 00:03:27.120]  例如咩呢
[00:03:27.120 --> 00:03:31.480]  取消所有非不必要嘅行程
[00:03:31.480 --> 00:03:34.200]  著成日睡衣
[00:03:34.200 --> 00:03:37.160]  嚟到攤喺個屋企
[00:03:37.160 --> 00:03:41.640]  而且呢係你可以呢好懶洋洋咁樣
[00:03:41.640 --> 00:03:43.200]  攤喺個梳化度
[00:03:43.200 --> 00:03:45.680]  或者呢成日都唔煮嘢嘅
[00:03:45.680 --> 00:03:47.680]  淨係食杯麵
[00:03:48.640 --> 00:03:52.040]  咁呢仲有呢就係食嗰啲凍嘅披薩
[00:03:52.040 --> 00:03:54.160]  亦都懶得整返好
[00:03:54.160 --> 00:03:57.040]  咁所以透過可能係
[00:03:57.040 --> 00:03:59.800]  Uber Eats 嚟到去啲外賣
[00:03:59.800 --> 00:04:01.680]  或者係斷絕所有
[00:04:01.680 --> 00:04:03.360]  社交媒體
[00:04:03.360 --> 00:04:05.960]  斷絕一啲聯絡嘅方式
[00:04:05.960 --> 00:04:07.280]  一日呀一日畀自己
[00:04:07.280 --> 00:04:08.320]  你有冇試過呀
[00:04:08.320 --> 00:04:09.720]  放題式瞓覺
[00:04:09.720 --> 00:04:11.240]  想瞓就瞓
[00:04:11.240 --> 00:04:12.680]  想食就食
[00:04:12.680 --> 00:04:15.840]  為自己營造打造一個角落
[00:04:15.840 --> 00:04:17.520]  懶人角落係咩呢
[00:04:17.520 --> 00:04:18.520]  點啲香薰
[00:04:19.320 --> 00:04:20.440]  播下音樂
[00:04:20.440 --> 00:04:22.280]  或者係捐入皮豆
[00:04:22.280 --> 00:04:25.120]  究竟你鍾意全民運動多啲
[00:04:25.120 --> 00:04:27.680]  定係鍾意國際懶惰日多啲呀
[00:04:27.680 --> 00:04:30.040]  點解呀
[00:04:30.040 --> 00:04:32.880]  呢個又反映咗你咩狀況呢
[00:04:32.880 --> 00:04:35.360]  原來國際懶惰日嘅出現
[00:04:35.360 --> 00:04:38.600]  其實某程度都反映咗社會係缺乏
[00:04:38.600 --> 00:04:42.160]  一啲即係無望嘅生活處境
[00:04:42.160 --> 00:04:44.320]  佢哋呢以往過勞
[00:04:44.320 --> 00:04:46.760]  即係多勞多得
[00:04:46.880 --> 00:04:49.120]  或者係努力回報嘅精神呢
[00:04:49.120 --> 00:04:50.840]  好似成為咗神話
[00:04:50.840 --> 00:04:53.960]  而家取而代之嘅就係一啲躺平啦
[00:04:53.960 --> 00:04:54.920]  小確幸啦
[00:04:54.920 --> 00:04:58.080]  甚至乎係一啲低慾望嘅一啲信念
[00:04:58.080 --> 00:05:02.080]  並唔係完全唔做嘢呀
[00:05:02.080 --> 00:05:03.440]  唔係完全唔做嘢
[00:05:03.440 --> 00:05:04.840]  係低
[00:05:04.840 --> 00:05:06.280]  低慾望啫
[00:05:06.280 --> 00:05:08.080]  有限度嘅做嘢
[00:05:08.080 --> 00:05:09.640]  唔係做一個
[00:05:09.640 --> 00:05:12.440]  即係好似啲韭菜咁樣係咁畀人割嗰啲呢
[00:05:12.440 --> 00:05:16.520]  原來呢香港都開始呢有類似嘅情況
[00:05:16.520 --> 00:05:19.360]  根據香港基督教女青年會呀
[00:05:19.360 --> 00:05:21.240]  佢呢做咗一項調查
[00:05:21.240 --> 00:05:24.040]  係2025年1月發佈嘅研究呢
[00:05:24.040 --> 00:05:26.280]  有27%嘅中學生
[00:05:26.280 --> 00:05:30.560]  其實佢哋已經係有躺平嘅狀況
[00:05:30.560 --> 00:05:34.560]  更加呢遇四成嘅人呢已經躺平超過一年㗎啦
[00:05:34.560 --> 00:05:37.600]  整體嚟講呢受訪嘅學生躺平呢
[00:05:37.600 --> 00:05:40.840]  其實係佢哋話係經過深思熟慮嘅
[00:05:40.840 --> 00:05:43.520]  覺得呢係醒覺嚟嘅
[00:05:43.520 --> 00:05:44.960]  一個生活態度
[00:05:45.200 --> 00:05:50.440]  到底你覺得呢個係越墮落越快樂嘅懶惰心態
[00:05:50.440 --> 00:05:52.040]  定係至今墮落
[00:05:52.040 --> 00:05:54.240]  定係其實佢都有一啲解讀
[00:05:54.240 --> 00:05:55.960]  我哋可以再諗下
[00:05:55.960 --> 00:06:00.120]  其實都係係咪用另外一個角度再睇下呢咁
[00:06:00.120 --> 00:06:03.120]  咁所以今日呢想同大家去探討係關於
[00:06:03.120 --> 00:06:06.720]  即係何謂即係懶惰呢個課題
[00:06:06.720 --> 00:06:10.520]  懶惰嘅定義呢喺聖經中有好多嘅
[00:06:10.520 --> 00:06:11.920]  大家諗唔諗到呀
[00:06:13.640 --> 00:06:17.320]  其實懶惰我哋去到第五張powerpoint
[00:06:17.320 --> 00:06:20.240]  懶惰呢就係嘅英文係slope
[00:06:20.240 --> 00:06:22.400]  即係樹懶嘅意思
[00:06:22.400 --> 00:06:26.240]  樹懶係全球最慢嘅一種動物之一
[00:06:26.240 --> 00:06:27.160]  大家知唔知呀
[00:06:27.160 --> 00:06:31.720]  最快移動嘅速度每分鐘幾多米呀
[00:06:31.720 --> 00:06:33.280]  最快㗎喎
[00:06:33.280 --> 00:06:34.840]  用哂全力㗎啦
[00:06:34.840 --> 00:06:36.440]  每分鐘都係兩米
[00:06:36.440 --> 00:06:39.000]  每日呢係瞓幾多個鐘呀
[00:06:39.000 --> 00:06:42.200]  廿個鐘咁又冇
[00:06:43.160 --> 00:06:44.120]  九至十個鐘
[00:06:44.120 --> 00:06:46.360]  大家瞓唔瞓到九至十個鐘呀
[00:06:46.360 --> 00:06:50.680]  其實絕大部分呢樹懶呢都掛喺棵樹上面
[00:06:50.680 --> 00:06:52.080]  無所事事嘅
[00:06:52.080 --> 00:06:55.600]  一生呢就過住一啲好低慾望啦
[00:06:55.600 --> 00:06:57.080]  好似躺平嘅生活
[00:06:57.080 --> 00:07:00.360]  咁樹懶畀我哋嘅感覺就係懶洋洋
[00:07:00.360 --> 00:07:03.280]  即係呢係即行動緩慢啦
[00:07:03.280 --> 00:07:06.800]  冇乜末晶打彩隻眼好似即係跌咗一半落嚟咁樣
[00:07:06.800 --> 00:07:08.640]  咁如果樹懶係咁樣
[00:07:08.640 --> 00:07:11.200]  似乎都唔會做成啲咩罪行啦
[00:07:11.200 --> 00:07:13.280]  係咪呀樹懶係咁樣咋嘛咁樣
[00:07:13.280 --> 00:07:14.680]  但係原來呢
[00:07:14.680 --> 00:07:17.640]  根據世衛組織指出
[00:07:17.640 --> 00:07:21.440]  每年有二百萬人係死於懶惰病㗎喎
[00:07:21.440 --> 00:07:24.240]  大家覺得吓咁樣係咪呀
[00:07:24.240 --> 00:07:25.720]  原來呢
[00:07:25.720 --> 00:07:28.800]  即係呢懶惰嘅生活方式會引致咩呢
[00:07:28.800 --> 00:07:31.560]  包括心臟病、中風、糖尿病
[00:07:31.560 --> 00:07:33.960]  腎病、癌病等等
[00:07:33.960 --> 00:07:35.040]  點解會咁樣呀
[00:07:35.040 --> 00:07:37.840]  原來有啲人懶得去廁所㗎喎
[00:07:37.840 --> 00:07:39.440]  有冇人懶得去廁所
[00:07:39.440 --> 00:07:41.160]  我哋坐office就知㗎啦
[00:07:41.600 --> 00:07:44.120]  點解嗰啲人會有嗰啲叫做腎石
[00:07:44.120 --> 00:07:46.680]  係咪呀即係懶得去飲水
