
[00:00:00.000 --> 00:00:02.320]  各位弟兄姊妹,主內平安!
[00:00:02.320 --> 00:00:08.160]  偷得浮生半日閒
[00:00:08.160 --> 00:00:09.400]  各位弟兄姊妹
[00:00:09.400 --> 00:00:14.080]  你會不會在假日去遊山玩水呢?
[00:00:14.080 --> 00:00:19.640]  這些都是弟兄姊妹在遊山玩水拍攝到的照片
[00:00:19.640 --> 00:00:24.480]  都可以顯示香港郊野的景色真的很悅目
[00:00:24.480 --> 00:00:27.400]  不過上得山多又如何?
[00:00:28.680 --> 00:00:33.360]  中御府現在只能看到野豬
[00:00:33.360 --> 00:00:36.040]  其實上得山多
[00:00:36.040 --> 00:00:40.400]  都可以令你的內心多一點詩情畫意
[00:00:40.400 --> 00:00:41.920]  多一點氣質
[00:00:41.920 --> 00:00:45.760]  中國人素來都是重視琴棋、詩、書、畫
[00:00:45.760 --> 00:00:48.720]  令精神生活可以多姿多彩
[00:00:48.720 --> 00:00:51.320]  當你經常享受香港的山水
[00:00:51.320 --> 00:00:54.800]  你有沒有感覺到風光如畫呢?
[00:00:56.160 --> 00:01:00.960]  風光如畫,畫中有詩,詩中有畫
[00:01:00.960 --> 00:01:04.480]  足景生情,而情景相生
[00:01:04.480 --> 00:01:07.720]  我們中國人傳統上很重視詩
[00:01:07.720 --> 00:01:10.360]  和歌曲的作用和地位
[00:01:10.360 --> 00:01:12.480]  上次介紹美容的方法
[00:01:12.480 --> 00:01:15.640]  你有沒有回家讀詩或背誦詩
[00:01:15.640 --> 00:01:17.760]  人都有些氣質
[00:01:17.760 --> 00:01:19.480]  你有沒有體會到呢?
[00:01:19.480 --> 00:01:23.240]  今早先有畫意,再有詩情
[00:01:23.240 --> 00:01:26.240]  有詩情再加上音樂
[00:01:26.240 --> 00:01:28.440]  帶你進入詩的境界
[00:01:28.440 --> 00:01:31.840]  才進入今早的詩歌訊息
[00:01:31.840 --> 00:01:35.280]  在今早我們宣講神話與之先
[00:01:35.280 --> 00:01:39.000]  讓我們一起同心禱告
[00:01:39.000 --> 00:01:40.160]  慈愛的天父
[00:01:40.160 --> 00:01:42.040]  藉著詩篇的經文
[00:01:42.040 --> 00:01:43.440]  求你教導我們
[00:01:43.440 --> 00:01:45.760]  如何過智慧的人生
[00:01:45.760 --> 00:01:47.840]  珍惜你賜給我們的生命
[00:01:47.840 --> 00:01:49.440]  每日以喜樂的心
[00:01:49.440 --> 00:01:51.760]  享受神賜給我們的福分
[00:01:51.760 --> 00:01:53.760]  不要虛度光陰
[00:01:53.760 --> 00:01:56.840]  求你令我們的心切務理
[00:01:56.840 --> 00:01:59.760]  好像鹿般切務溪水
[00:01:59.760 --> 00:02:01.400]  好好把握我們的份
[00:02:01.400 --> 00:02:03.320]  倚靠耶和華行善
[00:02:03.320 --> 00:02:05.320]  以神的信實為糧
[00:02:05.320 --> 00:02:06.600]  求你引領我們
[00:02:06.600 --> 00:02:08.240]  實踐你的話語
[00:02:08.240 --> 00:02:09.920]  以示向不言前的禱告
[00:02:09.920 --> 00:02:13.040]  奉主耶穌基督得聖名字祈求
[00:02:13.040 --> 00:02:14.040]  阿們
[00:02:14.040 --> 00:02:17.320]  今早我們宣講的經文
[00:02:17.320 --> 00:02:19.440]  是詩篇四十九章
[00:02:19.440 --> 00:02:23.800]  是可拉後裔的詩歌組曲的最後一首
[00:02:23.800 --> 00:02:26.680]  詩篇四十二至四十九章
[00:02:26.680 --> 00:02:29.320]  你可以個別一章閱讀
[00:02:29.320 --> 00:02:32.440]  或整個組曲一同欣賞
[00:02:32.440 --> 00:02:34.800]  感覺會很不同
[00:02:34.800 --> 00:02:37.000]  一個組別的文學作品
[00:02:37.000 --> 00:02:38.920]  在中國文學裏有很多例子
[00:02:38.920 --> 00:02:42.120]  例如陶淵明的《歸源田居》六首
[00:02:42.120 --> 00:02:44.520]  李白的《清平調》三首
[00:02:44.520 --> 00:02:49.000]  柳宗元的《永州八記》八篇文章
[00:02:49.000 --> 00:02:51.720]  即是無論詩詞散文的組合
[00:02:51.720 --> 00:02:53.040]  可以單獨看
[00:02:53.040 --> 00:02:55.920]  又可以整個組合一同欣賞
[00:02:55.920 --> 00:02:59.080]  詩篇四十二至四十九章是一個組合
[00:02:59.080 --> 00:03:01.960]  單單看裏面的代名詞
[00:03:01.960 --> 00:03:05.080]  由四十二章的「我」、「你」開始
[00:03:05.080 --> 00:03:07.640]  接著就是「我們」、「你們」、「他們」
[00:03:07.640 --> 00:03:09.200]  到了第四十九章
[00:03:09.200 --> 00:03:12.920]  「萬民上樓下樓,富足貧窮」
[00:03:12.920 --> 00:03:15.040]  好像錢塘江的水一樣
[00:03:15.040 --> 00:03:18.920]  「由慢入快,越來越澎湃」
[00:03:18.920 --> 00:03:21.680]  詩的價值是怎樣衡量的呢?
[00:03:21.680 --> 00:03:24.680]  情是衡量詩的價值
[00:03:24.680 --> 00:03:31.160]  我們一起重讀今早這四節的經文
[00:03:31.160 --> 00:03:33.160]  好,我們一二三
[00:03:33.160 --> 00:03:36.680]  「萬民啊,你們都當聽者話
[00:03:36.680 --> 00:03:38.680]  世上一切的居民
[00:03:38.680 --> 00:03:42.000]  無論上樓下樓,富足貧窮
[00:03:42.000 --> 00:03:43.760]  都當留心聽
[00:03:43.760 --> 00:03:46.960]  我口要說自慰的言語
[00:03:46.960 --> 00:03:49.880]  我心要想通達的道理
[00:03:49.880 --> 00:03:52.080]  我要則而聽比喻
[00:03:52.080 --> 00:03:54.080]  用琴解謎語」
[00:03:54.080 --> 00:03:56.840]  這首詩開門見山
[00:03:56.840 --> 00:03:58.960]  用命令的語氣告訴我們
[00:03:58.960 --> 00:04:01.560]  「我們」、「你們」都當聽者話
[00:04:01.560 --> 00:04:02.880]  當留心聽
[00:04:02.880 --> 00:04:04.080]  聽甚麼呢?
[00:04:04.080 --> 00:04:05.360]  聽神的話語
[00:04:05.360 --> 00:04:07.920]  舊約時代聽神的話語
[00:04:07.920 --> 00:04:09.840]  一定全體站立
[00:04:09.840 --> 00:04:12.480]  來聆聽神僕人的聖言
[00:04:12.480 --> 00:04:13.880]  今天寫意多了
[00:04:13.880 --> 00:04:15.560]  你可以坐在椅子上
[00:04:15.560 --> 00:04:18.080]  或者透過螢光幕來收聽
[00:04:18.080 --> 00:04:20.560]  當日的對象是甚麼人呢?
[00:04:20.560 --> 00:04:21.760]  經文表示
[00:04:21.760 --> 00:04:23.040]  無論上樓下樓
[00:04:23.040 --> 00:04:24.320]  即是有權勢的
[00:04:24.320 --> 00:04:25.640]  或者一般的市民
[00:04:25.640 --> 00:04:26.880]  不論貧富
[00:04:26.880 --> 00:04:28.240]  不論任何出身
[00:04:28.240 --> 00:04:30.040]  都要用心聽
[00:04:30.040 --> 00:04:31.680]  私人自己又如何?
[00:04:31.680 --> 00:04:35.080]  是否他只會說,不懂得做?
[00:04:35.080 --> 00:04:36.440]  經文顯示
[00:04:36.440 --> 00:04:39.320]  作者口是說自慰的言語
[00:04:39.320 --> 00:04:41.480]  心是想通達的道理
[00:04:41.480 --> 00:04:43.240]  要則而聽比喻
[00:04:43.240 --> 00:04:45.080]  用琴解謎語
[00:04:45.080 --> 00:04:47.800]  比喻這個詞的用法很廣泛
[00:04:47.800 --> 00:04:50.000]  可以指詩歌、神諭
[00:04:50.000 --> 00:04:52.320]  即是神對百姓的教訓
[00:04:52.320 --> 00:04:55.040]  至於用琴解謎語
[00:04:55.040 --> 00:04:56.160]  請留意
[00:04:56.160 --> 00:04:58.880]  詩篇每一章都是一首歌
[00:04:58.880 --> 00:05:01.720]  音樂和詩歌是互相結合的
[00:05:01.720 --> 00:05:03.880]  即是一邊唱
[00:05:03.880 --> 00:05:05.680]  一邊演奏音樂
[00:05:05.680 --> 00:05:07.080]  一邊默想
[00:05:07.080 --> 00:05:09.960]  音樂可以令人身心暢快
[00:05:09.960 --> 00:05:11.720]  在這種情況下
[00:05:11.720 --> 00:05:16.640]  可以幫助我們思考和解開深奧的真理
[00:05:16.640 --> 00:05:19.600]  其實都是一種樂趣
[00:05:19.600 --> 00:05:21.240]  親愛的影子們
[00:05:21.240 --> 00:05:25.200]  私人的教導會否令你想起詩篇一章二至三節
[00:05:25.200 --> 00:05:27.160]  為喜愛耶和華的律法
[00:05:27.160 --> 00:05:28.440]  晝夜思想
[00:05:28.440 --> 00:05:30.160]  這人便為有福
[00:05:30.160 --> 00:05:32.680]  他要像一棵樹栽在溪水旁
[00:05:32.680 --> 00:05:34.640]  按時候結果指
[00:05:34.640 --> 00:05:36.120]  葉子也不枯乾
[00:05:36.120 --> 00:05:39.040]  凡他所作的盡都順利
[00:05:39.040 --> 00:05:41.960]  原來晝夜思想耶和華律法的人
[00:05:41.960 --> 00:05:44.360]  是一個結果指的人
[00:05:44.360 --> 00:05:46.520]  一個不會枯乾的人
[00:05:46.520 --> 00:05:49.040]  是一個有福的人
[00:05:49.040 --> 00:05:51.240]  你想不想成為一個有福的人
[00:05:51.240 --> 00:05:53.040]  像詩人一樣
[00:05:53.040 --> 00:05:54.080]  請問各位
[00:05:54.080 --> 00:05:55.760]  你時時刻刻
[00:05:55.760 --> 00:05:59.320]  你所思、所想、所講
[00:05:59.320 --> 00:06:00.760]  是些什麼呢?
[00:06:00.760 --> 00:06:02.360]  詩篇的詩歌
[00:06:02.360 --> 00:06:04.720]  是有前呼後應的特點
[00:06:04.720 --> 00:06:07.000]  在我們中國人傳統的觀念中
[00:06:07.000 --> 00:06:08.560]  都有類似的教導
[00:06:08.560 --> 00:06:09.960]  以論語為例
[00:06:09.960 --> 00:06:13.960]  孔子答覆弟子如何實踐人愛這個觀念
[00:06:13.960 --> 00:06:14.760]  都有
[00:06:14.760 --> 00:06:17.960]  非禮勿視勿聽勿言勿動
[00:06:17.960 --> 00:06:18.840]  即是說
[00:06:18.840 --> 00:06:20.560]  違法邪僻的事
[00:06:20.560 --> 00:06:22.960]  不要看、不要聽、不要講
[00:06:22.960 --> 00:06:25.080]  要看、要聽、要講
[00:06:25.080 --> 00:06:27.640]  有智慧和正義的事
[00:06:27.640 --> 00:06:30.280]  有些人日看夜看都是三級的事
[00:06:30.280 --> 00:06:33.160]  整個腦袋都裝滿了黃色的物品
[00:06:33.160 --> 00:06:34.920]  所以最後整個人的氣質
[00:06:34.920 --> 00:06:37.080]  身心靈都變得很猥瑣
[00:06:37.080 --> 00:06:38.920]  你說有沒有道理呢?
[00:06:38.920 --> 00:06:41.040]  經常講、經常想、經常看
[00:06:41.040 --> 00:06:43.240]  都是一些暴力電影或者資訊
[00:06:43.240 --> 00:06:44.880]  人都變得暴戾
[00:06:44.880 --> 00:06:47.080]  經常講、經常想、經常做
[00:06:47.080 --> 00:06:49.320]  都是一些虛偽、狡詐的事
[00:06:49.320 --> 00:06:52.720]  人都變得狡猾、狡詐、污穢
[00:06:52.720 --> 00:06:54.920]  說謊當吃生菜
[00:06:54.920 --> 00:06:56.000]  所以耶穌說
[00:06:56.000 --> 00:06:58.880]  「這百姓用嘴唇尊敬我
[00:06:58.880 --> 00:07:00.520]  心卻遠離我」
[00:07:00.520 --> 00:07:01.560]  我們都是設計
[00:07:01.560 --> 00:07:03.080]  講一套做一套
[00:07:03.080 --> 00:07:05.040]  經文告訴我們
[00:07:05.040 --> 00:07:07.960]  這些是浪費時間、浪費生命
[00:07:07.960 --> 00:07:09.200]  詩人教導我們
[00:07:09.200 --> 00:07:11.200]  口要講智慧的言語
[00:07:11.200 --> 00:07:13.760]  心是想通達的道理
[00:07:13.760 --> 00:07:16.160]  耳朵要聽神的話語
[00:07:16.160 --> 00:07:18.000]  甚麼叫「則耳而聽」?
[00:07:18.000 --> 00:07:20.240]  即是全神貫注
[00:07:20.240 --> 00:07:21.800]  用心聆聽
[00:07:21.800 --> 00:07:24.080]  晝夜思想神的話語
[00:07:24.080 --> 00:07:27.200]  做一個有福的人
[00:07:27.200 --> 00:07:28.520]  可能弟兄姊妹有疑問
[00:07:28.520 --> 00:07:29.840]  「喂,是不是真的?」
[00:07:29.840 --> 00:07:31.560]  眼、耳、口、心
[00:07:31.560 --> 00:07:33.320]  放滿神的話語
[00:07:33.320 --> 00:07:35.320]  是否真的有福呢?
[00:07:35.320 --> 00:07:39.520]  詩人立即展示一個場景給你看
[00:07:39.520 --> 00:07:40.680]  「在患難的日子
[00:07:40.680 --> 00:07:42.240]  奸惡隨我腳跟
[00:07:42.240 --> 00:07:43.480]  四面環繞我
[00:07:43.480 --> 00:07:45.480]  我何必懼怕?」
[00:07:45.480 --> 00:07:47.480]  第一至四字的經文
[00:07:47.480 --> 00:07:49.720]  就是信徒的人生態度
[00:07:49.720 --> 00:07:51.120]  做得不好
[00:07:51.120 --> 00:07:52.920]  這一節之後的經文
[00:07:52.920 --> 00:07:55.240]  對你有很大的衝擊
[00:07:55.240 --> 00:07:56.520]  在患難的時候
[00:07:56.520 --> 00:07:59.640]  邪惡的人死死跟著詩人
[00:07:59.640 --> 00:08:02.760]  邪惡的勢力四圍包圍著他
[00:08:02.760 --> 00:08:04.040]  一般來說
[00:08:04.040 --> 00:08:06.040]  人人都怕患難
[00:08:06.040 --> 00:08:07.960]  人人都怕被敵人
[00:08:07.960 --> 00:08:10.240]  被惡人圍困
[00:08:10.240 --> 00:08:11.200]  陷入絕境
[00:08:11.200 --> 00:08:12.520]  誰不怕?
[00:08:12.520 --> 00:08:14.680]  四面楚歌的時候
[00:08:14.680 --> 00:08:17.720]  連歷拔山崎氣蓋世的楚霸王
[00:08:17.720 --> 00:08:19.840]  都相當沮喪
