
[00:00:00.000 --> 00:00:04.000]  今天是幾號呀?大家記不記得?
[00:00:04.000 --> 00:00:07.000]  是啦!1月6號
[00:00:07.000 --> 00:00:11.000]  1月6號即是2024年開始了沒多久
[00:00:11.000 --> 00:00:14.000]  可能有人還像我一樣
[00:00:14.000 --> 00:00:17.000]  有時填日期呀或者簽支票的時候
[00:00:17.000 --> 00:00:20.000]  會不會寫還是寫2023的?
[00:00:20.000 --> 00:00:23.000]  有時會改不到手
[00:00:23.000 --> 00:00:25.000]  那我問一下
[00:00:25.000 --> 00:00:27.000]  大家通常一年開始的時候
[00:00:27.000 --> 00:00:29.000]  剛才都有講過立志
[00:00:29.000 --> 00:00:32.000]  大家會不會有每年開始的時候
[00:00:32.000 --> 00:00:36.000]  會為自己或者為家庭立下大計的計劃呢?
[00:00:36.000 --> 00:00:40.000]  這裡當中有沒有人會這樣做的?
[00:00:40.000 --> 00:00:42.000]  現在都少很多了
[00:00:42.000 --> 00:00:45.000]  我記得那時候有聽過大兄姊妹講
[00:00:45.000 --> 00:00:49.000]  其實都不要立那麼多志
[00:00:49.000 --> 00:00:51.000]  大家都明明地
[00:00:51.000 --> 00:00:53.000]  立了志又做不到的時候
[00:00:53.000 --> 00:00:55.000]  其實真的很挫敗
[00:00:55.000 --> 00:00:57.000]  我記得我們經常都很想
[00:00:57.000 --> 00:01:00.000]  例如每個星期有多少次運動
[00:01:00.000 --> 00:01:02.000]  或者開OT不要開那麼久
[00:01:02.000 --> 00:01:03.000]  這麼多天
[00:01:03.000 --> 00:01:06.000]  或者希望睡覺最少有8個小時
[00:01:06.000 --> 00:01:08.000]  又或者為了健康
[00:01:08.000 --> 00:01:11.000]  希望可以帶飯回公司
[00:01:11.000 --> 00:01:13.000]  不要整天走出去吃
[00:01:13.000 --> 00:01:16.000]  或者和家人一起去吃飯
[00:01:16.000 --> 00:01:18.000]  甚至是零修
[00:01:18.000 --> 00:01:20.000]  希望今年
[00:01:20.000 --> 00:01:22.000]  不知道有沒有人
[00:01:22.000 --> 00:01:25.000]  希望可以將整本聖經看過一次
[00:01:25.000 --> 00:01:27.000]  在教室舉手
[00:01:27.000 --> 00:01:29.000]  或者有些人好像我這樣
[00:01:29.000 --> 00:01:32.000]  今年2024年我有一件立志一定要做到的
[00:01:32.000 --> 00:01:34.000]  就是在4月1號
[00:01:34.000 --> 00:01:38.000]  政府實施垃圾徵收費之前
[00:01:38.000 --> 00:01:41.000]  就要處理好家裡的雜物
[00:01:41.000 --> 00:01:43.000]  不然將來要收錢
[00:01:43.000 --> 00:01:45.000]  所以這件事是很重要的
[00:01:45.000 --> 00:01:48.000]  我相信在在大兄姊妹或者朋友
[00:01:48.000 --> 00:01:52.000]  曾經為自己訂立類似這樣的願望
[00:01:52.000 --> 00:01:53.000]  但是很多時候
[00:01:53.000 --> 00:01:54.000]  好像我剛才說的
[00:01:54.000 --> 00:01:56.000]  願望歸於願望
[00:01:56.000 --> 00:01:58.000]  不知道一到一年的終結
[00:01:58.000 --> 00:02:00.000]  仍然只有一個「望」字
[00:02:00.000 --> 00:02:05.000]  慢慢地我們就是不願意為自己設立計劃
[00:02:05.000 --> 00:02:07.000]  可能覺得最實際的計劃
[00:02:07.000 --> 00:02:09.000]  就是不要做計劃了
[00:02:09.000 --> 00:02:12.000]  我們會很擔心有挫敗感
[00:02:12.000 --> 00:02:16.000]  所以就慢慢慢慢每年都這樣過
[00:02:16.000 --> 00:02:21.000]  我盼望我們今晚可以藉著今晚的宣講
[00:02:21.000 --> 00:02:24.000]  一起去看看我們可以怎樣計劃
[00:02:24.000 --> 00:02:28.000]  讓我們感到自在和可以落實
[00:02:28.000 --> 00:02:30.000]  讓我們一起祈禱
[00:02:30.000 --> 00:02:33.000]  天上的佛神很感謝你
[00:02:33.000 --> 00:02:35.000]  讓我們今晚來到你的殿裡
[00:02:35.000 --> 00:02:38.000]  我們一起和弟兄姊妹去敬拜
[00:02:38.000 --> 00:02:40.000]  我們知道我們是屬於你的人
[00:02:40.000 --> 00:02:42.000]  我們的好處不在你以外
[00:02:42.000 --> 00:02:46.000]  你每一周都藉著崇拜的時段
[00:02:46.000 --> 00:02:49.000]  去提醒我們可以怎樣為你而活
[00:02:49.000 --> 00:02:52.000]  藉著你的話語提醒我們
[00:02:52.000 --> 00:02:58.000]  你要告訴我們我們應該怎樣看待我們的生命
[00:02:58.000 --> 00:03:01.000]  求主你的話今天就進入我們每個人的心
[00:03:01.000 --> 00:03:02.000]  親自和我們說話
[00:03:02.000 --> 00:03:04.000]  讓我們的生命被提醒
[00:03:04.000 --> 00:03:07.000]  讓我們可以帶著使命去過每一天
[00:03:07.000 --> 00:03:09.000]  我們感謝神你聽我們的祈禱
[00:03:09.000 --> 00:03:11.000]  祷告奉著耶穌特性的名球
[00:03:11.000 --> 00:03:16.000]  弟兄姊妹不知道大家還記不記得
[00:03:16.000 --> 00:03:20.000]  我們周六晚堂在過去幾個月
[00:03:20.000 --> 00:03:23.000]  一直在這裡研讀一本書
[00:03:23.000 --> 00:03:25.000]  記不記得是什麼書
[00:03:25.000 --> 00:03:27.000]  對了 詩篇
[00:03:27.000 --> 00:03:30.000]  我們在去年差不多九月底開始
[00:03:30.000 --> 00:03:32.000]  到十二月就用了詩篇
[00:03:32.000 --> 00:03:35.000]  和大家一起學習怎樣去敬拜神
[00:03:35.000 --> 00:03:39.000]  和學習怎樣去實踐合神心意的崇拜
[00:03:39.000 --> 00:03:41.000]  我們還有一系列的詩歌
[00:03:41.000 --> 00:03:43.000]  希望大家繼續可以回去唱
[00:03:43.000 --> 00:03:46.000]  不只是那次崇拜唱了之後就算了
[00:03:46.000 --> 00:03:51.000]  當我們去釐清了我們敬拜神的焦點之後
[00:03:51.000 --> 00:03:53.000]  我們下一步應該怎樣呢
[00:03:53.000 --> 00:03:56.000]  我相信大家都知道我們要學習
[00:03:56.000 --> 00:03:59.000]  怎樣去依靠主去面對我們身處的這個
[00:03:59.000 --> 00:04:03.000]  邪惡和充滿試探的世代
[00:04:03.000 --> 00:04:05.000]  接受了福音
[00:04:05.000 --> 00:04:08.000]  讓我們脫離了罪的綑綁
[00:04:08.000 --> 00:04:10.000]  不再作罪的奴僕
[00:04:10.000 --> 00:04:13.000]  然而在主耶穌再來之前
[00:04:13.000 --> 00:04:18.000]  其實我們都居住在異鄉流散的地方
[00:04:18.000 --> 00:04:22.000]  我們必須要學習怎樣去認定和持守
[00:04:22.000 --> 00:04:25.000]  神給我們的使命和計劃
[00:04:25.000 --> 00:04:28.000]  才不會被周圍的環境影響
[00:04:28.000 --> 00:04:30.000]  讓那些挫敗感
[00:04:30.000 --> 00:04:36.000]  令我們對神失去信心和失去生活的方向
[00:04:36.000 --> 00:04:38.000]  進入了第二零二四年
[00:04:38.000 --> 00:04:42.000]  我們周六晚堂就預備了和弟兄姊妹一起
[00:04:42.000 --> 00:04:45.000]  用另一卷書是使徒行傳
[00:04:45.000 --> 00:04:49.000]  去學習怎樣在我們身處的流散世代
[00:04:49.000 --> 00:04:58.000]  去重尋和去持守神給我們的使命
[00:04:58.000 --> 00:05:02.000]  我們會透過第一世紀的使徒的榜樣
[00:05:02.000 --> 00:05:05.000]  去學習怎樣堅定地投身在神
[00:05:05.000 --> 00:05:10.000]  不能被震動和不能被阻攔的大計裏
[00:05:10.000 --> 00:05:15.000]  今天我們流散世代下的使命重尋系列
