
[00:00:00.000 --> 00:00:03.400]  好,大家好,午安
[00:00:03.400 --> 00:00:07.120]  多謝敬拜隊帶我們敬拜
[00:00:07.120 --> 00:00:08.640]  剛才詩歌中有一句
[00:00:08.640 --> 00:00:11.800]  「求被你充滿」,類似
[00:00:11.800 --> 00:00:13.040]  「我心改變」
[00:00:13.040 --> 00:00:17.200]  本來崇拜前有一個很混亂的狀況
[00:00:17.200 --> 00:00:19.520]  我心思意念埋滅
[00:00:19.520 --> 00:00:21.320]  很多事情都在做
[00:00:21.320 --> 00:00:25.320]  但這句歌詞進入敬拜時
[00:00:25.320 --> 00:00:26.320]  真的讓我心想
[00:00:26.360 --> 00:00:32.240]  「對,當我專心求上帝聖靈的充滿時」
[00:00:32.240 --> 00:00:34.880]  「我的心改變的確得到一份平安」
[00:00:34.880 --> 00:00:37.480]  我覺得真的有這份改變
[00:00:37.480 --> 00:00:38.840]  希望你也有這樣的經歷
[00:00:38.840 --> 00:00:41.400]  在敬拜能夠與諸相遇時
[00:00:41.400 --> 00:00:45.080]  真的讓我們生命得到改變的時刻
[00:00:45.080 --> 00:00:47.400]  好,今天進入講道時間
[00:00:47.400 --> 00:00:51.120]  話說上兩星期
[00:00:51.120 --> 00:00:53.160]  我加入了一個初中小組
[00:00:53.160 --> 00:00:54.560]  是中一的
[00:00:54.600 --> 00:00:58.440]  話說有六個組員
[00:00:58.440 --> 00:00:59.560]  只有我一個導師
[00:00:59.560 --> 00:01:03.640]  其中兩個組員是說英文的
[00:01:03.640 --> 00:01:04.760]  他們說英文時
[00:01:04.760 --> 00:01:06.440]  我嘗試將我的說話
[00:01:06.440 --> 00:01:08.400]  用中文翻譯成英文給他們聽
[00:01:08.400 --> 00:01:10.840]  其他人就…
[00:01:10.840 --> 00:01:12.640]  有一個年輕人問了我一個問題
[00:01:12.640 --> 00:01:13.720]  中一的,他說
[00:01:13.720 --> 00:01:15.760]  「你有讀過幼稚園英文嗎?」
[00:01:15.760 --> 00:01:16.600]  不,對不起
[00:01:16.600 --> 00:01:18.160]  「你有讀過小學英文嗎?」
[00:01:18.160 --> 00:01:20.320]  為了展示自己懂英文
[00:01:20.320 --> 00:01:23.360]  我決定今天的題目是英文
[00:01:23.400 --> 00:01:25.120]  「More than enough」
[00:01:25.120 --> 00:01:27.880]  這就是這個題目的原因
[00:01:27.880 --> 00:01:30.400]  如果你真的聽不懂中文
[00:01:30.400 --> 00:01:32.040]  你叫他把翻譯割開給你聽吧
[00:01:32.040 --> 00:01:32.960]  我也不懂
[00:01:32.960 --> 00:01:34.160]  接下來我已經說完了
[00:01:34.160 --> 00:01:35.920]  全部都是中文
[00:01:35.920 --> 00:01:37.760]  好,問大家一個問題
[00:01:37.760 --> 00:01:40.480]  我不知道你有沒有試過
[00:01:40.480 --> 00:01:44.400]  被父母這樣說你們
[00:01:44.400 --> 00:01:48.280]  「你當我是提款機嗎?」
[00:01:48.280 --> 00:01:49.000]  有試過嗎?
[00:01:49.000 --> 00:01:51.360]  我小時候就這樣試過
[00:01:51.400 --> 00:01:53.640]  進入暑假的時候
[00:01:53.640 --> 00:01:56.720]  當我是中學生的時候
[00:01:56.720 --> 00:01:59.400]  沒有錢
[00:01:59.400 --> 00:02:02.160]  進入暑假的時候要去玩
[00:02:02.160 --> 00:02:04.680]  我那時候打球、游泳
[00:02:04.680 --> 00:02:06.320]  做甚麼都要錢
[00:02:06.320 --> 00:02:08.200]  雖然打球在球場不用錢
[00:02:08.200 --> 00:02:11.480]  但打完之後吃雞腿、茶餐
[00:02:11.480 --> 00:02:13.920]  所有東西都要錢
[00:02:13.920 --> 00:02:18.000]  我每次暑假的時候會面對
[00:02:18.040 --> 00:02:22.120]  可能是星期一、三、五、六天約了朋友
[00:02:22.120 --> 00:02:25.520]  星期一媽媽給了一個星期的錢
[00:02:25.520 --> 00:02:26.920]  之後就沒有錢了
[00:02:26.920 --> 00:02:28.280]  星期三左右就沒有錢了
[00:02:28.280 --> 00:02:29.520]  你問她拿錢
[00:02:29.520 --> 00:02:32.360]  她就會說「又拿錢,又給你了」
[00:02:32.360 --> 00:02:34.120]  之後你又問她拿錢
[00:02:34.120 --> 00:02:37.880]  之後你的心就很緊張
[00:02:37.880 --> 00:02:41.240]  差不多到星期六、日的時候
[00:02:41.240 --> 00:02:42.440]  就會面對這個說話
[00:02:42.440 --> 00:02:44.600]  「你當我是提款機嗎?」
[00:02:44.600 --> 00:02:47.760]  不過我猜你們這些朋友
[00:02:47.800 --> 00:02:51.400]  甚麼兒子?朋友都是比較有錢
[00:02:51.400 --> 00:02:52.640]  所以可能家裡沒有
[00:02:52.640 --> 00:02:54.000]  不過我經常被人說
[00:02:54.000 --> 00:02:56.360]  我試過在中學的時候
[00:02:56.360 --> 00:02:58.120]  這些階段緊張
[00:02:58.120 --> 00:02:59.920]  晚上我試過做夢
[00:02:59.920 --> 00:03:02.520]  就是我回家後
[00:03:02.520 --> 00:03:04.920]  我做夢的時候
[00:03:04.920 --> 00:03:07.000]  我回家後沒有錢
[00:03:07.000 --> 00:03:08.360]  打開錢包,沒有錢
[00:03:08.360 --> 00:03:11.520]  然後我打開抽屜,就有100元
[00:03:11.520 --> 00:03:13.360]  然後我打電話回來
[00:03:13.360 --> 00:03:15.560]  又有100元
[00:03:15.560 --> 00:03:17.040]  我不知道你們會否做夢
[00:03:17.080 --> 00:03:18.440]  我真的做過一個夢
[00:03:18.440 --> 00:03:24.360]  原來唯一有機會在夢境裡
[00:03:24.360 --> 00:03:26.880]  我媽媽才會有源源不絕的供應
[00:03:26.880 --> 00:03:28.640]  有綽綽有餘的供應
[00:03:28.640 --> 00:03:31.040]  不過我想像現實中
[00:03:31.040 --> 00:03:32.920]  我的父母都有很多限制
[00:03:32.920 --> 00:03:36.480]  我家裡沒有錢,都是比較難
[00:03:36.480 --> 00:03:39.480]  不過今天很想跟你一起看一個題目
