
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 早安 平安
[00:00:02.000 --> 00:00:06.000]  再次祝大家新年快樂 身體健康
[00:00:06.000 --> 00:00:09.000]  在新的一年更加靈明長進
[00:00:09.000 --> 00:00:14.000]  今天我們會繼續在文數記裏面
[00:00:14.000 --> 00:00:20.000]  去看看上帝藉著這卷聖經給我們的一些吩咐和教導
[00:00:20.000 --> 00:00:23.000]  不知道大家有沒有聽過人說過一句話
[00:00:23.000 --> 00:00:28.000]  他說這個年代是一個沒有英雄的年代
[00:00:28.000 --> 00:00:33.000]  有沒有聽過這句話 有聽過 有些人有聽過 有些人沒有聽過
[00:00:33.000 --> 00:00:39.000]  意思是今天大家不會期望這個世界
[00:00:39.000 --> 00:00:48.000]  出現一個能夠將一個原本崩壞的局面扭轉過來的英雄
[00:00:48.000 --> 00:00:54.000]  因為現在這個世界和舊的世界已經很不同
[00:00:54.000 --> 00:00:58.000]  即使今天一個人有多麼的能力也好
[00:00:58.000 --> 00:01:05.000]  他窮他一人之力其實有時也很難去改變現有的一些狀況
[00:01:05.000 --> 00:01:10.000]  但相對舊的世界比較簡單 規模比較小
[00:01:10.000 --> 00:01:14.000]  當一個世界面對一些挑戰的時候
[00:01:14.000 --> 00:01:17.000]  大家都很期望如果有一個人可以出來
[00:01:17.000 --> 00:01:22.000]  好像Marvel那些英雄出來去改變這個世界的混亂
[00:01:22.000 --> 00:01:27.000]  那就好了 這個可以帶來人世間一點的盼望
[00:01:27.000 --> 00:01:30.000]  今天我不知道在座的觀眾你會不會覺得
[00:01:30.000 --> 00:01:34.000]  如果這個世界裏面能夠出現一位領袖
[00:01:34.000 --> 00:01:37.000]  能夠去到將這個世界改變
[00:01:37.000 --> 00:01:42.000]  將這個世界的混亂衝突和對立 撥亂反正
[00:01:42.000 --> 00:01:45.000]  那就好了 大家有沒有這樣的期望
[00:01:45.000 --> 00:01:49.000]  沒有 是不是 有沒有期望美國新總統上任
[00:01:49.000 --> 00:01:54.000]  這個總統能否令到這個世界不再一樣撥亂反正
[00:01:54.000 --> 00:01:57.000]  我不知道大家心裏有沒有期待
[00:01:57.000 --> 00:02:02.000]  我不知道大家有沒有認識這位詩人叫北島
[00:02:02.000 --> 00:02:05.000]  這是一個香港本土的詩人
[00:02:05.000 --> 00:02:09.000]  他在一本詩集裏面寫過一首詩
[00:02:09.000 --> 00:02:15.000]  這首詩叫做宣告獻給與羅克的一首詩
[00:02:15.000 --> 00:02:19.000]  這首詩裏面其實有兩段詩歌
[00:02:19.000 --> 00:02:23.000]  我和大家分享的是他第一段的詩歌
[00:02:23.000 --> 00:02:27.000]  他是這樣說 也許最後的時刻到了
[00:02:27.000 --> 00:02:32.000]  我沒有留下遺囑 只是留下筆給我的母親
[00:02:32.000 --> 00:02:36.000]  我並不是英雄 再沒有英雄的年代裏
[00:02:36.000 --> 00:02:38.000]  我只想做一個人
[00:02:38.000 --> 00:02:45.000]  北島在這首詩歌裏面訴說一個時代
[00:02:45.000 --> 00:02:48.000]  紀念一個人物
[00:02:48.000 --> 00:02:50.000]  其實這首詩的背景是甚麼呢
[00:02:50.000 --> 00:02:53.000]  他寫在1980年北京的民主場
[00:02:53.000 --> 00:02:58.000]  他是紀念一位叫做與羅克的朋友
[00:02:58.000 --> 00:03:05.000]  這個朋友在文革的時候死在當時的執政者的槍下
[00:03:05.000 --> 00:03:08.000]  因為他批判當時的執政當局
[00:03:08.000 --> 00:03:12.000]  所以他遭到批鬥而死在政權裏面
[00:03:12.000 --> 00:03:17.000]  而這位與羅克其實當時是一個很年輕的年輕人
[00:03:17.000 --> 00:03:19.000]  當時他只有27歲
[00:03:19.000 --> 00:03:22.000]  之後民革過了之後
[00:03:22.000 --> 00:03:25.000]  這位青年人與羅克獲得平反
[00:03:25.000 --> 00:03:31.000]  他最後被國家定為烈士和英雄
[00:03:31.000 --> 00:03:35.000]  這我想是歷史裏面一個很大的諷刺
[00:03:35.000 --> 00:03:38.000]  在一個很正常的社會裏面
[00:03:38.000 --> 00:03:42.000]  其實平民百姓一般都可能像這首詩歌裏面所說
[00:03:42.000 --> 00:03:45.000]  他不期待一個英雄的出現
[00:03:45.000 --> 00:03:47.000]  只是很希望能夠做一個人
[00:03:47.000 --> 00:03:51.000]  但在一個不穩定的世界裏面
[00:03:51.000 --> 00:03:53.000]  或者一個不正常的世界裏面
[00:03:53.000 --> 00:03:58.000]  歷史上很多時候出現一種這樣的諷刺
[00:03:58.000 --> 00:04:01.000]  今日我們繼續在文素記裏面去看
[00:04:01.000 --> 00:04:03.000]  以色列人在抗疫裏面的日子
[00:04:03.000 --> 00:04:07.000]  以色列人在抗疫裏面其實他們都面對著
[00:04:07.000 --> 00:04:10.000]  身邊一個很不穩定的環境
[00:04:10.000 --> 00:04:13.000]  當時外敵在他們的周圍
[00:04:13.000 --> 00:04:17.000]  他們也不知道未來的去向
[00:04:17.000 --> 00:04:20.000]  或者未來的每一天究竟是會怎樣過
[00:04:20.000 --> 00:04:23.000]  但當他們去到一個地方他們安穩的時候
[00:04:23.000 --> 00:04:26.000]  我們又見到以色列人有一個很特別的地方出現
[00:04:26.000 --> 00:04:31.000]  就是在人性的軟弱和敗壞裏面他們表露無遺
[00:04:31.000 --> 00:04:35.000]  今日我們看到文素記的第25章
[00:04:35.000 --> 00:04:38.000]  我們都會發現一個這樣的事實
[00:04:38.000 --> 00:04:41.000]  就是以色列人去到一個地方的時候
[00:04:41.000 --> 00:04:44.000]  他們開始比較安穩
[00:04:44.000 --> 00:04:47.000]  但他出現了一個很大的危機
[00:04:47.000 --> 00:04:51.000]  我們一會兒一起去看文素記25章的時候
[00:04:51.000 --> 00:04:55.000]  都讓我們透過經文反思我們自己的生命
[00:04:55.000 --> 00:04:58.000]  我們一起進入經文之前
[00:04:58.000 --> 00:05:01.000]  我們一起祈禱
[00:05:01.000 --> 00:05:04.000]  慈悲仁愛的天父
[00:05:04.000 --> 00:05:07.000]  我們今日來到你的面前
[00:05:07.000 --> 00:05:12.000]  我們求聖靈讓真理進入我們的生命當中
[00:05:12.000 --> 00:05:15.000]  讓我們在這個世代當中
[00:05:15.000 --> 00:05:21.000]  我們能夠知道我們今天真正的倚靠是哪一位
[00:05:21.000 --> 00:05:26.000]  求你在文素記當中繼續去成為我們的幫助
[00:05:26.000 --> 00:05:30.000]  當我們見到以色列人在抗疫的日子的時候
[00:05:30.000 --> 00:05:33.000]  亦都能夠成為我們生命裏面的尷尬
[00:05:33.000 --> 00:05:37.000]  我們能夠去看到他們的生命的時候
[00:05:37.000 --> 00:05:40.000]  我們都能夠去反思我們自己
[00:05:40.000 --> 00:05:42.000]  我們的生命的光景
[00:05:42.000 --> 00:05:45.000]  將我們以下的時間、恭敬的交上
[00:05:45.000 --> 00:05:49.000]  願你在當中親自去向我們眾人去講說話
[00:05:49.000 --> 00:05:50.000]  我們同心禱告
[00:05:50.000 --> 00:05:52.000]  奉靠耶穌基督得聖名自祈求
[00:05:52.000 --> 00:05:59.000]  我們先來看第25章的經文第1個段落的部分
[00:05:59.000 --> 00:06:01.000]  就是第1至第5節
[00:06:01.000 --> 00:06:05.000]  我給的題目是神的子民他們至今墮落
[00:06:05.000 --> 00:06:08.000]  讓我們一起去讀這5節的經文
[00:06:08.000 --> 00:06:09.000]  讓我們一起讀
[00:06:09.000 --> 00:06:12.000]  以色列人住在什廷
[00:06:12.000 --> 00:06:16.000]  百姓開始與摩訶女子行淫
[00:06:16.000 --> 00:06:21.000]  這些女子請百姓一同為她們的神明獻祭
[00:06:21.000 --> 00:06:23.000]  百姓吃了祭物
[00:06:23.000 --> 00:06:25.000]  跪拜她們的神明
[00:06:25.000 --> 00:06:28.000]  以色列與巴力比爾聯合
[00:06:28.000 --> 00:06:32.000]  耶和華的怒氣就向以色列發作
[00:06:32.000 --> 00:06:34.000]  耶和華對摩西說
[00:06:34.000 --> 00:06:37.000]  拿下百姓中所有的領袖
[00:06:37.000 --> 00:06:41.000]  對著太陽把她們懸掛在我面前
[00:06:41.000 --> 00:06:45.000]  使我向以色列所發的怒氣可以平息
[00:06:45.000 --> 00:06:49.000]  於是摩西對以色列的審判官說
[00:06:49.000 --> 00:06:53.000]  你們的人若有與巴力比爾聯合的
[00:06:53.000 --> 00:06:57.000]  你們各人就要把他們殺了
[00:06:57.000 --> 00:06:59.000]  我們看到這段經文裏面
[00:06:59.000 --> 00:07:05.000]  在第1至第3節略略交代了當時事件發生的背景
[00:07:05.000 --> 00:07:10.000]  我們看到以色列人他們在一個地方去到紮營
[00:07:10.000 --> 00:07:13.000]  我們看到圖中的圈裏面
[00:07:13.000 --> 00:07:15.000]  一個叫十亭的地方
[00:07:15.000 --> 00:07:18.000]  這個地方其實大家已經看到
[00:07:18.000 --> 00:07:21.000]  在很近的地方已經是約旦河
[00:07:21.000 --> 00:07:25.000]  所以其實這個地方是應該以色列人
[00:07:25.000 --> 00:07:29.000]  最後在過約旦河之前一個駐紮的地點
[00:07:29.000 --> 00:07:34.000]  按道理他們應該好好預備自己去到過約旦河
[00:07:34.000 --> 00:07:37.000]  但經文形容他們在做什麼呢?
[00:07:37.000 --> 00:07:42.000]  他們說開始與摩亞的女子行淫
[00:07:42.000 --> 00:07:45.000]  我們看到這個地圖裏面
[00:07:45.000 --> 00:07:50.000]  我們看到有些地方將要進入一個迦南地裏面
[00:07:50.000 --> 00:07:54.000]  他們會面對很多的試探
[00:07:54.000 --> 00:07:58.000]  包括在經文裏面摩亞女子對他們的引誘
[00:07:58.000 --> 00:08:01.000]  經文形容起初的時候
[00:08:01.000 --> 00:08:04.000]  這些摩亞女子引誘以色列人的人
[00:08:04.000 --> 00:08:06.000]  與他們發生關係
[00:08:06.000 --> 00:08:09.000]  但繼而摩亞女子邀請他們
[00:08:09.000 --> 00:08:11.000]  為他們的神明獻祭
[00:08:11.000 --> 00:08:15.000]  並且食祭物去跪拜他們的神
[00:08:15.000 --> 00:08:19.000]  當時摩亞女子這班人
[00:08:19.000 --> 00:08:24.000]  極可能是當時巴力敬拜裏面的廟祭
[00:08:24.000 --> 00:08:25.000]  大家看到地圖裏面
[00:08:25.000 --> 00:08:29.000]  我們看到很多地方叫巴沒巴力
[00:08:29.000 --> 00:08:31.000]  巴力面這些地方
[00:08:31.000 --> 00:08:35.000]  其實都是反映當時這些地方裏面
[00:08:35.000 --> 00:08:39.000]  都是以敬拜巴力這個偶像
[00:08:39.000 --> 00:08:41.000]  為他們的宗教信仰
[00:08:41.000 --> 00:08:44.000]  而巴力其中一個敬拜的活動
[00:08:44.000 --> 00:08:47.000]  就是透過廟祭與人發生的性行為
[00:08:47.000 --> 00:08:51.000]  去表達對這位神明的敬拜
[00:08:51.000 --> 00:08:53.000]  亦都象徵著巴力
[00:08:53.000 --> 00:08:56.000]  其實就是象徵著生殖力的旺盛
[00:08:56.000 --> 00:08:59.000]  所以其實當時很多近東一帶的地方
[00:08:59.000 --> 00:09:00.000]  很多人為何敬拜巴力
[00:09:00.000 --> 00:09:03.000]  就是希望能夠透過這個偶像巴力
[00:09:03.000 --> 00:09:06.000]  能夠讓他們的民族興旺
[00:09:06.000 --> 00:09:09.000]  人丁能夠興盛起來
[00:09:09.000 --> 00:09:11.000]  這件事的發生
[00:09:11.000 --> 00:09:15.000]  好像和22到24章文述記載
[00:09:15.000 --> 00:09:17.000]  好像有些不同
[00:09:17.000 --> 00:09:19.000]  如果大家記得我們說到文述記載
[00:09:19.000 --> 00:09:21.000]  22到24章是說什麼
[00:09:21.000 --> 00:09:23.000]  如果大家有印象
[00:09:23.000 --> 00:09:29.000]  是記載著巴勒和巴蘭的就在以色列
[00:09:29.000 --> 00:09:32.000]  這個事件其實和巴蘭有沒有關係呢
[00:09:32.000 --> 00:09:35.000]  我們一起讀一讀這段經文
[00:09:35.000 --> 00:09:37.000]  文述記載31章16節
[00:09:37.000 --> 00:09:43.000]  看!正是這些婦女因巴蘭的話再比爾的事上
[00:09:43.000 --> 00:09:46.000]  導致以色列人背叛耶和華
[00:09:46.000 --> 00:09:50.000]  以至耶和華的回眾遭遇瘟疫
[00:09:50.000 --> 00:09:53.000]  原來這個事件
[00:09:53.000 --> 00:09:56.000]  摩訶的女子引誘以色列人的事件
[00:09:56.000 --> 00:09:59.000]  其實是和巴蘭很有關係
[00:09:59.000 --> 00:10:03.000]  巴蘭並不是文述記載24章的最後
[00:10:03.000 --> 00:10:05.000]  說她回到自己的地方
[00:10:05.000 --> 00:10:07.000]  她不是這樣
[00:10:07.000 --> 00:10:10.000]  原來巴蘭是去了米顛
[00:10:10.000 --> 00:10:13.000]  去策劃整個有騙以色列人的計謀
[00:10:13.000 --> 00:10:17.000]  所以後來以色列人大破米顛的時候
[00:10:17.000 --> 00:10:20.000]  不單止殺了米顛的五個王
[00:10:20.000 --> 00:10:24.000]  更加是殺了巴蘭
[00:10:24.000 --> 00:10:29.000]  因為巴蘭原來在背後一直策劃這個計謀
[00:10:29.000 --> 00:10:32.000]  去引誘以色列人犯罪
[00:10:32.000 --> 00:10:35.000]  當時以色列人一方面
[00:10:35.000 --> 00:10:39.000]  他們沒有警覺巴蘭在背後策劃整個騙局
[00:10:39.000 --> 00:10:44.000]  而另一方面他們又事實上墮入了這個騙局裏
[00:10:44.000 --> 00:10:50.000]  落入了摩訶女子和米顛人的合謀計謀當中
[00:10:50.000 --> 00:10:53.000]  因而惹動了上帝的怒氣
[00:10:53.000 --> 00:10:58.000]  在這件事裏以色列人是責無旁貸的
[00:10:58.000 --> 00:11:00.000]  親愛的影子們
[00:11:00.000 --> 00:11:06.000]  今日其實撒旦都在用很多不同的手段層出不窮
[00:11:06.000 --> 00:11:08.000]  但萬變不離其宗
[00:11:08.000 --> 00:11:12.000]  就正如今天我們見到社會上很多的騙局
[00:11:12.000 --> 00:11:14.000]  他們都有很多不同的手法
[00:11:14.000 --> 00:11:18.000]  好像很多不同的形式的騙案
[00:11:18.000 --> 00:11:22.000]  但只要我們不貪心的話
[00:11:22.000 --> 00:11:26.000]  這些騙局或者這些騙徒
[00:11:26.000 --> 00:11:30.000]  可不可以在我們身上騙到任何東西呢
[00:11:30.000 --> 00:11:33.000]  我相信是不可以的
[00:11:33.000 --> 00:11:37.000]  撒旦今日用不同的形式誘惑和試探
[00:11:37.000 --> 00:11:39.000]  信徒利器上帝
[00:11:39.000 --> 00:11:41.000]  當人的心裏面不滿足
[00:11:41.000 --> 00:11:44.000]  繼而動了貪念的時候
[00:11:44.000 --> 00:11:49.000]  我們就很容易落入撒旦的圈套和試探裏面
[00:11:49.000 --> 00:11:53.000]  我們需要對上帝的教導有清楚的認識
[00:11:53.000 --> 00:11:56.000]  我們需要有肢體的生活
[00:11:56.000 --> 00:11:59.000]  彼此的相交和守望
[00:11:59.000 --> 00:12:02.000]  我們需要在這個年代裏面
[00:12:02.000 --> 00:12:05.000]  謹慎我們自己 警醒
[00:12:05.000 --> 00:12:08.000]  即使撒旦他的技倆幾多層出不窮
[00:12:08.000 --> 00:12:10.000]  花樣眾多都好
[00:12:10.000 --> 00:12:12.000]  我們在這些試探裏面
[00:12:12.000 --> 00:12:15.000]  我們都能夠靠著上帝去勝過
[00:12:15.000 --> 00:12:17.000]  我相信大家很熟悉
[00:12:17.000 --> 00:12:20.000]  使徒彼得在這裏的教導
[00:12:20.000 --> 00:12:22.000]  我們要謹慎 要警醒
[00:12:22.000 --> 00:12:24.000]  因為我們的仇敵魔鬼是怎樣的呢
[00:12:24.000 --> 00:12:26.000]  好像咆哮的獅子
[00:12:26.000 --> 00:12:30.000]  走來走去尋找可吞吃的人
[00:12:30.000 --> 00:12:34.000]  但是我們要留意這段經文
[00:12:34.000 --> 00:12:37.000]  接下來說的是什麼意思呢
[00:12:37.000 --> 00:12:42.000]  接下來他說你們要用堅固的信心抵擋它
[00:12:42.000 --> 00:12:45.000]  因為知道你們在世上的眾弟兄
[00:12:45.000 --> 00:12:47.000]  都要經歷這樣的苦難
[00:12:47.000 --> 00:12:49.000]  你們要在受苦難之後
[00:12:49.000 --> 00:12:52.000]  上帝必要親自去承傳你們
[00:12:52.000 --> 00:12:56.000]  堅固你們 賜力量給你們 建立你們
[00:12:56.000 --> 00:13:01.000]  只要我們能夠成為一個不被吞吃的人
[00:13:01.000 --> 00:13:05.000]  我們要小心自己 謹慎 警醒
[00:13:05.000 --> 00:13:07.000]  用堅固的信心的時候
[00:13:07.000 --> 00:13:11.000]  我們就能夠抵擋這個魔鬼撒旦
[00:13:11.000 --> 00:13:14.000]  有些時候我們在新年裏面
[00:13:14.000 --> 00:13:17.000]  很多時候都會立志
[00:13:17.000 --> 00:13:19.000]  我不知道你們在新的一年裏面
[00:13:19.000 --> 00:13:21.000]  你們會怎樣立志
[00:13:21.000 --> 00:13:24.000]  其實有些事情我們在生命裏面很基本
[00:13:24.000 --> 00:13:29.000]  我們需要每一天跟神有親近的時間
[00:13:29.000 --> 00:13:33.000]  我們能夠有好的讀經 靈修的生活
[00:13:33.000 --> 00:13:36.000]  這些都是令我們在生命裏面
[00:13:36.000 --> 00:13:39.000]  跟上帝有一個緊密的關係
[00:13:39.000 --> 00:13:42.000]  我們有堅固的信心去面對
[00:13:42.000 --> 00:13:45.000]  撒旦很多不同的花樣
[00:13:45.000 --> 00:13:49.000]  在我們生命裏面作出的試探
[00:13:49.000 --> 00:13:52.000]  我們看到上帝吩咐摩西
[00:13:52.000 --> 00:13:57.000]  要將以色列人的領袖處死和示眾
[00:13:57.000 --> 00:14:01.000]  因為他們犯的罪行是一個很嚴重的罪行
[00:14:01.000 --> 00:14:04.000]  也都反映當時在以色列的群體裏面
[00:14:04.000 --> 00:14:08.000]  他們的領袖不能夠守護著他們的群羊
[00:14:08.000 --> 00:14:13.000]  令這些魔壓女子引誘他們的以色列人去犯罪
[00:14:13.000 --> 00:14:17.000]  所以上帝吩咐摩西要處死他們 要示眾
[00:14:17.000 --> 00:14:20.000]  作為眾人的警戒
[00:14:20.000 --> 00:14:24.000]  也都有慰問贖罪的意思在裏面
[00:14:24.000 --> 00:14:28.000]  另一方面摩西也吩咐當時的審判官
[00:14:28.000 --> 00:14:32.000]  將和巴力比爾聯合的人處死
[00:14:32.000 --> 00:14:35.000]  我們看到在這段經文裏面
[00:14:35.000 --> 00:14:38.000]  也都反映當時以色列人的領袖
[00:14:38.000 --> 00:14:41.000]  他們中間都有他們的軟弱和失敗
[00:14:41.000 --> 00:14:46.000]  而導致到這班以色列人陷在罪惡裏面
[00:14:46.000 --> 00:14:49.000]  這個也是對我們一班作為領袖的弟兄姊妹
[00:14:49.000 --> 00:14:51.000]  非常重要的提醒
[00:14:51.000 --> 00:14:56.000]  在當時以色列人面臨一個失敗墮落的時間
[00:14:56.000 --> 00:14:59.000]  中間出現了一個人物
[00:14:59.000 --> 00:15:03.000]  這個人物將會力挽狂瀾
[00:15:03.000 --> 00:15:09.000]  不至於令整個以色列人陷入一個更加可怕的結果裏面
[00:15:09.000 --> 00:15:12.000]  這個就是我們一起去讀第二段經文
[00:15:12.000 --> 00:15:15.000]  就是第六至到第十三節
[00:15:15.000 --> 00:15:19.000]  我邀請弟兄姊妹一起去讀這段經文
[00:15:19.000 --> 00:15:21.000]  第六至第十三節
[00:15:21.000 --> 00:15:26.000]  摩西和以色列傳會眾在會幕門口哭泣的時候
[00:15:26.000 --> 00:15:33.000]  看那有一個以色列人在他們眼前戴著一個米顛女子
[00:15:33.000 --> 00:15:35.000]  到他弟兄那裏
[00:15:35.000 --> 00:15:37.000]  阿倫濟斯的孫子
[00:15:37.000 --> 00:15:39.000]  以利亞薩的兒子
[00:15:39.000 --> 00:15:41.000]  肥利哈看見了
[00:15:41.000 --> 00:15:43.000]  就從會眾中起來
[00:15:43.000 --> 00:15:48.000]  手裏拿著槍跟著以色列人進入帳篷
[00:15:48.000 --> 00:15:50.000]  刺穿了二人
[00:15:50.000 --> 00:15:54.000]  就是以色列人和那女子的土福
[00:15:54.000 --> 00:15:59.000]  這樣以色列人遭受的瘟疫就停止了
[00:15:59.000 --> 00:16:03.000]  遭瘟疫死的有二萬四千人
[00:16:03.000 --> 00:16:05.000]  耶和華吩咐摩西說
[00:16:05.000 --> 00:16:07.000]  阿倫濟斯的孫子
[00:16:07.000 --> 00:16:10.000]  以利亞薩的兒子肥利哈
[00:16:10.000 --> 00:16:14.000]  使我的憤怒轉來以色列人
[00:16:14.000 --> 00:16:16.000]  因為在他們中間
[00:16:16.000 --> 00:16:20.000]  他以我的妒忌為他的妒忌
[00:16:20.000 --> 00:16:23.000]  使我不在妒忌中毀滅以色列人
[00:16:23.000 --> 00:16:25.000]  因此你要說
[00:16:25.000 --> 00:16:29.000]  看那我將我平安的藥賜給他
[00:16:29.000 --> 00:16:35.000]  這是他和他的後裔永遠當濟斯職人的藥
[00:16:35.000 --> 00:16:38.000]  因他為了上帝而妒忌
[00:16:38.000 --> 00:16:41.000]  他為以色列人贖罪
[00:16:41.000 --> 00:16:45.000]  我們見到這裏出現了一個人物
[00:16:45.000 --> 00:16:48.000]  在一個這麼關鍵的時候就出現了
[00:16:48.000 --> 00:16:51.000]  這個人物是甚麼人物呢?
[00:16:51.000 --> 00:16:54.000]  大家見到這個人叫做肥利哈
[00:16:54.000 --> 00:16:56.000]  在這個事件裏面見到
[00:16:56.000 --> 00:16:59.000]  因為以色列人得罪了上帝
[00:16:59.000 --> 00:17:02.000]  導致一個瘟疫淋到他們中間流行
[00:17:02.000 --> 00:17:05.000]  當時的摩西和匯仲怎樣呢?
[00:17:05.000 --> 00:17:08.000]  我們見到他們是非常悲傷
[00:17:08.000 --> 00:17:11.000]  因為他們可能見到在以色列人中間
[00:17:11.000 --> 00:17:14.000]  很多人因為這場瘟疫失去了生命
[00:17:14.000 --> 00:17:17.000]  而在當時亦都見不到這個瘟疫
[00:17:17.000 --> 00:17:19.000]  是能夠有此式的跡象
[00:17:19.000 --> 00:17:24.000]  而其中一個人見到
[00:17:24.000 --> 00:17:29.000]  有一個以色列人公然犯罪
[00:17:29.000 --> 00:17:34.000]  帶著一個米顛的女子進入一個帳篷裏面行淫
[00:17:34.000 --> 00:17:38.000]  以往之前的犯罪是怎樣呢?
[00:17:38.000 --> 00:17:40.000]  是摩亞女子引誘以色列人
[00:17:40.000 --> 00:17:43.000]  去到營外發生淫亂
[00:17:43.000 --> 00:17:46.000]  但現在竟然這個以色列人
[00:17:46.000 --> 00:17:51.000]  將這個米顛女子帶到營裏面行淫
[00:17:51.000 --> 00:17:55.000]  我們見到這個當時的以色列人就好像怎樣呢?
[00:17:55.000 --> 00:17:58.000]  好像一個無掩雞籠亂七八糟
[00:17:58.000 --> 00:18:02.000]  那個敗壞的程度已經非常之嚴重
[00:18:02.000 --> 00:18:04.000]  而在往後的經文我們見到
[00:18:04.000 --> 00:18:07.000]  這個公然犯罪的以色列人
[00:18:07.000 --> 00:18:11.000]  還是一個以色列的首領的兒子
[00:18:11.000 --> 00:18:13.000]  他這樣做可能就是
[00:18:13.000 --> 00:18:17.000]  他一方面抗拒上帝要除滅以色列族長的命令
[00:18:17.000 --> 00:18:21.000]  和抗拒摩西對審判官的吩咐
[00:18:21.000 --> 00:18:24.000]  但在這個事件裏面更加反映
[00:18:24.000 --> 00:18:27.000]  當摩西和匯仲在一個悲傷裏面的時候
[00:18:27.000 --> 00:18:31.000]  竟然有一個以色列領袖的兒子
[00:18:31.000 --> 00:18:36.000]  公然帶一個米顛的女子進入營裏面去犯罪
[00:18:36.000 --> 00:18:39.000]  我們可以想像當時的以色列人
[00:18:39.000 --> 00:18:45.000]  在上帝的眼中得罪多大、得罪多深呢?
[00:18:45.000 --> 00:18:49.000]  這個時候我們見到一個人的出現
[00:18:49.000 --> 00:18:52.000]  就是這個稱為亞倫的祭司的孫
[00:18:52.000 --> 00:18:56.000]  以利亞薩的兒子菲利哈
[00:18:56.000 --> 00:19:00.000]  菲利哈當他見到一個這樣的情況出現的時候
[00:19:00.000 --> 00:19:03.000]  他引發他一種的心態
[00:19:03.000 --> 00:19:09.000]  就是引發他一種好像上帝一樣的忌邪、嫉妒和憤怒
[00:19:09.000 --> 00:19:11.000]  繼而作出行動
[00:19:11.000 --> 00:19:13.000]  他從匯仲裏面起來
