
[00:00:00.000 --> 00:00:02.000]  我先介紹一下自己
[00:00:02.000 --> 00:00:04.000]  我是姓橫的
[00:00:04.000 --> 00:00:06.000]  橫朱格格的橫
[00:00:06.000 --> 00:00:08.000]  我是和詹牧師
[00:00:08.000 --> 00:00:10.000]  在一個夫婦團契服侍
[00:00:10.000 --> 00:00:12.000]  我一直都是在18樓
[00:00:12.000 --> 00:00:14.000]  中堂的團隊
[00:00:14.000 --> 00:00:16.000]  服侍的
[00:00:16.000 --> 00:00:18.000]  今天很開心能夠在五堂裏面
[00:00:18.000 --> 00:00:20.000]  和你們見面
[00:00:20.000 --> 00:00:21.000]  和你們分享神的話
[00:00:21.000 --> 00:00:23.000]  讓我們開始之前
[00:00:23.000 --> 00:00:25.000]  將以下的時間交給我們的神
[00:00:25.000 --> 00:00:27.000]  我們低頭禱告
[00:00:27.000 --> 00:00:30.000]  稍為主耶穌啊
[00:00:30.000 --> 00:00:32.000]  我們感謝讚美你
[00:00:32.000 --> 00:00:34.000]  因為這是你的日子
[00:00:34.000 --> 00:00:35.000]  主啊我們感謝你
[00:00:35.000 --> 00:00:37.000]  我們身邊有很多弟兄姊妹
[00:00:37.000 --> 00:00:39.000]  有新朋友在我們當中
[00:00:39.000 --> 00:00:41.000]  願以你同在
[00:00:41.000 --> 00:00:43.000]  對我們每一個去說話
[00:00:43.000 --> 00:00:45.000]  無論說的聽的
[00:00:45.000 --> 00:00:47.000]  都被你得著
[00:00:47.000 --> 00:00:48.000]  都是心心的
[00:00:48.000 --> 00:00:51.000]  是被主耶穌你的愛去感動
[00:00:51.000 --> 00:00:53.000]  今天也是水禮的日子
[00:00:53.000 --> 00:00:55.000]  我願意藉著這篇信息
[00:00:55.000 --> 00:00:57.000]  給一班新朋友聽到
[00:00:57.000 --> 00:00:59.000]  我們如何和基督
[00:00:59.000 --> 00:01:01.000]  和死和葬和復活
[00:01:01.000 --> 00:01:03.000]  是一個復活新人類
[00:01:03.000 --> 00:01:05.000]  主啊求祢祝福
[00:01:05.000 --> 00:01:07.000]  以下這段時間
