
[00:00:00.000 --> 00:00:02.000]  大兄姊妹平安
[00:00:02.000 --> 00:00:06.000]  歡迎你們回到今晚周六晚堂崇拜
[00:00:06.000 --> 00:00:10.000]  今日的講道題目叫做一生何求
[00:00:10.000 --> 00:00:18.000]  一會兒我會帶領大家讀出史詩記裏面幾段選段的經文
[00:00:18.000 --> 00:00:24.000]  有些人從小到大的目標都很一致
[00:00:24.000 --> 00:00:32.000]  入好的學校 找好的工作 買樓 結婚 生兒育女
[00:00:32.000 --> 00:00:37.000]  到了四五十歲的時候事業穩定了
[00:00:37.000 --> 00:00:40.000]  忽然感到很空虛
[00:00:40.000 --> 00:00:43.000]  他心裏面問自己
[00:00:43.000 --> 00:00:49.000]  我一直都這麼忙 其實我為甚麼而活呢
[00:00:49.000 --> 00:00:54.000]  或許人生都沒有犯過甚麼大錯
[00:00:54.000 --> 00:00:57.000]  但從未認真問過
[00:00:57.000 --> 00:01:03.000]  神創造我 究竟想我成為一個甚麼的人呢
[00:01:03.000 --> 00:01:08.000]  這個未必是犯罪
[00:01:08.000 --> 00:01:14.000]  但可能錯過了神為自己預備的生命
[00:01:14.000 --> 00:01:20.000]  我們先看第一段經文 史詩記十三章二至七節
[00:01:20.000 --> 00:01:23.000]  邀請大家跟我一起讀出
[00:01:23.000 --> 00:01:29.000]  那時有一個但癡派的所拉人
[00:01:29.000 --> 00:01:31.000]  名叫馬羅亞
[00:01:31.000 --> 00:01:35.000]  他的妻子不懷孕 不生育
[00:01:35.000 --> 00:01:39.000]  耶和華的使者向那婦人顯現
[00:01:39.000 --> 00:01:44.000]  對她說 漢娜 以前你不懷孕 不生育
[00:01:44.000 --> 00:01:48.000]  如今你必懷孕生一個兒子
[00:01:48.000 --> 00:01:50.000]  現在你要謹慎
[00:01:50.000 --> 00:01:53.000]  清酒烈酒都不可喝
[00:01:53.000 --> 00:01:57.000]  任何不潔之物都不可吃
[00:01:57.000 --> 00:02:01.000]  漢娜 你必懷孕生一個兒子
[00:02:01.000 --> 00:02:05.000]  不可用剃刀剃他的頭
[00:02:05.000 --> 00:02:12.000]  因為這孩子一出母胎就歸給上帝作那世耳人
[00:02:12.000 --> 00:02:18.000]  他必開始拯救以色列脫離非利士人的手
[00:02:18.000 --> 00:02:21.000]  那婦人來對丈夫說
[00:02:21.000 --> 00:02:24.000]  有一個神人到我這裡來
[00:02:24.000 --> 00:02:30.000]  他的容貌如上帝使者的容貌非常可畏
[00:02:30.000 --> 00:02:37.000]  我沒有問他從哪裡來 他沒有問他的名字告訴我
[00:02:37.000 --> 00:02:44.000]  他對我說 漢娜 你要懷孕生一個兒子
[00:02:44.000 --> 00:02:47.000]  現在清酒烈酒都不可喝
[00:02:47.000 --> 00:02:51.000]  任何不潔之物都不可吃
[00:02:51.000 --> 00:02:57.000]  因為這孩子從出母胎一直到死的那一天
[00:02:57.000 --> 00:03:02.000]  要歸給上帝作那世耳人
[00:03:02.000 --> 00:03:06.000]  在剛才大家讀出的經文裏面
[00:03:06.000 --> 00:03:13.000]  耶和華的使者第一次顯現預言參孫的誕生
[00:03:13.000 --> 00:03:19.000]  並要求不可用剃刀剃參孫的頭髮
[00:03:19.000 --> 00:03:23.000]  參孫的母親原本不能夠生育
[00:03:23.000 --> 00:03:27.000]  當時來說是婦人羞恥的記號
[00:03:27.000 --> 00:03:30.000]  神的使者向他顯現
[00:03:30.000 --> 00:03:35.000]  告訴他你要懷孕生子
[00:03:35.000 --> 00:03:38.000]  只是這個小孩子出世之後
[00:03:38.000 --> 00:03:42.000]  要歸給神作那世耳人
[00:03:42.000 --> 00:03:50.000]  因為他要起來拯救以色列人脫離非利士人的手
