
[00:00:00.000 --> 00:00:02.520]  今日的講題裏面
[00:00:02.520 --> 00:00:04.800]  其實早前都有提及過
[00:00:04.800 --> 00:00:08.240]  就是《史獨行主》在20及21章裏面
[00:00:08.240 --> 00:00:13.200]  講到保羅很有負擔回到耶路撒冷裏面
[00:00:13.200 --> 00:00:18.440]  縱使有很多信徒領袖勸他不要回去
[00:00:18.440 --> 00:00:21.960]  因為去到會有生命的危險
[00:00:21.960 --> 00:00:24.440]  但保羅仍然堅持要去
[00:00:24.440 --> 00:00:28.800]  他因為已經將生命置於死外
[00:00:28.800 --> 00:00:30.800]  曾經有解經講
[00:00:30.800 --> 00:00:36.280]  保羅去耶路撒冷其實是他個人的意願
[00:00:36.280 --> 00:00:39.560]  有些說是有聖靈的引導
[00:00:39.560 --> 00:00:43.200]  我不會考究他的心態
[00:00:43.200 --> 00:00:46.000]  但有一點很清楚
[00:00:46.000 --> 00:00:52.320]  保羅對神的心智就像這個形容詞
[00:00:52.320 --> 00:01:00.920]  他就是為主無所求
[00:01:00.920 --> 00:01:03.960]  至於保羅能夠面對甚麼環境
[00:01:03.960 --> 00:01:06.440]  他都可以這麼堅
[00:01:06.440 --> 00:01:09.160]  讓我們從他的綑綁裏面
[00:01:09.160 --> 00:01:13.520]  他如何展現出他對神的堅定
[00:01:13.520 --> 00:01:16.680]  我們能否在當中學習
[00:01:16.680 --> 00:01:19.360]  學到他這麼堅呢
[00:01:19.360 --> 00:01:21.120]  第一點裏面
[00:01:21.120 --> 00:01:22.640]  他如何堅呢
[00:01:22.640 --> 00:01:25.840]  他堅決不實要站穩
[00:01:25.840 --> 00:01:28.240]  經文的背景是怎樣呢
[00:01:28.240 --> 00:01:30.800]  保羅正如聖靈所講
[00:01:30.800 --> 00:01:33.080]  當他進入耶路撒冷時
[00:01:33.080 --> 00:01:37.960]  就被一班猶太人和猶太人的宗教領袖抓住
[00:01:37.960 --> 00:01:40.640]  差點就沒命了
[00:01:40.640 --> 00:01:46.720]  幸好千夫長雷西亞趕得及阻止
[00:01:46.720 --> 00:01:53.880]  雷西亞千夫長知道這件事事態嚴重
[00:01:53.880 --> 00:01:56.040]  亦不是他能夠處理得到
[00:01:56.040 --> 00:01:59.160]  所以他連夜快速送走保羅
[00:01:59.160 --> 00:02:03.440]  由耶路撒冷轉去凱撒尼亞
[00:02:03.440 --> 00:02:08.160]  連同公衙交給那邊的總督
[00:02:08.160 --> 00:02:10.480]  菲力斯去審
[00:02:10.480 --> 00:02:15.080]  24章講到這班人來到這個地方
[00:02:15.080 --> 00:02:17.600]  如何去指控保羅
[00:02:17.600 --> 00:02:20.080]  我們一起來讀
[00:02:20.080 --> 00:02:25.440]  我們一起來讀1-9節
[00:02:25.440 --> 00:02:27.440]  我們一起來讀1-9節
[00:02:27.440 --> 00:02:28.840]  過了五天
[00:02:28.840 --> 00:02:34.720]  大祭司阿拿尼亞和幾個長老和一個律師
[00:02:34.720 --> 00:02:36.680]  帖土羅來了
[00:02:36.680 --> 00:02:39.920]  他們向總督控告保羅
[00:02:39.920 --> 00:02:42.320]  保羅傳來之後
[00:02:42.320 --> 00:02:45.240]  帖土羅就控訴他說
[00:02:45.240 --> 00:02:46.720]  「菲力斯大人
[00:02:46.720 --> 00:02:48.640]  因著你的緣故
[00:02:48.640 --> 00:02:52.040]  我們大大地享受著太平
[00:02:52.040 --> 00:02:54.000]  因著你的遠見
[00:02:54.000 --> 00:02:56.320]  本國大事改革
[00:02:56.320 --> 00:02:59.760]  我們隨時隨地感激不盡
[00:02:59.760 --> 00:03:02.800]  現在我不想多煩擾你
[00:03:02.800 --> 00:03:05.120]  只求你寬容一下
[00:03:05.120 --> 00:03:08.280]  聽我們講幾句」
[00:03:08.280 --> 00:03:11.920]  我們看這個人就像瘟疫一樣
[00:03:11.920 --> 00:03:16.400]  是煽動普天下猶太人生亂的人
[00:03:16.400 --> 00:03:19.680]  又是拿撒勒派的首領
[00:03:19.680 --> 00:03:22.880]  他還意圖污衊聖殿
[00:03:22.880 --> 00:03:25.600]  我們就把他抓了
[00:03:25.600 --> 00:03:29.880]  我們想按照我們的律法審判他
[00:03:29.880 --> 00:03:33.480]  可是千夫長尼西亞來了
[00:03:33.480 --> 00:03:37.760]  用武力把他從我們手中搶走
[00:03:37.760 --> 00:03:41.200]  還吩咐原告到你這裡來
[00:03:41.200 --> 00:03:43.640]  你親自審問之後
[00:03:43.640 --> 00:03:45.760]  就必清楚知道
[00:03:45.760 --> 00:03:48.640]  我們告他的一切事了
[00:03:48.640 --> 00:03:53.200]  猶太人也都跟他一同控告保羅
[00:03:53.200 --> 00:03:56.960]  證實事情確是這樣」
[00:03:56.960 --> 00:03:59.920]  在這裡我們看到
[00:03:59.920 --> 00:04:01.720]  原告的有哪幾個呢?
[00:04:01.720 --> 00:04:04.000]  就是大祭司阿拿尼亞
[00:04:04.000 --> 00:04:05.400]  也有幾個長老
[00:04:05.400 --> 00:04:06.840]  也有猶太人
[00:04:06.840 --> 00:04:08.840]  還有他們聘請的律師
[00:04:08.840 --> 00:04:10.160]  鐵土羅
[00:04:10.160 --> 00:04:12.160]  而被告就是保羅
[00:04:12.160 --> 00:04:13.680]  他們就交給總督
[00:04:13.680 --> 00:04:15.560]  菲利斯去審了
[00:04:15.560 --> 00:04:17.360]  審他哪幾件事呢?
[00:04:17.360 --> 00:04:19.360]  就是這三大罪狀
[00:04:19.360 --> 00:04:21.920]  第一就是保羅是甚麼?
[00:04:21.920 --> 00:04:26.040]  令猶太人聚集和煽動暴亂
[00:04:26.040 --> 00:04:28.880]  第二他是拿撒勒派的首領
[00:04:28.880 --> 00:04:31.440]  第三他污衊了甚麼?
[00:04:31.440 --> 00:04:32.920]  聖殿
[00:04:32.920 --> 00:04:35.880]  原來在耶路撒冷猶太的聖殿裡面
[00:04:35.880 --> 00:04:37.440]  他們內部是怎樣呢?
[00:04:37.440 --> 00:04:45.240]  就是有分外邦人院和以色列人的地方的敬拜
[00:04:45.240 --> 00:04:47.240]  他們就是
[00:04:47.240 --> 00:04:49.240]  這裡就是他們會分
[00:04:49.240 --> 00:04:51.240]  就算外邦人很想去敬畏神
[00:04:51.240 --> 00:04:56.840]  他們都只能夠在外邦人院的地方
[00:04:56.840 --> 00:05:03.000]  而他們將外邦人院和以色列的地方院裡面
[00:05:03.000 --> 00:05:06.120]  用一些高高的圍牆去圍住
[00:05:06.120 --> 00:05:08.840]  還有在四個進口那裡
[00:05:08.840 --> 00:05:11.720]  他們都會掛著一個牌
[00:05:11.720 --> 00:05:14.320]  這個牌裡面寫著甚麼?
[00:05:14.320 --> 00:05:15.520]  我們一起讀
[00:05:15.520 --> 00:05:18.720]  外邦人不得入內
[00:05:18.720 --> 00:05:20.400]  否則處死
[00:05:20.400 --> 00:05:22.640]  所以如果有
[00:05:22.640 --> 00:05:25.080]  不單外邦人入去會被處死
[00:05:25.080 --> 00:05:27.560]  有人帶他們進去都會怎樣?
[00:05:27.560 --> 00:05:29.360]  可大可小
[00:05:29.360 --> 00:05:30.520]  我想問
[00:05:30.520 --> 00:05:32.520]  保羅有沒有這樣做呢?
[00:05:32.520 --> 00:05:37.000]  總督菲利斯就給保羅一個自辯的機會
[00:05:37.000 --> 00:05:41.000]  我們一起去看以下這幾節的經文
[00:05:41.000 --> 00:05:42.000]  我們一起讀
[00:05:42.000 --> 00:05:43.000]  1、2、3
[00:05:43.000 --> 00:05:47.400]  總督向保羅時夜叫他說話
[00:05:47.400 --> 00:05:48.680]  他就說
[00:05:48.680 --> 00:05:52.280]  我知道你在本國審案多年
[00:05:52.280 --> 00:05:55.400]  所以樂意為自己申辯
[00:05:55.400 --> 00:05:57.200]  你清楚知道
[00:05:57.200 --> 00:06:00.440]  自從我上耶路撒冷去禮拜
[00:06:00.440 --> 00:06:03.800]  到現在還沒有12天
[00:06:03.800 --> 00:06:08.120]  保羅無論在電台、會堂中或城裡
[00:06:08.120 --> 00:06:12.120]  他們都沒有看見我跟人辯論
[00:06:12.120 --> 00:06:14.840]  或煽動群眾作亂
[00:06:14.840 --> 00:06:20.120]  也不能向你證明他們現在控告我的事
[00:06:20.120 --> 00:06:22.320]  過了幾年
