
[00:00:00.000 --> 00:00:02.240]  我剛才也提過了
[00:00:02.240 --> 00:00:03.840]  下個月是什麼節日呢?
[00:00:03.840 --> 00:00:05.920]  聖誕節啊
[00:00:05.920 --> 00:00:08.080]  那今天又是什麼節日呢?
[00:00:08.080 --> 00:00:11.240]  這麼快提醒他們
[00:00:11.240 --> 00:00:12.720]  我想他們未必聽得懂
[00:00:12.720 --> 00:00:14.120]  今天是什麼節日呢?
[00:00:14.120 --> 00:00:16.640]  哇!你們真厲害
[00:00:16.640 --> 00:00:19.520]  在傳統的教會年曆當中
[00:00:19.520 --> 00:00:22.040]  聖誕節前的四個主日
[00:00:22.040 --> 00:00:24.800]  你數一下聖誕節前的四個主日
[00:00:24.800 --> 00:00:27.520]  就是章林期的開始
[00:00:27.520 --> 00:00:29.440]  所以今天是什麼?
[00:00:29.440 --> 00:00:30.640]  章林期的主日
[00:00:30.640 --> 00:00:32.240]  第一個主日
[00:00:32.240 --> 00:00:34.360]  如果你回到傳統的教會
[00:00:34.360 --> 00:00:36.200]  有時候我們在崇拜裡面
[00:00:36.200 --> 00:00:37.720]  有四支蠟燭
[00:00:37.720 --> 00:00:39.240]  今天會點第一支
[00:00:39.240 --> 00:00:41.800]  然後每個星期就會點多一支
[00:00:41.800 --> 00:00:44.800]  到最後我們就點中間一支
[00:00:44.800 --> 00:00:47.880]  代表耶穌基督就是真光
[00:00:47.880 --> 00:00:49.400]  章林期的意義就是
[00:00:49.400 --> 00:00:51.920]  我們在黑暗的世代當中
[00:00:51.920 --> 00:00:53.960]  但是我們仍然相信
[00:00:53.960 --> 00:00:55.560]  耶穌就是我們的盼望
[00:00:55.560 --> 00:00:57.560]  好像我們司徒施哥所說
[00:00:57.560 --> 00:00:59.400]  主是我們的避難所
[00:00:59.400 --> 00:01:00.960]  是我們的盼望
[00:01:00.960 --> 00:01:01.920]  不知道你有沒有覺得
[00:01:01.920 --> 00:01:03.720]  今天我們活在這個世代
[00:01:03.720 --> 00:01:06.160]  好像是一個黑暗的世代
[00:01:06.160 --> 00:01:08.360]  疫情好像無止境一樣
[00:01:08.360 --> 00:01:09.640]  都不知道什麼時候會完結
[00:01:09.640 --> 00:01:11.840]  移民潮有時候也會令我們的親友
[00:01:11.840 --> 00:01:12.520]  我相信
[00:01:12.520 --> 00:01:13.840]  有沒有朋友或者
[00:01:13.840 --> 00:01:15.520]  你的親戚是移民到外地的
[00:01:15.520 --> 00:01:15.840]  有沒有?
[00:01:15.840 --> 00:01:17.040]  可不可以舉手?
[00:01:17.040 --> 00:01:18.400]  應該有很多吧?
[00:01:18.400 --> 00:01:20.000]  所以
[00:01:20.000 --> 00:01:23.600]  好像疫情、親情
[00:01:23.600 --> 00:01:25.440]  甚至天氣有時候也會反常
[00:01:25.440 --> 00:01:28.800]  所以章林期對我們有什麼意義呢?
[00:01:28.800 --> 00:01:30.640]  章林期的屬靈的意義就是
[00:01:30.640 --> 00:01:33.080]  在黑暗滿佈的世代當中
[00:01:33.080 --> 00:01:34.840]  我們仍然帶著什麼?
[00:01:34.840 --> 00:01:36.320]  盼望的心
[00:01:36.320 --> 00:01:37.440]  等候著
[00:01:37.440 --> 00:01:40.040]  好像先流斯班帶來我們第一首的詩歌唱
[00:01:40.040 --> 00:01:42.240]  我們除了紀念耶穌基督
[00:01:42.240 --> 00:01:42.880]  聖誕節了
[00:01:42.880 --> 00:01:44.000]  他降生了
[00:01:44.000 --> 00:01:45.600]  章林期提醒我們
[00:01:45.600 --> 00:01:47.680]  我們最重要的就是
[00:01:47.680 --> 00:01:49.160]  我們等候耶穌基督
[00:01:49.160 --> 00:01:51.200]  第二次的降臨
[00:01:51.200 --> 00:01:53.000]  所以章林期就是告訴我們
[00:01:53.000 --> 00:01:53.680]  黑暗
[00:01:53.680 --> 00:01:55.080]  但是我們有盼望
[00:01:55.080 --> 00:01:58.080]  然後第二就是我們要帶著悔罪的心
[00:01:58.080 --> 00:02:01.000]  自省和警醒的預備自己
[00:02:01.000 --> 00:02:01.600]  所以各位影子們
[00:02:01.600 --> 00:02:03.160]  今天我們可能也活在一個
[00:02:03.160 --> 00:02:05.320]  好像沒有盼望的明天
[00:02:05.320 --> 00:02:07.040]  但是我們作為光榮之子
[00:02:07.040 --> 00:02:09.320]  就應當在主裡面一同自省
[00:02:09.320 --> 00:02:10.800]  在聖經的應許當中
[00:02:10.800 --> 00:02:12.040]  我們去找到出路
[00:02:12.040 --> 00:02:13.240]  在患難的日子當中
[00:02:13.240 --> 00:02:14.600]  我們檢視一下這一刻
[00:02:14.600 --> 00:02:16.240]  我們和神的關係
[00:02:16.240 --> 00:02:17.720]  就好像楊木篤牧師
[00:02:17.720 --> 00:02:18.560]  他有一本書叫
[00:02:18.560 --> 00:02:21.560]  《從哀傷到歡呼詩篇與人生》
[00:02:21.560 --> 00:02:23.720]  他在書中說了很好的意思
[00:02:23.720 --> 00:02:26.160]  他說當人生處於患難
[00:02:26.160 --> 00:02:28.080]  或者是試煉
[00:02:28.080 --> 00:02:29.600]  舊有的世界崩潰了
[00:02:29.600 --> 00:02:31.960]  我們現在可以說舊有的世界都崩潰了
[00:02:31.960 --> 00:02:35.360]  展望將來有前路茫茫
[00:02:35.360 --> 00:02:36.080]  我們會怎樣呢?
[00:02:36.080 --> 00:02:38.280]  我們的經歷和宗教的應許
[00:02:38.280 --> 00:02:40.440]  好像完全相違一樣
[00:02:40.440 --> 00:02:41.880]  神說我們避難所
[00:02:41.880 --> 00:02:43.480]  但是為什麼我經歷不到呢?
[00:02:43.480 --> 00:02:47.160]  我們就會陷入了信仰和經歷的掙扎
[00:02:47.160 --> 00:02:49.280]  目的我們很想在信仰那裡找到出路
[00:02:49.280 --> 00:02:51.280]  繼續活下去
[00:02:51.280 --> 00:02:52.240]  楊木篤牧師就提醒說
[00:02:52.240 --> 00:02:56.560]  哀歌就是記錄這些掙扎歷程的問題
[00:02:56.560 --> 00:02:58.880]  所以苦難
[00:02:58.880 --> 00:03:00.000]  孤單
[00:03:00.000 --> 00:03:01.040]  焦慮
[00:03:01.040 --> 00:03:02.040]  失望
[00:03:02.040 --> 00:03:03.240]  憎恨
[00:03:03.240 --> 00:03:04.160]  嫉妒
[00:03:04.160 --> 00:03:05.560]  迷惘
[00:03:05.560 --> 00:03:06.760]  是真實的
[00:03:06.760 --> 00:03:08.040]  是生命真實一面
[00:03:08.040 --> 00:03:09.720]  信徒我們不需要找一些藉口
[00:03:09.720 --> 00:03:10.720]  哎呀沒有這些東西的
[00:03:10.720 --> 00:03:11.880]  反而我們怎樣呢?
[00:03:11.880 --> 00:03:12.840]  楊木篤牧師提醒我們要
[00:03:12.840 --> 00:03:15.720]  彼此鼓勵勇敢去面對
[00:03:15.720 --> 00:03:18.960]  因為風調雨順的日子
[00:03:18.960 --> 00:03:20.000]  平順的日子
[00:03:20.000 --> 00:03:22.200]  人是很少會反思信仰的
[00:03:22.200 --> 00:03:24.280]  但是危難來到的時候
[00:03:24.280 --> 00:03:26.440]  這個就是我們重新檢視
[00:03:26.440 --> 00:03:29.760]  我們處事為人的立場
[00:03:29.760 --> 00:03:33.120]  以及我們對神的一些種種的前設
[00:03:33.120 --> 00:03:34.920]  假設神一定會愛我的
[00:03:34.920 --> 00:03:36.560]  我不會有困難的
[00:03:36.560 --> 00:03:38.160]  但是危難來到的時候
[00:03:38.160 --> 00:03:39.520]  就是我們檢視了
[00:03:39.520 --> 00:03:42.200]  所以我們面對一個好像疫情
[00:03:42.200 --> 00:03:43.920]  都不知道什麼時候完的明天
[00:03:43.920 --> 00:03:45.120]  但是作為神的指紋
[00:03:45.120 --> 00:03:46.640]  我們應該要自省
[00:03:46.640 --> 00:03:49.080]  以及在危難當中自處
[00:03:49.080 --> 00:03:51.120]  所以今天我可以在祖堂崇拜這裡
[00:03:51.120 --> 00:03:52.440]  和大家一起去分享
[00:03:52.440 --> 00:03:54.560]  詩篇39篇
[00:03:54.560 --> 00:03:56.200]  一篇被聖經學者被譽為
[00:03:56.200 --> 00:04:00.240]  在詩篇當中最優美的哀歌
[00:04:00.240 --> 00:04:02.600]  透過詩人昔日他在艱難
[00:04:02.600 --> 00:04:04.280]  在患難當中的察驗
[00:04:04.280 --> 00:04:05.720]  同時也容我分享一下
[00:04:05.720 --> 00:04:07.440]  我和太太今年我們都經歷了
[00:04:07.440 --> 00:04:09.120]  很多病患、很多艱難
[00:04:09.120 --> 00:04:12.120]  怎樣和詩篇39篇一個對話呢?
[00:04:12.120 --> 00:04:13.560]  心靈對話呢?
[00:04:13.560 --> 00:04:15.160]  藉此讓我們一起去反思
[00:04:15.160 --> 00:04:16.600]  今天我們作為基督徒
[00:04:16.600 --> 00:04:19.040]  我們在世的身份和盼望
[00:04:19.040 --> 00:04:20.640]  就讓我們開始前一起禱告
[00:04:20.640 --> 00:04:23.360]  信賴金正利
[00:04:23.360 --> 00:04:26.200]  今天我們雖然是經歷疫情
[00:04:26.200 --> 00:04:28.800]  但是我們仍然回到實體的
[00:04:28.800 --> 00:04:31.200]  或者可能今天有些大英姐妹都在網上
[00:04:31.200 --> 00:04:32.800]  但我們仍然有敬拜你
[00:04:32.800 --> 00:04:34.760]  仍然有你的話帶領著我們
[00:04:34.760 --> 00:04:37.040]  所以我求你開我們的心
[00:04:37.040 --> 00:04:38.520]  開我們的耳
[00:04:38.520 --> 00:04:40.160]  開我們的眼
[00:04:40.160 --> 00:04:41.840]  讓我們看到你的話
[00:04:41.840 --> 00:04:43.840]  不單止頭腦上認知
[00:04:43.840 --> 00:04:46.480]  更加讓我們的生命能夠活出來
[00:04:46.480 --> 00:04:48.560]  求你臨在我們當中
[00:04:48.560 --> 00:04:49.520]  聽我們的祈禱
[00:04:49.520 --> 00:04:51.520]  奉主耶穌基督的聖名祈求
[00:04:51.520 --> 00:04:52.520]  阿們
[00:04:52.520 --> 00:04:54.240]  就讓我們開始的時候
[00:04:54.240 --> 00:04:55.760]  一起中讀第一節
[00:04:55.760 --> 00:04:57.040]  也是今天說到第一點
[00:04:57.040 --> 00:04:59.480]  《默想虛幻人生》詩篇39篇
[00:04:59.480 --> 00:05:00.160]  一至五節
[00:05:00.160 --> 00:05:00.520]  我們準備
[00:05:00.520 --> 00:05:02.080]  一二三
[00:05:02.080 --> 00:05:03.440]  我曾說
[00:05:03.440 --> 00:05:05.960]  我要謹慎我的言行
[00:05:05.960 --> 00:05:08.680]  免得我洩頭犯罪
[00:05:08.680 --> 00:05:11.400]  惡人在我面前的時候
[00:05:11.400 --> 00:05:15.040]  我要用爵橫勒住我的口
[00:05:15.040 --> 00:05:16.680]  我默然無聲
[00:05:16.680 --> 00:05:19.160]  連好話也不出口
[00:05:19.160 --> 00:05:21.960]  我的仇苦就發動了
[00:05:21.960 --> 00:05:24.960]  我的心在我裡面發熱
[00:05:24.960 --> 00:05:26.720]  我默想的時候
