
[00:00:00.000 --> 00:00:04.400]  讓我們今天能夠可以在風雨之中回來
[00:00:04.400 --> 00:00:07.600]  這個真是上帝自己的恩典
[00:00:07.600 --> 00:00:08.900]  今天我有點緊張
[00:00:08.900 --> 00:00:12.100]  讓我們在統統之先我們一起禱告
[00:00:12.100 --> 00:00:16.700]  創造宇宙萬物
[00:00:16.700 --> 00:00:19.000]  天父上帝
[00:00:19.000 --> 00:00:22.500]  你的愛何等長闊高深
[00:00:22.500 --> 00:00:25.800]  讓我們的心全然歸向你
[00:00:25.800 --> 00:00:28.500]  讓我們的心稱頌你
[00:00:28.500 --> 00:00:31.800]  將一切榮耀歸於你
[00:00:31.800 --> 00:00:33.900]  主耶穌讓我們這一刻
[00:00:33.900 --> 00:00:35.300]  不見一人
[00:00:35.300 --> 00:00:37.700]  只見耶穌你自己
[00:00:37.700 --> 00:00:41.700]  願聖靈你親自在眾人心裡面工作
[00:00:41.700 --> 00:00:43.400]  願神你的話語
[00:00:43.400 --> 00:00:46.500]  成為我們眾人心裡面
[00:00:46.500 --> 00:00:49.900]  最大的得著和幫助
[00:00:49.900 --> 00:00:54.000]  禱告奉主耶穌明治而解
[00:00:54.000 --> 00:00:55.000]  阿們
[00:00:57.300 --> 00:01:01.800]  不知道大家有沒有試過為一件事去禱告
[00:01:01.800 --> 00:01:04.300]  或許是一份工作
[00:01:04.300 --> 00:01:06.700]  或許是為你身體的健康
[00:01:06.700 --> 00:01:10.300]  又或者是為著你家人順處
[00:01:10.300 --> 00:01:11.700]  一直去禱告
[00:01:11.700 --> 00:01:13.800]  禱告了一段很長的時間
[00:01:13.800 --> 00:01:18.300]  但神仍然沒有任何的工作
[00:01:18.300 --> 00:01:20.700]  你仍然是在困苦的裡面
[00:01:20.700 --> 00:01:23.100]  仍然在艱難的當中
[00:01:23.100 --> 00:01:24.900]  好像沒有任何的改變
[00:01:24.900 --> 00:01:26.800]  令你開始懷疑神
[00:01:26.800 --> 00:01:30.200]  甚至不想繼續去祈禱
[00:01:30.200 --> 00:01:31.700]  我想這個經歷
[00:01:31.700 --> 00:01:33.700]  我和你都應該在我人生裡面
[00:01:33.700 --> 00:01:35.700]  都試過很多次
[00:01:35.700 --> 00:01:38.400]  我記得在我自己職場裡面
[00:01:38.400 --> 00:01:41.000]  曾經有一個這樣的經歷
[00:01:41.000 --> 00:01:42.800]  在我未踏入
[00:01:42.800 --> 00:01:44.000]  未夢照之前
[00:01:44.000 --> 00:01:46.800]  我在一間集團的診所裡面去工作
[00:01:46.800 --> 00:01:48.400]  本來做得好好的
[00:01:48.400 --> 00:01:51.000]  和我的拍檔很好的配搭
[00:01:51.000 --> 00:01:52.800]  但有一天公司告訴我
[00:01:52.800 --> 00:01:55.200]  要調去另一個的診所
[00:01:55.200 --> 00:01:56.800]  去到那裡我就發現
[00:01:56.800 --> 00:01:58.400]  原來一點都不簡單
[00:01:58.400 --> 00:02:00.400]  因為原本我們的診所
[00:02:00.400 --> 00:02:03.800]  是由兩間的集團
[00:02:03.800 --> 00:02:06.000]  合併為一間的診所
[00:02:06.000 --> 00:02:07.400]  你可以想像
[00:02:07.400 --> 00:02:09.000]  在一間診所裡面
[00:02:09.000 --> 00:02:12.200]  本來是有兩間診所的人在裡面
[00:02:12.200 --> 00:02:15.200]  文化、處事作風完全不同
[00:02:15.200 --> 00:02:17.600]  本來我們有三個的主管
[00:02:17.600 --> 00:02:18.800]  我是其中一個
[00:02:18.800 --> 00:02:20.400]  大家這麼高這麼大的時候
[00:02:20.400 --> 00:02:21.600]  就沒有什麼問題
[00:02:21.600 --> 00:02:23.000]  但突然之間
[00:02:23.000 --> 00:02:27.000]  公司又說要再將我
[00:02:27.000 --> 00:02:30.200]  擺在一個再高一點的位置裡面
[00:02:30.200 --> 00:02:32.200]  問題就出現了
[00:02:32.200 --> 00:02:34.200]  原本是我的同盟
[00:02:34.200 --> 00:02:35.200]  是我的拍檔
[00:02:35.200 --> 00:02:37.200]  變成很艱難
[00:02:37.200 --> 00:02:40.800]  還有兩間診所的人事的複雜
[00:02:40.800 --> 00:02:42.400]  顧客的投訴
[00:02:42.400 --> 00:02:43.600]  對於我來說
[00:02:43.600 --> 00:02:46.000]  我覺得我不勝負荷
[00:02:46.000 --> 00:02:48.800]  那段時間我經常都禱告
[00:02:48.800 --> 00:02:50.400]  求神去幫助我
[00:02:50.400 --> 00:02:51.400]  告訴我
[00:02:51.400 --> 00:02:53.000]  究竟我怎樣去面對
[00:02:53.000 --> 00:02:56.000]  這些這麼艱難的人事複雜
[00:02:56.000 --> 00:02:58.600]  或者病人的投訴
[00:02:58.600 --> 00:02:59.800]  無日無之
[00:02:59.800 --> 00:03:01.000]  工作的壓力
[00:03:01.000 --> 00:03:03.000]  我怎樣去承擔
[00:03:03.000 --> 00:03:04.800]  但禱告了一段時間
[00:03:04.800 --> 00:03:06.800]  神似乎沒有聽我的祈禱
[00:03:06.800 --> 00:03:09.000]  人事繼續這麼複雜
[00:03:09.000 --> 00:03:11.800]  投訴繼續不斷
[00:03:11.800 --> 00:03:15.800]  我的工作也沒有減少
[00:03:15.800 --> 00:03:16.800]  我記得有一次
[00:03:16.800 --> 00:03:19.000]  我的上司來巡舖的時候
[00:03:19.000 --> 00:03:20.000]  他看著我
[00:03:20.000 --> 00:03:21.400]  他說為什麼我看到你
[00:03:21.400 --> 00:03:22.600]  整天在做
[00:03:22.600 --> 00:03:25.000]  從來都沒有抬起頭
[00:03:25.000 --> 00:03:26.000]  那一刻
[00:03:26.000 --> 00:03:27.600]  我想我的光景就是
[00:03:27.600 --> 00:03:29.000]  不斷做
[00:03:29.000 --> 00:03:31.000]  在壓力的裡面
[00:03:31.000 --> 00:03:33.200]  我很想神帶走我
[00:03:33.200 --> 00:03:35.200]  離開這個困境
[00:03:35.200 --> 00:03:36.600]  我一直問上帝
[00:03:36.600 --> 00:03:38.200]  你是不是忘記了我
[00:03:38.200 --> 00:03:40.600]  你是不是已經不理我了
[00:03:40.600 --> 00:03:44.400]  為什麼你好像沒有聽我禱告
[00:03:44.400 --> 00:03:45.800]  確實這個功課
[00:03:45.800 --> 00:03:47.200]  真的很難學
[00:03:47.200 --> 00:03:48.400]  等候
[00:03:48.400 --> 00:03:50.400]  等候神聽我們禱告
[00:03:50.400 --> 00:03:53.800]  等候神按著他自己的心意去成就
[00:03:53.800 --> 00:03:57.200]  這個確實一點都不容易學的功課
[00:03:57.200 --> 00:04:00.200]  但亦都是我們每一個信徒
[00:04:00.200 --> 00:04:03.600]  需要必須要學習的功課
[00:04:03.600 --> 00:04:06.200]  願意今天我們透過詩篇十三篇
[00:04:06.200 --> 00:04:07.200]  我們去學
[00:04:07.200 --> 00:04:09.200]  怎樣在漫長的等候裡面
[00:04:09.200 --> 00:04:11.200]  仍然保持
[00:04:11.200 --> 00:04:14.800]  堅持向神禱告
[00:04:14.800 --> 00:04:16.000]  詩篇十三篇
[00:04:16.000 --> 00:04:18.400]  可以說是一個很典型的
[00:04:18.400 --> 00:04:20.800]  個人哀歌的一個內容
[00:04:20.800 --> 00:04:22.600]  裡面個人哀歌的內容
[00:04:22.600 --> 00:04:24.000]  大致可以分為
[00:04:24.000 --> 00:04:26.400]  會申訴苦情
[00:04:26.400 --> 00:04:29.400]  去祈求上帝聽他禱告
[00:04:29.400 --> 00:04:31.600]  最後往往都是
[00:04:31.600 --> 00:04:35.000]  去宣告一個信靠的確據
[00:04:35.000 --> 00:04:36.800]  外國大部分的
[00:04:36.800 --> 00:04:39.200]  都是私人落在一個心靈
[00:04:39.200 --> 00:04:42.400]  最黑夜的裡面的禱告
[00:04:42.400 --> 00:04:44.400]  他仍然深信
[00:04:44.400 --> 00:04:47.800]  神是一切問題的答案
[00:04:47.800 --> 00:04:49.600]  以致到他只能夠
[00:04:49.600 --> 00:04:53.200]  亦都只可以向神去呼求
[00:04:53.200 --> 00:04:54.400]  詩篇十三篇
[00:04:54.400 --> 00:04:57.200]  雖然沒有很明確地去交代
[00:04:57.200 --> 00:04:58.400]  寫作的背景
[00:04:58.400 --> 00:05:00.200]  但有些聖經學者都認為
[00:05:00.200 --> 00:05:02.200]  這篇詩很有可能
[00:05:02.200 --> 00:05:03.400]  是大衛逃避著
[00:05:03.400 --> 00:05:04.800]  掃羅的追殺
[00:05:04.800 --> 00:05:08.600]  流亡去到菲利士境裡面去寫成
[00:05:08.600 --> 00:05:09.800]  無論如何
[00:05:09.800 --> 00:05:12.200]  這篇詩雖然只有六節
[00:05:12.200 --> 00:05:15.400]  但同樣它都是詩篇裡面
[00:05:15.400 --> 00:05:18.000]  祈求神拯救最短的圖文
[00:05:18.000 --> 00:05:20.600]  同時間亦都是我們
[00:05:20.600 --> 00:05:22.600]  往往是我們心靈裡面
[00:05:22.600 --> 00:05:24.200]  一個很大的共鳴
[00:05:24.200 --> 00:05:26.400]  我相信當我們落在
[00:05:26.400 --> 00:05:28.600]  等候哀歌的裡面
[00:05:28.600 --> 00:05:30.400]  我們都可以學習大衛這樣
[00:05:30.400 --> 00:05:33.600]  向神去呼求
[00:05:33.600 --> 00:05:35.600]  這一刻就讓我們一起
[00:05:35.600 --> 00:05:38.400]  慢慢重讀詩篇十三篇
[00:05:38.400 --> 00:05:41.400]  去領略大衛寫這首詩的時候
[00:05:41.400 --> 00:05:43.000]  他的心情是怎樣的
[00:05:43.000 --> 00:05:46.000]  我們一起重讀這段詩篇
[00:05:46.600 --> 00:05:48.000]  耶和華
[00:05:48.000 --> 00:05:51.000]  祢忘記我要到幾時呢
[00:05:51.000 --> 00:05:53.000]  要到永遠嗎
[00:05:53.000 --> 00:05:56.600]  祢轉念不顧我要到幾時呢
[00:05:56.600 --> 00:05:58.600]  我心裡愁善
[00:05:58.600 --> 00:06:00.600]  終日受苦
