
[00:00:00.000 --> 00:00:06.000]  第一次帶,非常好,不止第一次,非常好
[00:00:06.000 --> 00:00:10.000]  很開心新年1月1日能夠可以敬拜祖
[00:00:10.000 --> 00:00:15.000]  用崇拜開始新的一年,其實對我來說都是一件很感動的事
[00:00:15.000 --> 00:00:19.000]  比我想像中今天好像多了些人,原本今天沒有團契
[00:00:19.000 --> 00:00:22.000]  沒有大專組團契,沒有高中組團契,打算會少一些人
[00:00:22.000 --> 00:00:26.000]  但是相對在我們現在的情況下,也不錯
[00:00:26.000 --> 00:00:33.000]  跟你鄰居說,在這裡看到你真的不錯
[00:00:33.000 --> 00:00:36.000]  很開心在崇拜能夠一起去敬拜祖
[00:00:36.000 --> 00:00:41.000]  我經常覺得敬拜很重要,甚至對我的信仰來說
[00:00:41.000 --> 00:00:46.000]  我個人對信仰的回應度最大的時候,什麼意思呢?
[00:00:46.000 --> 00:00:51.000]  每天都覺得很好的時候,就是我初初信仰來的五六年
[00:00:51.000 --> 00:00:58.000]  敬拜在裡面常常都被激勵,因為敬拜的時候不單是一種唱出歌詞
[00:00:58.000 --> 00:01:03.000]  讓我們去宣認我們的信仰,唱的時候都能夠有很大的體會
[00:01:03.000 --> 00:01:09.000]  特別在感受上面,經驗上面能夠能夠與主相遇,都是一個很好的時間
[00:01:09.000 --> 00:01:13.000]  希望大家能夠自己在家裡都能夠一起敬拜
[00:01:13.000 --> 00:01:18.000]  甚至我也很想鼓勵你,敬拜不一定是回來崇拜這個時段
[00:01:18.000 --> 00:01:23.000]  其實在家裡,我們可以聽詩歌,上YouTube,自己去唱
[00:01:23.000 --> 00:01:26.000]  用敬拜的生命是非常重要的
[00:01:26.000 --> 00:01:30.000]  今天是新的一年,當然是偏向我今天講的
[00:01:30.000 --> 00:01:33.000]  也是我偏向的,所以也是很想今天講的
[00:01:33.000 --> 00:01:36.000]  用新的一年,用神的說話開始其實很重要
[00:01:36.000 --> 00:01:41.000]  甚至在新的一年裡,用神的說話在我們的生命裡
[00:01:41.000 --> 00:01:46.000]  或者佔一個很重要的位置,甚至神的說話左右我們人生
[00:01:46.000 --> 00:01:51.000]  其實是一件很重要的事,因為做基督徒必須要這樣理解
[00:01:51.000 --> 00:01:55.000]  現在我選一個題目,叫做選擇行善不行惡
[00:01:55.000 --> 00:01:57.000]  什麼意思很簡單直接的
[00:01:57.000 --> 00:02:03.000]  我們如何在生活上,做基督徒,如何在每天或每一個很重要的決定下
[00:02:03.000 --> 00:02:07.000]  我們懂得去選擇行善,而不行一些聖經裡面
[00:02:07.000 --> 00:02:10.000]  甚至在社會上,得標準體位,惡的東西
[00:02:10.000 --> 00:02:16.000]  如何做到呢?當然你說我們可以選擇,每一天都可以選擇
[00:02:16.000 --> 00:02:22.000]  確實也是的,為什麼不動?人生總有很多善惡缺窄的時間
[00:02:22.000 --> 00:02:27.000]  你可以去選擇,當然有些很中性的,不一定要惡和善的
[00:02:27.000 --> 00:02:32.000]  但有時候我們總要去選擇的時候,你是不期然地會選擇了行惡的
[00:02:32.000 --> 00:02:35.000]  但你有沒有試過選擇執著去行善呢?
[00:02:35.000 --> 00:02:39.000]  什麼意思呢?好像很難明白,突然間Yunus看著我
[00:02:39.000 --> 00:02:43.000]  他會選擇刻意執著去行善
[00:02:43.000 --> 00:02:48.000]  選擇行惡,因為你說魔鬼,內心有罪性
[00:02:48.000 --> 00:02:51.000]  因為很多人有惡,所以我選擇行惡
[00:02:51.000 --> 00:02:56.000]  但作為基督徒,是不是可以選擇,執意地決定去選擇行善呢?
[00:02:56.000 --> 00:03:00.000]  什麼意思呢?簡單說就是你可以決定,我作出的回應
[00:03:00.000 --> 00:03:03.000]  在神的眼裡面是一件善的事
[00:03:03.000 --> 00:03:08.000]  我今天就和大家一起去選擇,或者去看這段經文裡面,去看看如何去做選擇
[00:03:08.000 --> 00:03:12.000]  人生確實有很多大小的事情,我們會做的
[00:03:12.000 --> 00:03:16.000]  今早坐什麼車回來,吃什麼早餐,ABC餐,今早穿什麼衣服
[00:03:16.000 --> 00:03:19.000]  或者今早你想不想回來,這些很簡單的事情
[00:03:19.000 --> 00:03:21.000]  可以任你做決定的
[00:03:21.000 --> 00:03:24.000]  但人生有時候有些決定很急的
[00:03:24.000 --> 00:03:28.000]  什麼叫急呢?就是突然間,可能根本就沒有一個空間
[00:03:28.000 --> 00:03:32.000]  讓你去考慮你的回應,究竟是善和惡
[00:03:32.000 --> 00:03:36.000]  舉個例子,當人被激怒的時候,我不知道你有沒有發覺
[00:03:36.000 --> 00:03:39.000]  我就是這樣,我比較暴躁一點,情緒一點
[00:03:39.000 --> 00:03:44.000]  不是情緒一點,就是激動一點
[00:03:44.000 --> 00:03:50.000]  當被激怒的時候,我回應的事情,有時候不是選擇ABC餐那麼簡單
[00:03:50.000 --> 00:03:55.000]  可以想清楚自己想要什麼,然後不想吃什麼,就去決定
[00:03:55.000 --> 00:04:00.000]  當人在情緒,在很大情緒底下,很艱難的時候
[00:04:00.000 --> 00:04:03.000]  要去做決定,有時候都會很困難
[00:04:03.000 --> 00:04:08.000]  有時候在極大情緒起伏,由情緒影響著我們的時候
[00:04:08.000 --> 00:04:11.000]  而我們做的決定可能都會做錯
[00:04:11.000 --> 00:04:13.000]  我不知道你有沒有看過很多新聞
[00:04:13.000 --> 00:04:19.000]  有些新聞說一些家庭的慘劇,很多時候都是因為在很大情緒底下
[00:04:19.000 --> 00:04:24.000]  可能出手或者去做了傷害家人,甚至去傷害自己的事
[00:04:24.000 --> 00:04:27.000]  我相信那一刻的他,他沒有認真想過
[00:04:27.000 --> 00:04:30.000]  我現在很生氣,我現在決定要行惡
[00:04:30.000 --> 00:04:34.000]  應該不是這樣的,因為情緒底下導致你控制不了
[00:04:34.000 --> 00:04:39.000]  去選擇一些惡的東西出來,這個都是人,好像人之常情
[00:04:39.000 --> 00:04:47.000]  但仍然相信聖經是幫助我們在人之常情底下,我們可以選擇去行出善
[00:04:47.000 --> 00:04:52.000]  可以在聖經裡面找到一些幫助,讓我們能夠在人之常情底下
[00:04:52.000 --> 00:04:56.000]  可以選擇不行惡的,這個就是我今天很想跟大家一起
[00:04:56.000 --> 00:05:00.000]  透過這篇講道,帶大家一起看的方向
[00:05:00.000 --> 00:05:03.000]  盼望在新的一年,從這個崇拜日開始
[00:05:03.000 --> 00:05:08.000]  讓這一年裡面,我們刻意地去選擇行善
[00:05:08.000 --> 00:05:12.000]  刻意地去選擇行善,這個是我今天很想在新的一年裡面
[00:05:12.000 --> 00:05:14.000]  在這篇講道跟大家一起去看的東西
[00:05:14.000 --> 00:05:16.000]  不如我們先讀今天的經文好不好
[00:05:16.000 --> 00:05:22.000]  今天的經文記載在《聖母意記》上,24張,由1至22,很長的
[00:05:22.000 --> 00:05:24.000]  你有聖經打開它,手機也沒問題的
[00:05:24.000 --> 00:05:28.000]  不會不上網的,是不是?上手機,沒問題的
[00:05:28.000 --> 00:05:30.000]  不過我想跟大家一起讀這段聖經
[00:05:30.000 --> 00:05:33.000]  因為如果你不知道聖經講什麼,我很難講到講下去
[00:05:33.000 --> 00:05:35.000]  因為我基於這段經文所講的
[00:05:35.000 --> 00:05:39.000]  經文也在Powerpoint上,你也可以一起讀,一起看
[00:05:39.000 --> 00:05:42.000]  不如我們一鼓作氣好不好,試試看
[00:05:42.000 --> 00:05:46.000]  一次過讀完22次,希望這個故事放在你心裡面
[00:05:46.000 --> 00:05:50.000]  成為今年選擇行善的一個很重要神的說話
[00:05:50.000 --> 00:05:52.000]  好,開始了,請
[00:05:53.000 --> 00:05:55.000]  大家來
[00:05:55.000 --> 00:05:57.000]  (聖經講道)
[00:05:57.000 --> 00:05:59.000]  (聖經講道)
[00:05:59.000 --> 00:06:01.000]  (聖經講道)
[00:06:01.000 --> 00:06:21.000]  (法定人數不足)
[00:06:21.000 --> 00:06:41.000]  (法定人數不足)
[00:06:41.000 --> 00:07:01.000]  (法定人數不足)
[00:07:01.000 --> 00:07:21.000]  (法定人數不足)
[00:07:21.000 --> 00:07:41.000]  (法定人數不足)
[00:07:41.000 --> 00:08:01.000]  (法定人數不足)
[00:08:01.000 --> 00:08:21.000]  (法定人數不足)
[00:08:21.000 --> 00:08:41.000]  (法定人數不足)
[00:08:41.000 --> 00:09:01.000]  (法定人數不足)
[00:09:01.000 --> 00:09:21.000]  (法定人數不足)
[00:09:21.000 --> 00:09:41.000]  (法定人數不足)
[00:09:41.000 --> 00:10:01.000]  (法定人數不足)
[00:10:01.000 --> 00:10:27.000]  (法定人數不足)
[00:10:27.000 --> 00:10:47.000]  (法定人數不足)
[00:10:47.000 --> 00:11:05.000]  (法定人數不足)
[00:11:05.000 --> 00:11:33.000]  (法定人數不足)
[00:11:33.000 --> 00:11:53.000]  (法定人數不足)
[00:11:53.000 --> 00:12:13.000]  (法定人數不足)
[00:12:13.000 --> 00:12:33.000]  (法定人數不足)
[00:12:33.000 --> 00:12:49.000]  (法定人數不足)
[00:12:49.000 --> 00:13:09.000]  (法定人數不足)
[00:13:09.000 --> 00:13:29.000]  (法定人數不足)
[00:13:29.000 --> 00:13:53.000]  (法定人數不足)
[00:13:53.000 --> 00:14:13.000]  (法定人數不足)
[00:14:13.000 --> 00:14:33.000]  (法定人數不足)
[00:14:33.000 --> 00:14:53.000]  (法定人數不足)
[00:14:53.000 --> 00:15:13.000]  (法定人數不足)
[00:15:13.000 --> 00:15:33.000]  (法定人數不足)
[00:15:33.000 --> 00:15:53.000]  (法定人數不足)
[00:15:53.000 --> 00:16:13.000]  (法定人數不足)
[00:16:13.000 --> 00:16:33.000]  (法定人數不足)
[00:16:33.000 --> 00:16:53.000]  (法定人數不足)
[00:16:53.000 --> 00:17:13.000]  (法定人數不足)
[00:17:13.000 --> 00:17:33.000]  (法定人數不足)
[00:17:33.000 --> 00:17:57.000]  (法定人數不足)
[00:17:57.000 --> 00:18:21.000]  (法定人數不足)
[00:18:21.000 --> 00:18:49.000]  (法定人數不足)
[00:18:49.000 --> 00:19:09.000]  (法定人數不足)
[00:19:09.000 --> 00:19:29.000]  (法定人數不足)
[00:19:29.000 --> 00:19:49.000]  (法定人數不足)
[00:19:49.000 --> 00:20:13.000]  (法定人數不足)
[00:20:13.000 --> 00:20:33.000]  (法定人數不足)
[00:20:33.000 --> 00:21:01.000]  (法定人數不足)
[00:21:01.000 --> 00:21:27.000]  (法定人數不足)
[00:21:27.000 --> 00:21:47.000]  (法定人數不足)
[00:21:47.000 --> 00:22:09.000]  (法定人數不足)
[00:22:09.000 --> 00:22:31.000]  (法定人數不足)
[00:22:31.000 --> 00:22:57.000]  (法定人數不足)
[00:22:57.000 --> 00:23:19.000]  (法定人數不足)
[00:23:19.000 --> 00:23:39.000]  (法定人數不足)
[00:23:39.000 --> 00:23:59.000]  (法定人數不足)
[00:23:59.000 --> 00:24:19.000]  (法定人數不足)
[00:24:19.000 --> 00:24:43.000]  (法定人數不足)
[00:24:43.000 --> 00:25:03.000]  (法定人數不足)
[00:25:03.000 --> 00:25:23.000]  (法定人數不足)
[00:25:23.000 --> 00:25:51.000]  (法定人數不足)
[00:25:51.000 --> 00:26:11.000]  (法定人數不足)
[00:26:11.000 --> 00:26:31.000]  (法定人數不足)
[00:26:31.000 --> 00:26:51.000]  (法定人數不足)
[00:26:51.000 --> 00:27:11.000]  (法定人數不足)
[00:27:11.000 --> 00:27:31.000]  (法定人數不足)
[00:27:31.000 --> 00:27:51.000]  (法定人數不足)
[00:27:51.000 --> 00:28:11.000]  (法定人數不足)
[00:28:11.000 --> 00:28:31.000]  (法定人數不足)
[00:28:31.000 --> 00:28:51.000]  (法定人數不足)
[00:28:51.000 --> 00:29:11.000]  (法定人數不足)
[00:29:11.000 --> 00:29:31.000]  (法定人數不足)
[00:29:31.000 --> 00:29:51.000]  (法定人數不足)
[00:29:51.000 --> 00:30:11.000]  (法定人數不足)
[00:30:11.000 --> 00:30:31.000]  (法定人數不足)
[00:30:31.000 --> 00:30:51.000]  (法定人數不足)
[00:30:51.000 --> 00:31:11.000]  (法定人數不足)
[00:31:11.000 --> 00:31:31.000]  (法定人數不足)
[00:31:31.000 --> 00:31:55.000]  (法定人數不足)
[00:31:55.000 --> 00:32:15.000]  (法定人數不足)
[00:32:15.000 --> 00:32:37.000]  (法定人數不足)
[00:32:37.000 --> 00:32:57.000]  (法定人數不足)
[00:32:57.000 --> 00:33:17.000]  (法定人數不足)
[00:33:17.000 --> 00:33:37.000]  (法定人數不足)
[00:33:37.000 --> 00:33:57.000]  (法定人數不足)
[00:33:57.000 --> 00:34:17.000]  (法定人數不足)
[00:34:17.000 --> 00:34:37.000]  (法定人數不足)
[00:34:37.000 --> 00:34:57.000]  (法定人數不足)
[00:34:57.000 --> 00:35:17.000]  (法定人數不足)
[00:35:17.000 --> 00:35:37.000]  (法定人數不足)
[00:35:37.000 --> 00:35:57.000]  (法定人數不足)
[00:35:57.000 --> 00:36:17.000]  (法定人數不足)
[00:36:17.000 --> 00:36:37.000]  (法定人數不足)
[00:36:37.000 --> 00:36:57.000]  (法定人數不足)
[00:36:57.000 --> 00:37:17.000]  (法定人數不足)
[00:37:17.000 --> 00:37:37.000]  (法定人數不足)
[00:37:37.000 --> 00:37:57.000]  (法定人數不足)
[00:37:57.000 --> 00:38:17.000]  (法定人數不足)
[00:38:17.000 --> 00:38:37.000]  (法定人數不足)
[00:38:37.000 --> 00:38:57.000]  (法定人數不足)
[00:38:57.000 --> 00:39:13.000]  (法定人數不足)
[00:39:13.000 --> 00:39:33.000]  (法定人數不足)
[00:39:33.000 --> 00:39:53.000]  (法定人數不足)
[00:39:53.000 --> 00:40:13.000]  (法定人數不足)
[00:40:13.000 --> 00:40:29.000]  (法定人數不足)
[00:40:29.000 --> 00:40:49.000]  (法定人數不足)
[00:40:49.000 --> 00:41:13.000]  (法定人數不足)
[00:41:13.000 --> 00:41:21.000]  (法定人數不足)

