
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹,寺內平安!
[00:00:02.000 --> 00:00:04.000]  (大安)
[00:00:04.000 --> 00:00:08.000]  多謝敬拜隊帶領我們向神獻上敬拜
[00:00:08.000 --> 00:00:11.000]  並預備我們用讚美神的榮耀
[00:00:11.000 --> 00:00:14.000]  信服神,認定神的心
[00:00:14.000 --> 00:00:17.000]  來進入聆聽神的話語
[00:00:17.000 --> 00:00:22.000]  今天是第一次來到六祖崇拜港島
[00:00:22.000 --> 00:00:26.000]  不過都見到一些熟悉的面孔
[00:00:26.000 --> 00:00:30.000]  感恩今天可以在此與大家分享神的話
[00:00:30.000 --> 00:00:35.000]  開始時先與大家分享兩個小故事
[00:00:35.000 --> 00:00:40.000]  第一個故事是一群朋友
[00:00:40.000 --> 00:00:43.000]  他們很熟悉的,在吹水
[00:00:43.000 --> 00:00:45.000]  甚麼都可以說
[00:00:45.000 --> 00:00:50.000]  其中一個講到他們有一對認識的夫婦
[00:00:50.000 --> 00:00:57.000]  最近丈夫有婚外情,被太太發現了
[00:00:57.000 --> 00:01:02.000]  而那個對象還是太太的閨密
[00:01:02.000 --> 00:01:05.000]  朋友A的反應是
[00:01:05.000 --> 00:01:10.000]  他為甚麼那麼不小心被發現了
[00:01:10.000 --> 00:01:12.000]  朋友B的反應是
[00:01:12.000 --> 00:01:16.000]  那個小三真是很吸引
[00:01:16.000 --> 00:01:19.000]  朋友C忍不住說
[00:01:19.000 --> 00:01:24.000]  我們這個朋友怎麼可以這樣對待婚姻
[00:01:24.000 --> 00:01:26.000]  真是令人心痛
[00:01:26.000 --> 00:01:28.000]  我們可以看到
[00:01:28.000 --> 00:01:31.000]  對同一件事,每個人的反應
[00:01:31.000 --> 00:01:35.000]  可以相似,也可以很不同
[00:01:35.000 --> 00:01:39.000]  也反映了每個人內心的想法
[00:01:39.000 --> 00:01:41.000]  以及他的價值觀
[00:01:41.000 --> 00:01:43.000]  是不是,弟兄姊妹
[00:01:43.000 --> 00:01:46.000]  另一個輕鬆一點的小故事
[00:01:46.000 --> 00:01:48.000]  發生在我讀神學的時候
[00:01:48.000 --> 00:01:50.000]  一位同學身上
[00:01:50.000 --> 00:01:53.000]  我們的神學院在九龍塘
[00:01:53.000 --> 00:01:57.000]  其中一個校舍在一條街叫多實街
[00:01:57.000 --> 00:02:00.000]  可以看看那條街叫多實街
[00:02:00.000 --> 00:02:03.000]  這位同學告訴我們
[00:02:03.000 --> 00:02:06.000]  有一天他回神學院的途中
[00:02:06.000 --> 00:02:10.000]  很匆忙的時候,望向多實街的路牌
[00:02:10.000 --> 00:02:16.000]  那一刻他看到的字是D-O-R-E-S-T
[00:02:16.000 --> 00:02:20.000]  即是由多實變成D-O-R-E-S-T
[00:02:20.000 --> 00:02:22.000]  即是說要休息
[00:02:22.000 --> 00:02:26.000]  這個錯覺也很反映他當時的狀態
[00:02:26.000 --> 00:02:28.000]  因為實在太忙了讀神學
[00:02:28.000 --> 00:02:30.000]  很需要休息
[00:02:30.000 --> 00:02:32.000]  所以他看到的東西
[00:02:32.000 --> 00:02:35.000]  很切合他當時的所需要
[00:02:35.000 --> 00:02:38.000]  很反映他的狀態和心情
[00:02:38.000 --> 00:02:41.000]  今天的講道題目是
[00:02:41.000 --> 00:02:43.000]  誰丟失了榮耀
[00:02:43.000 --> 00:02:47.000]  我們會透過撒姆爾記上四章一至二節
[00:02:47.000 --> 00:02:50.000]  一起來看看這個時期的以色列人
[00:02:50.000 --> 00:02:52.000]  當他們遇到一件很重大的事件
[00:02:52.000 --> 00:02:55.000]  甚至應該說是一個災難的時候
[00:02:55.000 --> 00:02:58.000]  他們的思考和反應是怎樣的呢
[00:02:58.000 --> 00:03:01.000]  我們要從中可以有甚麼學習
[00:03:01.000 --> 00:03:06.000]  我們先一起來讀撒姆爾記上的四章一至二節
[00:03:06.000 --> 00:03:07.000]  1,2,3
[00:03:07.000 --> 00:03:09.000]  撒姆爾的說
[00:03:09.000 --> 00:03:11.000]  傳遍了全以色列
[00:03:11.000 --> 00:03:15.000]  以色列人出去與非利士人打仗
[00:03:15.000 --> 00:03:17.000]  安營在以便爾這
[00:03:17.000 --> 00:03:20.000]  非利士人安營在阿佛
[00:03:20.000 --> 00:03:23.000]  非利士人向以色列人擺陣
[00:03:23.000 --> 00:03:25.000]  兩軍交戰的時候
[00:03:25.000 --> 00:03:29.000]  以色列人敗在非利士人面前
[00:03:29.000 --> 00:03:34.000]  非利士人在戰場上殺了他們約四千人
[00:03:34.000 --> 00:03:37.000]  以色列人和非利士人交戰
[00:03:37.000 --> 00:03:39.000]  輸了
[00:03:39.000 --> 00:03:41.000]  死了多少人
[00:03:41.000 --> 00:03:42.000]  四千人
[00:03:42.000 --> 00:03:44.000]  四千人多不多
[00:03:44.000 --> 00:03:45.000]  多
[00:03:45.000 --> 00:03:47.000]  在第二次世界大戰的時候
[00:03:47.000 --> 00:03:51.000]  有一場太平洋沖繩島的慘烈的戰鬥
[00:03:51.000 --> 00:03:53.000]  曾經拍了電影
[00:03:53.000 --> 00:03:55.000]  大家知不知道叫甚麼名字
[00:03:55.000 --> 00:03:57.000]  叫鋼巨靈
[00:03:57.000 --> 00:04:02.000]  當時是在長達兩個多月的一個慘烈的戰鬥
[00:04:02.000 --> 00:04:07.000]  美軍傷亡約八千人
[00:04:07.000 --> 00:04:11.000]  日軍傷亡約一萬五千人
[00:04:11.000 --> 00:04:15.000]  但以色列人和非利士人的一場戰鬥
[00:04:15.000 --> 00:04:16.000]  在一天之內
[00:04:16.000 --> 00:04:18.000]  以色列人死了四千人
[00:04:18.000 --> 00:04:20.000]  非常慘烈
[00:04:20.000 --> 00:04:22.000]  被大大擊敗
[00:04:22.000 --> 00:04:23.000]  擊潰
[00:04:23.000 --> 00:04:25.000]  以色列人如何回應呢
[00:04:25.000 --> 00:04:28.000]  我們一起來讀四章的三至五節
[00:04:28.000 --> 00:04:31.000]  百姓回到邢裡
[00:04:31.000 --> 00:04:33.000]  以色列的長老說
[00:04:33.000 --> 00:04:38.000]  耶和華今日為何使我們敗在非利士人面前呢
[00:04:38.000 --> 00:04:43.000]  我們要將耶和華的約桂從侍羅抬到我們這裡來
[00:04:43.000 --> 00:04:46.000]  好讓他來到我們中間
[00:04:46.000 --> 00:04:49.000]  救我們脫離敵人的手掌
[00:04:49.000 --> 00:04:51.000]  於是百姓派人到侍羅
[00:04:51.000 --> 00:04:54.000]  從那裡將坐在二基路壩
[00:04:54.000 --> 00:04:58.000]  將百萬君子耶和華的約桂抬來
[00:04:58.000 --> 00:05:00.000]  以來的兩個義子
[00:05:00.000 --> 00:05:05.000]  何忽尼、菲尼哈也與神的約桂同來
[00:05:05.000 --> 00:05:08.000]  耶和華的約桂到了營中
[00:05:08.000 --> 00:05:11.000]  傳以色列就大聲歡呼
[00:05:11.000 --> 00:05:13.000]  連地都震動
[00:05:13.000 --> 00:05:17.000]  我們首先來看長老
[00:05:17.000 --> 00:05:22.000]  長老對這個打敗仗他們的思考是什麼呢
[00:05:22.000 --> 00:05:25.000]  他們要想對的地方
[00:05:25.000 --> 00:05:29.000]  對的地方就是他們知道是神令他們戰敗
[00:05:29.000 --> 00:05:33.000]  但他們的反應和想法是
[00:05:33.000 --> 00:05:37.000]  要將約桂從侍羅抬來
[00:05:37.000 --> 00:05:40.000]  這個想法是對還是錯呢
[00:05:40.000 --> 00:05:44.000]  我們要先留意長老所說的出路
[00:05:44.000 --> 00:05:48.000]  有三個很表達他們強烈意志的動詞
[00:05:48.000 --> 00:05:50.000]  第一個是台
[00:05:50.000 --> 00:05:52.000]  是co-ordative
[00:05:52.000 --> 00:05:54.000]  一個鼓勵式命令
[00:05:54.000 --> 00:05:57.000]  接下來的到來和脫離
[00:05:57.000 --> 00:05:59.000]  兩個都是justive
[00:05:59.000 --> 00:06:00.000]  是祈願式
[00:06:00.000 --> 00:06:06.000]  這句句子表達了長老他們的著急
[00:06:06.000 --> 00:06:09.000]  並且他們要帶領百姓去做一些事
[00:06:09.000 --> 00:06:11.000]  帶領得對不對呢
[00:06:11.000 --> 00:06:15.000]  對的地方是他們知道神是他們的拯救
[00:06:15.000 --> 00:06:17.000]  但錯了什麼呢
[00:06:17.000 --> 00:06:22.000]  長老將約桂當做法器
[00:06:22.000 --> 00:06:26.000]  從以色列人約桂來到的反應
[00:06:26.000 --> 00:06:29.000]  他們大聲歡呼連地都震盪
[00:06:29.000 --> 00:06:31.000]  他們都有同樣的誤解
[00:06:31.000 --> 00:06:34.000]  他們覺得現在贏定了
[00:06:34.000 --> 00:06:37.000]  但他們根本沒有想過他們輸
[00:06:37.000 --> 00:06:41.000]  是因為自己犯罪的問題
[00:06:41.000 --> 00:06:45.000]  長老和以色列人對約桂的這種誤解
[00:06:45.000 --> 00:06:48.000]  雖然不能說他們情有可原
[00:06:48.000 --> 00:06:50.000]  但其實是有些原因的
[00:06:50.000 --> 00:06:53.000]  我們回想以色列人的歷史
[00:06:53.000 --> 00:06:57.000]  當年以色列人去過約旦河的時候
[00:06:57.000 --> 00:06:59.000]  祭司是抬著什麼呢
[00:06:59.000 --> 00:07:00.000]  約桂
[00:07:00.000 --> 00:07:02.000]  腳踏進約旦河裡
[00:07:02.000 --> 00:07:04.000]  河水就分開了
[00:07:04.000 --> 00:07:06.000]  令他們可以過河
[00:07:06.000 --> 00:07:08.000]  而攻打耶利哥的時候
[00:07:08.000 --> 00:07:11.000]  祭司又是抬著約桂
[00:07:11.000 --> 00:07:13.000]  繞了七天
[00:07:13.000 --> 00:07:15.000]  整場就倒塌下來
