
[00:00:00.000 --> 00:00:03.760]  最近有機會去急症室
[00:00:03.760 --> 00:00:04.680]  為什麼呢?
[00:00:04.680 --> 00:00:07.920]  傳道人經常會去醫院探病
[00:00:07.920 --> 00:00:10.880]  但自從疫症之下
[00:00:10.880 --> 00:00:13.480]  就算是傳道同工
[00:00:13.480 --> 00:00:16.520]  都有一定的限制去醫院探病
[00:00:16.520 --> 00:00:20.360]  但最近因為我吃了某種藥
[00:00:20.360 --> 00:00:24.640]  怎料在教會途中失去平衡
[00:00:24.640 --> 00:00:27.960]  導致頭撞牆
[00:00:28.320 --> 00:00:32.640]  感恩那幅牆沒有被我撞破
[00:00:32.640 --> 00:00:36.760]  於是被送到急症室
[00:00:36.760 --> 00:00:39.120]  我坐在那裡的時候
[00:00:39.120 --> 00:00:41.400]  聽到坐在那裡的旁邊的人
[00:00:41.400 --> 00:00:42.880]  其實大家都不知道
[00:00:42.880 --> 00:00:45.080]  他們是否中了招
[00:00:45.080 --> 00:00:47.760]  直至那些姑娘一出來說
[00:00:47.760 --> 00:00:52.240]  「這個帶去那邊吧,他是冠型病毒」
[00:00:52.240 --> 00:00:53.080]  我心想
[00:00:53.080 --> 00:00:55.080]  「這個就是坐在我旁邊很久的那個」
[00:00:57.080 --> 00:00:58.600]  但很奇妙的是
[00:00:58.600 --> 00:01:00.640]  神讓我透過急症室
[00:01:00.640 --> 00:01:04.240]  去聽到一些我很少聽到
[00:01:04.240 --> 00:01:09.040]  在病患甚或迷惘當中
[00:01:09.040 --> 00:01:11.120]  有些分享
[00:01:11.120 --> 00:01:15.480]  當我要等候醫生
[00:01:15.480 --> 00:01:16.480]  因為太多人了
[00:01:16.480 --> 00:01:20.080]  聽到有一個很辛苦
[00:01:20.080 --> 00:01:21.920]  他咳得很辛苦
[00:01:21.920 --> 00:01:23.360]  呼吸得很辛苦
[00:01:23.360 --> 00:01:26.240]  他就陪我過來
[00:01:26.240 --> 00:01:28.240]  我想是他的子女
[00:01:28.240 --> 00:01:30.800]  他說「我不想死」
[00:01:30.800 --> 00:01:33.600]  「因為我還沒做完我的事」
[00:01:33.600 --> 00:01:36.320]  「你們還是這麼小」
[00:01:36.320 --> 00:01:39.440]  「我人生的責任還沒完」
[00:01:39.440 --> 00:01:41.440]  親愛的兄弟姐妹
[00:01:41.440 --> 00:01:44.080]  人生的責任還沒完
[00:01:44.080 --> 00:01:46.560]  那一天
[00:01:46.560 --> 00:01:49.440]  我在醫院裡面看到很多
[00:01:49.440 --> 00:01:54.720]  很多從來沒見過這麼擠迫的急症室
[00:01:54.720 --> 00:01:55.680]  坐滿人
[00:01:56.280 --> 00:01:57.720]  也因為這個緣故
[00:01:57.720 --> 00:02:00.000]  那天我們跟公開會
[00:02:00.000 --> 00:02:01.560]  我透過Zoom完結之後
[00:02:01.560 --> 00:02:04.960]  就晚上離開急症室
[00:02:04.960 --> 00:02:07.560]  可以回家有機會看電視
[00:02:07.560 --> 00:02:10.640]  以前多數回到教會是這樣工作
[00:02:10.640 --> 00:02:12.280]  那天很奇妙
[00:02:12.280 --> 00:02:14.400]  整個安排我看到一個很舊的
[00:02:14.400 --> 00:02:15.800]  一套很舊的
[00:02:15.800 --> 00:02:18.960]  有關醫生的故事的電視劇
[00:02:18.960 --> 00:02:23.280]  當中有一句對白令我很深刻
[00:02:23.280 --> 00:02:25.080]  大概意思是這樣
[00:02:25.400 --> 00:02:27.920]  當一個人沒有了將來
[00:02:27.920 --> 00:02:32.920]  怎麼會有動力令你今天去奮鬥呢?
[00:02:32.920 --> 00:02:36.720]  那句對白令我反思
[00:02:36.720 --> 00:02:38.040]  我在想
[00:02:38.040 --> 00:02:40.560]  如果一個基督徒
[00:02:40.560 --> 00:02:41.840]  一個信徒
[00:02:41.840 --> 00:02:43.680]  沒有了使命
[00:02:43.680 --> 00:02:46.080]  又或者
[00:02:46.080 --> 00:02:49.120]  沒有了人生的方向
[00:02:49.120 --> 00:02:51.880]  哪裡有動力去追尋
[00:02:51.960 --> 00:02:55.560]  神更賜我們豐盛的生命呢?
[00:02:55.560 --> 00:02:58.360]  親愛的兄弟姐妹
[00:02:58.360 --> 00:03:01.920]  縱使我面對不夠兩個月
[00:03:01.920 --> 00:03:03.520]  我就要退休了
[00:03:03.520 --> 00:03:05.960]  面對我的退休生活
[00:03:05.960 --> 00:03:08.080]  我也會在這裡反思
[00:03:08.080 --> 00:03:10.760]  我要持守神給我的照明
[00:03:10.760 --> 00:03:13.680]  人生生命如果沒有將來
[00:03:13.680 --> 00:03:15.000]  信徒失去了
[00:03:15.000 --> 00:03:17.800]  或者是從來沒有想過
[00:03:18.160 --> 00:03:22.080]  神怎樣給他的照明
[00:03:22.080 --> 00:03:25.720]  生命的方向就迷失
[00:03:25.720 --> 00:03:28.760]  甚至不知所措
[00:03:28.760 --> 00:03:32.080]  讓今天我和大家透過經文學習
[00:03:32.080 --> 00:03:36.240]  去明白神在他的僕人摩西身上
[00:03:36.240 --> 00:03:40.240]  他的使命人生當中
[00:03:40.240 --> 00:03:43.800]  給我們有什麼教導和提醒
[00:03:43.800 --> 00:03:45.840]  我們同心低頭禱告
[00:03:45.840 --> 00:03:47.840]  我們要為他祈禱
[00:03:47.840 --> 00:03:49.840]  我們要為他祈禱
[00:03:49.840 --> 00:03:51.840]  我們要為他祈禱
[00:03:51.840 --> 00:03:53.840]  我們要為他祈禱
[00:03:53.840 --> 00:03:55.840]  我們要為他祈禱
[00:03:55.840 --> 00:03:57.840]  我們要為他祈禱
[00:03:57.840 --> 00:03:59.840]  我們要為他祈禱
[00:03:59.840 --> 00:04:01.840]  我們要為他祈禱
[00:04:01.840 --> 00:04:03.840]  我們要為他祈禱
[00:04:03.840 --> 00:04:05.840]  我們要為他祈禱
[00:04:05.840 --> 00:04:07.840]  我們要為他祈禱
[00:04:07.840 --> 00:04:09.840]  我們要為他祈禱
[00:04:09.840 --> 00:04:11.840]  我們要為他祈禱
[00:04:11.840 --> 00:04:13.840]  我們要為他祈禱
[00:04:13.840 --> 00:04:16.840]  讓我們可以和神得以和好
[00:04:16.840 --> 00:04:20.840]  求主讓我們能夠透過今天
[00:04:20.840 --> 00:04:22.840]  神人摩西
[00:04:22.840 --> 00:04:25.840]  他的人生使命
[00:04:25.840 --> 00:04:27.840]  成為我們一些的啟迪
[00:04:27.840 --> 00:04:30.840]  開啟我們的心眼
[00:04:30.840 --> 00:04:32.840]  來到你的根前
[00:04:32.840 --> 00:04:34.840]  聖靈運行會場
[00:04:34.840 --> 00:04:36.840]  和打動網上直播
[00:04:36.840 --> 00:04:38.840]  每一個弟兄姊妹的心
[00:04:38.840 --> 00:04:40.840]  讓我們同感一靈
[00:04:40.840 --> 00:04:43.840]  去明白你的教導和提醒
[00:04:43.840 --> 00:04:45.840]  多謝主求你
[00:04:45.840 --> 00:04:47.840]  誰聽我們的禱告
[00:04:47.840 --> 00:04:48.840]  奉我們救主耶穌基督
[00:04:48.840 --> 00:04:49.840]  聖命祈求
[00:04:49.840 --> 00:04:51.840]  阿們
[00:04:52.840 --> 00:04:54.840]  詩篇90篇
[00:04:54.840 --> 00:04:56.840]  如果大家熟悉詩篇
[00:04:56.840 --> 00:04:59.840]  一開始就是這樣寫的
[00:04:59.840 --> 00:05:01.840]  小小字寫著
[00:05:01.840 --> 00:05:03.840]  神人摩西的祈禱
[00:05:03.840 --> 00:05:08.840]  這個詩篇今天不是成為我的講章
