
[00:00:00.000 --> 00:00:05.440]  我很記得在人生小時候很喜歡一個動漫
[00:00:05.440 --> 00:00:07.680]  叫做男兒當入樽
[00:00:07.680 --> 00:00:09.680]  不用問大家看過沒有
[00:00:09.680 --> 00:00:11.680]  看過年紀差不多
[00:00:11.680 --> 00:00:14.320]  這部電影有一個特色
[00:00:14.320 --> 00:00:16.320]  跟漫畫有一個特色
[00:00:16.320 --> 00:00:18.320]  主角本來是不懂打籃球的
[00:00:18.320 --> 00:00:20.320]  但因為追女孩的緣故
[00:00:20.320 --> 00:00:23.600]  和因為他覺得自己很懶醒的緣故
[00:00:23.600 --> 00:00:26.880]  就去了籃球隊那裡參加打籃球
[00:00:26.880 --> 00:00:29.440]  我記得我小時候讀理工大學的時候
[00:00:29.440 --> 00:00:32.320]  其實我也參加過籃球比賽
[00:00:32.320 --> 00:00:34.320]  但我不懂打籃球
[00:00:34.320 --> 00:00:36.800]  最可悲的地方是為什麼我要出賽呢
[00:00:36.800 --> 00:00:40.720]  就因為我和同系的同學
[00:00:40.720 --> 00:00:42.720]  多數都是女孩子
[00:00:42.720 --> 00:00:44.720]  數起來只有幾個男孩子
[00:00:44.720 --> 00:00:48.640]  加上後備就差不多全部男人都要出動
[00:00:48.640 --> 00:00:50.960]  我仿效這個主角
[00:00:50.960 --> 00:00:52.960]  只是練了兩件事
[00:00:52.960 --> 00:00:54.960]  第一就是搶籃板
[00:00:54.960 --> 00:00:56.960]  你知不知道什麼叫搶籃板呢
[00:00:56.960 --> 00:00:58.960]  就是球射不進去彈一下彈一下
[00:00:58.960 --> 00:01:00.960]  搶到籃板勝算就高一點
[00:01:00.960 --> 00:01:02.960]  第二個就是
[00:01:02.960 --> 00:01:06.400]  只要站在左右兩邊一個兩分位
[00:01:06.400 --> 00:01:08.400]  就不停地射
[00:01:08.400 --> 00:01:10.400]  如果射到就射了
[00:01:10.400 --> 00:01:12.400]  因為大家看到我應該不會射球
[00:01:12.400 --> 00:01:14.400]  突然射到球就很厲害
[00:01:14.400 --> 00:01:16.400]  結果那場比賽都拿了四分
[00:01:16.400 --> 00:01:18.400]  感恩很開心
[00:01:18.400 --> 00:01:20.400]  有同學問我
[00:01:20.400 --> 00:01:22.400]  你被人撞到整個跌了
[00:01:22.400 --> 00:01:24.400]  為什麼你還這麼生猛會站起來呢
[00:01:24.400 --> 00:01:26.400]  主要是因為我的隊友信任我
[00:01:26.400 --> 00:01:29.520]  不懂打球的人都叫我搶籃板
[00:01:29.520 --> 00:01:32.400]  信任我整個人都生猛了
[00:01:32.400 --> 00:01:35.400]  另一個信任我的人就是我老婆
[00:01:35.400 --> 00:01:37.400]  她委任很多任務給我做
[00:01:37.400 --> 00:01:39.400]  千萬不要做失
[00:01:39.400 --> 00:01:41.400]  近來和老婆聊天
[00:01:41.400 --> 00:01:44.400]  夫妻之間都有很多愛的言語溝通
[00:01:44.400 --> 00:01:47.400]  最有名的有五個愛的言語
[00:01:47.400 --> 00:01:49.400]  那些叫讚賞
[00:01:49.400 --> 00:01:51.400]  或者身體接觸
[00:01:51.400 --> 00:01:53.400]  或者送禮物陪伴
[00:01:53.400 --> 00:01:55.400]  我和我老婆研究過
[00:01:55.400 --> 00:02:00.400]  結婚後唯一一樣愛的表達是最重要的
[00:02:00.400 --> 00:02:02.400]  就是做家務
[00:02:02.400 --> 00:02:04.400]  你說到甜而蜜語
[00:02:04.400 --> 00:02:06.400]  不做家務都是死路一條
[00:02:06.400 --> 00:02:09.400]  她委任很多家務
[00:02:09.400 --> 00:02:10.400]  很簡單的
[00:02:10.400 --> 00:02:12.400]  倒垃圾、晾衣服
[00:02:12.400 --> 00:02:14.400]  我盡量都做好它
[00:02:14.400 --> 00:02:15.400]  因為做不好
[00:02:15.400 --> 00:02:17.400]  這些小小的信任你都辜負她
[00:02:17.400 --> 00:02:20.400]  你的婚姻送多少禮物都沒什麼用
[00:02:20.400 --> 00:02:21.400]  這是事實
[00:02:21.400 --> 00:02:23.400]  所以今天我們說到
[00:02:23.400 --> 00:02:26.400]  摩西說到
[00:02:26.400 --> 00:02:29.400]  神如何去納約和以色列人
[00:02:29.400 --> 00:02:30.400]  又說回十誡
[00:02:30.400 --> 00:02:33.400]  其實說來說去三福祭
[00:02:33.400 --> 00:02:36.400]  其實都不知道說到還有什麼可以說
[00:02:36.400 --> 00:02:38.400]  不過簡單來說
[00:02:38.400 --> 00:02:42.400]  都是一份神對人的信任在裡面
[00:02:42.400 --> 00:02:45.400]  都是這個約裡面一個很特別的精神
[00:02:45.400 --> 00:02:48.400]  我們繼續先低頭祈禱
[00:02:48.400 --> 00:02:49.400]  賜給我父神
[00:02:49.400 --> 00:02:50.400]  願主保守我們
[00:02:50.400 --> 00:02:51.400]  在當中
[00:02:51.400 --> 00:02:52.400]  今天的經文
[00:02:52.400 --> 00:02:54.400]  可能我們都是耳熟能詳
[00:02:54.400 --> 00:02:55.400]  但在這段經文裡
[00:02:55.400 --> 00:02:58.400]  其實都有很深的一種感動
[00:02:58.400 --> 00:03:02.400]  這種感動就是神對人的愛顧
[00:03:02.400 --> 00:03:03.400]  和那種信任
[00:03:03.400 --> 00:03:04.400]  求主保守我們
[00:03:04.400 --> 00:03:08.400]  是可以領略到當中一點神的感覺
[00:03:08.400 --> 00:03:09.400]  多謝主
[00:03:09.400 --> 00:03:10.400]  以上祈禱交上去
[00:03:10.400 --> 00:03:11.400]  奉耶穌基督名字而求
[00:03:11.400 --> 00:03:12.400]  阿們
[00:03:12.400 --> 00:03:14.400]  在這裡生命第五章
[00:03:14.400 --> 00:03:16.400]  其實又是摩西
[00:03:16.400 --> 00:03:19.400]  他在臨死前又再說一次
[00:03:19.400 --> 00:03:21.400]  神的律法是什麼
[00:03:21.400 --> 00:03:23.400]  一講就講了整個生命紀
[00:03:23.400 --> 00:03:24.400]  其實都很漫長的
[00:03:24.400 --> 00:03:27.400]  今天這段又是整天會說
[00:03:27.400 --> 00:03:29.400]  摩西又說十誡是怎樣
[00:03:29.400 --> 00:03:31.400]  一定要守神的律法
[00:03:31.400 --> 00:03:34.400]  其實第一代出埃及的以色列人
[00:03:34.400 --> 00:03:36.400]  已經死了
[00:03:36.400 --> 00:03:39.400]  因為他們已經犯下一個很嚴重的錯
[00:03:39.400 --> 00:03:40.400]  又在那裡拜偶像
[00:03:40.400 --> 00:03:41.400]  又埋怨
[00:03:41.400 --> 00:03:43.400]  所以種種的經歷
[00:03:43.400 --> 00:03:45.400]  令他們第一代已經死了
[00:03:45.400 --> 00:03:48.400]  第二代他就要重新再去領會
[00:03:48.400 --> 00:03:53.400]  和去進行上一代做不到的誡命
[00:03:53.400 --> 00:03:56.400]  就是摩西頒佈這個誡命
[00:03:56.400 --> 00:03:57.400]  第一節他這樣說
[00:03:57.400 --> 00:04:00.400]  摩西把以色列人召到那裡
[00:04:00.400 --> 00:04:01.400]  和他說
[00:04:01.400 --> 00:04:05.400]  以色列人我今天告訴你的律例典章
[00:04:05.400 --> 00:04:07.400]  你要聽從
[00:04:07.400 --> 00:04:08.400]  要學習
[00:04:08.400 --> 00:04:10.400]  和要謹慎進行
[00:04:10.400 --> 00:04:11.400]  三個要
[00:04:11.400 --> 00:04:13.400]  就是說你一定要做到的
[00:04:13.400 --> 00:04:15.400]  是一定要你做到的
[00:04:15.400 --> 00:04:16.400]  聽
[00:04:16.400 --> 00:04:17.400]  學
[00:04:17.400 --> 00:04:18.400]  謹慎進行
[00:04:18.400 --> 00:04:20.400]  所以今天我們領受神的話
[00:04:20.400 --> 00:04:22.400]  都不如你一下子做到
[00:04:22.400 --> 00:04:24.400]  但你一定要聽
[00:04:24.400 --> 00:04:25.400]  學
[00:04:25.400 --> 00:04:27.400]  謹慎進行
[00:04:27.400 --> 00:04:29.400]  因為是神要你這樣做
[00:04:29.400 --> 00:04:30.400]  第二節又說
[00:04:30.400 --> 00:04:34.400]  耶和說我們的神在河列山與我們納了約
[00:04:34.400 --> 00:04:39.400]  其實這裡是有一點回顧以前的歷史
[00:04:39.400 --> 00:04:41.400]  就是在河列山的時候
[00:04:41.400 --> 00:04:45.400]  其實先祖已經領受了這些誡命
[00:04:45.400 --> 00:04:47.400]  但如果你今時今日和我說
[00:04:47.400 --> 00:04:49.400]  我上一代
[00:04:49.400 --> 00:04:51.400]  我父母和你領受誡命
[00:04:51.400 --> 00:04:53.400]  那今代與我何關呢
[00:04:53.400 --> 00:04:56.400]  但現在新一代的以色列人都要聽
[00:04:56.400 --> 00:04:59.400]  因為他們都是在進行神的誡命
[00:04:59.400 --> 00:05:03.400]  和神依然是每天被瑪拿帶領他們
[00:05:03.400 --> 00:05:05.400]  去荒山野嶺
[00:05:05.400 --> 00:05:06.400]  在曠野生存
[00:05:06.400 --> 00:05:07.400]  所以他就說
[00:05:07.400 --> 00:05:09.400]  其實我和你祖先納的約
[00:05:09.400 --> 00:05:11.400]  都是與你有關
[00:05:11.400 --> 00:05:12.400]  第三節
[00:05:12.400 --> 00:05:15.400]  這約耶和說不是和我們列祖納的
[00:05:15.400 --> 00:05:19.400]  而是與我們今日這裏還活著的人納的
[00:05:19.400 --> 00:05:21.400]  即不是你那些死了的祖先
[00:05:21.400 --> 00:05:22.400]  阿伯拉罕
[00:05:22.400 --> 00:05:25.400]  或者是以撒那亞各納的
[00:05:25.400 --> 00:05:27.400]  又不是你上一代納的
[00:05:27.400 --> 00:05:32.400]  今日是和你這班還活著的人納這個約
[00:05:32.400 --> 00:05:33.400]  耶和說在山上
[00:05:33.400 --> 00:05:36.400]  從火中面對面和你們說話
[00:05:36.400 --> 00:05:38.400]  這裡其實有一點說
[00:05:38.400 --> 00:05:41.400]  當年真的在山裏頒佈十誡
[00:05:41.400 --> 00:05:43.400]  不過那些以色列人就很害怕
[00:05:43.400 --> 00:05:45.400]  因為上面燒了火
[00:05:45.400 --> 00:05:48.400]  一聽到神的話就害怕自己會死
[00:05:48.400 --> 00:05:50.400]  所以他們是很害怕
[00:05:50.400 --> 00:05:51.400]  最後就叫摩西
[00:05:51.400 --> 00:05:54.400]  不如你聽完之後再和我們說
[00:05:54.400 --> 00:05:57.400]  所以其實就有這樣的歷史在裏面
[00:05:57.400 --> 00:05:59.400]  但是他又說
[00:05:59.400 --> 00:06:00.400]  真的在火裏面
[00:06:00.400 --> 00:06:03.400]  是神面對面和你們說話
[00:06:03.400 --> 00:06:05.400]  當年和你祖先說話
[00:06:05.400 --> 00:06:06.400]  今日我告訴你
[00:06:06.400 --> 00:06:09.400]  就等同神直接去吩咐你們要進行
[00:06:09.400 --> 00:06:10.400]  要你們去進行
[00:06:10.400 --> 00:06:12.400]  要你們去學的
[00:06:12.400 --> 00:06:15.400]  那時我站在耶和華和你們中間
[00:06:15.400 --> 00:06:17.400]  要把耶和華的話告訴你們
[00:06:17.400 --> 00:06:19.400]  因為你們懼怕火
[00:06:19.400 --> 00:06:21.400]  所以沒有上到山上
[00:06:21.400 --> 00:06:23.400]  然後耶和華就講他的律法
[00:06:23.400 --> 00:06:25.400]  當年因為那些祖先太害怕
[00:06:25.400 --> 00:06:29.400]  其實他不想直接和神溝通
[00:06:29.400 --> 00:06:31.400]  委任了摩西去
[00:06:31.400 --> 00:06:33.400]  但是最諷刺的一點
[00:06:33.400 --> 00:06:36.400]  最後以色列人背叛摩西的一個原因
[00:06:36.400 --> 00:06:39.400]  就是說為何只有摩西你收到神的話
[00:06:39.400 --> 00:06:41.400]  神又不和我們說話
[00:06:41.400 --> 00:06:43.400]  一定是摩西你自己的尊王
[00:06:43.400 --> 00:06:45.400]  這是一個可惜
[00:06:45.400 --> 00:06:47.400]  但是在頒佈律法之先
