
[00:00:00.000 --> 00:00:03.000]  今天是甚麼日子?
[00:00:03.000 --> 00:00:09.000]  5月4日,不知道大家有沒有留意,
[00:00:09.000 --> 00:00:12.000]  我留意我的電話日曆,
[00:00:12.000 --> 00:00:15.000]  顯示了青年節,
[00:00:15.000 --> 00:00:23.000]  近來有太多節日,
[00:00:23.000 --> 00:00:28.000]  青年節原來是源自於1919年的五四運動,
[00:00:28.000 --> 00:00:35.000]  1919年當年中國作為第一次世界大戰的戰勝國,
[00:00:35.000 --> 00:00:41.000]  竟然在巴黎和會裏要求簽署一個完全不合理的條約,
[00:00:41.000 --> 00:00:49.000]  就是將戰敗國德國在山東的控制權轉讓給日本,
[00:00:49.000 --> 00:00:54.000]  一個戰勝國竟然會發生這樣的事,
[00:00:54.000 --> 00:00:59.000]  同年5月4日,北京很多大學生遊行示威,
[00:00:59.000 --> 00:01:06.000]  抗議巴黎和會在上面的有關山東問題的解決方案,
[00:01:06.000 --> 00:01:10.000]  敦促當時的北洋政府不要簽,
[00:01:10.000 --> 00:01:13.000]  還要求懲處有關的官員,
[00:01:13.000 --> 00:01:17.000]  那些青年人的呼聲竟然得到全國的響應,
[00:01:17.000 --> 00:01:22.000]  結果政府沒有簽約,有關的官員也被懲罰,
[00:01:22.000 --> 00:01:28.000]  最近世界也掀起了另一個熱潮,
[00:01:28.000 --> 00:01:34.000]  就是最近大家知道了,人工智能的革命,
[00:01:34.000 --> 00:01:40.000]  去年很突然震撼世界的人工智能平台DeepSeat,
[00:01:40.000 --> 00:01:44.000]  大家知不知道這件事,有沒有玩過?
[00:01:44.000 --> 00:01:47.000]  有一點玩過,
[00:01:47.000 --> 00:01:53.000]  大家知不知道主要的功臣是誰?有沒有找過?
[00:01:53.000 --> 00:01:59.000]  只是年僅29歲的年輕女子叫羅福利,
[00:01:59.000 --> 00:02:04.000]  其實每個年代的革命性的改變,
[00:02:04.000 --> 00:02:08.000]  其實很多時候是由年輕人發起的,
[00:02:08.000 --> 00:02:13.000]  年輕人的盼望就是可以潛情感受,
[00:02:13.000 --> 00:02:15.000]  可以實現自我,
[00:02:15.000 --> 00:02:18.000]  但是人生很快終結的時候,
[00:02:18.000 --> 00:02:22.000]  怎樣才算不枉此生呢?
[00:02:22.000 --> 00:02:27.000]  以上的講解有關年輕人的事,
[00:02:27.000 --> 00:02:31.000]  對中年人,對長者又有什麼關係呢?
[00:02:31.000 --> 00:02:34.000]  請我們一起讀出今天的《港獨經文》,
[00:02:34.000 --> 00:02:37.000]  《提摩塔敘書》四章一到八節。
[00:02:37.000 --> 00:02:44.000]  我在神面前,並在將來審判活人死人的基督耶穌面前,
[00:02:44.000 --> 00:02:47.000]  憑著祂的顯現和祂的國度,
[00:02:47.000 --> 00:02:49.000]  鄭重地勸誡你,
[00:02:49.000 --> 00:02:52.000]  勿要全道,無論得時不得時,
[00:02:52.000 --> 00:02:54.000]  總要專心,
[00:02:54.000 --> 00:03:01.000]  並以百般的忍耐和各樣的教訓責備人,警戒人,勸勉人,
[00:03:01.000 --> 00:03:04.000]  因為就將到那時日,
[00:03:04.000 --> 00:03:07.000]  人要厭煩健全的教導,
[00:03:07.000 --> 00:03:10.000]  以羅法養就隨從所欲,
[00:03:10.000 --> 00:03:16.000]  並且掩耳不聽真理,偏向無稽的傳說。
[00:03:16.000 --> 00:03:20.000]  至於你,凡事要謹慎,忍受苦難,
[00:03:20.000 --> 00:03:24.000]  做全福音的工作,盡你的職責。
[00:03:24.000 --> 00:03:29.000]  至於我,我已經被曉獻,離世的時候到了,
[00:03:29.000 --> 00:03:32.000]  濫竊好跡象,我已經打過了,
[00:03:32.000 --> 00:03:35.000]  當跑的路,我已經跑盡了,
[00:03:35.000 --> 00:03:38.000]  該順的道,我已經守住了,
[00:03:38.000 --> 00:03:43.000]  從此以後,有公義的冠冕為我存留,
[00:03:43.000 --> 00:03:46.000]  就是按著公義審判的主,
[00:03:46.000 --> 00:03:49.000]  到了那日,要賜給我的,
[00:03:49.000 --> 00:03:55.000]  不但賜給我,也賜給凡愛無他顯現的人。
[00:03:55.000 --> 00:04:01.000]  保羅用了很精練的字眼,
[00:04:01.000 --> 00:04:07.000]  寫了這篇他人生最後一日子的一段話,
[00:04:07.000 --> 00:04:11.000]  當一個人去到最後一日子,
[00:04:11.000 --> 00:04:16.000]  很想告訴後人一些很重要的說話和吩咐,
[00:04:16.000 --> 00:04:19.000]  就會預備一份遺囑,
[00:04:19.000 --> 00:04:24.000]  在提摩特後書,保羅的人生到了什麼光景呢?
[00:04:24.000 --> 00:04:28.000]  在四章六節,剛才也讀到,就是離世的日子到了,
[00:04:28.000 --> 00:04:33.000]  他知道時後到了,就是他離世的日子到了,
[00:04:33.000 --> 00:04:39.000]  而且他被曉獻,已經被曉獻,
[00:04:39.000 --> 00:04:42.000]  在和學本翻譯叫做「現在被曉奠」,
[00:04:42.000 --> 00:04:46.000]  我初上的時候讀到和學本的翻譯,覺得很困惑,
[00:04:46.000 --> 00:04:51.000]  覺得好像保羅死了之後,要人拜祭他那種感覺,
[00:04:51.000 --> 00:04:56.000]  因為我小時候見到我祖母拜祖先的時候,
[00:04:56.000 --> 00:05:00.000]  就會搖酒,有沒有見過?
[00:05:00.000 --> 00:05:04.000]  是這樣的,拜祭的,我覺得所以要困惑。
[00:05:04.000 --> 00:05:09.000]  原來舊約經文在《創世紀》35章14節,
[00:05:09.000 --> 00:05:13.000]  當亞各,就是神跟他說完話之後,
[00:05:13.000 --> 00:05:17.000]  亞各就在神與他對話的地方,
[00:05:17.000 --> 00:05:20.000]  立了一根柱子,就是石柱,
[00:05:20.000 --> 00:05:25.000]  在它上面獻曉酒,曉酒祭,又曉柔。
[00:05:25.000 --> 00:05:28.000]  原來舊約,年代也是這樣曉的,
[00:05:28.000 --> 00:05:31.000]  不向耶和華,向神曉。
[00:05:31.000 --> 00:05:32.000]  在新約來說,
[00:05:32.000 --> 00:05:34.000]  肥勒比書2章17節說到,
[00:05:34.000 --> 00:05:42.000]  「我以你的信心為貢獻的祭物,
[00:05:42.000 --> 00:05:46.000]  我若被曉獻在其上也是喜樂,
[00:05:46.000 --> 00:05:49.000]  並且與你們眾人一同喜樂。」
[00:05:49.000 --> 00:05:51.000]  肥勒比書是保羅寫的,
[00:05:51.000 --> 00:05:55.000]  他說他將自己曉上,曉獻,
[00:05:55.000 --> 00:06:00.000]  因此保羅被曉獻或被曉奠,
[00:06:00.000 --> 00:06:03.000]  是保羅自己將自己獻給神,
[00:06:03.000 --> 00:06:06.000]  作為祭物的意思。
[00:06:06.000 --> 00:06:08.000]  其實現在在提摩頭書也說到,
[00:06:08.000 --> 00:06:11.000]  是暗示到他會被殺,
[00:06:11.000 --> 00:06:15.000]  他會用血作為曉獻。
[00:06:15.000 --> 00:06:18.000]  在4章1節,
[00:06:18.000 --> 00:06:22.000]  保羅的語氣其實是臨死時的語氣,
[00:06:22.000 --> 00:06:27.000]  對提摩太說出語重心長的遺言。
[00:06:27.000 --> 00:06:29.000]  鑄名武俠小說《射雕英雄傳》裏,
[00:06:29.000 --> 00:06:31.000]  我相信大家都知道,
[00:06:31.000 --> 00:06:37.000]  岳飛有一個在小說裏寫著武穆遺書,
[00:06:37.000 --> 00:06:40.000]  大家有沒有留意?
[00:06:40.000 --> 00:06:43.000]  是各路英雄必爭的至寶,
[00:06:43.000 --> 00:06:45.000]  在小說裏被認為,
[00:06:45.000 --> 00:06:48.000]  而且被視為必勝的兵法。
[00:06:48.000 --> 00:06:53.000]  現在保羅對提摩太的遺訓就在眼前,
[00:06:53.000 --> 00:06:55.000]  在我們眼前。
[00:06:55.000 --> 00:06:57.000]  4章8節清楚說到,
[00:06:57.000 --> 00:06:59.000]  這個遺訓不單只是給提摩太,
[00:06:59.000 --> 00:07:05.000]  也給那些愛慕主耶穌顯現的人,
[00:07:05.000 --> 00:07:09.000]  就是那些真正盼望主在來的信徒。
[00:07:09.000 --> 00:07:13.000]  這些遺訓是使得保羅在主面前,
[00:07:13.000 --> 00:07:15.000]  經歷人生的歷練,
[00:07:15.000 --> 00:07:17.000]  而得出的總結,
[00:07:17.000 --> 00:07:23.000]  是他被視為信徒人生必勝的秘笈。
[00:07:23.000 --> 00:07:28.000]  但是保羅對提摩太的態度並不是高高在上,
