
[00:00:00.000 --> 00:00:02.840]  好,可不可以借大家的掌聲呢?
[00:00:02.840 --> 00:00:05.800]  答謝我們今天的服侍團隊啦
[00:00:05.800 --> 00:00:07.520]  AV Team啦,獅子敬拜隊啦
[00:00:07.520 --> 00:00:10.000]  讓我們在當中經歷神
[00:00:10.000 --> 00:00:12.200]  還有去敬拜主
[00:00:12.200 --> 00:00:14.640]  頂展會第一件事想跟大家分享的是
[00:00:14.640 --> 00:00:15.720]  我剪了頭髮
[00:00:15.720 --> 00:00:18.080]  我知道今天由社關開始
[00:00:18.080 --> 00:00:19.320]  大家已經討論我的髮型
[00:00:19.320 --> 00:00:22.960]  為了不要大家集中在我的髮型
[00:00:22.960 --> 00:00:24.120]  聽不到神的話語
[00:00:24.120 --> 00:00:25.760]  我先跟大家說了
[00:00:25.760 --> 00:00:27.880]  大家不要討論了
[00:00:27.880 --> 00:00:31.920]  今天很想跟大家分享一個題目
[00:00:31.920 --> 00:00:35.680]  這個題目叫做人生這麼難
[00:00:35.680 --> 00:00:39.360]  除了躺平還有什麼可以做呢?
[00:00:39.360 --> 00:00:41.640]  頂尖我想問大家一個問題
[00:00:41.640 --> 00:00:43.840]  對於大家來說
[00:00:43.840 --> 00:00:46.440]  我不知道大家在生命中面對什麼
[00:00:46.440 --> 00:00:51.440]  你覺得人生難不難?
[00:00:51.440 --> 00:00:54.120]  我聽到有聲音
[00:00:54.120 --> 00:00:58.840]  當我們回想我們生命面對的事情的時候
[00:00:58.840 --> 00:01:00.800]  可能你想起幾件事
[00:01:00.800 --> 00:01:02.880]  讀書很嘈雜
[00:01:02.880 --> 00:01:05.600]  可能正在上班,上班的兼職
[00:01:05.600 --> 00:01:08.520]  你覺得工作壓力很大
[00:01:08.520 --> 00:01:11.840]  當面對生命中有很多關係的事情的時候
[00:01:11.840 --> 00:01:14.200]  你會覺得很複雜
[00:01:14.200 --> 00:01:17.000]  又或者可能在家面對很多不同的事情的時候
[00:01:17.000 --> 00:01:19.520]  你會覺得很不簡單
[00:01:19.520 --> 00:01:22.280]  甚至當有些突如其來發生的事情的時候
[00:01:22.280 --> 00:01:23.440]  我們都會問
[00:01:23.440 --> 00:01:26.000]  為什麼會這樣?
[00:01:26.000 --> 00:01:28.920]  剛才Yoyo帶了一首詩歌
[00:01:28.920 --> 00:01:30.320]  我覺得很好
[00:01:30.320 --> 00:01:31.680]  我們有時候人就會這樣
[00:01:31.680 --> 00:01:33.800]  我們理性上知道
[00:01:33.800 --> 00:01:35.160]  神是這樣的
[00:01:35.160 --> 00:01:38.680]  但當我們面對生命中很多不同的挑戰
[00:01:38.680 --> 00:01:40.120]  和試煉的時候
[00:01:40.120 --> 00:01:41.560]  我們都會問的是
[00:01:41.560 --> 00:01:43.160]  為什麼會這樣?
[00:01:43.160 --> 00:01:44.960]  可能我們會問的是
[00:01:44.960 --> 00:01:46.360]  或者我們分享的是
[00:01:46.360 --> 00:01:49.480]  好像很容易覺得很累
[00:01:49.480 --> 00:01:51.880]  甚至我們會選擇做什麼呢?
[00:01:51.880 --> 00:01:54.160]  我們都會選擇躺平
[00:01:54.160 --> 00:01:55.680]  既然這麼辛苦
[00:01:55.680 --> 00:01:57.960]  人生就輕鬆一下就算了
[00:01:57.960 --> 00:01:59.960]  沒有期望,沒有失望
[00:01:59.960 --> 00:02:01.760]  逃避那些事情雖可恥
[00:02:01.760 --> 00:02:04.560]  但仍然很有用
[00:02:04.560 --> 00:02:07.800]  可能我們都會覺得這樣是挺好的
[00:02:07.800 --> 00:02:09.680]  我想在信仰上
[00:02:09.680 --> 00:02:11.440]  可能我們都聽過
[00:02:11.440 --> 00:02:14.160]  說不同人生的試煉
[00:02:14.160 --> 00:02:16.760]  都是神給我們每一個人的考驗
[00:02:16.760 --> 00:02:18.480]  不過我們聽到這句話的時候
[00:02:18.480 --> 00:02:20.360]  可能我們都會問一件事
[00:02:20.360 --> 00:02:24.040]  主啊,為什麼我要面對這些事情呢?
[00:02:24.040 --> 00:02:25.680]  我只是想舒舒服服
[00:02:25.680 --> 00:02:26.880]  我們躺平一下
[00:02:26.880 --> 00:02:29.760]  都可以啦,挺好的
[00:02:29.760 --> 00:02:31.680]  頂智慕,我想問一下大家
[00:02:31.680 --> 00:02:33.560]  如果要大家想一下
[00:02:33.560 --> 00:02:39.680]  此刻你生命中面對的一個試煉
[00:02:39.680 --> 00:02:42.480]  你能想到是什麼嗎?
[00:02:42.480 --> 00:02:44.560]  當面對這個試煉
[00:02:44.560 --> 00:02:46.800]  你回應的態度
[00:02:46.800 --> 00:02:48.240]  是不是都好像
[00:02:48.240 --> 00:02:50.960]  唉,很難啊,想躺平
[00:02:50.960 --> 00:02:53.400]  算了
[00:02:53.400 --> 00:02:57.000]  頂智慕這兩個月提到一個月題
[00:02:57.000 --> 00:03:00.120]  就是尋求神的心意
[00:03:00.120 --> 00:03:03.200]  今天很想透過回到神的話語
[00:03:03.200 --> 00:03:05.320]  看看這幾天的話語
[00:03:05.320 --> 00:03:09.720]  如何帶領我們去看我們心中不同的試煉
[00:03:09.720 --> 00:03:11.520]  我想未必可以解答到
[00:03:11.520 --> 00:03:13.360]  為什麼這些事情會這樣發生
[00:03:13.360 --> 00:03:15.160]  但是很想透過神的話語
[00:03:15.160 --> 00:03:16.360]  都去提醒我們
[00:03:16.360 --> 00:03:18.040]  究竟在這個過程中
[00:03:18.040 --> 00:03:19.960]  我們如何去回應呢?
[00:03:19.960 --> 00:03:24.400]  今天分享的經文是《雅各書》的一章二到八節
[00:03:24.400 --> 00:03:27.680]  先說說《雅各書》的一些背景
[00:03:27.680 --> 00:03:30.200]  《雅各書》其實是《雅各》寫給一些
[00:03:30.200 --> 00:03:33.600]  當時流亡在外地的一些猶太基督徒
[00:03:33.600 --> 00:03:36.880]  那些基督徒面對著一些什麼樣的試煉呢?
[00:03:36.880 --> 00:03:38.840]  面對著很多不同的逼迫
[00:03:38.840 --> 00:03:41.040]  面對著很多文化的衝突
[00:03:41.040 --> 00:03:42.520]  因為他們在異地
[00:03:42.520 --> 00:03:44.120]  甚至在他們的群體裡面
[00:03:44.120 --> 00:03:46.560]  有很多教會內部的紛爭
[00:03:46.560 --> 00:03:50.320]  再加上心理上面對著很多的試煉
[00:03:50.320 --> 00:03:53.280]  雅各很想在這個過程中提醒他們
[00:03:53.280 --> 00:03:55.120]  如何去繼續實踐
[00:03:55.120 --> 00:03:56.880]  對神有信心
[00:03:56.880 --> 00:03:59.320]  如何在過程中去忍耐
[00:03:59.320 --> 00:04:01.080]  面對著這些挑戰
[00:04:01.080 --> 00:04:05.000]  很想先邀請我們一起去讀這幾節經文
[00:04:05.000 --> 00:04:07.080]  是《雅各書》的一章二到八節
[00:04:07.080 --> 00:04:08.440]  準備起
[00:04:08.440 --> 00:04:12.720]  「我力弟兄們,你們遭受」
[00:04:12.720 --> 00:04:15.440]  我們一起有祈禱
[00:04:15.440 --> 00:04:17.000]  主願祢去帶領我們
[00:04:17.000 --> 00:04:18.360]  讓我們在這個過程中
[00:04:18.360 --> 00:04:21.960]  願祢的話語去對我們生命說話
[00:04:21.960 --> 00:04:25.960]  讓我們在生命中面對著很多不同的事情的時候
[00:04:25.960 --> 00:04:27.480]  主願祢教導我們
[00:04:27.480 --> 00:04:29.600]  讓我們知道如何去回應
[00:04:29.600 --> 00:04:32.040]  願祢的話語帶給我們亮光
[00:04:32.040 --> 00:04:35.760]  感謝祢,祈禱交托,奉主命,救我們
[00:04:35.760 --> 00:04:39.840]  在剛才大家短短讀的這幾節經文中
[00:04:39.840 --> 00:04:43.920]  我想當我們回看第二節一開始的時候
[00:04:43.920 --> 00:04:48.040]  其實我們原文中有一個「當」字
[00:04:48.040 --> 00:04:49.880]  這個「當」字其實是指
[00:04:49.880 --> 00:04:53.440]  當你們遭遇很多不同的試煉的時候
[00:04:53.440 --> 00:04:55.320]  其實雅各很想帶出的是
[00:04:55.320 --> 00:04:56.680]  在日常生活中
[00:04:56.680 --> 00:04:58.800]  我們會面對試煉
[00:04:58.800 --> 00:05:00.600]  是我們生命的常態
[00:05:00.600 --> 00:05:03.280]  其實同樣鼓勵當時的信徒的是
[00:05:03.280 --> 00:05:04.760]  我們面對試煉的時候
[00:05:04.760 --> 00:05:08.120]  我們如何準備好去面對這些不同的情況
[00:05:08.120 --> 00:05:11.240]  這些試煉是一些什麼樣的試煉呢?
[00:05:11.240 --> 00:05:13.840]  他所說的是各種的試煉
[00:05:13.840 --> 00:05:15.120]  在過程中
[00:05:15.120 --> 00:05:17.280]  我們生命中會面對著大大小小
[00:05:17.280 --> 00:05:19.480]  很多不同類型的試煉
[00:05:19.480 --> 00:05:20.560]  不過很特別
[00:05:20.560 --> 00:05:22.600]  原來「試煉」這個字
[00:05:22.600 --> 00:05:24.920]  原文是有兩個解釋的
[00:05:24.920 --> 00:05:27.000]  有些字會形容為試煉
[00:05:27.000 --> 00:05:29.840]  甚至有些解釋是形容為試探
[00:05:29.840 --> 00:05:32.160]  甚至在雅各書的一章
[00:05:32.160 --> 00:05:34.120]  其實我們會看到這個字
[00:05:34.120 --> 00:05:36.880]  在不同的地方都有出現
[00:05:36.880 --> 00:05:39.360]  用了五次在試探上
[00:05:39.360 --> 00:05:42.480]  用了一到兩次在試煉上
[00:05:42.480 --> 00:05:43.560]  不過我們會問的是
[00:05:43.560 --> 00:05:44.720]  為什麼這個字
[00:05:44.720 --> 00:05:47.680]  那些不同的翻譯會形容為試煉呢?
[00:05:47.680 --> 00:05:51.120]  當我們連「遭遇」這個字一起看的時候
[00:05:51.120 --> 00:05:53.760]  我們就會發現有不同的看法
[00:05:53.760 --> 00:05:55.120]  「遭遇」這個字
[00:05:55.120 --> 00:05:57.760]  其實是由兩個字合併在一起
[00:05:57.760 --> 00:06:00.840]  是在說環繞和跌倒的意思
[00:06:00.840 --> 00:06:02.040]  就是說一個人
[00:06:02.040 --> 00:06:06.040]  他陷在一個危險重重的困境裡面
[00:06:06.040 --> 00:06:08.120]  而同樣這個字在新約裡面
[00:06:08.120 --> 00:06:10.920]  其實在兩個地方都有用到
[00:06:10.920 --> 00:06:13.280]  第一個地方就是很撒馬利亞的比喻
[00:06:13.280 --> 00:06:14.480]  在《路加福音》裡面
[00:06:14.480 --> 00:06:17.480]  就是說那個人落在強盜的手中
[00:06:17.480 --> 00:06:20.240]  而第二個地方就是在《使徒行傳》裡面
[00:06:20.240 --> 00:06:25.160]  保羅在當中面對著一個環境帶來的困難
[00:06:25.160 --> 00:06:26.480]  所以我們會看到的是
[00:06:26.480 --> 00:06:28.520]  其實這個字為什麼解釋為試煉
[00:06:28.520 --> 00:06:30.560]  其實是很想雅各強調的是
[00:06:30.560 --> 00:06:32.600]  原來在一個困難裡面
[00:06:32.600 --> 00:06:35.640]  那些信徒是面對著環境帶給他們生命裡面
[00:06:35.640 --> 00:06:37.600]  很多不同的試煉
[00:06:37.600 --> 00:06:40.240]  雅各很想這樣去帶出這個情景
[00:06:40.240 --> 00:06:42.840]  是想回應當時的信徒
[00:06:42.840 --> 00:06:45.240]  他面對著很多做基督徒裡面
[00:06:45.240 --> 00:06:47.080]  但是又要被同族人的迫害
[00:06:47.080 --> 00:06:49.360]  然後又要流亡到外地
[00:06:49.360 --> 00:06:52.440]  甚至到外地的時候面對著文化的衝擊
[00:06:52.440 --> 00:06:55.200]  其實他們怎樣去回應呢
[00:06:55.200 --> 00:06:59.120]  雅各一開始說到試煉這個字
[00:06:59.120 --> 00:07:02.920]  我們會看到好像一個過程就是
[00:07:02.920 --> 00:07:06.720]  突然間跌入了困局裡面
[00:07:06.720 --> 00:07:10.640]  試煉對於我們來說可能是什麼呢
[00:07:10.640 --> 00:07:11.880]  正如剛才所說
[00:07:11.880 --> 00:07:16.080]  可能是一些學業、家庭、關係的問題
[00:07:16.080 --> 00:07:18.320]  令我們無路可走
[00:07:18.320 --> 00:07:20.960]  但不過很特別的是什麼呢
[00:07:20.960 --> 00:07:23.360]  當我們回看雅各所說的時候
[00:07:23.360 --> 00:07:25.880]  他說面對這些試煉的時候
[00:07:25.880 --> 00:07:28.720]  要被認定為大喜樂
[00:07:28.720 --> 00:07:30.440]  嘩 我看到的時候心想
[00:07:30.440 --> 00:07:32.520]  雅各變態了
[00:07:32.520 --> 00:07:34.320]  什麼想法
[00:07:34.760 --> 00:07:37.760]  為什麼可以這麼變態
[00:07:37.760 --> 00:07:40.520]  又試煉又大喜樂呢
[00:07:40.520 --> 00:07:43.040]  雅各很想帶出一件事
[00:07:43.040 --> 00:07:45.160]  就是之後所說的事
[00:07:45.160 --> 00:07:47.240]  他很想說的就是
[00:07:47.240 --> 00:07:50.480]  為什麼會有這樣的心態呢
[00:07:50.480 --> 00:07:52.440]  當我們能夠看見一件事就是
[00:07:52.440 --> 00:07:54.000]  原來在我們生命裡面
[00:07:54.000 --> 00:07:57.320]  面對很多不同試煉的歷程的時候
[00:07:57.320 --> 00:07:58.680]  我們怎樣去看試煉呢
[00:07:58.680 --> 00:08:02.520]  原來試煉是一個操練我們信心的機會
[00:08:02.520 --> 00:08:04.240]  雅各說到一個歷程
[00:08:04.240 --> 00:08:05.800]  當我們看經文的時候
[00:08:05.800 --> 00:08:06.560]  他說
[00:08:06.560 --> 00:08:10.120]  因知道你們信心經過考驗就身忍耐
[00:08:10.120 --> 00:08:12.560]  但要讓忍耐發揮完全的功用
[00:08:12.560 --> 00:08:16.680]  使你們能又完全又完整一無所缺
[00:08:16.680 --> 00:08:19.480]  這裡所說的信心是什麼呢
[00:08:19.480 --> 00:08:21.240]  我們經常說信心
[00:08:21.240 --> 00:08:24.240]  信心不是說我們對那件事的理解
[00:08:24.240 --> 00:08:26.760]  甚至我們對人有沒有信心
[00:08:26.760 --> 00:08:30.040]  而是說我們怎樣對神有信靠
[00:08:30.040 --> 00:08:34.200]  我們說我們生命裡面面對眼前所見到的東西
[00:08:34.200 --> 00:08:36.760]  我們怎樣把手放在神的手上
[00:08:36.760 --> 00:08:38.200]  去帶我們去看見
[00:08:38.200 --> 00:08:41.320]  和帶我們去走眼前的挑戰和試煉
[00:08:41.320 --> 00:08:42.320]  同樣
[00:08:42.320 --> 00:08:46.640]  這個信心都是基於我們跟神的關係
[00:08:46.640 --> 00:08:49.320]  我們基於我們跟神的關係的時候
[00:08:49.320 --> 00:08:51.000]  我們在這個過程裡面
[00:08:51.000 --> 00:08:53.800]  即使可能是眼前的挑戰
[00:08:53.800 --> 00:08:57.000]  可能我們暫時還沒看見神在那裡
[00:08:57.000 --> 00:08:59.520]  我們也不知道結果會是怎樣
[00:08:59.520 --> 00:09:02.400]  但我們仍然相信神是不變
[00:09:02.400 --> 00:09:04.240]  神仍然會在那裡作供
[00:09:04.240 --> 00:09:06.840]  我們仍然期待神在過程裡面
[00:09:06.840 --> 00:09:09.160]  究竟帶我們去看見什麼
[00:09:09.160 --> 00:09:11.240]  試煉
[00:09:11.240 --> 00:09:13.200]  我在想一個形象化
[00:09:13.200 --> 00:09:15.840]  即是他說是一個操練信心的過程
[00:09:15.840 --> 00:09:18.520]  我也會想一下怎樣用一個形象化去表達
[00:09:18.520 --> 00:09:20.040]  可以分享給大家聽呢
[00:09:20.040 --> 00:09:23.240]  我想試煉就好像打遊戲機一樣
[00:09:23.240 --> 00:09:25.640]  當你每過一關的時候
[00:09:25.640 --> 00:09:26.920]  你打贏一個大佬
[00:09:26.920 --> 00:09:28.960]  你的角色就會升級
[00:09:28.960 --> 00:09:32.240]  你的信心的經驗值就會增加
[00:09:32.240 --> 00:09:36.200]  而當這個信心的經驗值慢慢提升的時候
[00:09:36.200 --> 00:09:39.000]  我們就會產生另一個特質
[00:09:39.000 --> 00:09:40.640]  就是忍耐
[00:09:40.640 --> 00:09:41.800]  忍耐這個字
[00:09:41.800 --> 00:09:45.680]  其實同樣可以解作持之以恆的信心的意思
[00:09:45.680 --> 00:09:47.920]  所以亞哥在這裡很想帶出
[00:09:47.920 --> 00:09:49.240]  進入這個歷程
[00:09:49.240 --> 00:09:51.000]  我們的信心升級
[00:09:51.000 --> 00:09:52.560]  繼續被考驗的時候
[00:09:52.560 --> 00:09:56.640]  就會煉成一個持之以恆的信心這個標題
[00:09:56.640 --> 00:09:58.440]  幫助我們的是什麼呢
[00:09:58.440 --> 00:10:01.240]  即使面對生命中有很多不同的壓力
[00:10:01.240 --> 00:10:03.080]  但我們仍然選擇不放棄
[00:10:03.080 --> 00:10:04.080]  繼續前行
[00:10:04.080 --> 00:10:07.520]  亞哥更加想帶出的是
[00:10:07.520 --> 00:10:09.520]  這個歷程去到一個什麼地步呢
[00:10:09.520 --> 00:10:11.800]  當我們持續操練的時候
[00:10:11.800 --> 00:10:13.200]  我們升級
[00:10:13.200 --> 00:10:15.800]  你會去到一個Level Max的狀態
[00:10:15.800 --> 00:10:16.800]  就是怎樣呢
[00:10:16.800 --> 00:10:19.200]  他在說完全和成熟
[00:10:19.200 --> 00:10:22.400]  完全和完整
[00:10:22.400 --> 00:10:25.400]  完全其實是在說成熟的意思
[00:10:25.400 --> 00:10:29.480]  完整是在說一個無瑕疵和健康的狀態
[00:10:29.480 --> 00:10:30.880]  當然他不是在說
[00:10:30.880 --> 00:10:31.880]  我們有信心的時候
[00:10:31.880 --> 00:10:33.480]  身體就會健康一點
[00:10:33.480 --> 00:10:34.480]  不是這個意思
[00:10:34.480 --> 00:10:36.480]  而是在說我們的生命
[00:10:36.480 --> 00:10:39.880]  即使仍然面對著那些挑戰、困難、試煉也好
[00:10:39.880 --> 00:10:43.880]  我們的生命能夠更加堅固地去面對眼前的挑戰
[00:10:43.880 --> 00:10:47.080]  我們更加願意順服神的帶領下
[00:10:47.080 --> 00:10:49.880]  我們去面對眼前的挑戰不會被動搖
[00:10:49.880 --> 00:10:51.880]  不過突然之間
[00:10:51.880 --> 00:10:53.080]  我也會想
[00:10:53.080 --> 00:10:56.880]  當我們面對著生命中的試煉和挑戰的時候
[00:10:56.880 --> 00:10:58.880]  有時候我們第一個感覺就是
[00:10:58.880 --> 00:11:00.680]  我們會覺得很辛苦
[00:11:00.680 --> 00:11:03.080]  我們第一個感覺是
[00:11:03.080 --> 00:11:05.880]  神啊,我不太OK
[00:11:05.880 --> 00:11:08.480]  我覺得這個過程太辛苦了
[00:11:08.480 --> 00:11:12.280]  我想快點離開這個試煉和挑戰和衝擊
[00:11:12.280 --> 00:11:14.280]  當我們在試煉中的時候
[00:11:14.280 --> 00:11:16.080]  試煉給我們的感覺是什麼呢
[00:11:16.080 --> 00:11:17.880]  我們不安全
