
[00:00:00.000 --> 00:00:02.640]  不知道大家記不記得上個禮拜日
[00:00:02.640 --> 00:00:06.520]  家喬牧師在我們當中分享約書亞記的最後一章
[00:00:06.520 --> 00:00:09.080]  我都在當中聆聽
[00:00:09.080 --> 00:00:11.280]  當家喬牧師呼召每一個恩福人
[00:00:11.280 --> 00:00:12.560]  我們不同的年代
[00:00:12.560 --> 00:00:14.560]  我們都毀身在基督的裏面
[00:00:14.560 --> 00:00:17.360]  我心裏面坐在這裏和大家都感受到
[00:00:17.360 --> 00:00:19.840]  究竟我怎樣去毀身給神呢?
[00:00:19.840 --> 00:00:21.920]  我相信現在回到恩福多
[00:00:21.920 --> 00:00:25.560]  可能都會有一份很想去為神服侍的心
[00:00:25.560 --> 00:00:28.720]  我想無論你是一個傳道人也好
[00:00:28.720 --> 00:00:29.480]  或者牧師也好
[00:00:29.480 --> 00:00:31.200]  又或者可能你是一個弟兄姊妹
[00:00:31.200 --> 00:00:33.600]  其實我們都要毀身在基督的裏面
[00:00:33.600 --> 00:00:35.200]  今天可能我們都有不同的光景
[00:00:35.200 --> 00:00:37.320]  可能你說你自己不再年輕了
[00:00:37.320 --> 00:00:39.240]  或者可能你已經預備退休了
[00:00:39.240 --> 00:00:41.200]  或者可能你已經退休了
[00:00:41.200 --> 00:00:42.880]  或者你尚有高堂
[00:00:42.880 --> 00:00:44.800]  有四大長老要照顧
[00:00:44.800 --> 00:00:46.120]  或者家中的小孩
[00:00:46.120 --> 00:00:47.600]  好像先後主席說
[00:00:47.600 --> 00:00:50.800]  有幾個已經準備要開學了
[00:00:50.800 --> 00:00:52.720]  生命裏面有很多的疲倦
[00:00:52.720 --> 00:00:54.960]  或者可能我們面對世界很多的艱難
[00:00:54.960 --> 00:00:57.280]  我們怎樣毀身在基督的裏面呢?
[00:00:57.280 --> 00:00:59.880]  上個星期惡性牧師一開始大敬拜的時候
[00:00:59.880 --> 00:01:00.640]  都問了一個問題
[00:01:00.640 --> 00:01:01.360]  我不知道你記不記得
[00:01:01.360 --> 00:01:03.880]  他說你今天敬拜神
[00:01:03.880 --> 00:01:05.560]  帶了些什麼回來?
[00:01:05.560 --> 00:01:07.480]  你記得嗎?
[00:01:07.480 --> 00:01:08.520]  今天你帶了些什麼回來?
[00:01:08.520 --> 00:01:10.320]  我同樣很想問大家一個問題
[00:01:10.320 --> 00:01:11.760]  在這個早上
[00:01:11.760 --> 00:01:16.360]  你今天活著是為了什麼?
[00:01:16.360 --> 00:01:18.600]  當我們看到這個世界很多轉變的時候
[00:01:18.600 --> 00:01:19.760]  我不知道你起身的時候
[00:01:19.760 --> 00:01:22.440]  或者你每一天去反思你的生命的時候
[00:01:22.440 --> 00:01:24.280]  我活著是什麼呢?
[00:01:24.280 --> 00:01:27.560]  你一起身你所盼望的是什麼呢?
[00:01:27.560 --> 00:01:31.400]  今天我所設的講題就是叫生之盼
[00:01:31.400 --> 00:01:32.560]  生命的盼望
[00:01:32.560 --> 00:01:33.880]  無論你是什麼年紀
[00:01:33.880 --> 00:01:35.520]  什麼的光景
[00:01:35.520 --> 00:01:37.280]  如果你不清楚你活著的盼望
[00:01:37.280 --> 00:01:39.880]  我相信你很難毀身在基督的裏面
[00:01:39.880 --> 00:01:41.920]  所以中國人是很聰明的
[00:01:41.920 --> 00:01:44.000]  在人生的不同的階段
[00:01:44.000 --> 00:01:45.120]  我們有不同學習
[00:01:45.120 --> 00:01:46.360]  人生才可以成長
[00:01:46.360 --> 00:01:48.280]  我不知道你現在在哪個階段
[00:01:48.280 --> 00:01:49.960]  孔子在晚年的時候曾經說過
[00:01:49.960 --> 00:01:53.080]  五十有五而至於學
[00:01:53.080 --> 00:01:54.440]  三十什麼?
[00:01:54.440 --> 00:01:55.480]  二勒
[00:01:55.480 --> 00:01:56.840]  四十怎麼樣?
[00:01:56.840 --> 00:01:57.760]  筆劃
[00:01:57.760 --> 00:01:59.240]  五十又怎麼樣?
[00:01:59.240 --> 00:02:00.240]  知天明
[00:02:00.240 --> 00:02:01.800]  六十了很多現在
[00:02:01.800 --> 00:02:02.440]  以信
[00:02:02.440 --> 00:02:03.800]  這個很難
[00:02:03.800 --> 00:02:04.840]  七十是什麼?
[00:02:04.840 --> 00:02:06.800]  從心所欲
[00:02:06.800 --> 00:02:07.720]  人生不同的階段
[00:02:07.720 --> 00:02:10.720]  我不知道你在恩福家
[00:02:10.720 --> 00:02:14.640]  特別我們上星期佳琪牧師跟我們說過
[00:02:14.640 --> 00:02:16.520]  明年我們有四十週年了
[00:02:16.520 --> 00:02:18.200]  四十年了
[00:02:18.200 --> 00:02:19.840]  我記得四年前的時候
[00:02:19.840 --> 00:02:22.760]  當我們都慶祝三十五週年的時候
[00:02:22.760 --> 00:02:25.040]  我曾經分享過詩篇九十篇
[00:02:25.040 --> 00:02:26.200]  摩西的禱告
[00:02:26.200 --> 00:02:27.680]  可能大家都會很記得
[00:02:27.680 --> 00:02:30.760]  摩西的禱告其中有一節的經文說到
[00:02:30.760 --> 00:02:34.000]  我們一生的年日是七十歲
[00:02:34.000 --> 00:02:35.960]  若是強壯可到八十歲
[00:02:35.960 --> 00:02:39.280]  但其中所驚誇的不過是
[00:02:39.280 --> 00:02:41.320]  奴婦受煩
[00:02:41.320 --> 00:02:43.320]  轉眼即逝
[00:02:43.320 --> 00:02:45.760]  我們被如飛而去
[00:02:45.760 --> 00:02:46.680]  你到了很多階段了
[00:02:46.680 --> 00:02:49.480]  很有感慨是吧
[00:02:49.480 --> 00:02:50.400]  今天你看一下
[00:02:50.400 --> 00:02:51.640]  你是什麼階段
[00:02:51.640 --> 00:02:55.640]  可能你說人生七、八十歲是晚期
[00:02:55.640 --> 00:02:57.120]  但如果是摩西寫的時候
[00:02:57.120 --> 00:02:59.480]  她是長命百二歲
[00:02:59.480 --> 00:03:01.880]  所以八十歲對於一個人來說
[00:03:01.880 --> 00:03:06.120]  其實可能是剛剛侍奉的階段
[00:03:06.120 --> 00:03:10.040]  我祖母是一百零一歲才回天家
[00:03:10.040 --> 00:03:12.520]  所以如果你七、八十歲的時候
[00:03:12.520 --> 00:03:15.040]  其實你還沒有開工
[00:03:15.040 --> 00:03:17.720]  我上年有一位弟兄
[00:03:17.720 --> 00:03:19.840]  在我們的彈藝小組裡面缺志
[00:03:19.840 --> 00:03:23.240]  他缺志的時候是七十九歲
[00:03:23.240 --> 00:03:25.200]  我問他
[00:03:25.200 --> 00:03:28.400]  你接下來有什麼盼望
[00:03:28.400 --> 00:03:30.880]  他說我很想做一個認真的基督徒
[00:03:30.880 --> 00:03:31.920]  我說好啊
[00:03:31.920 --> 00:03:32.760]  七十九歲
[00:03:32.760 --> 00:03:34.560]  你還有一年的時間
[00:03:34.560 --> 00:03:36.560]  因為摩西八十歲要開工
[00:03:36.560 --> 00:03:38.680]  當中我相信有些年過八十的
[00:03:38.680 --> 00:03:40.400]  其實你剛剛開工而已
[00:03:40.400 --> 00:03:41.560]  未過八十的
[00:03:41.560 --> 00:03:43.240]  你還沒有開工
[00:03:43.240 --> 00:03:44.760]  所以今天無論你什麼年紀
[00:03:44.760 --> 00:03:45.840]  三、四十歲也好
[00:03:45.840 --> 00:03:46.880]  年過八十也好
[00:03:46.880 --> 00:03:47.640]  我們今天的早上
[00:03:47.640 --> 00:03:49.720]  我想跟大家再看看
[00:03:49.720 --> 00:03:51.000]  摩西的禱告
[00:03:51.000 --> 00:03:52.600]  一起看看詩篇九十篇
[00:03:52.600 --> 00:03:55.720]  究竟我們生命是為了什麼而活
[00:03:55.720 --> 00:03:57.440]  怎樣我們毀身基督裡面
[00:03:57.440 --> 00:03:58.880]  怎樣我們能夠為主作供
[00:03:58.880 --> 00:04:02.160]  我們一起祈禱好嗎
[00:04:02.160 --> 00:04:02.760]  親愛的主耶穌
[00:04:02.760 --> 00:04:05.840]  基督我們心裡面是感到難過的
[00:04:05.840 --> 00:04:08.920]  見到很多我們的同胞
[00:04:08.920 --> 00:04:10.800]  亦都見到世界各地有很多的人
[00:04:10.800 --> 00:04:14.640]  在天災、在患難裡面
[00:04:14.640 --> 00:04:16.520]  縱然今天我們在香港是安殊
[00:04:16.520 --> 00:04:17.360]  但是我們見到的時候
[00:04:17.360 --> 00:04:20.360]  我們心裡面都是感到憂愁
[00:04:20.360 --> 00:04:20.840]  所以主啊
[00:04:20.840 --> 00:04:22.200]  我們求祢將祢的平安
[00:04:22.200 --> 00:04:24.720]  臨到在患難裡面的人
[00:04:24.720 --> 00:04:26.920]  讓他們不單得著祢的平安
[00:04:26.920 --> 00:04:28.560]  更加得著祢的救恩
[00:04:28.560 --> 00:04:30.600]  亦都求聖靈臨在我們當中
[00:04:30.600 --> 00:04:32.680]  讓我們不同的階段
[00:04:32.680 --> 00:04:33.680]  人生不同的階段
[00:04:33.680 --> 00:04:36.440]  我們不只是為著生活
[00:04:36.440 --> 00:04:39.200]  為著我們每一天的享受
[00:04:39.200 --> 00:04:41.120]  而是為著祢給我們的使命
[00:04:41.120 --> 00:04:42.920]  求祢藉著昔日摩西的禱告
[00:04:42.920 --> 00:04:45.280]  引領我們怎樣為主而活
[00:04:45.280 --> 00:04:46.200]  聽我們的祈禱
[00:04:46.200 --> 00:04:48.040]  奉主耶穌基督的聖名祈禱
[00:04:48.040 --> 00:04:48.640]  阿們
[00:04:48.640 --> 00:04:52.720]  好 今天的講道是生之盼
[00:04:52.720 --> 00:04:54.520]  第一點是神的時間
[00:04:54.520 --> 00:04:55.520]  生命的短暫
[00:04:55.520 --> 00:04:57.400]  詩篇九十篇一至六節
[00:04:57.400 --> 00:04:57.920]  我們一起讀
[00:04:57.920 --> 00:04:59.360]  準備 一二三
[00:04:59.360 --> 00:05:00.080]  主啊
[00:05:00.080 --> 00:05:03.640]  祢世世代代作我們的居所
[00:05:03.640 --> 00:05:05.960]  珠山未曾生出
[00:05:05.960 --> 00:05:09.320]  地與世界祢未曾造成
[00:05:09.320 --> 00:05:11.600]  從耿古到永遠
[00:05:11.600 --> 00:05:13.040]  祢是神
[00:05:13.040 --> 00:05:15.880]  祢使人歸於塵土說
[00:05:15.880 --> 00:05:17.000]  世人啊
[00:05:17.000 --> 00:05:19.280]  你們要歸回
[00:05:19.280 --> 00:05:20.640]  在祢看來
[00:05:20.640 --> 00:05:23.560]  千年如已過的昨日
[00:05:23.560 --> 00:05:26.200]  猶如夜更的一更
[00:05:26.200 --> 00:05:29.160]  祢叫他們如水沖去
[00:05:29.160 --> 00:05:31.280]  他們如睡一覺
[00:05:31.280 --> 00:05:32.240]  早晨
[00:05:32.240 --> 00:05:34.920]  他們如生長的草
[00:05:34.920 --> 00:05:37.320]  早晨發芽生長
[00:05:37.320 --> 00:05:40.120]  晚上割下枯乾
[00:05:40.120 --> 00:05:43.120]  詩篇九十篇是詩篇第四卷的第一篇標題
[00:05:43.120 --> 00:05:45.120]  是神人摩西的祈禱
[00:05:45.120 --> 00:05:48.640]  大家都知道詩篇大部分都是大衛和其後年代的人寫
[00:05:48.640 --> 00:05:50.040]  所以有聖經學者估計
[00:05:50.040 --> 00:05:52.440]  這一篇摩西信心的詩篇
[00:05:52.440 --> 00:05:53.640]  可能是聖經裡面
[00:05:53.640 --> 00:05:54.800]  特別是在詩篇裡面
[00:05:54.800 --> 00:05:56.600]  歷史很悠久的一篇
[00:05:56.600 --> 00:05:59.120]  我相信我們對摩西的一生不會陌生
[00:05:59.120 --> 00:06:00.400]  所以我們今天試一下
[00:06:00.400 --> 00:06:02.440]  如果你從摩西的角度
[00:06:02.440 --> 00:06:03.880]  去看這篇詩篇
