
[00:00:00.000 --> 00:00:04.000]  今天跟大家分享神的話語
[00:00:04.000 --> 00:00:07.000]  首先問大家一個問題
[00:00:07.000 --> 00:00:09.000]  大家最近開心嗎?
[00:00:09.000 --> 00:00:11.000]  不知道怎樣回答
[00:00:11.000 --> 00:00:13.000]  哪方面?
[00:00:13.000 --> 00:00:15.000]  看這個圖就知道哪方面
[00:00:15.000 --> 00:00:18.000]  這方面是哪方面?
[00:00:18.000 --> 00:00:20.000]  價色
[00:00:20.000 --> 00:00:22.000]  價色有沒有縮水?
[00:00:22.000 --> 00:00:25.000]  可能資產縮水
[00:00:25.000 --> 00:00:29.000]  或者你的財富有沒有縮水
[00:00:29.000 --> 00:00:31.000]  還是怎樣
[00:00:31.000 --> 00:00:35.000]  最近如果留意
[00:00:35.000 --> 00:00:37.000]  或者你都可能感受到
[00:00:37.000 --> 00:00:39.000]  在不同的報導都會說
[00:00:39.000 --> 00:00:43.000]  經濟或者樓市
[00:00:43.000 --> 00:00:45.000]  或者任何的情況
[00:00:45.000 --> 00:00:48.000]  似乎都不是太好
[00:00:48.000 --> 00:00:51.000]  不知道大家有沒有受到影響
[00:00:51.000 --> 00:00:55.000]  還是你都想自己的銀碼
[00:00:55.000 --> 00:00:58.000]  數字上好像小了的時候
[00:00:58.000 --> 00:01:01.000]  你的開心指數可能會下降
[00:01:01.000 --> 00:01:03.000]  還是怎樣
[00:01:03.000 --> 00:01:04.000]  無論如何都好
[00:01:04.000 --> 00:01:08.000]  其實在這個時段或者時間裏面
[00:01:08.000 --> 00:01:10.000]  我們又去想一想
[00:01:10.000 --> 00:01:14.000]  其實在生活裏面的時候
[00:01:14.000 --> 00:01:17.000]  其實面對著環境的轉變
[00:01:17.000 --> 00:01:18.000]  或者經濟上
[00:01:18.000 --> 00:01:22.000]  或者我們面對著金錢上
[00:01:22.000 --> 00:01:24.000]  或者不同的事情上
[00:01:24.000 --> 00:01:27.000]  我們的心情是會如何呢?
[00:01:27.000 --> 00:01:30.000]  今天我們分享的一段經文是
[00:01:30.000 --> 00:01:35.000]  《路加福音》十二章十三至二十一節
[00:01:35.000 --> 00:01:38.000]  這個段落裏面可能大家都很熟悉
[00:01:38.000 --> 00:01:41.000]  我們先一起去讀出這段經文
[00:01:42.000 --> 00:01:47.000]  眾人中有一個人對耶穌說
[00:01:47.000 --> 00:01:48.000]  夫子
[00:01:49.000 --> 00:01:51.000]  (音樂)
[00:01:52.000 --> 00:01:54.000]  (音樂)
[00:01:54.000 --> 00:01:56.000]  (音樂)
[00:01:57.000 --> 00:01:59.000]  (音樂)
[00:02:00.000 --> 00:02:02.000]  (音樂)
[00:02:02.000 --> 00:02:04.000]  (音樂)
[00:02:04.000 --> 00:02:06.000]  (音樂)
[00:02:07.000 --> 00:02:09.000]  (音樂)
[00:02:10.000 --> 00:02:12.000]  (音樂)
[00:02:13.000 --> 00:02:15.000]  (音樂)
