
[00:00:00.000 --> 00:00:02.000]  大兄姊妹晚安
[00:00:02.000 --> 00:00:04.000]  晚安
[00:00:04.000 --> 00:00:06.000]  晚安 大兄姊妹
[00:00:06.000 --> 00:00:08.000]  Hello Hello Hello
[00:00:08.000 --> 00:00:10.000]  這麼晚不要醒 醒吧
[00:00:10.000 --> 00:00:12.000]  醒醒吧
[00:00:12.000 --> 00:00:14.000]  多謝敬拜隊帶我們一起有敬拜
[00:00:14.000 --> 00:00:16.000]  可以回到神面前
[00:00:16.000 --> 00:00:18.000]  放下我們的重擔
[00:00:18.000 --> 00:00:20.000]  可以回到天父的懷抱中
[00:00:20.000 --> 00:00:22.000]  我想剛才
[00:00:22.000 --> 00:00:24.000]  我自己這個星期
[00:00:24.000 --> 00:00:26.000]  主席也問我們
[00:00:26.000 --> 00:00:28.000]  這個星期過得怎樣 我就很忙
[00:00:28.000 --> 00:00:30.000]  但剛才的敬拜
[00:00:30.000 --> 00:00:32.000]  的確讓我
[00:00:32.000 --> 00:00:34.000]  好像在神裡面
[00:00:34.000 --> 00:00:36.000]  有一個安靜
[00:00:36.000 --> 00:00:38.000]  有一個停下來的感覺
[00:00:38.000 --> 00:00:40.000]  所以我就很享受
[00:00:40.000 --> 00:00:42.000]  不知道你又怎樣
[00:00:42.000 --> 00:00:44.000]  我們進入今天的講道
[00:00:44.000 --> 00:00:46.000]  今天我的講題
[00:00:46.000 --> 00:00:48.000]  就叫做
[00:00:48.000 --> 00:00:50.000]  媽媽是女人的道理
[00:00:50.000 --> 00:00:52.000]  說什麼呢
[00:00:52.000 --> 00:00:54.000]  大家都應該聽過這句說話
[00:00:54.000 --> 00:00:56.000]  媽媽是女人
[00:00:56.000 --> 00:00:58.000]  這是什麼呢
[00:00:58.000 --> 00:01:00.000]  這句說話的用法
[00:01:00.000 --> 00:01:02.000]  大家都是香港人講廣東話
[00:01:02.000 --> 00:01:04.000]  這句說話的用法
[00:01:04.000 --> 00:01:06.000]  整句應該是
[00:01:06.000 --> 00:01:08.000]  鬼不知道媽媽是女人嗎
[00:01:08.000 --> 00:01:10.000]  意思就是說
[00:01:10.000 --> 00:01:12.000]  你講的東西鬼不知道媽媽是女人嗎
[00:01:12.000 --> 00:01:14.000]  人人都知道 廢話來的
[00:01:14.000 --> 00:01:16.000]  大概就是這樣
[00:01:16.000 --> 00:01:18.000]  不過今天經文提到
[00:01:18.000 --> 00:01:20.000]  我們等一下進入聖經
[00:01:20.000 --> 00:01:22.000]  去看經文
[00:01:22.000 --> 00:01:24.000]  但的確這個道經文
[00:01:24.000 --> 00:01:26.000]  你一讀就知道
[00:01:26.000 --> 00:01:28.000]  你要講什麼
[00:01:28.000 --> 00:01:30.000]  大概就是這樣的道理
[00:01:30.000 --> 00:01:32.000]  所以我今天講的道理
[00:01:32.000 --> 00:01:34.000]  真的是媽媽是女人的道理
[00:01:34.000 --> 00:01:36.000]  不過我繼續會用
[00:01:36.000 --> 00:01:38.000]  這句說話 說什麼呢
[00:01:38.000 --> 00:01:40.000]  其實因為
[00:01:40.000 --> 00:01:42.000]  媽媽是女人這句說話
[00:01:42.000 --> 00:01:44.000]  背後有一個
[00:01:44.000 --> 00:01:46.000]  很簡單的邏輯
[00:01:46.000 --> 00:01:48.000]  媽媽就必然是女人
[00:01:48.000 --> 00:01:50.000]  但女人
[00:01:50.000 --> 00:01:52.000]  是不是一定是媽媽
[00:01:52.000 --> 00:01:54.000]  就是這樣
[00:01:54.000 --> 00:01:56.000]  那是什麼呢
[00:01:56.000 --> 00:01:58.000]  今天我們看的是
[00:01:58.000 --> 00:02:00.000]  《雅各書》的
[00:02:00.000 --> 00:02:02.000]  第二章的段落
[00:02:02.000 --> 00:02:04.000]  當中是講信心和行為的關係
[00:02:04.000 --> 00:02:06.000]  而我發覺
[00:02:06.000 --> 00:02:08.000]  它裡面講的信心和行為
[00:02:08.000 --> 00:02:10.000]  跟媽媽
[00:02:10.000 --> 00:02:12.000]  女人是有點像
[00:02:12.000 --> 00:02:14.000]  像什麼呢 說什麼呢
[00:02:14.000 --> 00:02:16.000]  今天其實探討的就是
[00:02:16.000 --> 00:02:18.000]  其實有行為的人
[00:02:18.000 --> 00:02:20.000]  就一定有信心
[00:02:20.000 --> 00:02:22.000]  信心 我自己不知道自己在說什麼
[00:02:22.000 --> 00:02:24.000]  日日再來
[00:02:24.000 --> 00:02:26.000]  回頭 回頭
[00:02:26.000 --> 00:02:28.000]  有行為的人就一定有信心
[00:02:28.000 --> 00:02:30.000]  你做得出就代表你一定有信心
[00:02:30.000 --> 00:02:32.000]  但是你有信心
[00:02:32.000 --> 00:02:34.000]  但沒有行為的話
[00:02:34.000 --> 00:02:36.000]  那算不算真的有信心呢
[00:02:36.000 --> 00:02:38.000]  你聽得懂我說什麼嗎
[00:02:38.000 --> 00:02:40.000]  媽媽是女人
[00:02:40.000 --> 00:02:42.000]  那女人是不是一定是媽媽呢
[00:02:42.000 --> 00:02:44.000]  我們今天一起來探討 進入討論
[00:02:44.000 --> 00:02:46.000]  先去講一下
[00:02:46.000 --> 00:02:48.000]  《雅各書》的背景
[00:02:48.000 --> 00:02:50.000]  《雅各書》其實是由耶穌的一個兄弟
[00:02:50.000 --> 00:02:52.000]  不是弟弟
[00:02:52.000 --> 00:02:56.000]  是亞國所寫的
[00:02:56.000 --> 00:02:58.000]  其實《雅各書》
[00:02:58.000 --> 00:03:00.000]  講來講去都是這樣
[00:03:00.000 --> 00:03:02.000]  講什麼呢
[00:03:02.000 --> 00:03:04.000]  其實二章十七節這裡是有一個主旨
[00:03:04.000 --> 00:03:06.000]  信心沒有行為是死的
[00:03:06.000 --> 00:03:08.000]  就是說信心
[00:03:08.000 --> 00:03:10.000]  要加上行為才是完整的
[00:03:10.000 --> 00:03:12.000]  他在批評那些
[00:03:12.000 --> 00:03:14.000]  空談信仰
[00:03:14.000 --> 00:03:16.000]  但沒有實際行動的虛假
[00:03:16.000 --> 00:03:18.000]  在呼籲信徒在試煉中
[00:03:18.000 --> 00:03:20.000]  活出愛和公義
[00:03:20.000 --> 00:03:22.000]  其實這個道理
