
[00:00:00.000 --> 00:00:03.020]  很感恩再次歡迎弟兄姊妹回家
[00:00:03.020 --> 00:00:06.820]  我們這星期一起聽神的話
[00:00:06.820 --> 00:00:08.300]  去敬拜
[00:00:08.300 --> 00:00:10.300]  繼續去榮耀祂
[00:00:10.300 --> 00:00:11.220]  很感恩
[00:00:11.220 --> 00:00:13.480]  剛才敬拜的體會就是
[00:00:13.480 --> 00:00:16.000]  原來在神的同在裡
[00:00:16.000 --> 00:00:17.800]  是很安恕的
[00:00:17.800 --> 00:00:21.000]  剛才在敬拜來之前
[00:00:21.000 --> 00:00:22.200]  很多事情要想
[00:00:22.200 --> 00:00:23.400]  又練習了很多
[00:00:23.400 --> 00:00:24.800]  又預備了很多
[00:00:24.800 --> 00:00:25.800]  然後
[00:00:25.800 --> 00:00:28.920]  但在神的同在裡
[00:00:28.920 --> 00:00:30.000]  神跟我說
[00:00:30.000 --> 00:00:32.000]  你什麼事情都不用擔心
[00:00:32.000 --> 00:00:33.200]  多艱難
[00:00:33.200 --> 00:00:35.720]  或者在高山低谷的裡面
[00:00:35.720 --> 00:00:39.320]  我們原來乘著聖靈去托著我們
[00:00:39.320 --> 00:00:41.720]  祂的話去托著我們的時候
[00:00:41.720 --> 00:00:43.600]  我們就不需要去懼怕
[00:00:43.600 --> 00:00:44.920]  今天很高興
[00:00:44.920 --> 00:00:47.720]  我們今天會看啟示錄
[00:00:47.720 --> 00:00:49.120]  四到五章
[00:00:49.120 --> 00:00:52.520]  當中我們定了一個題目
[00:00:52.520 --> 00:00:55.400]  就叫做史無前例的敬拜
[00:00:55.400 --> 00:00:57.520]  因為我們標稱的閱題
[00:00:57.520 --> 00:00:59.520]  如果大家有聽過
[00:00:59.520 --> 00:01:00.520]  就是
[00:01:00.520 --> 00:01:01.920]  細節裡面
[00:01:01.920 --> 00:01:06.120]  是走進世界的角落的生命特質
[00:01:06.120 --> 00:01:09.120]  就是無論我們可能是去工作
[00:01:09.120 --> 00:01:11.120]  的緣故我們去到世界各地
[00:01:11.120 --> 00:01:12.920]  或者去旅行
[00:01:12.920 --> 00:01:14.720]  或者去短孫
[00:01:14.720 --> 00:01:16.520]  等等的場景
[00:01:16.520 --> 00:01:18.320]  去到世界每一個角落
[00:01:18.320 --> 00:01:20.520]  原來我們都是帶著神的光
[00:01:20.520 --> 00:01:21.920]  神的榮耀
[00:01:21.920 --> 00:01:23.320]  好像剛才詩歌說
[00:01:23.320 --> 00:01:26.120]  甚至是神跟我們一起去的時候
[00:01:26.120 --> 00:01:27.920]  究竟我們每一次出外
[00:01:27.920 --> 00:01:29.120]  神有什麼心意呢?
[00:01:29.120 --> 00:01:31.520]  甚至乎在本地的裡面
[00:01:31.520 --> 00:01:32.720]  我們去到哪裡
[00:01:32.720 --> 00:01:33.920]  去到哪一區
[00:01:33.920 --> 00:01:35.720]  或者去到哪一個空間裡面
[00:01:35.720 --> 00:01:37.120]  神對我們有什麼心意
[00:01:37.120 --> 00:01:39.320]  今天特別聚焦在
[00:01:39.320 --> 00:01:43.120]  我們這兩個月很想專注在眼界
[00:01:43.120 --> 00:01:45.120]  眼界這兩個字
[00:01:45.120 --> 00:01:46.520]  願意的話我們首先
[00:01:46.520 --> 00:01:47.720]  去拿下一頁
[00:01:47.720 --> 00:01:50.320]  看看這個豐盛的圖畫
[00:01:50.320 --> 00:01:50.920]  Yeah
[00:01:50.920 --> 00:01:51.520]  下一頁
[00:01:51.520 --> 00:01:55.720]  除了桌面上有沙律之外
[00:01:55.720 --> 00:01:57.920]  當然就是一個自助餐的場景
[00:01:57.920 --> 00:01:59.520]  大家不用擔心
[00:01:59.520 --> 00:02:01.520]  有誰喜歡吃大餐的?
[00:02:01.520 --> 00:02:03.520]  也沒有反應
[00:02:03.520 --> 00:02:04.320]  有啊
[00:02:04.320 --> 00:02:05.120]  謝謝
[00:02:05.120 --> 00:02:08.120]  我先生很喜歡吃大餐
[00:02:08.120 --> 00:02:10.520]  所以我也開始喜歡吃東西了
[00:02:10.520 --> 00:02:12.320]  哈哈哈
[00:02:12.320 --> 00:02:13.720]  又要趕他出來了
[00:02:13.720 --> 00:02:15.720]  因為是前言
[00:02:15.720 --> 00:02:16.920]  大家輕鬆一下
[00:02:16.920 --> 00:02:18.520]  大家如果
[00:02:18.520 --> 00:02:20.120]  譬如一些節慶
[00:02:20.120 --> 00:02:22.720]  如果要跟家人、朋友
[00:02:22.720 --> 00:02:23.720]  或者可能
[00:02:23.720 --> 00:02:26.520]  侍奉團隊要多一點時間聚在一起
[00:02:26.520 --> 00:02:28.320]  當然要不就是吃自助餐
[00:02:28.320 --> 00:02:30.120]  要不就是吃火鍋
[00:02:30.120 --> 00:02:32.520]  要不就是家聚等等
[00:02:32.520 --> 00:02:36.920]  我們吃自助餐之前有一個目標
[00:02:36.920 --> 00:02:38.720]  之前要做什麼?
[00:02:38.720 --> 00:02:40.520]  要約人
[00:02:40.520 --> 00:02:41.320]  要訂桌子
[00:02:41.320 --> 00:02:42.720]  要約時間
[00:02:42.720 --> 00:02:44.720]  可能要存錢
[00:02:44.720 --> 00:02:47.520]  除了享受你的身體
[00:02:47.520 --> 00:02:50.120]  心靈的那種
[00:02:50.120 --> 00:02:51.720]  很享受之外
[00:02:51.720 --> 00:02:55.320]  其實大家都在尋求一種共同感
[00:02:55.320 --> 00:02:57.120]  在屬靈層面裡
[00:02:57.120 --> 00:02:59.520]  我們其實跟神學望
