
[00:00:00.000 --> 00:00:04.000]  我們見證上帝你如何和我們同行
[00:00:04.000 --> 00:00:06.600]  如何和我們同走這條天路
[00:00:06.600 --> 00:00:08.200]  繼續加能、賜力給我們
[00:00:08.200 --> 00:00:11.000]  在福音的使命上
[00:00:11.000 --> 00:00:13.400]  我們願意繼續去承擔
[00:00:13.400 --> 00:00:15.600]  以致在這個城市
[00:00:15.600 --> 00:00:16.800]  甚至更遠的地方
[00:00:16.800 --> 00:00:19.400]  你的恩典和你自己的福音
[00:00:19.400 --> 00:00:21.200]  繼續能夠得到廣傳
[00:00:21.200 --> 00:00:25.000]  保守我們以下這個講道、聽道的時間
[00:00:25.000 --> 00:00:26.200]  我們同心祈禱
[00:00:26.200 --> 00:00:30.000]  同靠耶穌基督得勝名至祈求,阿們
[00:00:30.600 --> 00:00:34.800]  突然之間會否遇到一些很辛苦的時候
[00:00:34.800 --> 00:00:37.200]  一些情況你會覺得
[00:00:37.200 --> 00:00:39.200]  嘩!我真的想死
[00:00:39.200 --> 00:00:41.200]  不知道有沒有試過
[00:00:41.200 --> 00:00:43.000]  譬如你工作很辛苦
[00:00:43.000 --> 00:00:46.600]  又或者你遇到一些覺得很大
[00:00:46.600 --> 00:00:48.000]  又很困難的事
[00:00:48.000 --> 00:00:49.600]  你覺得自己應付不來
[00:00:49.600 --> 00:00:52.800]  又或者你可能試過做一些事情
[00:00:52.800 --> 00:00:55.000]  你覺得那件事很重要
[00:00:55.000 --> 00:00:58.200]  但最後你花了很多很多的努力
[00:00:58.200 --> 00:01:01.600]  最後失敗了
[00:01:01.600 --> 00:01:05.600]  或者結果不像你心目中所想的
[00:01:05.600 --> 00:01:06.800]  又或者舉個例子
[00:01:06.800 --> 00:01:09.200]  我們很努力去預備第四支堂
[00:01:09.200 --> 00:01:11.200]  結果起不來
[00:01:11.200 --> 00:01:14.600]  我會問自己會否很沮喪
[00:01:14.600 --> 00:01:16.000]  想死而已
[00:01:16.000 --> 00:01:17.800]  為何會這樣
[00:01:17.800 --> 00:01:24.000]  有時候我們會用死去描述自己
[00:01:24.000 --> 00:01:29.800]  面對一種痛苦、困難、不開心的感受
[00:01:29.800 --> 00:01:31.600]  我們當然知道
[00:01:31.600 --> 00:01:34.800]  我們有時候說死也不是真的想死
[00:01:34.800 --> 00:01:39.200]  只是一種情緒、情感的表達
[00:01:39.200 --> 00:01:44.400]  我們也知道我們基督徒不應該輕易放棄生命
[00:01:44.400 --> 00:01:47.000]  但聖經裡有些人
[00:01:47.000 --> 00:01:49.200]  他經歷一些很大的困難的時候
[00:01:49.200 --> 00:01:51.600]  他真的說出來
[00:01:51.600 --> 00:01:53.000]  我真的很想死
[00:01:53.000 --> 00:01:54.800]  大家記不記得有些什麼人
[00:01:54.800 --> 00:01:58.800]  以利亞
[00:01:58.800 --> 00:02:03.200]  我們現在說的是《文素記》裡的摩西
[00:02:03.200 --> 00:02:05.400]  大衛
[00:02:05.400 --> 00:02:06.800]  有一些先知
[00:02:06.800 --> 00:02:08.800]  耶利米先知
[00:02:08.800 --> 00:02:11.600]  受苦的約伯
[00:02:11.600 --> 00:02:13.400]  約拿等等
[00:02:13.400 --> 00:02:18.000]  其實這些人面對一些很困難的時間
[00:02:18.000 --> 00:02:20.400]  他們都在上帝面前
[00:02:20.400 --> 00:02:23.200]  將內心的痛苦表達出來
[00:02:23.200 --> 00:02:24.600]  甚至想
[00:02:24.600 --> 00:02:28.800]  神啊,你不如早點收了我的生命
[00:02:28.800 --> 00:02:35.600]  相信他們這樣跟上帝傾訴的時候
[00:02:35.600 --> 00:02:40.000]  其實他們都知道不是一個解決問題的方法
[00:02:40.000 --> 00:02:42.800]  但我想死是一個
[00:02:42.800 --> 00:02:47.000]  沒有一個語言去表達比這個字更加強烈
[00:02:47.000 --> 00:02:50.000]  所以他們去到一些困難的時候
[00:02:50.000 --> 00:02:55.600]  他們都用這個詞語去表達當刻的感受
[00:02:55.600 --> 00:03:00.400]  今天我們去到看《文素記》第十三十四章
[00:03:00.400 --> 00:03:02.600]  我們看到那群以色列人
[00:03:02.600 --> 00:03:04.400]  出埃及的那群以色列人
[00:03:04.400 --> 00:03:07.200]  又在叫生叫死
[00:03:07.200 --> 00:03:09.800]  為什麼呢?究竟發生什麼事呢?
[00:03:09.800 --> 00:03:13.400]  其實《文素記》第十三章
[00:03:13.400 --> 00:03:18.000]  我們看到
[00:03:18.000 --> 00:03:21.000]  發生了一些什麼事情呢?
[00:03:21.000 --> 00:03:25.800]  《文素記》第十三章是說到上帝吩咐摩西
[00:03:25.800 --> 00:03:29.200]  要摩西要差遣十二個探子
[00:03:29.200 --> 00:03:30.800]  去到迦南地裡面
[00:03:30.800 --> 00:03:34.800]  去看看當中那個地方究竟是怎樣的
[00:03:34.800 --> 00:03:36.600]  我們看一些經文裡面
[00:03:36.600 --> 00:03:41.800]  可以看到摩西當時差派十二個探子
[00:03:41.800 --> 00:03:44.600]  叫他們去到尼加夫那裡
[00:03:44.600 --> 00:03:46.200]  上到山區那裡
[00:03:46.200 --> 00:03:47.600]  去看什麼呢?
[00:03:47.600 --> 00:03:50.000]  看看那個地方是怎樣的
[00:03:50.000 --> 00:03:51.400]  裡面住的人
[00:03:51.400 --> 00:03:55.800]  那些百姓究竟是強是弱有多少呢?
[00:03:55.800 --> 00:03:59.000]  他們住的地方是好還是不好呢?
[00:03:59.000 --> 00:04:02.600]  住的城鎮是營地還是堡壘呢?
[00:04:02.600 --> 00:04:05.800]  那些土地是肥不肥肉的呢?等等
[00:04:05.800 --> 00:04:09.600]  其實他們這個窺探這件事
[00:04:09.600 --> 00:04:12.200]  其實目的是為了什麼呢?
[00:04:12.200 --> 00:04:14.200]  其實目的很簡單
[00:04:14.200 --> 00:04:19.800]  其實就是要收集一下當地一些具體情況的資料
[00:04:19.800 --> 00:04:22.600]  以至能夠預備那班以色列人
[00:04:22.600 --> 00:04:25.600]  將來要進入這個地方的時候
[00:04:25.600 --> 00:04:29.800]  去作出一個傳遞的一種準備
[00:04:29.800 --> 00:04:32.400]  其實上帝吩咐摩西叫他們做這件事
[00:04:32.400 --> 00:04:34.000]  其實目的是什麼呢?
[00:04:34.000 --> 00:04:35.400]  是好的
[00:04:35.400 --> 00:04:38.400]  就是讓他們知道那個地方是怎樣的
[00:04:38.400 --> 00:04:41.400]  那些裡面住的人是怎樣的
[00:04:41.400 --> 00:04:42.600]  其實簡單來說
[00:04:42.600 --> 00:04:47.000]  他們收集的資訊就是要了解一下當地的風土人情
[00:04:47.000 --> 00:04:49.800]  了解一下那裡的土地是怎樣的
[00:04:49.800 --> 00:04:53.200]  其實我們這個做法
[00:04:53.200 --> 00:04:58.600]  就好像我們現在去籌備第四子堂的過程裡面
[00:04:58.600 --> 00:05:00.800]  我們都會安排一些時間
[00:05:00.800 --> 00:05:03.800]  我們去到北區去看
[00:05:03.800 --> 00:05:05.800]  去考察、去祈禱
[00:05:05.800 --> 00:05:08.800]  去做一些街頭報導
[00:05:08.800 --> 00:05:11.000]  上個星期日我們有些講座
[00:05:11.000 --> 00:05:13.000]  其實這些目的是為了什麼呢?
[00:05:13.000 --> 00:05:17.000]  其實都是為了讓弟兄姊妹多一點去了解
[00:05:17.000 --> 00:05:21.400]  認識那個社區的不同情況和需要
[00:05:21.400 --> 00:05:25.600]  其實就好像當時上帝吩咐以色列人
[00:05:25.600 --> 00:05:29.200]  先去看看那裡的地方是怎樣的
[00:05:29.200 --> 00:05:33.000]  當中特別提到摩西特別提醒
[00:05:33.000 --> 00:05:36.400]  第20節那裡說你們要放膽
[00:05:36.400 --> 00:05:41.200]  將那裡的地方的果實帶回來
[00:05:41.200 --> 00:05:43.400]  即是說其實摩西都預了
[00:05:43.400 --> 00:05:46.200]  那十二個探子去到看到那個情況的時候
[00:05:46.200 --> 00:05:47.800]  心裡面都會怎樣?
[00:05:47.800 --> 00:05:49.600]  都可能會有一點害怕
[00:05:49.600 --> 00:05:52.400]  所以摩西在鼓勵他們說你們要放膽
[00:05:52.400 --> 00:05:56.400]  並且將那裡的地方的果實帶回來
[00:05:56.400 --> 00:05:58.800]  因為當時是一個什麼季節呢?
[00:05:58.800 --> 00:06:02.200]  就是葡萄初熟的季節
[00:06:02.200 --> 00:06:05.600]  《冶文素記》的第十三章二十一到二十四節
[00:06:05.600 --> 00:06:08.600]  記錄了這個刺探軍情
[00:06:08.600 --> 00:06:12.000]  這個窺探的結果其實是很正面的
[00:06:12.000 --> 00:06:14.200]  那裡原來住了什麼人呢?
[00:06:14.200 --> 00:06:17.000]  當中有亞納族的亞希曼人
[00:06:17.000 --> 00:06:20.600]  時西人和達邁人
[00:06:20.600 --> 00:06:24.400]  而在那裡他們真的按照摩西的吩咐
[00:06:24.400 --> 00:06:28.400]  去用一枝葡萄樹的枝
[00:06:28.400 --> 00:06:31.400]  掛了一串葡萄出來
[00:06:31.400 --> 00:06:33.000]  而那串葡萄是怎樣的?
[00:06:33.000 --> 00:06:34.600]  很重的
[00:06:34.600 --> 00:06:36.600]  代表葡萄是怎樣的呢?
[00:06:36.600 --> 00:06:40.800]  果實的巨峰
[00:06:40.800 --> 00:06:45.400]  日本那些很多人喜歡吃的葡萄
[00:06:45.400 --> 00:06:46.600]  真的大大粒
[00:06:46.600 --> 00:06:49.000]  又甜又多肉又好吃
[00:06:49.000 --> 00:06:50.000]  所以很重
[00:06:50.000 --> 00:06:55.000]  所以要兩個人抬著才能抬到那串葡萄
[00:06:55.000 --> 00:06:56.200]  這證明了什麼呢?
[00:06:56.200 --> 00:06:59.000]  證明那裡的土地是很肥沃的
[00:06:59.000 --> 00:07:00.000]  而且是怎樣的呢?
