
[00:00:00.000 --> 00:00:09.400]  大家好,很久了,一段幾個月都沒有回來跟大家講道
[00:00:09.400 --> 00:00:14.200]  今天回來,可以再跟大家講道,見到大家
[00:00:14.200 --> 00:00:15.400]  都是很開心的
[00:00:15.400 --> 00:00:19.200]  亦都很感謝勁敗隊、AV、詩詩
[00:00:19.200 --> 00:00:21.000]  真的很用心擺相
[00:00:21.000 --> 00:00:23.200]  在青少部現在這麼不夠人的時間
[00:00:23.200 --> 00:00:25.800]  其實他們仍然很忠心地擺相
[00:00:25.800 --> 00:00:26.600]  很欣賞的
[00:00:26.600 --> 00:00:28.000]  大家不如給點掌聲吧
[00:00:28.000 --> 00:00:29.800]  你們又有個好勁敗
[00:00:29.800 --> 00:00:31.600]  都是因為這些服務團隊的
[00:00:31.600 --> 00:00:33.200]  多謝他們的擺相
[00:00:33.200 --> 00:00:36.600]  今天在講道之前
[00:00:36.600 --> 00:00:37.600]  我想問一下大家
[00:00:37.600 --> 00:00:39.600]  下一張PowerPoint
[00:00:39.600 --> 00:00:44.800]  對了,這個是最受歡迎的
[00:00:44.800 --> 00:00:49.400]  全世界社交媒體的平台
[00:00:49.400 --> 00:00:50.200]  我想問一下大家
[00:00:50.200 --> 00:00:53.800]  有沒有人在這一堆應用程式中
[00:00:53.800 --> 00:00:57.400]  有五個或以上的?
[00:00:57.400 --> 00:00:58.000]  有沒有?
[00:00:58.000 --> 00:00:59.400]  舉手
[00:00:59.400 --> 00:01:00.400]  有,也有
[00:01:00.400 --> 00:01:03.200]  有沒有人有四個?
[00:01:03.200 --> 00:01:04.000]  應該都有
[00:01:04.000 --> 00:01:06.400]  我絕對相信如果要拿手機出來
[00:01:06.400 --> 00:01:08.200]  應該很多人都過了五個
[00:01:08.200 --> 00:01:10.200]  我又想問一下大家
[00:01:10.200 --> 00:01:12.800]  又檢視一下自己
[00:01:12.800 --> 00:01:13.400]  我想問一下
[00:01:13.400 --> 00:01:15.600]  有沒有一些我稍後講的情況
[00:01:15.600 --> 00:01:17.600]  你有出現的,不用舉手的
[00:01:17.600 --> 00:01:18.800]  你自己記住就可以了
[00:01:18.800 --> 00:01:20.800]  自己數一下你有多少個
[00:01:20.800 --> 00:01:23.000]  你有沒有一有空
[00:01:23.000 --> 00:01:25.400]  你就忍不住拿手機
[00:01:25.400 --> 00:01:26.600]  不其然的
[00:01:26.600 --> 00:01:28.000]  一坐下就拿手機
[00:01:28.000 --> 00:01:29.000]  或者站著沒有事做
[00:01:29.000 --> 00:01:30.200]  就拿手機
[00:01:30.200 --> 00:01:31.600]  不停地數
[00:01:31.600 --> 00:01:34.400]  看看有沒有最新的東西
[00:01:34.400 --> 00:01:35.800]  有沒有?自己想一下
[00:01:35.800 --> 00:01:36.800]  然後第二個
[00:01:36.800 --> 00:01:39.400]  你和朋友吃飯聊天的時候
[00:01:39.400 --> 00:01:43.600]  你又會毫不猶豫地看手機
[00:01:43.600 --> 00:01:46.000]  我不說你拿著手機不和別人聊天
[00:01:46.000 --> 00:01:47.800]  你不停地看手機
[00:01:47.800 --> 00:01:49.400]  有沒有更新?有沒有訊息?
[00:01:49.400 --> 00:01:50.200]  有人發訊息了
[00:01:50.200 --> 00:01:51.000]  我說什麼呢?
[00:01:51.000 --> 00:01:54.000]  會不會都不自覺地做了這個動作?
[00:01:54.000 --> 00:01:56.600]  又想一下
[00:01:56.600 --> 00:02:00.000]  那你會不會在發帖文之前
[00:02:00.000 --> 00:02:01.800]  你會反覆地修改
[00:02:01.800 --> 00:02:03.600]  又選一張最漂亮的
[00:02:03.600 --> 00:02:05.800]  然後覺得怎樣擺放
[00:02:05.800 --> 00:02:07.000]  什麼光暗
[00:02:07.000 --> 00:02:08.000]  有什麼襯托
[00:02:08.000 --> 00:02:09.200]  這樣是最好的
[00:02:09.200 --> 00:02:13.600]  然後很想很想呈現出最漂亮的一刻
[00:02:13.600 --> 00:02:15.400]  會不會呢?
[00:02:15.400 --> 00:02:16.400]  最後一個
[00:02:16.400 --> 00:02:19.800]  當你在IG或者看社交媒體看到
[00:02:19.800 --> 00:02:23.400]  我的朋友出來吃飯合照
[00:02:23.400 --> 00:02:24.800]  很過分的
[00:02:24.800 --> 00:02:27.600]  那一刻你會覺得自己
[00:02:27.600 --> 00:02:28.600]  我被忽略了
[00:02:28.600 --> 00:02:30.600]  或者我被人排了
[00:02:30.600 --> 00:02:36.600]  大家有沒有類似的狀況出現過?
[00:02:36.600 --> 00:02:38.600]  如果有的話
[00:02:38.600 --> 00:02:39.600]  大家
[00:02:39.600 --> 00:02:40.600]  你放心
[00:02:40.600 --> 00:02:42.600]  這個是不奇怪的
[00:02:42.600 --> 00:02:43.600]  為什麼呢?
[00:02:43.600 --> 00:02:48.600]  因為你們身處社交媒體的年代
[00:02:48.600 --> 00:02:54.200]  我們其實很容易會跌落社會比較焦慮
[00:02:54.200 --> 00:02:57.800]  以及錯失恐懼症的漩渦當中
[00:02:57.800 --> 00:03:00.800]  其實智能手機和社交媒體
[00:03:00.800 --> 00:03:03.400]  本來就是設計出來吸引
[00:03:03.400 --> 00:03:05.800]  就是想吸引我們不停地看
[00:03:05.800 --> 00:03:06.600]  聽不到的
[00:03:06.600 --> 00:03:09.400]  還有它的演算法
[00:03:09.400 --> 00:03:10.400]  你應該聽過
[00:03:10.400 --> 00:03:12.800]  它的演算法就是你喜歡看的東西
[00:03:12.800 --> 00:03:14.800]  它會不停地推給你
[00:03:14.800 --> 00:03:17.800]  所以你越看就越停不下來
[00:03:17.800 --> 00:03:19.400]  久而久之
[00:03:19.400 --> 00:03:24.000]  我們以為我們好像在與世界連繫
[00:03:24.000 --> 00:03:26.400]  但是其實我們內心
[00:03:26.400 --> 00:03:29.800]  沒有因為這樣而更加滿足
[00:03:29.800 --> 00:03:33.800]  我們以為自己聽到很多聲音
[00:03:33.800 --> 00:03:35.400]  但是實際上
[00:03:35.400 --> 00:03:41.000]  我們只是被無數的雜音在充斥我們
[00:03:41.000 --> 00:03:45.800]  在無數的通知、留言、讚好包圍之下
[00:03:45.800 --> 00:03:48.600]  我們甚至開始分不清楚
[00:03:48.600 --> 00:03:51.400]  究竟哪一把聲音才是最重要
[00:03:51.400 --> 00:03:54.000]  最值得我們去跟隨
[00:03:54.000 --> 00:03:57.400]  今天我們要看的就是《約翰福音》十章
[00:03:57.400 --> 00:04:00.600]  其實耶穌當時身處的環境
[00:04:00.600 --> 00:04:04.600]  都是充滿著爭議和雜聲的當中
[00:04:04.600 --> 00:04:09.400]  但是當然耶穌極其清楚地指出
[00:04:09.400 --> 00:04:11.400]  祂說:我的羊還沒到
[00:04:11.400 --> 00:04:13.800]  先上一頁
[00:04:13.800 --> 00:04:16.000]  我的羊聽我的聲音
[00:04:16.000 --> 00:04:17.400]  我也認識它們
[00:04:17.400 --> 00:04:19.400]  它們也跟著我
[00:04:19.400 --> 00:04:22.000]  在這個充滿著雜音的世界
[00:04:22.000 --> 00:04:25.600]  其實只有認得大目者的聲音
[00:04:25.600 --> 00:04:27.400]  並且願意跟隨的話
[00:04:27.400 --> 00:04:31.800]  我們才能夠真正認清自己的身份
[00:04:31.800 --> 00:04:35.600]  並且找回那種不會因為環境改變
[00:04:35.600 --> 00:04:40.200]  而失去的那份安全、平安和安全感
[00:04:40.200 --> 00:04:42.400]  今天就讓我們一起透過經文
[00:04:42.400 --> 00:04:45.800]  我們學習一下怎樣在這個時代裏面
[00:04:45.800 --> 00:04:49.000]  我們去學習分辨大目者的聲音
[00:04:49.000 --> 00:04:52.600]  我先講講第十章的背景
[00:04:52.600 --> 00:04:54.200]  其實在十章之前
[00:04:54.200 --> 00:04:55.600]  九章的時候
[00:04:55.600 --> 00:04:58.000]  耶穌在安息日裏面
[00:04:58.000 --> 00:05:02.400]  治療了一個出生時已經是失明的人
[00:05:02.400 --> 00:05:07.200]  這個人其實生活了在痛苦和黑暗之中很多年
[00:05:07.200 --> 00:05:11.000]  但是這群宗教領袖看到他被醫治之後
[00:05:11.000 --> 00:05:14.000]  他們關心的不是這個人被醫治了
[00:05:14.000 --> 00:05:19.600]  而是耶穌有沒有違反安息日的規矩
[00:05:19.600 --> 00:05:22.000]  因此去到第十章的時候
[00:05:22.000 --> 00:05:24.800]  耶穌用了牧羊人的比喻
[00:05:24.800 --> 00:05:27.200]  去回應這群宗教領袖
[00:05:27.200 --> 00:05:31.200]  祂首先將自己和賊、強盜作對比
[00:05:31.200 --> 00:05:33.200]  耶穌說:我是羊的門
[00:05:33.200 --> 00:05:37.400]  因為牧人會守住羊的羊圈
[00:05:37.400 --> 00:05:38.600]  去保護羊群
[00:05:38.600 --> 00:05:41.400]  但是賊和強盜
[00:05:41.400 --> 00:05:43.600]  祂只會顧自己的利益
[00:05:43.600 --> 00:05:49.800]  並且帶來的最終就是偷竊、傷害和毀壞
[00:05:49.800 --> 00:05:54.200]  之後耶穌又用好牧人和故宮去做一個對比
[00:05:54.200 --> 00:05:58.200]  好牧人是真心關心他的羊
[00:05:58.200 --> 00:06:00.600]  但是願意冒險保護他們
[00:06:00.600 --> 00:06:02.200]  甚至為羊寫命
[00:06:02.200 --> 00:06:05.200]  但是故宮卻只是瘦身的
[00:06:05.200 --> 00:06:07.000]  當危險來到的話
[00:06:07.000 --> 00:06:08.000]  他們會怎樣呢?
[00:06:08.000 --> 00:06:10.000]  他們會選擇自保
[00:06:10.000 --> 00:06:13.200]  丟下羊不顧就走了
[00:06:13.200 --> 00:06:14.800]  所以在這兩個比喻中
[00:06:14.800 --> 00:06:16.400]  耶穌用這兩個比喻
[00:06:16.400 --> 00:06:19.200]  去指出當時的這群宗教領袖
[00:06:19.200 --> 00:06:24.000]  並不是真正在牧養神的百姓
[00:06:24.000 --> 00:06:29.600]  他們最在意的是自己的權威和地位
[00:06:29.600 --> 00:06:32.600]  而不是百姓的需要
[00:06:32.600 --> 00:06:34.600]  而今天我們要看的經文
[00:06:34.600 --> 00:06:37.800]  就是10章22至42節
[00:06:37.800 --> 00:06:39.600]  就在這個背景之下
[00:06:39.600 --> 00:06:45.200]  記錄了耶穌和一群猶太領袖之間的一段很重要的對話
[00:06:45.200 --> 00:06:47.400]  經文有點長
[00:06:47.400 --> 00:06:50.800]  我們一起讀出今天的經文
[00:06:50.800 --> 00:06:52.800]  準備,1、2、3
[00:07:09.600 --> 00:07:13.000]  自基督就明白地告訴我們
[00:07:13.000 --> 00:07:14.800]  耶穌回答他們
[00:07:14.800 --> 00:07:16.800]  我已經告訴你們
[00:07:16.800 --> 00:07:18.400]  你們卻不信
[00:07:18.400 --> 00:07:21.200]  我奉我父的名所行的事
[00:07:21.200 --> 00:07:23.600]  可以為我作見證
[00:07:23.600 --> 00:07:25.200]  但是你們不信
[00:07:25.200 --> 00:07:27.600]  因為你們不是我的羊
[00:07:27.600 --> 00:07:29.800]  我的羊聽我的聲音
[00:07:29.800 --> 00:07:31.200]  我認識他們
[00:07:31.200 --> 00:07:33.400]  他們也跟從我
[00:07:33.400 --> 00:07:37.400]  並且我賜給他們永生
[00:07:37.400 --> 00:07:39.000]  他們永不滅亡
[00:07:39.000 --> 00:07:42.800]  誰也不能從我手裡把他們奪去
[00:07:42.800 --> 00:07:46.400]  我父所賜給我的比萬有都大
[00:07:46.400 --> 00:07:50.800]  誰也不能從我手裡把他們奪去
[00:07:50.800 --> 00:07:53.000]  我與父原為一
[00:07:53.000 --> 00:07:56.800]  猶太人又拿起石頭來要打他
[00:07:56.800 --> 00:07:58.600]  耶穌回應他們
[00:07:58.600 --> 00:08:03.400]  我做了許多從父那裡來的善事給你們看
[00:08:03.400 --> 00:08:07.400]  你們是為哪一件石頭打我呢?
[00:08:07.400 --> 00:08:10.600]  猶太人回答他
[00:08:10.600 --> 00:08:14.400]  我不是為了善事拿石頭打你
[00:08:14.400 --> 00:08:17.600]  而是為了你們是族神
[00:08:17.600 --> 00:08:19.400]  因為你們是個人
[00:08:19.400 --> 00:08:22.000]  卻把自己當作神
[00:08:22.000 --> 00:08:24.000]  耶穌回答他們
[00:08:24.000 --> 00:08:27.000]  你們的律法書上不是寫著
[00:08:27.000 --> 00:08:30.000]  我曾說你們是諸神嗎?
[00:08:30.000 --> 00:08:32.600]  經上的話是不能廢的
[00:08:32.600 --> 00:08:36.000]  如果那些領受上帝的道的人
[00:08:36.000 --> 00:08:39.200]  上帝尚且稱他們為諸神
[00:08:39.200 --> 00:08:41.800]  那麼父所分別為性
[00:08:41.800 --> 00:08:44.800]  猶猜到世上來的那位說
[00:08:44.800 --> 00:08:47.200]  我是上帝的兒子
[00:08:47.200 --> 00:08:49.000]  你們還對他說
[00:08:49.000 --> 00:08:51.400]  你們是族的媽媽
[00:08:51.400 --> 00:08:57.600]  我若不做了
[00:08:57.600 --> 00:08:59.600]  你們即使不信我
[00:08:59.600 --> 00:09:02.000]  也當信這些工作
[00:09:02.000 --> 00:09:04.600]  好讓你們知道並且明白
[00:09:04.600 --> 00:09:06.200]  父在我裡面
[00:09:06.200 --> 00:09:08.200]  我也在父裡面
[00:09:08.200 --> 00:09:11.000]  於是他們又要捉拿他
[00:09:11.000 --> 00:09:14.800]  他卻從他們手中逃脫了
[00:09:14.800 --> 00:09:18.400]  耶穌又往約旦河的東邊去
[00:09:18.400 --> 00:09:22.000]  到了約旦河的西邊
[00:09:22.000 --> 00:09:23.600]  就住在那裡
[00:09:23.600 --> 00:09:26.800]  有許多人來到他那裡說
[00:09:26.800 --> 00:09:29.600]  約翰沒有行過一件神蹟
[00:09:29.600 --> 00:09:34.800]  但約翰所說的一切話都是真的
[00:09:34.800 --> 00:09:37.800]  那裡有許多人信了耶穌
[00:09:37.800 --> 00:09:39.600]  我們一起禱告
[00:09:39.600 --> 00:09:40.800]  慈悲的天父
[00:09:40.800 --> 00:09:45.400]  多謝你讓我們今天能夠一同來到你的面前去敬拜你
[00:09:45.400 --> 00:09:47.800]  此刻求你安靜我們的心
[00:09:47.800 --> 00:09:49.400]  開啟我們的耳朵
[00:09:49.400 --> 00:09:51.600]  讓我們聽到你的聲音
[00:09:51.600 --> 00:09:55.400]  願你的話語親自對我們說話
[00:09:55.400 --> 00:09:57.800]  引導我們更深的認識你
[00:09:57.800 --> 00:09:59.200]  學習跟隨你
[00:09:59.200 --> 00:10:01.200]  奉主的名字,阿門
[00:10:01.200 --> 00:10:03.400]  我們可以看看
[00:10:03.400 --> 00:10:06.000]  今天第一個分題是「別讓雜音使你迷失」
[00:10:06.000 --> 00:10:08.200]  我們可以從經文看到
[00:10:08.200 --> 00:10:14.400]  首先,當時約翰福音出現的節日是很特別的
[00:10:14.400 --> 00:10:15.400]  是有原因的
[00:10:15.400 --> 00:10:16.600]  我們來看看
[00:10:16.600 --> 00:10:20.400]  其實經文一開始就說當時是獻殿節
[00:10:20.400 --> 00:10:22.800]  有人知道獻殿節是甚麼節日嗎?
[00:10:22.800 --> 00:10:27.800]  我們教會好像沒有舉辦獻殿節
[00:10:27.800 --> 00:10:29.400]  知道是甚麼日子嗎?
[00:10:29.400 --> 00:10:33.200]  其實獻殿節不是在舊約裏的節日
[00:10:33.200 --> 00:10:35.800]  它是在兩約之間
[00:10:35.800 --> 00:10:38.400]  即是在新約舊約之間的一段時間
[00:10:38.400 --> 00:10:40.400]  發生的一個歷史
[00:10:40.400 --> 00:10:42.400]  而發生的當時
[00:10:42.400 --> 00:10:46.400]  其實猶大地是被敘利亞的希臘王
[00:10:46.400 --> 00:10:49.000]  安提亞古四世統治的
[00:10:49.000 --> 00:10:54.200]  而這個王大力打壓猶太信徒
[00:10:54.200 --> 00:11:00.200]  他甚至在聖殿的祭壇上獻朱來竊竹神
[00:11:00.200 --> 00:11:03.600]  因為猶太人絕對不會做這件事
[00:11:03.600 --> 00:11:06.400]  他們在祭壇上獻朱、竊竹神
[00:11:06.400 --> 00:11:10.800]  所以引起當時猶太人極之憤怒
[00:11:10.800 --> 00:11:14.200]  然後有一個瑪加比的家族
[00:11:14.200 --> 00:11:17.200]  他帶領著那些百姓去反抗
[00:11:17.200 --> 00:11:21.600]  最終成功奪回耶路撒冷和聖殿
[00:11:21.600 --> 00:11:26.400]  之後這班猶太人結正冊聖殿
[00:11:26.400 --> 00:11:29.200]  然後重新修復祭壇
[00:11:29.200 --> 00:11:33.800]  然後他們重新把聖殿獻給神
[00:11:33.800 --> 00:11:39.200]  所以他們每一年都會去做獻殿節
[00:11:39.200 --> 00:11:42.000]  紀念這件事
[00:11:42.000 --> 00:11:46.000]  所以獻殿節不單單是一個宗教節期
[00:11:46.000 --> 00:11:51.400]  其實它更加代表著民族的解放和信仰的復興
[00:11:51.400 --> 00:11:53.000]  在這個背景下
[00:11:53.000 --> 00:11:56.000]  我們看今天的經文時
[00:11:56.000 --> 00:11:59.000]  就更加明白當時發生的事
[00:11:59.000 --> 00:12:01.600]  接著我們再看看
[00:12:01.600 --> 00:12:04.600]  耶穌與一班猶太人的一段對話
[00:12:04.600 --> 00:12:06.600]  我們在經文中看到
[00:12:06.600 --> 00:12:12.400]  其實耶穌在聖殿裡所羅門的廊下走路時
[00:12:12.400 --> 00:12:15.000]  其實那裡有很多猶太人聚集的地方
[00:12:15.000 --> 00:12:19.800]  有一班猶太人走過來圍著耶穌
[00:12:19.800 --> 00:12:21.400]  我想問問大家
[00:12:21.400 --> 00:12:23.800]  他們圍著耶穌這個行動
[00:12:23.800 --> 00:12:26.400]  其實他們是因為很仰慕耶穌
[00:12:26.400 --> 00:12:27.800]  想請教祂
[00:12:27.800 --> 00:12:30.800]  還是他們想挑戰耶穌呢?
[00:12:30.800 --> 00:12:32.400]  對了,真聰明
[00:12:32.400 --> 00:12:34.800]  其實圍著這個字
[00:12:34.800 --> 00:12:37.400]  其實原文是帶有敵意的
[00:12:37.400 --> 00:12:42.600]  就是說刻意把一個人包圍起來
[00:12:42.600 --> 00:12:44.600]  而換句話說
[00:12:44.600 --> 00:12:45.400]  剛才說了
[00:12:45.400 --> 00:12:48.600]  我問他們是否很想虛心受教呢?
[00:12:48.600 --> 00:12:49.400]  其實不是
[00:12:49.400 --> 00:12:51.600]  他們不是真的想要答案
[00:12:51.600 --> 00:12:55.000]  他們其實是想捉住耶穌的把柄
[00:12:55.000 --> 00:12:58.000]  去找機會對付耶穌
[00:12:58.000 --> 00:12:59.600]  他們問耶穌一個問題
