
[00:00:00.000 --> 00:00:02.240]  各位電影姊妹早晨
[00:00:02.240 --> 00:00:05.240]  多謝敬拜隊剛才參加的詩歌
[00:00:05.240 --> 00:00:08.440]  當中也提及到詩篇的詩歌
[00:00:08.440 --> 00:00:11.560]  對於我來說也是很大的提醒和鼓勵
[00:00:11.560 --> 00:00:15.960]  首先我也很想在新年當中說一些祝福的話
[00:00:15.960 --> 00:00:18.440]  首先祝大家各位新年蒙恩
[00:00:18.440 --> 00:00:19.920]  步步高升
[00:00:19.920 --> 00:00:21.920]  靈明步步高升
[00:00:21.920 --> 00:00:23.240]  在新年當中
[00:00:23.240 --> 00:00:26.560]  中國人通常都很喜歡說一些祝福的話
[00:00:26.560 --> 00:00:27.520]  好像我剛才這樣
[00:00:27.520 --> 00:00:31.080]  或者今年很流行的祝福話
[00:00:31.080 --> 00:00:32.360]  都是說身體健康
[00:00:32.360 --> 00:00:34.360]  或者百毒不侵
[00:00:34.360 --> 00:00:36.760]  除了說祝福的話外
[00:00:36.760 --> 00:00:38.760]  很多人家裡都喜歡掛一些徽章
[00:00:38.760 --> 00:00:43.640]  或者掛一些有吉祥意義的圖像
[00:00:43.640 --> 00:00:47.240]  但這些圖像是否真的有福呢
[00:00:47.240 --> 00:00:49.720]  其實並非如此
[00:00:49.720 --> 00:00:55.320]  例如不知道你家裡會否貼這東西在你家裡
[00:00:56.320 --> 00:01:01.800]  這個黑咕噠噠污糟的東西
[00:01:01.800 --> 00:01:03.240]  你會否貼在家裡呢
[00:01:03.240 --> 00:01:06.040]  相信很多中國人都不會貼
[00:01:06.040 --> 00:01:08.280]  但有很多人真的貼
[00:01:08.280 --> 00:01:09.480]  為什麼呢
[00:01:09.480 --> 00:01:11.960]  因為其實這個是財神
[00:01:11.960 --> 00:01:14.440]  這個是財神的真身
[00:01:14.440 --> 00:01:17.800]  我們今天看到的財神其實是整容後的財神
[00:01:17.800 --> 00:01:21.800]  就是這個很開心很有趣很帥的財神
[00:01:21.800 --> 00:01:26.120]  但其實這個黑咕噠噠才是真正的財神
[00:01:26.120 --> 00:01:27.640]  不說不知道
[00:01:27.640 --> 00:01:30.360]  其實這個財神原本是一個瘟神
[00:01:30.360 --> 00:01:31.480]  瘟神是什麼神呢
[00:01:31.480 --> 00:01:33.720]  就是把瘟疫帶給人的神
[00:01:33.720 --> 00:01:37.640]  當大家知道財神真正的面貌
[00:01:37.640 --> 00:01:41.640]  你還會否貼這東西在你家裡求福呢
[00:01:41.640 --> 00:01:44.840]  今天的講題叫迎春接福
[00:01:44.840 --> 00:01:48.440]  我希望大家能夠把真正的福氣接回家
[00:01:48.440 --> 00:01:51.960]  首先我也很想邀請大家一起低頭禱告
[00:01:51.960 --> 00:01:53.560]  參加天父上帝
[00:01:53.560 --> 00:01:56.120]  祢是創始成中的神
[00:01:56.120 --> 00:01:58.200]  萬有都出於祢
[00:01:58.200 --> 00:01:59.320]  主我們感謝祢
[00:01:59.320 --> 00:02:01.240]  讓我們中國人有農曆新年
[00:02:01.240 --> 00:02:03.800]  以致我們更加有一個更新的機會
[00:02:03.800 --> 00:02:08.040]  主求祢的靈真的充滿我們心裡
[00:02:08.040 --> 00:02:10.600]  讓我們今天在聽到的當中
[00:02:10.600 --> 00:02:13.000]  都能夠得到神的鼓勵安慰
[00:02:13.000 --> 00:02:15.640]  甚至能夠過一個有福的人生
[00:02:15.640 --> 00:02:19.640]  以上的禱告是奉主耶穌基督的名義祈求
[00:02:19.640 --> 00:02:20.760]  阿們
[00:02:20.760 --> 00:02:24.280]  今天正道經文是詩篇第一篇
[00:02:24.280 --> 00:02:27.320]  當中提及到人如何得到福
[00:02:27.320 --> 00:02:29.720]  而這個福令人的生命很美
[00:02:29.720 --> 00:02:31.640]  甚至是一個不枯乾的生命
[00:02:31.640 --> 00:02:35.160]  詩篇是屬於智慧文學的其中一卷書
