
[00:00:00.000 --> 00:00:03.000]  由我們聽到之先跟祂禱告
[00:00:03.000 --> 00:00:07.000]  真是主我們多謝祢
[00:00:07.000 --> 00:00:08.000]  主啊
[00:00:08.000 --> 00:00:12.000]  彼得前書四章七至八那裡告訴我們
[00:00:12.000 --> 00:00:15.000]  萬物的結局近了
[00:00:15.000 --> 00:00:19.000]  所以我們最重要是要彼此切實相愛
[00:00:19.000 --> 00:00:21.000]  因為愛能夠遮掩很多的罪
[00:00:21.000 --> 00:00:26.000]  主啊求祢幫助我們在這段時間
[00:00:26.000 --> 00:00:28.000]  我們常常見到耳巴的衝突
[00:00:28.000 --> 00:00:32.000]  見到末世很快就會來臨的時間
[00:00:32.000 --> 00:00:34.000]  我們在這個末世的時間
[00:00:34.000 --> 00:00:36.000]  我們來切實相愛
[00:00:36.000 --> 00:00:38.000]  求聖靈充滿我們每一個
[00:00:38.000 --> 00:00:41.000]  讓講的聽的都能夠避禮的話
[00:00:41.000 --> 00:00:42.000]  去更新
[00:00:42.000 --> 00:00:44.000]  讓我們的生命結出果子
[00:00:44.000 --> 00:00:46.000]  祈禱奉主名求
[00:00:46.000 --> 00:00:47.000]  阿們
[00:00:47.000 --> 00:00:50.000]  今天我的講題是
[00:00:50.000 --> 00:00:53.000]  歡喜同耶穌吃飯
[00:00:53.000 --> 00:00:55.000]  在末世的時代
[00:00:55.000 --> 00:00:58.000]  我們更加要來到歡喜同耶穌吃飯
[00:00:58.000 --> 00:01:01.000]  因為我們要活出一個相愛的生命
[00:01:01.000 --> 00:01:04.000]  所以我想問問大家兩條問題
[00:01:04.000 --> 00:01:06.000]  你喜歡和哪些人吃飯?
[00:01:06.000 --> 00:01:08.000]  你現在在腦海想到哪一個呢?
[00:01:08.000 --> 00:01:12.000]  咦?這麼好笑
[00:01:12.000 --> 00:01:14.000]  你喜歡哪一個呢?
[00:01:14.000 --> 00:01:16.000]  同家人?
[00:01:16.000 --> 00:01:17.000]  你腦海是嗎?
[00:01:17.000 --> 00:01:19.000]  朋友?我不會叫大家舉手
[00:01:19.000 --> 00:01:20.000]  免得大家尷尬
[00:01:20.000 --> 00:01:23.000]  弟兄姊妹?同事?
[00:01:23.000 --> 00:01:25.000]  上司?下屬?
[00:01:25.000 --> 00:01:27.000]  還是某階層的人呢?
[00:01:27.000 --> 00:01:29.000]  還是罪人呢?
[00:01:29.000 --> 00:01:31.000]  應該沒有吧?
[00:01:31.000 --> 00:01:32.000]  現在問問大家
[00:01:32.000 --> 00:01:35.000]  有多少人喜歡和罪人吃飯?
[00:01:35.000 --> 00:01:37.000]  或者得罪你的人吃飯?
[00:01:37.000 --> 00:01:39.000]  沒有吧?
[00:01:39.000 --> 00:01:41.000]  應該沒有了
[00:01:41.000 --> 00:01:44.000]  如果這個得罪你的人
[00:01:44.000 --> 00:01:45.000]  或者這群人
[00:01:45.000 --> 00:01:47.000]  他信了耶穌呢?
[00:01:47.000 --> 00:01:49.000]  或者他願意悔改呢?
[00:01:49.000 --> 00:01:50.000]  你願不願意?
[00:01:50.000 --> 00:01:53.000]  你會不會很歡喜地和他吃飯呢?
[00:01:53.000 --> 00:01:54.000]  不會啊
[00:01:54.000 --> 00:01:55.000]  真好啊
[00:01:55.000 --> 00:01:57.000]  那不用聽今天這篇了
[00:01:57.000 --> 00:02:02.000]  原來吃東西要吃得開心
[00:02:02.000 --> 00:02:05.000]  確實不單單看我們吃什麼
[00:02:05.000 --> 00:02:08.000]  也要看我們和誰去吃
[00:02:08.000 --> 00:02:10.000]  和不喜歡的人吃
[00:02:10.000 --> 00:02:12.000]  可能你會寧願不吃
[00:02:12.000 --> 00:02:15.000]  就好像《針研》15章17節說
[00:02:15.000 --> 00:02:17.000]  有愛
[00:02:17.000 --> 00:02:20.000]  吃素菜也強於傷痕
[00:02:20.000 --> 00:02:22.000]  吃肥牛
[00:02:22.000 --> 00:02:25.000]  無論是燒的還是吃火鍋
[00:02:25.000 --> 00:02:27.000]  都寧願吃素菜
[00:02:27.000 --> 00:02:29.000]  和喜歡的人一起
[00:02:29.000 --> 00:02:30.000]  所以原來吃東西
[00:02:30.000 --> 00:02:31.000]  不單單是吃食物
[00:02:31.000 --> 00:02:33.000]  是吃愛
[00:02:33.000 --> 00:02:35.000]  是吃關係
[00:02:35.000 --> 00:02:37.000]  也是吃接納
[00:02:37.000 --> 00:02:39.000]  今天我們有個翻嫁會
[00:02:39.000 --> 00:02:41.000]  不知道你們吃飯了嗎?
[00:02:41.000 --> 00:02:42.000]  還沒有
[00:02:42.000 --> 00:02:44.000]  對啊,午堂我也不知道
[00:02:44.000 --> 00:02:45.000]  還沒有吃
[00:02:45.000 --> 00:02:47.000]  不知道你們有沒有約大英姐妹吃飯
[00:02:47.000 --> 00:02:50.000]  或者你們團契前後也會約大英姐妹吃飯
[00:02:50.000 --> 00:02:53.000]  有一本書叫《與耶穌飲飲食食》
[00:02:53.000 --> 00:02:57.000]  這本是講飲食神學的書
[00:02:57.000 --> 00:03:01.000]  教會就是聚餐
[00:03:01.000 --> 00:03:02.000]  為什麼呢?
[00:03:02.000 --> 00:03:05.000]  因為《使徒函傳》2章46-47節說
[00:03:05.000 --> 00:03:08.000]  他們天天在家裡擦餅
[00:03:08.000 --> 00:03:11.000]  傳著歡喜誠實的心用飯
[00:03:11.000 --> 00:03:14.000]  主就將得救的人天天加給他們
[00:03:14.000 --> 00:03:17.000]  這裡強調的不是多久一次吃飯
[00:03:17.000 --> 00:03:19.000]  或者多久一次聖餐
[00:03:19.000 --> 00:03:23.000]  更加強調的是教會是以耶穌的愛來發動
[00:03:23.000 --> 00:03:26.000]  會出一個彼此接納
[00:03:26.000 --> 00:03:28.000]  好像家人天天
[00:03:28.000 --> 00:03:29.000]  無法避開
[00:03:29.000 --> 00:03:31.000]  教會也可以避開
[00:03:31.000 --> 00:03:32.000]  他們天天
[00:03:32.000 --> 00:03:35.000]  你喜不喜歡都要一起吃飯
[00:03:35.000 --> 00:03:38.000]  這樣教會就會復興
[00:03:38.000 --> 00:03:41.000]  今天我們恩福家不知道又怎樣呢?
[00:03:41.000 --> 00:03:46.000]  如果我們是因為不能彼此接納
[00:03:46.000 --> 00:03:50.000]  所以不能和某某人一起吃飯的話
[00:03:50.000 --> 00:03:54.000]  今天的經文就要帶領我們
[00:03:54.000 --> 00:03:56.000]  先來歡喜
[00:03:56.000 --> 00:03:57.000]  不是和那個人吃飯
[00:03:57.000 --> 00:03:59.000]  先歡喜和耶穌吃飯
[00:03:59.000 --> 00:04:00.000]  即是怎樣呢?
[00:04:00.000 --> 00:04:02.000]  大家聽下去就知道
[00:04:02.000 --> 00:04:06.000]  今天的經文是大家非常熟悉的浪子的比喻
[00:04:06.000 --> 00:04:10.000]  不過不知道大家有沒有留意這段經文的場景
[00:04:10.000 --> 00:04:12.000]  為什麼耶穌要說這段經文
[00:04:12.000 --> 00:04:14.000]  原來和吃飯有關的
[00:04:14.000 --> 00:04:15.000]  不知道有沒有留意
[00:04:15.000 --> 00:04:19.000]  我們一起讀15章路加福音1-3節
[00:04:19.000 --> 00:04:23.000]  許多罪利和罪人都靠近耶穌
[00:04:23.000 --> 00:04:25.000]  要聽他講道
[00:04:25.000 --> 00:04:28.000]  快利塞人和文士私下議論說
[00:04:28.000 --> 00:04:32.000]  這個人接納罪人又和他們吃飯
[00:04:32.000 --> 00:04:36.000]  耶穌就用比喻對他們說
[00:04:36.000 --> 00:04:42.000]  當時有很多罪利和罪人和耶穌一起吃飯
[00:04:42.000 --> 00:04:47.000]  引起了快利塞人和文士私下議論
[00:04:47.000 --> 00:04:50.000]  愚民的意思是低聲抱怨
[00:04:50.000 --> 00:04:54.000]  因為耶穌和他們吃飯其實是表達什麼呢?
[00:04:54.000 --> 00:04:58.000]  經文說是表達一份接納
[00:04:58.000 --> 00:04:59.000]  很特別
[00:04:59.000 --> 00:05:04.000]  接納這個字的愚民是歡迎、等候、盼望
[00:05:04.000 --> 00:05:07.000]  就是耶穌要說的比喻
[00:05:07.000 --> 00:05:11.000]  信息是歡迎、等候、盼望
[00:05:11.000 --> 00:05:15.000]  對追求聖潔的宗教領袖
[00:05:15.000 --> 00:05:17.000]  我們也是追求聖潔的
[00:05:17.000 --> 00:05:19.000]  對這些領袖來說
[00:05:19.000 --> 00:05:23.000]  耶穌作為一個猶太人還是夫子
[00:05:23.000 --> 00:05:28.000]  怎麼能和一群得罪自己的人
[00:05:28.000 --> 00:05:31.000]  賣國賊的這些罪利
[00:05:31.000 --> 00:05:33.000]  一起吃飯還是罪人
[00:05:33.000 --> 00:05:36.000]  簡直對他們來說是匪夷所思的事
[00:05:36.000 --> 00:05:39.000]  耶穌就在這樣的情況下
[00:05:39.000 --> 00:05:42.000]  說這三個比喻
[00:05:42.000 --> 00:05:44.000]  這三個比喻是什麼呢?
[00:05:44.000 --> 00:05:47.000]  4-7節是失陽
[00:05:47.000 --> 00:05:49.000]  8-10節是失前
[00:05:49.000 --> 00:05:52.000]  11-32節是失子
[00:05:52.000 --> 00:05:54.000]  就是今天正道的經文
[00:05:54.000 --> 00:05:56.000]  失子的比喻
[00:05:56.000 --> 00:05:57.000]  不過我們要留意
[00:05:57.000 --> 00:06:01.000]  這個比喻這個字是單數來的
[00:06:01.000 --> 00:06:04.000]  即是這三個其實是一個比喻
[00:06:04.000 --> 00:06:06.000]  這三個是一個比喻
[00:06:06.000 --> 00:06:09.000]  我們可以說是一個三合一的比喻
[00:06:09.000 --> 00:06:12.000]  第一個失陽和第二個失前的故事
[00:06:12.000 --> 00:06:14.000]  是比較簡單、簡短的
[00:06:14.000 --> 00:06:16.000]  結構是非常平衡
[00:06:16.000 --> 00:06:18.000]  兩個故事都是以一個猶太人
[00:06:18.000 --> 00:06:21.000]  非常熟悉的情景來作出反問
[00:06:21.000 --> 00:06:22.000]  第四節
[00:06:22.000 --> 00:06:25.000]  你們中間哪有一百隻羊
[00:06:25.000 --> 00:06:27.000]  失去了其中一隻
[00:06:27.000 --> 00:06:30.000]  不會將這九十九隻留在曠野
[00:06:30.000 --> 00:06:32.000]  去找那個失去的羊
[00:06:32.000 --> 00:06:34.000]  直到找到
[00:06:34.000 --> 00:06:35.000]  第八節
[00:06:35.000 --> 00:06:37.000]  同樣哪一個婦人
[00:06:37.000 --> 00:06:38.000]  有十塊錢
[00:06:38.000 --> 00:06:39.000]  失落了一塊
[00:06:39.000 --> 00:06:40.000]  不會點上燈打掃
[00:06:40.000 --> 00:06:41.000]  屋子細細地找
