
[00:00:00.000 --> 00:00:03.000]  好,鄭英哲,慕容平安
[00:00:03.000 --> 00:00:07.000]  今天跟大家分享神的話語
[00:00:07.000 --> 00:00:15.000]  看到講題,題目是想像中的上帝
[00:00:15.000 --> 00:00:21.000]  在馬太福音十二章三十八至四十二節
[00:00:21.000 --> 00:00:24.000]  開始之前想問大家一個問題
[00:00:24.000 --> 00:00:26.000]  有沒有玩過這個Block Game?
[00:00:26.000 --> 00:00:28.000]  有玩過
[00:00:28.000 --> 00:00:33.000]  我女兒很喜歡玩,經常跟她玩
[00:00:33.000 --> 00:00:36.000]  最初跟她一起玩的時候
[00:00:36.000 --> 00:00:41.000]  當然要學怎麼玩,要知道規矩
[00:00:41.000 --> 00:00:47.000]  一知道規矩就覺得很難玩
[00:00:47.000 --> 00:00:51.000]  舉一個例子,她突破不了的
[00:00:51.000 --> 00:00:59.000]  其實第一次出牌,要出三隻牌
[00:00:59.000 --> 00:01:02.000]  加起來一定要超過30個數字
[00:01:02.000 --> 00:01:10.000]  她覺得很難,怎麼可以一開始就做到
[00:01:10.000 --> 00:01:16.000]  她就說,不如我們不要跟這個規矩
[00:01:16.000 --> 00:01:23.000]  跟什麼規矩?沒有門檻
[00:01:23.000 --> 00:01:28.000]  總之湊夠排列次序就可以出牌
[00:01:28.000 --> 00:01:32.000]  另外還要改了很多規矩,不能進六
[00:01:32.000 --> 00:01:36.000]  總之一直改到她覺得很好玩為止
[00:01:36.000 --> 00:01:42.000]  或者改到她覺得玩得到
[00:01:42.000 --> 00:01:46.000]  總之就是跟自己的規矩去玩
[00:01:46.000 --> 00:01:50.000]  很有趣的,有時候我們會這樣
[00:01:50.000 --> 00:01:52.000]  我們很喜歡改了一些東西
[00:01:52.000 --> 00:01:55.000]  最重要是改到合自己的心意
[00:01:55.000 --> 00:02:00.000]  合自己的心意,人就開心很多,舒暢很多
[00:02:00.000 --> 00:02:03.000]  今天這段經文
[00:02:03.000 --> 00:02:08.000]  在馬太福音十二章三十八至四十二節
[00:02:08.000 --> 00:02:11.000]  有一個可能大家都熟悉的經文
[00:02:11.000 --> 00:02:16.000]  就是文士和法利塞人去問耶穌
[00:02:16.000 --> 00:02:19.000]  想祂顯多一個神蹟出來
[00:02:19.000 --> 00:02:21.000]  我們先一起讀這段經文
[00:02:21.000 --> 00:02:25.000]  馬太福音十二章三十八至四十二節
[00:02:25.000 --> 00:02:29.000]  當時有幾個文士和法利塞人對耶穌說
[00:02:29.000 --> 00:02:34.000]  夫子,我們願意你顯個神蹟給我們看
[00:02:34.000 --> 00:02:36.000]  耶穌回答說
[00:02:36.000 --> 00:02:40.000]  一個邪惡淫亂的世代求看神蹟
[00:02:40.000 --> 00:02:43.000]  除了先知若拿的神蹟以外
[00:02:43.000 --> 00:02:46.000]  再沒有神蹟給他們看
[00:02:46.000 --> 00:02:49.000]  若拿三日三夜在大禹福徒
[00:02:49.000 --> 00:02:54.000]  人子也要這樣三日三夜地站在對頭
[00:02:54.000 --> 00:02:56.000]  當審判的時候
[00:02:56.000 --> 00:03:00.000]  你尼未人要起來定這世代的罪
[00:03:00.000 --> 00:03:05.000]  因為尼尼未人聽了若拿所傳就悔改了
[00:03:05.000 --> 00:03:09.000]  看那在那裡比若拿更大
[00:03:09.000 --> 00:03:11.000]  當審判的時候
[00:03:11.000 --> 00:03:15.000]  南方的女王要起來定這世代的罪
[00:03:15.000 --> 00:03:18.000]  因為她從地極而來
[00:03:18.000 --> 00:03:20.000]  要聽所羅門的智慧說
[00:03:20.000 --> 00:03:25.000]  看那在這裡有一人比所羅門更大
[00:03:25.000 --> 00:03:27.000]  在這段經文裡面
[00:03:27.000 --> 00:03:31.000]  一開始有一個要求發生
[00:03:31.000 --> 00:03:36.000]  就是要求耶穌顯一個神蹟
[00:03:36.000 --> 00:03:38.000]  當你一開始看的時候
[00:03:38.000 --> 00:03:40.000]  其實他交代了時間
[00:03:40.000 --> 00:03:42.000]  就是當時
[00:03:42.000 --> 00:03:46.000]  當時應該是一個情況當中
[00:03:46.000 --> 00:03:48.000]  究竟發生什麼事
[00:03:48.000 --> 00:03:51.000]  其實你要看上文的時候
[00:03:51.000 --> 00:03:55.000]  其實上文發生一些事情
[00:03:55.000 --> 00:04:00.000]  例如最近在說耶穌趕鬼的時候
[00:04:00.000 --> 00:04:04.000]  就被法利塞人控訴耶穌
[00:04:04.000 --> 00:04:07.000]  你靠的不是上帝的能力
[00:04:07.000 --> 00:04:09.000]  你靠的是什麼能力
[00:04:09.000 --> 00:04:10.000]  你也是趕鬼
[00:04:10.000 --> 00:04:12.000]  魔鬼
[00:04:12.000 --> 00:04:15.000]  否定他的能力
[00:04:15.000 --> 00:04:18.000]  或者在這個神蹟裡面
[00:04:18.000 --> 00:04:22.000]  其實是希望讓人看到耶穌的身份
[00:04:22.000 --> 00:04:24.000]  但是對法利塞人來說
[00:04:24.000 --> 00:04:26.000]  是有另外一些東西的
[00:04:26.000 --> 00:04:31.000]  隨之而來就是耶穌對法利塞人的控訴
[00:04:31.000 --> 00:04:35.000]  就是說了好樹和壞樹
[00:04:35.000 --> 00:04:37.000]  結好果子和壞果子
[00:04:37.000 --> 00:04:41.000]  去說這群法利塞人是壞樹
[00:04:41.000 --> 00:04:42.000]  結壞果子出來
[00:04:42.000 --> 00:04:43.000]  就是你心地不好
[00:04:43.000 --> 00:04:45.000]  你看的東西都不好
[00:04:45.000 --> 00:04:47.000]  在這個狀況裡面
[00:04:47.000 --> 00:04:53.000]  其實當時耶穌和法利塞人的關係是怎麼樣
[00:04:53.000 --> 00:04:55.000]  充滿張力
[00:04:55.000 --> 00:04:58.000]  其實是你控訴我
[00:04:58.000 --> 00:05:01.000]  我又說你不是
[00:05:01.000 --> 00:05:05.000]  所以在這裡整個環境裡面
[00:05:05.000 --> 00:05:08.000]  其實是當時
[00:05:08.000 --> 00:05:09.000]  所以如果你看經文的時候
[00:05:09.000 --> 00:05:10.000]  當時
[00:05:10.000 --> 00:05:13.000]  這個當時其實你要看下去
[00:05:13.000 --> 00:05:16.000]  就是他們充滿張力
[00:05:16.000 --> 00:05:21.000]  很多的不滿彼此
[00:05:21.000 --> 00:05:25.000]  但是很有趣
[00:05:25.000 --> 00:05:26.000]  很多不滿
[00:05:26.000 --> 00:05:29.000]  但是法利塞人是怎麼對耶穌說的
[00:05:29.000 --> 00:05:31.000]  就是夫子
[00:05:31.000 --> 00:05:32.000]  用夫子
[00:05:32.000 --> 00:05:35.000]  就是說認你是老師
[00:05:35.000 --> 00:05:38.000]  教我們東西
[00:05:38.000 --> 00:05:42.000]  不過如果你加上當時的情況
[00:05:42.000 --> 00:05:44.000]  你可以加一些語氣進去
[00:05:44.000 --> 00:05:45.000]  如果讓你自己讀一次
[00:05:45.000 --> 00:05:49.000]  你會怎麼讀這個夫子這個字
[00:05:49.000 --> 00:05:51.000]  喂 夫子
[00:05:51.000 --> 00:05:53.000]  弄個神蹟來看看
[00:05:53.000 --> 00:05:56.000]  不如大概這樣
[00:05:56.000 --> 00:06:00.000]  其實是一個挑戰
[00:06:00.000 --> 00:06:02.000]  挑戰耶穌
[00:06:02.000 --> 00:06:05.000]  來到去
[00:06:05.000 --> 00:06:08.000]  你是不是真的
[00:06:08.000 --> 00:06:10.000]  你說你自己是一個神的兒子
[00:06:10.000 --> 00:06:12.000]  這個身份的時候
[00:06:12.000 --> 00:06:14.000]  所以其實他不是去討教
[00:06:14.000 --> 00:06:16.000]  不是說夫子
[00:06:16.000 --> 00:06:18.000]  所以你教導我
[00:06:18.000 --> 00:06:19.000]  不是這件事
[00:06:19.000 --> 00:06:21.000]  而是他要升級
[00:06:21.000 --> 00:06:24.000]  差不多是有一點挑釁
[00:06:24.000 --> 00:06:26.000]  但是他怎麼去挑釁
[00:06:26.000 --> 00:06:28.000]  或者怎麼去升級這一場的爭論
[00:06:28.000 --> 00:06:30.000]  就是要神蹟
[00:06:30.000 --> 00:06:33.000]  但是其實如果你再向上一點
[00:06:33.000 --> 00:06:35.000]  一直數這個上文
[00:06:35.000 --> 00:06:40.000]  其實有沒有神蹟做過
[00:06:40.000 --> 00:06:42.000]  就是耶穌
[00:06:42.000 --> 00:06:45.000]  我先蓋出來
[00:06:45.000 --> 00:06:46.000]  蓋到第八章
[00:06:46.000 --> 00:06:48.000]  因為展示不完
[00:06:48.000 --> 00:06:51.000]  其實一直都是很多的醫病趕鬼
[00:06:51.000 --> 00:06:54.000]  很多的神蹟
[00:06:54.000 --> 00:06:56.000]  這個我不是想要全部告訴你
[00:06:56.000 --> 00:06:58.000]  而是不是沒有
[00:06:58.000 --> 00:07:01.000]  還要是一堆神蹟在前面
[00:07:01.000 --> 00:07:06.000]  為什麼還要顯出神蹟呢
[00:07:06.000 --> 00:07:07.000]  究竟是什麼原因
[00:07:07.000 --> 00:07:09.000]  他要再顯出神蹟
[00:07:09.000 --> 00:07:11.000]  搖家屋叫
[00:07:11.000 --> 00:07:13.000]  另外就是
[00:07:13.000 --> 00:07:15.000]  當你看神蹟
[00:07:15.000 --> 00:07:19.000]  神蹟這個字本身是什麼意思
[00:07:19.000 --> 00:07:21.000]  神蹟如果英文翻譯是sign
[00:07:21.000 --> 00:07:24.000]  就是一個標記
[00:07:24.000 --> 00:07:25.000]  或者標誌
[00:07:25.000 --> 00:07:26.000]  或者記號
[00:07:26.000 --> 00:07:28.000]  如果我們路牌其實也是
[00:07:28.000 --> 00:07:30.000]  就是這個sign
[00:07:30.000 --> 00:07:33.000]  是一個指向
[00:07:33.000 --> 00:07:36.000]  我們如果找路
[00:07:36.000 --> 00:07:39.000]  有時候都是要靠路牌來告訴你
[00:07:39.000 --> 00:07:41.000]  其實神蹟也是
[00:07:41.000 --> 00:07:44.000]  其實原意或者意思
[00:07:44.000 --> 00:07:47.000]  當有這個事發生的時候
[00:07:47.000 --> 00:07:51.000]  就是耶穌基督去行神蹟的時候
[00:07:51.000 --> 00:07:54.000]  其實他是想怎樣
[00:07:54.000 --> 00:07:57.000]  他是想人看到上帝
[00:07:57.000 --> 00:08:00.000]  這個是要讓人
[00:08:00.000 --> 00:08:03.000]  帶領人指向上帝
[00:08:03.000 --> 00:08:05.000]  但是經過了這麼多神蹟
[00:08:05.000 --> 00:08:08.000]  快賽人看到這麼多
[00:08:08.000 --> 00:08:11.000]  但是他當不當這些是神蹟
[00:08:11.000 --> 00:08:13.000]  沒有
[00:08:13.000 --> 00:08:14.000]  沒有當過是
[00:08:14.000 --> 00:08:15.000]  但其實我們現在看
[00:08:15.000 --> 00:08:17.000]  這麼多都不當是
[00:08:17.000 --> 00:08:20.000]  為什麼
[00:08:20.000 --> 00:08:23.000]  在他心目中這些不是
[00:08:23.000 --> 00:08:25.000]  哪些才是呢
[00:08:25.000 --> 00:08:29.000]  又或者是他期待著什麼呢
[00:08:29.000 --> 00:08:31.000]  其實如果在這裡這樣去看的時候
[00:08:31.000 --> 00:08:33.000]  其實他心裡面就是
[00:08:33.000 --> 00:08:35.000]  在說一樣的事情
[00:08:35.000 --> 00:08:39.000]  耶穌你做的事情仍然未符合
[00:08:39.000 --> 00:08:41.000]  我對上帝
[00:08:41.000 --> 00:08:43.000]  或者他們期待中的尼塞亞
[00:08:43.000 --> 00:08:46.000]  這個救世主的想像或者期望
[00:08:46.000 --> 00:08:48.000]  完全不是他們想的那樣
[00:08:48.000 --> 00:08:51.000]  所以就再挑戰他
[00:08:51.000 --> 00:08:55.000]  所以其實他們是在一個不信的裡面
[00:08:55.000 --> 00:08:57.000]  來要求有這個神蹟
[00:08:57.000 --> 00:08:59.000]  其實前文裡面
[00:08:59.000 --> 00:09:02.000]  都有不同的人來找耶穌
[00:09:02.000 --> 00:09:04.000]  找耶穌去醫病
[00:09:04.000 --> 00:09:06.000]  找耶穌去幫助
