
[00:00:00.000 --> 00:00:02.000]  領事會平安
[00:00:02.000 --> 00:00:05.600]  我們今晚繼續講約書客的講道系列
[00:00:05.600 --> 00:00:07.600]  來到今天第二章
[00:00:07.600 --> 00:00:09.760]  不知道大家記不記得一月的時候
[00:00:09.760 --> 00:00:12.320]  Florence傳道在這裡跟我們分享
[00:00:12.320 --> 00:00:16.000]  原來剛強壯膽去堅守信律的話
[00:00:16.000 --> 00:00:18.600]  原來是我們一個最好的回應
[00:00:18.600 --> 00:00:21.560]  是讓信律說話成為我們生命的一部分
[00:00:21.560 --> 00:00:25.080]  所以當我們將他的經文
[00:00:25.080 --> 00:00:27.760]  他的教訓埋藏在心中
[00:00:27.760 --> 00:00:29.480]  都是一個很重要的動作
[00:00:29.480 --> 00:00:32.800]  以致我們可以流露出神許者心意
[00:00:32.800 --> 00:00:35.840]  今天我們來到第二章
[00:00:35.840 --> 00:00:39.080]  故事已經去到下一個部分
[00:00:39.080 --> 00:00:42.280]  約書亞已經決意向前走
[00:00:42.280 --> 00:00:45.400]  他也吩咐百姓準備行裝
[00:00:45.400 --> 00:00:46.560]  收拾好食物
[00:00:46.560 --> 00:00:49.120]  三天之內去過約旦河
[00:00:49.120 --> 00:00:50.400]  經文就在這裡
[00:00:50.400 --> 00:00:51.720]  不知道大家還記不記得
[00:00:51.720 --> 00:00:52.720]  這些經文
[00:00:52.720 --> 00:00:54.200]  總之簡單來說
[00:00:54.200 --> 00:00:58.560]  約書亞去起行的事實已經開始了
[00:00:58.560 --> 00:01:05.320]  但約書亞卻派了兩個探子
[00:01:05.320 --> 00:01:08.320]  去到耶利哥城探一探
[00:01:08.320 --> 00:01:12.720]  為這個戰爭做最後的準備
[00:01:12.720 --> 00:01:13.520]  很快地說
[00:01:13.520 --> 00:01:14.920]  整個第二章
[00:01:14.920 --> 00:01:16.280]  一個很特別的地方就是
[00:01:16.280 --> 00:01:19.040]  作者並沒有花很多筆墨
[00:01:19.040 --> 00:01:21.600]  去形容約書亞的心情
[00:01:21.600 --> 00:01:23.600]  也沒有說得很清楚
[00:01:23.600 --> 00:01:27.120]  探子內心的緊張和驚險
[00:01:27.120 --> 00:01:29.280]  但單單這個第一節
[00:01:29.280 --> 00:01:34.200]  已經很刻意要我們去留意另一個人
[00:01:34.200 --> 00:01:36.800]  經文原文是這樣寫
[00:01:36.800 --> 00:01:37.440]  他說
[00:01:37.440 --> 00:01:39.120]  「亂的兒子約書亞去到十亭
[00:01:39.120 --> 00:01:40.360]  暗中派兩個探子」
[00:01:40.360 --> 00:01:40.880]  他說
[00:01:40.880 --> 00:01:43.400]  「你們去窺探那地和耶利哥
[00:01:43.400 --> 00:01:45.240]  於是二人去了
[00:01:45.240 --> 00:01:47.840]  來到一個名叫拉合的妓女家裡
[00:01:47.840 --> 00:01:49.920]  在那裡睡覺」
[00:01:49.920 --> 00:01:52.400]  最後這一句原文是這樣
[00:01:52.400 --> 00:01:52.720]  他說
[00:01:52.720 --> 00:01:55.280]  「進入一個女人的屋子
[00:01:55.280 --> 00:01:56.360]  一個妓女
[00:01:56.360 --> 00:01:58.800]  她的名字是拉合
[00:01:58.800 --> 00:02:02.240]  這個女性的她出現了三次」
