
[00:00:00.000 --> 00:00:04.000]  早晨,弟子妹
[00:00:04.000 --> 00:00:08.000]  感恩,可以脫下口罩和大家見面
[00:00:08.000 --> 00:00:10.000]  講道,講嘢
[00:00:10.000 --> 00:00:12.000]  新年快樂
[00:00:12.000 --> 00:00:14.000]  通常大家
[00:00:14.000 --> 00:00:16.000]  恭喜新年快樂,有什麼呢?
[00:00:16.000 --> 00:00:20.000]  除了新年快樂
[00:00:20.000 --> 00:00:22.000]  身體健康
[00:00:22.000 --> 00:00:24.000]  有些說恭喜發財
[00:00:24.000 --> 00:00:26.000]  有些呢,有子女
[00:00:26.000 --> 00:00:28.000]  有孫子的,有沒有人恭喜你學業進步
[00:00:28.000 --> 00:00:30.000]  恭喜你的家人
[00:00:30.000 --> 00:00:32.000]  或者你自己正在進修
[00:00:32.000 --> 00:00:34.000]  恭喜學業進步都有
[00:00:34.000 --> 00:00:38.000]  近來我聽見一位
[00:00:38.000 --> 00:00:40.000]  回其他教會,間接聽到的
[00:00:40.000 --> 00:00:42.000]  其他教會人士說
[00:00:42.000 --> 00:00:44.000]  他回教會的原因是
[00:00:44.000 --> 00:00:46.000]  為了兒子可以入讀基督教學校
[00:00:46.000 --> 00:00:48.000]  也沒有後悔
[00:00:48.000 --> 00:00:50.000]  但他認為自己
[00:00:50.000 --> 00:00:52.000]  信了耶穌之後
[00:00:52.000 --> 00:00:56.000]  所有罪都指耶穌已經寬恕了
[00:00:56.000 --> 00:00:58.000]  他認為
[00:00:58.000 --> 00:01:00.000]  他可以很開心過每一天
[00:01:00.000 --> 00:01:02.000]  也很感恩
[00:01:02.000 --> 00:01:06.000]  但他心靈完全沒有任何改變
[00:01:06.000 --> 00:01:10.000]  繼續用不正當的手法做事
[00:01:10.000 --> 00:01:14.000]  又為了自己爭取最大最多的好處
[00:01:14.000 --> 00:01:16.000]  他又覺得沒有什麼問題
[00:01:16.000 --> 00:01:20.000]  你對他的信仰狀況會怎樣回應呢?
[00:01:20.000 --> 00:01:22.000]  今天跟大家講的經文
[00:01:22.000 --> 00:01:24.000]  以西傑書36章
[00:01:24.000 --> 00:01:26.000]  可能在當中
[00:01:26.000 --> 00:01:28.000]  你會找到答案
[00:01:28.000 --> 00:01:32.000]  以西傑書的
[00:01:32.000 --> 00:01:34.000]  傳卷書
[00:01:34.000 --> 00:01:36.000]  其實分四個段落
[00:01:36.000 --> 00:01:38.000]  第一個段落是一到三章
[00:01:38.000 --> 00:01:42.000]  以西傑見到耶和華的榮光異象
[00:01:42.000 --> 00:01:46.000]  蒙召為以色列做守望者
[00:01:46.000 --> 00:01:50.000]  第二個段落是第四到二十四節
[00:01:50.000 --> 00:01:54.000]  有關猶大和耶路撒冷的信息
[00:01:54.000 --> 00:01:59.000]  包括預言猶大和耶路撒冷將會被毀
[00:01:59.000 --> 00:02:02.000]  導致被毀的原因是
[00:02:02.000 --> 00:02:05.000]  聖殿被他們的罪人占卜
[00:02:05.000 --> 00:02:07.000]  以西傑看到當中的異象
[00:02:07.000 --> 00:02:10.000]  神不但離開聖殿
[00:02:10.000 --> 00:02:12.000]  還離開耶路撒冷
[00:02:12.000 --> 00:02:16.000]  第三個段落是二十五到三十二節
[00:02:16.000 --> 00:02:18.000]  就是審判列國的信息
[00:02:18.000 --> 00:02:22.000]  包括審判亞滿、摩訶、異東、
[00:02:22.000 --> 00:02:25.000]  菲利士、推羅、西頓和埃及
[00:02:25.000 --> 00:02:27.000]  第四個段落就是最後的段落
[00:02:27.000 --> 00:02:30.000]  就是講到第三十三章到四十八章
[00:02:30.000 --> 00:02:34.000]  預言是以色列復國的信息
[00:02:34.000 --> 00:02:37.000]  以色列復興的信息
[00:02:37.000 --> 00:02:43.000]  第四個段落其實包括三十三章
[00:02:43.000 --> 00:02:45.000]  一開始其實三十三章就是
[00:02:45.000 --> 00:02:47.000]  傳卷書的一個分水嶺
[00:02:47.000 --> 00:02:51.000]  就是以色列收到耶路撒冷的城
[00:02:51.000 --> 00:02:56.000]  被攻破猶大亡國的一個信息
[00:02:56.000 --> 00:03:00.000]  接著三十四章講到真假的好木人
[00:03:00.000 --> 00:03:03.000]  第三十五章就講到審判以東的罪
[00:03:03.000 --> 00:03:06.000]  以東是以素的後裔
[00:03:06.000 --> 00:03:09.000]  因為以色列被神審判的時候
[00:03:09.000 --> 00:03:11.000]  以東就趁機下毒手
[00:03:11.000 --> 00:03:13.000]  所以被神審判
[00:03:13.000 --> 00:03:15.000]  第三十六章就是今天講的信息
[00:03:15.000 --> 00:03:19.000]  預言以色列將來的復興和英許
[00:03:19.000 --> 00:03:23.000]  第三十七章就是呼吁復活的意象
[00:03:23.000 --> 00:03:24.000]  預言以色列復國
