
[00:00:00.000 --> 00:00:01.000]  我們一起禱告吧
[00:00:01.000 --> 00:00:09.140]  差天父,我們剛剛開口的
[00:00:09.140 --> 00:00:12.000]  用口的去重讚你
[00:00:12.000 --> 00:00:16.260]  用口的去稱你為我們的父
[00:00:16.260 --> 00:00:19.900]  用口的說想我們用我們的生命
[00:00:19.900 --> 00:00:21.660]  去跟隨你
[00:00:21.660 --> 00:00:25.340]  接下來這一刻,你要藉著你的說話
[00:00:25.340 --> 00:00:26.700]  去提醒我們
[00:00:27.280 --> 00:00:30.760]  除了師哥敬拜我們口唱心和
[00:00:30.760 --> 00:00:33.600]  到底其餘的時間,我們的口
[00:00:33.600 --> 00:00:34.980]  又是怎樣用
[00:00:34.980 --> 00:00:37.360]  求你去提醒我們
[00:00:37.360 --> 00:00:40.060]  我們都成為一個被你提醒的人
[00:00:40.060 --> 00:00:42.480]  以致我們聽完你的道
[00:00:42.480 --> 00:00:44.700]  我們能夠走出來
[00:00:44.700 --> 00:00:47.760]  以致我們真的口唱心和的
[00:00:47.760 --> 00:00:49.360]  去稱頌你
[00:00:49.360 --> 00:00:50.880]  願你開了你的心
[00:00:50.880 --> 00:00:53.320]  讓你聽的,說的
[00:00:53.320 --> 00:00:55.200]  讓你的說話去改變
[00:00:55.200 --> 00:00:57.700]  我們要向祂禱告奉主命求
[00:00:57.700 --> 00:00:58.700]  阿們
[00:00:58.700 --> 00:01:01.880]  大家早
[00:01:01.880 --> 00:01:08.080]  之前說過我喜歡看電影
[00:01:08.080 --> 00:01:11.140]  所以開始說到之前,又分享一下有一套電影
[00:01:11.140 --> 00:01:14.000]  就是這一套《The King's Speech》
[00:01:14.000 --> 00:01:18.640]  它是一套關於一個英國國王的電影
[00:01:18.640 --> 00:01:19.780]  這裡有沒有人看過?
[00:01:19.780 --> 00:01:22.640]  好看的,好看的
[00:01:22.640 --> 00:01:23.640]  看過可以再看
[00:01:23.640 --> 00:01:25.640]  還沒看的可以再看
[00:01:25.640 --> 00:01:27.640]  這套電影是說什麼呢?
[00:01:27.640 --> 00:01:29.640]  是說真人真事
[00:01:29.640 --> 00:01:32.640]  是說一位僑智五世有兩個兒子
[00:01:32.640 --> 00:01:34.640]  僑智五世有兩個兒子
[00:01:34.640 --> 00:01:38.640]  大兒子在他父王,即是僑智五世過世之後
[00:01:38.640 --> 00:01:40.640]  繼承了王位
[00:01:40.640 --> 00:01:42.640]  成為了愛德華八世
[00:01:42.640 --> 00:01:46.640]  不過愛德華八世愛江山
