
[00:00:00.000 --> 00:00:04.000]  我今日的講題是心耕心田
[00:00:04.000 --> 00:00:09.000]  在《馬太福音》的十三章有幾段經文
[00:00:09.000 --> 00:00:12.000]  一會兒會跟大家分享
[00:00:12.000 --> 00:00:15.000]  在分享之前我們一起祈禱
[00:00:15.000 --> 00:00:19.000]  神啊,祢是我們的主
[00:00:19.000 --> 00:00:23.000]  我們求祢開我們的心,開我們的耳朵
[00:00:23.000 --> 00:00:27.000]  以致我們能夠聽得明祢的道
[00:00:27.000 --> 00:00:33.000]  也讓神祢的道在我們的心裏面能夠開花結果子
[00:00:33.000 --> 00:00:35.000]  多謝主你聽我們祈禱
[00:00:35.000 --> 00:00:37.000]  奉主名求,阿門
[00:00:37.000 --> 00:00:43.000]  香港其實是一個怎樣的都市
[00:00:43.000 --> 00:00:47.000]  你看看是不是很有壓迫感
[00:00:47.000 --> 00:00:51.000]  其實香港是一個寸金尺土很繁華的都市
[00:00:51.000 --> 00:00:53.000]  生活節奏很快的
[00:00:53.000 --> 00:00:55.000]  不知道你覺不覺得你的節奏很快
[00:00:55.000 --> 00:00:57.000]  其實我現在的節奏也很快
[00:00:57.000 --> 00:00:58.000]  說得很快
[00:00:58.000 --> 00:01:02.000]  其實也挺令人窒息的
[00:01:02.000 --> 00:01:04.000]  不少人為了減壓的緣故
[00:01:04.000 --> 00:01:06.000]  他們會做些什麼
[00:01:06.000 --> 00:01:08.000]  看一看那幅圖就知道了
[00:01:08.000 --> 00:01:11.000]  有些人嘗試去遠一點的地方
[00:01:11.000 --> 00:01:13.000]  租一塊田,怎樣?耕耕耕
[00:01:13.000 --> 00:01:15.000]  其實我也想的
[00:01:15.000 --> 00:01:16.000]  我很喜歡的
[00:01:16.000 --> 00:01:19.000]  有些人不要去到那麼遠
[00:01:19.000 --> 00:01:22.000]  現在很流行,工廠大廈上怎樣?
[00:01:22.000 --> 00:01:24.000]  少少地方
[00:01:24.000 --> 00:01:26.000]  整個床位那麼長
[00:01:26.000 --> 00:01:28.000]  租了它
[00:01:28.000 --> 00:01:31.000]  還有些人可以在家裡
[00:01:31.000 --> 00:01:32.000]  現在很先進
[00:01:32.000 --> 00:01:34.000]  你淘寶也淘到農耕機
[00:01:34.000 --> 00:01:38.000]  只要你有位置就可以種生菜來吃
[00:01:38.000 --> 00:01:41.000]  即時來個沙律也可以
[00:01:41.000 --> 00:01:43.000]  我想問一問大家
[00:01:43.000 --> 00:01:46.000]  這個就是仙人掌
[00:01:46.000 --> 00:01:53.000]  其實我們這種透過園藝種植
[00:01:53.000 --> 00:01:58.000]  是有改善我們身心靈的狀況
[00:01:58.000 --> 00:02:00.000]  園藝治療其實是會怎樣?
[00:02:00.000 --> 00:02:05.000]  令到我們身心靈有很奇妙的一種療癒力
[00:02:05.000 --> 00:02:11.000]  所以今天我透過農耕這個系列
[00:02:11.000 --> 00:02:16.000]  來看看會不會在我們生命裡有更新和改變
[00:02:16.000 --> 00:02:21.000]  PowerPoint打出來有一個考考大家的時間
[00:02:21.000 --> 00:02:27.000]  你知不知道種那麼小到那麼大
[00:02:27.000 --> 00:02:29.000]  要用多久?
[00:02:29.000 --> 00:02:30.000]  其實有些人知道的
[00:02:30.000 --> 00:02:34.000]  我上過主修學的人也知道
[00:02:34.000 --> 00:02:35.000]  那就不用猜了
[00:02:35.000 --> 00:02:38.000]  如果你們沒上過或沒聽過
[00:02:38.000 --> 00:02:40.000]  知不知道要多少年的時間?
[00:02:40.000 --> 00:02:47.000]  一年?兩年?三年?
[00:02:47.000 --> 00:02:49.000]  開個答案出來看看
[00:02:49.000 --> 00:02:54.000]  嘩!其實我大伯種了那麼大顆
[00:02:54.000 --> 00:02:56.000]  他用了15年的時間
[00:02:56.000 --> 00:02:58.000]  其實要很有心機
[00:02:58.000 --> 00:03:01.000]  你需要很多時間去培植它
[00:03:01.000 --> 00:03:05.000]  看一看下一張PowerPoint
[00:03:05.000 --> 00:03:08.000]  這是什麼?自家製芽菜?
[00:03:08.000 --> 00:03:11.000]  其實這是我星期二發的芽菜
[00:03:11.000 --> 00:03:14.000]  大家不知道會不會像我這樣在家裡發芽菜呢?
[00:03:14.000 --> 00:03:17.000]  其實這些芽菜已經在我肚子裡了
[00:03:17.000 --> 00:03:19.000]  因為我已經吃了
[00:03:19.000 --> 00:03:23.000]  原來由很小的可以發到很多
[00:03:23.000 --> 00:03:25.000]  如果看著它慢慢生長
[00:03:25.000 --> 00:03:28.000]  你會覺得很療癒
[00:03:28.000 --> 00:03:32.000]  原來在《馬太福音》13章有8個比喻
[00:03:32.000 --> 00:03:37.000]  頭4個比喻是和群眾說的
[00:03:37.000 --> 00:03:41.000]  而最後4個比喻是和門徒說的
[00:03:41.000 --> 00:03:45.000]  所以我們今天集中在頭4個比喻
[00:03:45.000 --> 00:03:49.000]  看看耶穌昔日對門徒說
[00:03:49.000 --> 00:03:52.000]  對我們今天的群眾有什麼提醒
[00:03:52.000 --> 00:03:55.000]  第一點我想和大家分享的就是
[00:03:55.000 --> 00:03:59.000]  撒種的比喻:理想的成長空間
[00:03:59.000 --> 00:04:01.000]  我們一起讀經文吧
[00:04:01.000 --> 00:04:06.000]  就在那天,耶穌從房子裡出來
[00:04:06.000 --> 00:04:12.000]  坐在海邊,有一大群人到他那裡聚集
[00:04:12.000 --> 00:04:18.000]  他只好上船坐下,眾人都站在岸上
[00:04:18.000 --> 00:04:22.000]  他用比喻對他們說了許多話
[00:04:22.000 --> 00:04:27.000]  他說:有一個撒種的出去撒種
[00:04:27.000 --> 00:04:30.000]  他撒的時候,有的落在路旁
[00:04:30.000 --> 00:04:34.000]  飛了來把他吃掉了
[00:04:34.000 --> 00:04:36.000]  下一章
[00:04:36.000 --> 00:04:38.000]  太陽出來一曬
[00:04:38.000 --> 00:04:41.000]  因為沒有羹就枯乾了
[00:04:41.000 --> 00:04:44.000]  有的落在荊棘裡
[00:04:44.000 --> 00:04:46.000]  荊棘長起來
[00:04:46.000 --> 00:04:48.000]  把他擠住了
[00:04:48.000 --> 00:04:51.000]  又有的落在好土裡
[00:04:51.000 --> 00:04:53.000]  就結出果實
[00:04:53.000 --> 00:04:56.000]  有100倍的,有60倍的
[00:04:56.000 --> 00:04:59.000]  有30倍的,有2的
[00:04:59.000 --> 00:05:01.000]  就應當停
[00:05:01.000 --> 00:05:03.000]  他這裡說了
[00:05:03.000 --> 00:05:07.000]  耶穌的比喻為什麼這麼吸引人去聽
[00:05:07.000 --> 00:05:13.000]  為什麼這麼多人好奇耶穌的比喻
[00:05:13.000 --> 00:05:20.000]  因為他用當時的生活場景就地取材
[00:05:20.000 --> 00:05:24.000]  當時有不少哲學家
[00:05:24.000 --> 00:05:26.000]  例如蘇格拉底、菲羅
[00:05:26.000 --> 00:05:30.000]  都有用撒種和四種土壤
[00:05:30.000 --> 00:05:37.000]  用不同的比喻來反映人對土壤有不同的反應
[00:05:37.000 --> 00:05:40.000]  所以經過撒種的比喻
[00:05:40.000 --> 00:05:44.000]  大概就知道撒種其實是撒同一種種子
[00:05:44.000 --> 00:05:48.000]  不是撒五花八門的種子
[00:05:48.000 --> 00:05:50.000]  所以在同樣的種子
[00:05:50.000 --> 00:05:52.000]  在不同的土壤的反應
[00:05:52.000 --> 00:05:57.000]  就說明了天國道理本身是沒有問題
[00:05:57.000 --> 00:06:01.000]  而是聽道的人對天國道理的心態的問題
[00:06:01.000 --> 00:06:04.000]  所以有四種不同土壤
[00:06:04.000 --> 00:06:09.000]  可以代表我們有屬靈生命周期的不同和狀況
[00:06:09.000 --> 00:06:11.000]  我們慢慢去看一下
[00:06:11.000 --> 00:06:13.000]  首先我們看一下在路旁
[00:06:13.000 --> 00:06:17.000]  在路旁的土壤很硬
[00:06:17.000 --> 00:06:21.000]  其實難免有時候撒種都會撒在硬土上
[00:06:21.000 --> 00:06:22.000]  但他沒有發芽
[00:06:22.000 --> 00:06:24.000]  沒有發芽他會怎樣
[00:06:24.000 --> 00:06:28.000]  鳥兒看到就掉下去了
[00:06:28.000 --> 00:06:32.000]  原來在路旁撒種的比喻提醒我們
[00:06:32.000 --> 00:06:36.000]  其實信仰生命不能夠忘記你的初心
[00:06:36.000 --> 00:06:40.000]  你回到教會其實不能夠缺少一些什麼呢
[00:06:40.000 --> 00:06:43.000]  如果你抱著一些錯誤
[00:06:43.000 --> 00:06:51.000]  或者是一些心態來參加教會生活的時候
[00:06:51.000 --> 00:06:56.000]  或者只是滿足你自己的願望慾望
[00:06:56.000 --> 00:06:58.000]  或者別人的期望
[00:06:58.000 --> 00:07:04.000]  其實難怪有些人對天國道理是會無動於衷
[00:07:04.000 --> 00:07:06.000]  所以當然在異性生活裡
[00:07:06.000 --> 00:07:12.000]  其實比較少的人一回來教會就很渴望神的道
[00:07:12.000 --> 00:07:14.000]  其實有 但少一點
[00:07:14.000 --> 00:07:16.000]  多數回來教會是怎樣的
[00:07:16.000 --> 00:07:19.000]  大家知不知道
[00:07:19.000 --> 00:07:21.000]  別人叫我回來
[00:07:21.000 --> 00:07:22.000]  就是朋友影響
[00:07:22.000 --> 00:07:26.000]  有些年輕一點的當然是認識女孩子
[00:07:26.000 --> 00:07:30.000]  然後有些就是找自我認同
[00:07:30.000 --> 00:07:33.000]  有些就想別人關注自己多一點
[00:07:33.000 --> 00:07:34.000]  等等
[00:07:34.000 --> 00:07:37.000]  這些其實都是人之常情
[00:07:37.000 --> 00:07:40.000]  但是倘若你回到教會
[00:07:40.000 --> 00:07:44.000]  在整個過程裡你丁丁點點而
[00:07:44.000 --> 00:07:47.000]  都沒有追求天國道理的心
[00:07:47.000 --> 00:07:51.000]  甚至當教會是一個社交場合
[00:07:51.000 --> 00:07:53.000]  是一個應酬消遣的時候
[00:07:53.000 --> 00:07:57.000]  其實難怪那些惡者一出來
[00:07:57.000 --> 00:08:02.000]  將殺在他心裡的刀拿走了
[00:08:02.000 --> 00:08:05.000]  第二就是很想分享
[00:08:05.000 --> 00:08:07.000]  就是落在土踐石頭上
[00:08:07.000 --> 00:08:10.000]  其實那些土不是很深
[00:08:10.000 --> 00:08:15.000]  所以很快就發芽
[00:08:15.000 --> 00:08:18.000]  土壤缺乏深度
[00:08:18.000 --> 00:08:20.000]  很容易就破土而出
[00:08:20.000 --> 00:08:23.000]  所以那個狀況就是
[00:08:23.000 --> 00:08:26.000]  經常都會向上去生長
[00:08:26.000 --> 00:08:30.000]  其實我媽媽是耕田的
[00:08:30.000 --> 00:08:33.000]  所以我是跟著她
[00:08:33.000 --> 00:08:34.000]  以我懂事以來
[00:08:34.000 --> 00:08:38.000]  我就參與在家裡的田裡
[00:08:38.000 --> 00:08:42.000]  原來如果你的土翻得不夠深
[00:08:42.000 --> 00:08:45.000]  如果不能向下吸水
[00:08:45.000 --> 00:08:49.000]  其實建立的紮根的心根系統
[00:08:49.000 --> 00:08:51.000]  是很差的
[00:08:51.000 --> 00:08:53.000]  以致太陽一出來一曬
[00:08:53.000 --> 00:08:57.000]  然後它就乾了
[00:08:57.000 --> 00:09:00.000]  就因為它沒有紮好根
[00:09:00.000 --> 00:09:04.000]  之前說了有基本追求信仰的心
[00:09:04.000 --> 00:09:08.000]  土踐石頭上又給我們提醒什麼呢
[00:09:08.000 --> 00:09:12.000]  信仰生命是需要循序漸進去紮根成長
[00:09:12.000 --> 00:09:15.000]  既然不可以安於現狀
[00:09:15.000 --> 00:09:17.000]  也不可以固步自封
